,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
82,-1.4752882,-1.2546308,"('poor', 'rich')",-0.11552135,0.0154990405,-0.24384867,-0.3645365,5.1495285,5.4183173,0.8287176,0.9536623,-0.1249447
1,-1.4570093,-1.1178365,"('unfriendly', 'friendly')",-1.6943563,-1.6314992,-2.5157018,-2.31825,0.895707,0.9775113,-1.1928401,-1.0225186,-0.1703215
57,-1.3612403,-0.9055795,"('unimaginative', 'imaginative')",-0.8371517,-0.655305,-0.73518145,-0.8339542,-2.9767687,-2.6892252,-1.4775856,-1.271016,-0.2065696
69,1.3580421,1.1739879,"('lazy', 'industrious')",1.0825592,1.0077007,0.9165862,1.2475792,-0.67668694,-0.792465,0.6701251,0.6592007,0.0109244
39,1.3422911,1.3416724,"('exploitative', 'cooperative')",0.12672606,0.07976222,0.1882244,0.13562089,0.18571821,0.109049834,0.4607399,0.4165263,0.0442136
4,-1.3191551,-1.3943981,"('disliked', 'liked')",0.10342902,0.1506738,0.3298111,0.57400113,-6.3023553,-6.289352,-1.7970676,-1.7397687,-0.0572989
36,-1.2975163,-1.2216953,"('hostile', 'amicable')",-1.1877182,-1.2050663,-1.002041,-0.5894367,-0.71721774,-0.75269574,-1.0511234,-0.9422235,-0.1088999
41,-1.2933544,-1.1072595,"('unforgiving', 'forgiving')",-0.7925647,-0.8186635,-1.3179104,-1.3819386,0.34131214,0.35894024,-0.7656294,-0.7372303,-0.0283991
53,-1.2523638,-0.9442898,"('uncreative', 'creative')",-0.55189604,-0.34272075,-1.5040985,-1.413792,-0.17541794,0.047421865,-0.870944,-0.6633452,-0.2075988
78,-1.1920193,-1.1192536,"('nonresilient', 'resilient')",0.36086705,0.45904896,-0.6745624,-0.85981137,0.5233017,0.47024003,-0.2456032,-0.262444,0.0168408
67,1.156182,1.1468726,"('doubtful', 'determined')",-0.038448613,-0.095744126,0.5924733,0.6211938,-0.16748168,-0.20912127,0.3856813,0.3658003,0.019881
16,-1.1341194,-0.8507304,"('unpopular', 'popular')",0.09482671,0.17588414,-0.74116224,-0.4586992,-0.1479133,-0.07077922,-0.4820921,-0.3010812,-0.1810109
0,-1.126627,-0.85297495,"('unsociable', 'sociable')",0.069450006,0.17759788,-0.8318647,-1.0743941,-0.12392408,-0.098703444,-0.5032414,-0.4621186,-0.0411228
64,-1.1153094,-1.1047834,"('shy', 'confident')",0.59983337,0.68025064,1.0444682,0.8762045,-5.5600147,-5.547595,-1.2577556,-1.2739809,0.0162253
74,1.1149637,1.3207638,"('undedicated', 'dedicated')",0.09534247,0.22498044,-0.37227985,-0.455413,-0.3869894,-0.16255052,0.1127592,0.2319452,-0.119186
48,-1.0830002,-0.92494106,"('unintelligent', 'intelligent')",-0.4751518,-0.47329038,-1.4704713,-1.622528,0.45593858,0.56087047,-0.6431711,-0.6149723,-0.0281988
34,-1.0475507,-1.0008469,"('mean', 'honorable')",-0.42407164,-0.46212375,-0.3135483,-0.3553233,4.9497886,5.0949483,0.7911545,0.8191636,-0.0280091
30,-1.0096722,-0.973144,"('intolerant', 'tolerant')",-0.5983556,-0.6245853,-0.23536481,-0.40233907,0.577923,0.591527,-0.3163674,-0.3521353,0.0357679
73,0.9986061,0.86649686,"('helpless', 'self-reliant')",0.27689207,0.29618853,1.1315789,1.2690715,-2.9170768,-2.9726431,-0.1274999,-0.1352215,0.0077216
63,-0.9868236,-0.84578776,"('unperceptive', 'insightful')",0.13365844,0.2557508,-1.4326547,-1.612238,0.90066946,0.9655183,-0.3462876,-0.3091892,-0.0370984
46,-0.9071803,-0.43293518,"('uncompetitive', 'competitive')",0.9748172,1.22553,-0.7450783,-1.072066,-0.69033843,-0.42801133,-0.341945,-0.1768706,-0.1650744
52,-0.9024435,-0.86951464,"('irrational', 'rational')",-0.3856481,-0.46518123,-0.0037449114,0.29920003,-0.06864649,-0.17663899,-0.3401208,-0.3030337,-0.0370871
27,-0.86691606,-0.7862291,"('hardhearted', 'softhearted')",-1.13826,-1.2063285,-0.22745496,-0.19533578,0.8555219,0.69464195,-0.3442773,-0.3733129,0.0290356
11,-0.86672604,-0.7765759,"('unhelpful', 'helpful')",-1.0550019,-0.9773465,-1.1686598,-1.2389323,1.7649623,1.9460378,-0.3313564,-0.2617042,-0.0696522
10,-0.86506015,-0.632913,"('unsympathetic', 'sympathetic')",-0.18707496,-0.030320402,-0.679738,-1.1560667,-0.23343511,-0.18998262,-0.491327,-0.5023206,0.0109936
25,0.86357933,0.7979671,"('egoistic', 'altruistic')",0.11401382,0.033820488,-1.0121157,-0.8416088,1.037658,1.026432,0.2507839,0.2541527,-0.0033688
47,-0.8529494,-0.7638333,"('stupid', 'smart')",0.055009447,0.04444948,-0.70096225,-0.76837367,4.6297126,4.825723,0.7827026,0.8344914,-0.0517888
33,0.8444822,0.76988864,"('wrong', 'right')",-0.3864968,-0.45025775,0.39052755,0.58828384,-0.5299993,-0.7184668,0.0796284,0.047362,0.0322664
32,-0.8131909,-0.69209445,"('unkind', 'kind')",-0.4722973,-0.406043,-1.5944253,-1.8010715,0.4353906,0.57866806,-0.6111307,-0.5801352,-0.0309955
28,-0.8049089,-0.59979403,"('disloyal', 'loyal')",-0.59268904,-0.4220484,-1.8405395,-1.8661228,0.3412689,0.4819981,-0.7242171,-0.6014918,-0.1227253
77,-0.7780464,-0.5057127,"('unmotivated', 'motivated')",0.100457564,0.253156,-0.53811526,-0.64588934,-1.0869526,-0.99936247,-0.5756642,-0.4744521,-0.1012121
84,0.76830596,0.7168239,"('inferior', 'superior')",0.9378322,0.9104792,-0.16087024,-0.13887735,1.2959807,1.0895803,0.7103121,0.6445015,0.0658106
86,-0.7463843,-0.54049903,"('uninfluential', 'influential')",-0.169476,0.011361344,-1.2820158,-1.5585722,-0.016488235,0.0746521,-0.5535911,-0.5032644,-0.0503267
51,-0.7152149,-0.68630576,"('uneducated', 'educated')",0.73956627,0.7916751,0.56107473,0.44275054,0.6518914,0.68897414,0.3093294,0.3092735,5.59e-05
