,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
56,3.390578,4.529387,"('impractical', 'practical')",1.6513087,1.7101943,0.39013356,0.35014266,1.8106734,2.1965745,-0.3859011
60,3.2880106,5.689547,"('inefficient', 'efficient')",1.9656075,2.0997577,0.0626149,0.6707102,1.7720777,2.8200051,-1.0479274
14,2.9440687,4.640311,"('antisocial', 'social')",1.5286418,1.8550564,-0.80815995,-0.30584642,1.2215169,2.0631736,-0.8416567
36,-2.9210389,-5.9148946,"('hostile', 'amicable')",-2.710848,-2.8119383,-0.15816116,-0.57262844,-1.930016,-3.0998205,1.1698045
52,-2.7065485,-4.144797,"('irrational', 'rational')",-1.2808948,-1.8287482,-0.47493315,-0.98757076,-1.4874589,-2.3203719,0.832913
16,-2.623517,-3.1958604,"('unpopular', 'popular')",-0.98551154,-0.97222364,0.47748914,0.43064725,-1.0438464,-1.2458123,0.2019659
10,2.6062596,5.0589523,"('unsympathetic', 'sympathetic')",1.1430999,0.9595957,0.41664776,0.47921774,1.3886692,2.1659218,-0.7772526
12,2.5880907,2.852912,"('unsupportive', 'supportive')",1.7268624,1.6556283,-0.9385144,-1.1137869,1.1254795,1.1315844,-0.0061049
70,2.4186184,4.1933856,"('lethargic', 'energetic')",1.7572653,1.3590946,1.183394,1.3063825,1.7864259,2.2862876,-0.4998617
35,-2.3104646,-4.5743046,"('corrupt', 'incorrupt')",-2.5957923,-2.344326,-0.5652983,-0.9315186,-1.8238516,-2.6167164,0.7928648
31,-2.2941113,-5.317815,"('evil', 'good')",-1.5194663,-1.5878483,-1.0660031,-1.5560851,-1.6265268,-2.8205827,1.1940559
55,2.2841527,4.9304113,"('incompetent', 'clever')",1.4208155,1.3846383,0.034352433,0.28817636,1.2464403,2.2010754,-0.9546351
44,-2.251873,-2.3410552,"('prejudiced', 'unprejudiced')",-1.1269605,-1.0863124,-1.6130965,-1.5149745,-1.6639767,-1.6474474,-0.0165293
81,2.1689436,5.334628,"('submissive', 'aggressive')",1.6726414,1.593067,-0.2775654,0.056186844,1.1880066,2.3279607,-1.1399541
5,-2.1670227,-3.052767,"('distant', 'outgoing')",-1.4018968,-1.3210529,-0.17312275,-0.09072492,-1.2473474,-1.4881816,0.2408342
6,-2.1484473,-3.4299712,"('distant', 'open')",-2.011318,-1.8295034,0.6063595,0.46636215,-1.1844686,-1.5977043,0.4132357
85,-2.0613785,-4.7599754,"('insignificant', 'prestigious')",-0.5041747,-0.8311765,0.5831858,-0.20732167,-0.6607891,-1.9328246,1.2720355
74,2.0546803,2.046457,"('undedicated', 'dedicated')",1.1227305,0.96164834,0.8909155,0.3252279,1.3561088,1.1111111,0.2449977
75,-2.0168228,-2.5947814,"('meek', 'impulsive')",-0.72507584,-0.6262517,-0.51575404,-0.48615777,-1.0858842,-1.2357303,0.1498461
43,1.9946767,2.9920182,"('irresponsible', 'responsible')",1.1665825,1.0192785,0.8119538,1.034735,1.3244043,1.6820107,-0.3576064
51,1.9800154,3.3643658,"('uneducated', 'educated')",0.7184515,0.72330195,0.2532243,0.37127528,0.9838971,1.4863145,-0.5024174
86,1.9075874,3.2256856,"('uninfluential', 'influential')",0.4885017,0.076682776,0.23207355,0.22055155,0.8760542,1.1743066,-0.2982524
7,1.878746,3.2786603,"('insensitive', 'sensitive')",0.8711383,0.8514127,1.2687461,1.4848754,1.3395435,1.8716494,-0.5321059
21,1.8651384,3.398045,"('immoral', 'moral')",1.1658026,0.90488034,-0.72103834,-0.5899621,0.7699676,1.2376545,-0.4676869
4,-1.8474954,-3.1417835,"('disliked', 'liked')",-0.3044448,-0.11087735,-5.701115,-6.306645,-2.6176852,-3.1864351,0.5687499
0,1.7967454,2.8134346,"('unsociable', 'sociable')",0.4524494,0.41486424,-0.5561829,-0.41184527,0.5643373,0.9388179,-0.3744806
39,1.7876794,1.4132246,"('exploitative', 'cooperative')",0.88548976,0.82974565,0.21229832,0.33160707,0.9618225,0.8581924,0.1036301
63,1.7449954,2.4921727,"('unperceptive', 'insightful')",1.8246763,1.5434016,1.4282248,1.5493268,1.6659654,1.8616338,-0.1956684
62,1.71924,3.8616037,"('incompetent', 'brilliant')",1.9640597,2.0887756,0.4293743,0.9544603,1.3708913,2.3016132,-0.9307219
46,1.6922654,4.2249513,"('uncompetitive', 'competitive')",2.4256957,2.0316238,-0.34518424,-0.321661,1.2575922,1.9783047,-0.7207125
72,1.6659695,2.186001,"('unambitious', 'ambitious')",0.033859894,0.58173054,-1.0033165,-0.17684184,0.2321709,0.86363,-0.6314591
13,1.6583395,2.6365962,"('impolite', 'polite')",1.3246874,0.91038024,0.010566115,0.40951765,0.9978644,1.3188314,-0.320967
76,1.6030698,3.9391394,"('anxious', 'daring')",1.3071045,1.5461634,0.33909783,0.82024986,1.0830907,2.101851,-1.0187603
80,1.5594152,3.7312827,"('dominated', 'dominating')",1.0765606,0.8850459,-0.97149605,-0.6898122,0.5548266,1.3088388,-0.7540122
30,1.4691001,2.3121872,"('intolerant', 'tolerant')",2.1942654,1.9355084,1.3002456,1.1896473,1.654537,1.8124475,-0.1579105
