,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
41,-1.365976,-1.0957135,"('unforgiving', 'forgiving')",-0.9811677,-0.8053503,0.11041429,0.32549703,-0.7455765,-0.5251889,-0.2203876
0,-1.3548902,-1.3141481,"('unsociable', 'sociable')",-1.0580087,-0.98940897,0.15676448,0.037382912,-0.7520448,-0.7553914,0.0033466
32,-1.3425328,-1.3973018,"('unkind', 'kind')",-0.27905768,-0.28361347,0.91031426,0.98169714,-0.237092,-0.2330727,-0.0040193
57,-1.3128885,-0.9858859,"('unimaginative', 'imaginative')",-1.1732432,-0.8966029,-2.9493551,-2.8037443,-1.8118289,-1.5620777,-0.2497512
35,1.2296349,1.3653804,"('corrupt', 'incorrupt')",1.6203969,1.574366,-1.0748217,-0.93081987,0.5917367,0.6696421,-0.0779054
69,1.2206132,1.1972272,"('lazy', 'industrious')",2.6949193,2.7371917,-0.7704239,-0.61545694,1.0483696,1.1063207,-0.0579511
12,-1.209429,-1.0258546,"('unsupportive', 'supportive')",-1.2295711,-1.0841559,-1.8492163,-1.7787718,-1.4294055,-1.2962608,-0.1331447
54,-1.1777989,-1.1069367,"('incapable', 'capable')",0.72589034,0.79247767,0.37067947,0.37882698,-0.0270764,0.021456,-0.0485324
27,-1.1422479,-0.9969891,"('hardhearted', 'softhearted')",-0.5280581,-0.39760122,0.6881778,0.9425556,-0.327376,-0.1506782,-0.1766978
43,-1.1317555,-1.0591307,"('irresponsible', 'responsible')",-1.9039274,-1.9016278,0.9547848,0.9099469,-0.6936327,-0.6836038,-0.0100289
21,-1.0827843,-1.1670476,"('immoral', 'moral')",-0.8371368,-0.87564766,-0.6606525,-0.77296,-0.8601912,-0.9385517,0.0783605
66,1.0717455,1.1966792,"('inactive', 'active')",0.5357848,0.7161471,0.32194385,0.74708337,0.6431581,0.8866366,-0.2434785
38,-1.005019,-1.0175556,"('untruthful', 'truthful')",-0.5600006,-0.5981323,0.22604233,0.1299428,-0.4463258,-0.4952484,0.0489226
52,-0.94602627,-0.8656554,"('irrational', 'rational')",0.07788607,0.21461485,-0.7998814,-0.61160547,-0.5560072,-0.420882,-0.1351252
75,0.9431069,1.0418915,"('meek', 'impulsive')",0.88221014,0.9060863,-0.5043254,-0.5675824,0.4403305,0.4601318,-0.0198013
72,-0.9415513,-1.1101699,"('unambitious', 'ambitious')",-1.0256089,-1.0305597,-0.17861429,-0.28495872,-0.7152582,-0.8085628,0.0933046
87,0.90546435,0.82520443,"('unsuccessful', 'successful')",0.7220071,0.7412409,0.6225796,0.41870302,0.750017,0.6617161,0.0883009
77,-0.89341426,-1.0309128,"('unmotivated', 'motivated')",-1.4517812,-1.4294393,-0.8991529,-1.1074343,-1.0814493,-1.1892621,0.1078128
73,0.8667573,0.75092834,"('helpless', 'self-reliant')",0.68088067,0.6080967,-3.3741016,-3.5848172,-0.6088212,-0.7419307,0.1331095
7,-0.8631258,-0.74330026,"('insensitive', 'sensitive')",-0.7403991,-0.60495424,0.24867322,0.4276231,-0.4516172,-0.3068771,-0.1447401
88,-0.8522273,-0.9991192,"('low', 'eminent')",-0.249073,-0.28663614,-0.51008344,-0.6092826,-0.5371279,-0.6316793,0.0945514
24,-0.85130596,-0.8364731,"('dishonest', 'honest')",-0.9094421,-0.9427175,0.9316256,1.048027,-0.2763742,-0.2437212,-0.032653
11,-0.8182411,-0.8396573,"('unhelpful', 'helpful')",-1.9997506,-1.9847666,2.335736,2.1352208,-0.1607519,-0.2297343,0.0689824
46,-0.7661529,-0.7302113,"('uncompetitive', 'competitive')",-1.444741,-1.4445269,-0.3134666,-0.40232533,-0.8414535,-0.8590212,0.0175677
30,-0.71440995,-0.5765746,"('intolerant', 'tolerant')",-0.51706266,-0.55032575,0.727459,0.6793542,-0.1680045,-0.1491821,-0.0188224
51,-0.7074332,-0.85268277,"('uneducated', 'educated')",-0.6744804,-0.77601993,0.27435175,0.16795267,-0.3691873,-0.4869167,0.1177294
49,-0.7024364,-0.6899828,"('unable', 'able')",-0.21726388,-0.1921811,-0.77449715,-0.8623503,-0.5647325,-0.5815047,0.0167722
31,-0.6929382,-0.40390822,"('evil', 'good')",-0.26553428,-0.023768643,-1.2354,-1.0468454,-0.7312908,-0.4915075,-0.2397833
47,-0.6733833,-0.8397136,"('stupid', 'smart')",0.15637723,0.08721951,5.4037895,5.396633,1.6289279,1.5480464,0.0808815
78,-0.6692139,-0.7209242,"('nonresilient', 'resilient')",-0.1398183,-0.09723908,0.29993635,0.014826084,-0.1696986,-0.2677791,0.0980805
42,0.66179216,0.677774,"('unreliable', 'reliable')",0.70464575,0.66801375,-2.688442,-2.6301877,-0.440668,-0.4281333,-0.0125347
65,-0.64975905,-0.7144717,"('insecure', 'secure')",-1.1036309,-1.201161,0.6201272,0.40639925,-0.3777543,-0.5030778,0.1253235
16,-0.6298776,-0.65900993,"('unpopular', 'popular')",0.61316794,0.55029434,0.10430619,-0.004394904,0.0291988,-0.0377035,0.0669023
58,-0.61287886,-0.39302444,"('undiscriminating', 'discriminating')",-0.8735712,-0.58513963,0.4016116,0.5159689,-0.3616128,-0.1540651,-0.2075477
13,-0.59340113,-0.8468099,"('impolite', 'polite')",-0.59043044,-0.750146,0.26906687,-0.04169908,-0.3049216,-0.5462183,0.2412967
39,0.58033645,0.5117318,"('exploitative', 'cooperative')",-0.4608581,-0.42397538,0.3099579,0.49806726,0.1431454,0.1952746,-0.0521292
3,-0.57970923,-0.54697406,"('repellent', 'pleasant')",-1.3237664,-1.3598506,0.3226748,0.49967402,-0.5269336,-0.4690502,-0.0578834
40,-0.57614636,-0.4632975,"('stingy', 'generous')",0.13074584,0.22674626,-2.1641853,-2.1260302,-0.8698619,-0.7875272,-0.0823347
34,-0.5648687,-0.50135463,"('mean', 'honorable')",-0.91981846,-0.86253035,5.133828,5.1341877,1.2163804,1.2567676,-0.0403872
60,-0.54233855,-0.8536395,"('inefficient', 'efficient')",-0.7119582,-0.92905134,0.72237647,0.2559417,-0.1773068,-0.5089164,0.3316096
85,-0.53583026,-0.32249904,"('insignificant', 'prestigious')",0.7625884,1.045405,-1.0198673,-0.7414372,-0.2643697,-0.0061771,-0.2581926
84,0.52581054,0.505336,"('inferior', 'superior')",0.8122969,0.77530235,0.40916836,0.39547148,0.5824253,0.5587033,0.023722
74,-0.51885575,-0.3297388,"('undedicated', 'dedicated')",-0.1169846,-0.12398377,0.13627918,0.26508477,-0.1665204,-0.0628793,-0.1036411
76,0.51428545,0.32637012,"('anxious', 'daring')",0.35046968,0.21671641,0.26395503,0.109894484,0.3762367,0.2176603,0.1585764
18,-0.49588114,-0.4598359,"('disagreeable', 'welcoming')",0.06581244,0.128575,-1.0808681,-0.9015314,-0.5036456,-0.4109308,-0.0927148
70,-0.47570196,-0.42519978,"('lethargic', 'energetic')",-0.46511808,-0.5253989,0.73691624,0.8016925,-0.0679679,-0.0496354,-0.0183325
20,-0.44822347,-0.4144478,"('rough', 'thoughtful')",-0.05697505,-0.069801785,0.5703453,0.59375924,0.0217156,0.0365032,-0.0147876
81,-0.4335209,-0.5718385,"('submissive', 'aggressive')",-0.72833204,-0.8326555,-0.2406256,-0.5623067,-0.4674929,-0.6556002,0.1881073
82,-0.4297511,-0.4879408,"('poor', 'rich')",-0.2838354,-0.42606008,6.1052675,5.934069,1.7972271,1.6733561,0.123871
45,-0.42039818,-0.29646528,"('incompetent', 'competent')",-0.1494003,-0.1410144,0.2528796,0.12696686,-0.1056396,-0.1035043,-0.0021353
37,0.4189361,0.4188867,"('fake', 'genuine')",0.36756912,0.41154173,0.027741408,0.0779978,0.2714156,0.3028087,-0.0313931
61,-0.4131952,-0.4176034,"('illogical', 'logical')",-0.5513147,-0.5283914,0.04644022,0.21973358,-0.3060232,-0.2420871,-0.0639361
68,-0.3960774,-0.4294876,"('dependent', 'independent')",-1.0437094,-1.1945294,-1.6912221,-1.730517,-1.0436696,-1.118178,0.0745084
56,-0.38320196,-0.60522413,"('impractical', 'practical')",-0.20787385,-0.42885023,0.16755971,-0.30480653,-0.141172,-0.4462936,0.3051216
62,-0.37876403,-0.60589147,"('incompetent', 'brilliant')",-0.27746353,-0.4277915,0.5051297,0.049711388,-0.050366,-0.3279905,0.2776245
36,-0.34914583,0.0987479,"('hostile', 'amicable')",-0.031097878,0.29688412,-0.7905941,-0.45729074,-0.3902793,-0.0205529,-0.3697264
19,-0.27103433,0.015474346,"('inhospitable', 'hospitable')",-0.7532583,-0.6062826,-0.6445846,-0.60227865,-0.5562924,-0.3976956,-0.1585968
2,0.24295786,0.27283436,"('unlikable', 'likable')",0.7317972,0.73934233,0.87529117,0.98630315,0.6166821,0.6661599,-0.0494778
55,-0.23432384,-0.17986538,"('incompetent', 'clever')",-0.31566694,-0.20928872,0.77656305,0.5874024,0.0755241,0.0660828,0.0094413
29,0.23318565,0.18400082,"('unfair', 'fair')",0.5854283,0.4960759,-0.78848153,-0.6241621,0.0100441,0.0186382,-0.0085941
26,-0.22840855,-0.044011693,"('hardhearted', 'benevolent')",-0.28995717,-0.045303732,1.3768147,1.6803987,0.2861497,0.5303611,-0.2442114
83,-0.22543079,-0.27896658,"('powerless', 'powerful')",0.012252567,0.036375493,-1.1843408,-1.3161258,-0.4658397,-0.5195723,0.0537326
6,-0.21979219,-0.08077498,"('distant', 'open')",0.9195836,1.1219692,-0.422053,-0.11439374,0.0925795,0.3089335,-0.216354
59,0.18659681,0.15190634,"('foolish', 'wise')",0.44801807,0.41018057,-0.32240814,-0.10969214,0.1040689,0.1507983,-0.0467294
50,-0.18542297,-0.2459528,"('clumsy', 'skillful')",0.9856345,0.99289644,-0.34194618,-0.38688073,0.1527551,0.120021,0.0327341
5,0.17282814,0.27858126,"('distant', 'outgoing')",0.60971016,0.77944505,-0.43118498,-0.3871164,0.1171178,0.2236366,-0.1065188
33,0.14601658,0.17085275,"('wrong', 'right')",1.237254,1.2969636,-0.79613984,-0.70655537,0.1957103,0.2537537,-0.0580434
64,-0.10359362,-0.12568331,"('shy', 'confident')",0.24886523,0.19396743,-5.812542,-5.8952785,-1.8890901,-1.9423315,0.0532414
71,0.09245729,0.12045828,"('diffident', 'self-confident')",0.5530045,0.6449475,0.29727378,0.33988652,0.3142452,0.3684308,-0.0541856
15,-0.05786825,0.008512758,"('boring', 'funny')",0.6506817,0.6339262,0.5861725,0.37963316,0.3929953,0.3406907,0.0523046
14,-0.048439868,-0.08313029,"('antisocial', 'social')",0.041590758,-0.024841998,0.11123172,0.12816857,0.0347942,0.0067321,0.0280621
67,0.046337955,-0.030792844,"('doubtful', 'determined')",0.37429443,0.33839065,-0.3399088,-0.39457467,0.0269079,-0.0289923,0.0559002
25,0.037699208,0.01722984,"('egoistic', 'altruistic')",0.7262721,0.71128607,1.0007201,0.98856276,0.5882305,0.5723596,0.0158709
79,-0.02789843,0.23164496,"('wavering', 'unwavering')",0.31697366,0.47064564,-0.7316693,-0.7599174,-0.1475314,-0.0192089,-0.1283225
4,-0.005455781,0.11376213,"('disliked', 'liked')",0.3043653,0.3172698,-6.7466173,-6.9921894,-2.1492359,-2.1870524,0.0378165
17,0.0034005512,0.11451405,"('nasty', 'nice')",0.08096153,0.19499822,-0.48874402,-0.5146284,-0.134794,-0.0683721,-0.0664219
22,0.0019690287,0.075789444,"('untrustworthy', 'trustworthy')",-0.28810468,-0.27557695,-0.46575493,-0.25590718,-0.2506302,-0.1518982,-0.098732
