,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
86,-2.3575444,-2.1411319,"('uninfluential', 'influential')",-1.5367557,-1.3401699,-0.44549066,-0.33447,-1.4465969,-1.2719239,-0.174673
1,-2.086236,-1.9372141,"('unfriendly', 'friendly')",-0.5846903,-0.3488679,1.4958097,1.6301873,-0.3917056,-0.2186316,-0.173074
10,-2.0277197,-1.8592665,"('unsympathetic', 'sympathetic')",-1.6360928,-1.4819503,0.12456689,0.29608622,-1.1797486,-1.0150435,-0.1647051
48,-1.717407,-1.7700359,"('unintelligent', 'intelligent')",-1.5108371,-1.4872236,0.11879601,-0.03698944,-1.0364827,-1.0980829,0.0616002
23,-1.6811715,-1.6706933,"('insincere', 'sincere')",-1.7774187,-1.7989094,5.77083,5.7094197,0.7707466,0.7466057,0.0241409
28,-1.6166502,-1.5373979,"('disloyal', 'loyal')",-0.42020163,-0.28735268,1.0325179,1.0131645,-0.334778,-0.2705287,-0.0642493
9,-1.5564078,-1.3801955,"('unaffectionate', 'caring')",-0.9245112,-0.72476244,0.8200128,0.98848265,-0.5536354,-0.3721584,-0.181477
80,1.483147,1.2824539,"('dominated', 'dominating')",0.37284026,0.2249743,-0.4317799,-0.57114273,0.4747358,0.3120951,0.1626407
53,-1.4541625,-1.2698783,"('uncreative', 'creative')",-1.0970324,-0.8910627,0.56075203,0.58016926,-0.663481,-0.5269239,-0.1365571
44,1.4375776,1.3519225,"('prejudiced', 'unprejudiced')",0.9922521,0.84245026,-1.4798036,-1.4412009,0.3166753,0.2510573,0.065618
63,-1.4355844,-1.3168771,"('unperceptive', 'insightful')",-1.484743,-1.4483463,0.52863216,0.3952287,-0.7972318,-0.7899983,-0.0072335
8,-1.3859538,-1.1901263,"('unaffectionate', 'affectionate')",-0.58924496,-0.32221457,0.27984393,0.46929395,-0.5651183,-0.3476823,-0.217436
