,ryder_male,ryder_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
60,3.2515855,3.073673,"('inefficient', 'efficient')",2.1700766,2.0392218,0.2996533,0.5494487,1.9071051,1.887448,0.0196571
31,-3.051725,-2.8747663,"('evil', 'good')",-1.383573,-1.2634075,-1.0834188,-1.4132373,-1.8395723,-1.8504705,0.0108982
36,-3.0015485,-2.6432834,"('hostile', 'amicable')",-2.2650158,-2.0074494,-0.008437742,-0.3310912,-1.758334,-1.6606081,-0.0977259
55,2.9210513,2.6110413,"('incompetent', 'clever')",0.70754886,0.6011107,0.037578937,0.10940101,1.2220596,1.1071843,0.1148753
56,2.9100919,2.8518488,"('impractical', 'practical')",0.8129965,0.8481257,0.13865858,0.2958492,1.2872489,1.3319413,-0.0446924
62,2.6254523,2.582425,"('incompetent', 'brilliant')",1.3343341,1.2702757,0.32401615,0.4338683,1.4279342,1.4288564,-0.0009222
16,-2.486008,-2.0300019,"('unpopular', 'popular')",-0.6111678,-0.5555211,0.5291518,0.32597473,-0.8560079,-0.7531827,-0.1028252
76,2.3949,2.4924772,"('anxious', 'daring')",0.033474404,0.067452975,0.36732692,0.70469487,0.9319005,1.0882084,-0.1563079
6,-2.2080119,-2.1122844,"('distant', 'open')",-1.7380204,-1.6766536,0.36747655,-0.011469648,-1.1928519,-1.2668025,0.0739506
30,2.1008172,1.9799359,"('intolerant', 'tolerant')",1.7441523,1.7751746,1.1673554,1.1963829,1.6707749,1.6504978,0.0202771
81,2.0979745,1.8631021,"('submissive', 'aggressive')",0.91486675,0.8624669,-0.26705402,-0.0684929,0.9152624,0.885692,0.0295704
23,2.0759053,2.028418,"('insincere', 'sincere')",1.1180137,1.050997,5.678811,5.661562,2.9575768,2.9136591,0.0439177
46,2.0299456,2.0160968,"('uncompetitive', 'competitive')",1.402528,1.3042476,-0.35101923,-0.146769,1.0271515,1.0578585,-0.030707
35,-2.0221314,-1.9115009,"('corrupt', 'incorrupt')",-1.5460424,-1.5841846,-0.5772769,-0.8550107,-1.3818169,-1.450232,0.0684151
39,2.0097675,1.9450158,"('exploitative', 'cooperative')",1.4560245,1.3445814,0.13389306,0.060914207,1.1998951,1.1168371,0.083058
75,-1.962257,-1.7135174,"('meek', 'impulsive')",-1.3027477,-1.1923147,-0.4812019,-0.43096396,-1.2487355,-1.1122654,-0.1364701
24,1.9584268,1.699566,"('dishonest', 'honest')",-1.1680294,-1.2149487,0.7186202,0.70115745,0.5030059,0.3952583,0.1077476
21,1.947452,1.5403206,"('immoral', 'moral')",0.91933215,0.79535395,-0.72243875,-0.83571965,0.7147818,0.499985,0.2147968
10,1.9011897,1.544746,"('unsympathetic', 'sympathetic')",-0.29632407,-0.3981806,-0.14245826,-0.031774104,0.4874691,0.3715971,0.115872
