,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
25,-1.802098,-1.5547209,"('egoistic', 'altruistic')",0.22028646,0.33726174,0.2639181,0.12029292,1.245387,0.95036864,-0.0181266,-0.0366994,0.0185728
87,1.7887266,1.6107562,"('unsuccessful', 'successful')",0.60332155,0.70598495,0.19503139,0.022652688,0.5790197,0.59893537,0.7915248,0.7345822,0.0569426
51,1.7561768,1.4076614,"('uneducated', 'educated')",-0.061651513,0.060416654,-1.3938884,-1.3123485,0.6556679,1.0661676,0.2390762,0.3054743,-0.0663981
6,-1.6442738,-1.6102102,"('distant', 'open')",0.52462184,0.40065593,1.0683755,1.0569175,-0.7349452,-1.3444176,-0.1965554,-0.3742636,0.1777082
35,-1.6201266,-1.4982218,"('corrupt', 'incorrupt')",0.045010306,0.01965252,2.2430246,2.069955,-1.0377822,-1.6360471,-0.0924685,-0.2611653,0.1686968
46,1.5702075,1.2580639,"('uncompetitive', 'competitive')",0.090987146,0.055710994,-1.994328,-1.9558357,-0.075859405,0.5158286,-0.1022482,-0.031558,-0.0706902
31,-1.4449344,-1.2948738,"('evil', 'good')",0.13976939,0.06258239,0.5799515,0.535702,-1.3599313,-2.1053114,-0.5212862,-0.7004752,0.179189
8,-1.4317935,-1.4914173,"('unaffectionate', 'affectionate')",-0.3246823,-0.35057423,-1.8145044,-1.9763279,0.07076669,-0.21419498,-0.8750533,-1.0081285,0.1330752
5,-1.3913051,-1.4669751,"('distant', 'outgoing')",0.60908353,0.5650007,1.3933097,1.5006807,-1.0166739,-1.4395232,-0.1013964,-0.2102042,0.1088078
79,-1.3471838,-1.3728195,"('wavering', 'unwavering')",-0.08363009,-0.12554853,0.5426084,0.4103589,-0.84749156,-0.95618516,-0.4339243,-0.5110486,0.0771243
60,1.2910875,1.6008656,"('inefficient', 'efficient')",0.11857082,0.26810256,-1.745098,-1.3997083,0.5828268,1.4534653,0.0618468,0.4806813,-0.4188345
47,1.2121707,1.3565314,"('stupid', 'smart')",0.17030472,0.34909374,-0.1073658,-0.0011898652,5.281424,5.321518,1.6391335,1.7564883,-0.1173548
58,1.1819546,0.59683704,"('undiscriminating', 'discriminating')",-0.13333973,-0.13317266,-1.3754902,-1.4346931,0.082919724,-0.114264265,-0.0609889,-0.2713232,0.2103343
23,1.1515962,0.9678359,"('insincere', 'sincere')",0.5390579,0.5252191,-1.6045412,-1.5544747,6.233203,6.686147,1.579829,1.6561818,-0.0763528
39,1.1490622,1.3125248,"('exploitative', 'cooperative')",0.893765,0.88118184,0.49424365,0.5612055,0.67651695,0.88643265,0.8033969,0.9103361,-0.1069392
32,1.1472582,1.0205691,"('unkind', 'kind')",0.50224537,0.3205699,-0.7971452,-0.7033136,1.1901459,1.5794113,0.510626,0.5543091,-0.0436831
21,1.1051233,1.3265363,"('immoral', 'moral')",0.22278646,0.29641467,-1.1576436,-0.8818034,-0.33484426,0.46725574,-0.0411445,0.3021008,-0.3432453
74,1.0963335,0.97021693,"('undedicated', 'dedicated')",0.4941478,0.5875966,-0.22580734,-0.13694146,0.51055485,0.64847726,0.4688072,0.5173373,-0.0485301
55,1.07299,1.0253298,"('incompetent', 'clever')",-0.39653537,-0.2769433,-1.3670208,-1.1507163,0.8613713,1.4399885,0.0427012,0.2594147,-0.2167135
11,1.0512135,1.0565876,"('unhelpful', 'helpful')",0.56890345,0.55501515,-1.4601469,-1.4164615,1.987223,2.626729,0.5367982,0.7054676,-0.1686694
18,-1.0363283,-0.6224575,"('disagreeable', 'welcoming')",0.64163285,0.68588984,-0.8546881,-0.71935165,-0.98766136,-0.99413425,-0.5592612,-0.4125134,-0.1467478
80,1.0199379,0.8310655,"('dominated', 'dominating')",-1.0180885,-0.94001836,-0.43078876,-0.66101253,-0.76395726,-0.44231117,-0.2982242,-0.3030691,0.0048449
56,0.9945989,1.2427639,"('impractical', 'practical')",0.01868444,0.17402725,-0.88443655,-0.4961933,0.1540153,0.84996426,0.0707155,0.4426405,-0.371925
27,-0.95959246,-0.59144044,"('hardhearted', 'softhearted')",0.5654247,0.3575677,0.25532815,0.29015395,0.6951007,0.38918257,0.1390653,0.1113659,0.0276994
3,-0.93677574,-0.76366264,"('repellent', 'pleasant')",-1.5947871,-1.4612733,-1.5375156,-1.553819,0.6684908,0.80930454,-0.8501469,-0.7423626,-0.1077843
36,-0.9333651,-1.2927818,"('hostile', 'amicable')",0.674572,0.43621778,0.84161544,0.58743596,-0.48754427,-1.2725255,0.0238195,-0.3854134,0.4092329
54,-0.9231785,-0.65832037,"('incapable', 'capable')",0.32380354,0.48571175,-0.7123449,-0.6509763,0.48926365,0.59400994,-0.2056141,-0.0573937,-0.1482204
