,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
69,-0.89536214,-0.6690708,"('lazy', 'industrious')",1.307025,1.2005079,1.9953127,1.6891676,-1.2971666,-1.895852,0.2774522,0.0811882,0.196264
65,0.88161683,0.9741115,"('insecure', 'secure')",-0.5942916,-0.5513092,-1.1293905,-1.0974962,0.5367261,1.1319318,-0.0763348,0.1143095,-0.1906443
63,0.8334774,0.5989141,"('unperceptive', 'insightful')",-0.10197631,-0.11166487,-1.5082042,-1.3867326,0.69705665,1.1317375,-0.0199116,0.0580635,-0.0779751
19,-0.7902802,-0.8555883,"('inhospitable', 'hospitable')",-0.13881935,-0.06517094,0.23390506,0.22008681,-0.4344743,-0.41503575,-0.2824172,-0.2789271,-0.0034901
83,0.7749329,0.9866927,"('powerless', 'powerful')",0.12135792,0.31781232,-0.5579735,-0.38262564,-1.0019015,-0.6633398,-0.165896,0.0646349,-0.2305309
52,-0.7737485,-0.6336325,"('irrational', 'rational')",0.58396024,0.40571123,-0.34206665,-0.46238017,-0.4583384,-1.0658613,-0.2475483,-0.4390407,0.1914924
28,-0.77263665,-1.2157791,"('disloyal', 'loyal')",-0.4169073,-0.5784863,-1.5936038,-1.616353,1.0158321,0.9660575,-0.4418289,-0.6111402,0.1693113
62,0.758682,0.8568501,"('incompetent', 'brilliant')",-0.71977013,-0.55547214,-1.5587918,-1.3630843,0.19415861,0.8352968,-0.3314303,-0.0566024,-0.2748279
40,-0.6749316,-0.5924986,"('stingy', 'generous')",-0.12207951,-0.18812528,-1.039438,-1.1407534,-2.7133574,-3.0180602,-1.1374516,-1.2348593,0.0974077
73,0.66253066,1.184021,"('helpless', 'self-reliant')",0.31177706,0.6410995,0.5383637,0.58482647,-3.6300578,-3.5401545,-0.5293466,-0.2825519,-0.2467947
22,0.594605,0.45985422,"('untrustworthy', 'trustworthy')",-0.372934,-0.2834234,-0.8976529,-0.8724958,-0.33136916,-0.073346086,-0.2518378,-0.1923528,-0.059485
17,-0.59380674,-0.5192287,"('nasty', 'nice')",0.24697584,0.351835,0.1940098,0.16559735,-0.6757494,-0.5739293,-0.2071426,-0.1439314,-0.0632112
30,0.5783678,0.7158878,"('intolerant', 'tolerant')",0.051506814,0.13294928,-1.0670621,-0.89481735,0.50159234,1.0473152,0.0161012,0.2503337,-0.2342325
48,-0.5778598,-0.55648154,"('unintelligent', 'intelligent')",-0.4301767,-0.4185166,-2.1826968,-1.9279487,-0.027913392,0.59548616,-0.8046617,-0.5768652,-0.2277965
7,0.54211426,0.71813905,"('insensitive', 'sensitive')",0.15584989,0.17244452,-1.9566122,-1.8442733,0.45437348,0.75041187,-0.2010687,-0.0508195,-0.1502492
33,-0.54179037,-0.29923472,"('wrong', 'right')",0.29642493,0.2878114,0.8358833,0.84730506,-0.8380008,-1.1092992,-0.0618707,-0.0683544,0.0064837
71,0.5247214,0.4921621,"('diffident', 'self-confident')",1.9622552,1.8997996,0.95999575,1.0028492,0.66347134,0.51845354,1.0276109,0.9783161,0.0492948
64,0.5172578,0.6978701,"('shy', 'confident')",-0.09132193,-0.00805806,-0.9763162,-0.9122219,-6.2404857,-5.811801,-1.6977165,-1.5085527,-0.1891638
75,-0.5128034,-0.16901991,"('meek', 'impulsive')",-0.356332,-0.121385545,0.59225315,0.6700115,-1.0030229,-1.137681,-0.3199763,-0.1895187,-0.1304576
43,0.5028097,0.5996964,"('irresponsible', 'responsible')",-0.09025878,-0.19403458,-2.134772,-2.0113125,0.7425528,1.1395118,-0.2449171,-0.1165347,-0.1283824
45,0.5006329,0.24193792,"('incompetent', 'competent')",-0.31815743,-0.2324413,-1.9638917,-1.8532503,-0.040564846,0.072500326,-0.4554953,-0.4428133,-0.012682
29,-0.4601796,-0.23707913,"('unfair', 'fair')",-0.17111747,-0.14828119,-0.025123268,0.15134524,-0.87460804,-0.91470075,-0.3827571,-0.287179,-0.0955781
81,0.44367856,0.61685723,"('submissive', 'aggressive')",-0.20816347,-0.2069043,-1.335171,-1.2229546,-0.5031223,0.12116234,-0.4006945,-0.1729598,-0.2277347
77,-0.42512256,-0.36480105,"('unmotivated', 'motivated')",0.18923014,0.094898954,-1.369814,-1.1964477,-0.7305945,-0.4271705,-0.5840752,-0.4733801,-0.1106951
78,0.40836754,-0.072805,"('nonresilient', 'resilient')",1.1087637,0.8747386,-0.2720332,-0.23030244,0.36392605,0.6596623,0.402256,0.3078234,0.0944326
57,0.39510506,-0.012872145,"('unimaginative', 'imaginative')",-0.69608307,-0.70424074,-1.847004,-1.603622,-2.9018734,-2.5687034,-1.2624638,-1.2223597,-0.0401041
2,0.38709822,0.63929725,"('unlikable', 'likable')",0.11909575,0.43613687,-1.0369018,-0.97709405,0.11360012,0.12320341,-0.1042769,0.0553859,-0.1596628
82,0.36050737,0.14763933,"('poor', 'rich')",-1.1383792,-1.0913652,-0.9004525,-0.69271976,6.0463033,6.103515,1.0919948,1.1167674,-0.0247726
44,-0.34831488,-0.11868884,"('prejudiced', 'unprejudiced')",-0.5896875,-0.47838575,1.1878729,1.1075954,-1.5789012,-1.658808,-0.3322577,-0.2870718,-0.0451859
59,-0.30722696,-0.083448604,"('foolish', 'wise')",0.8794186,0.65969753,0.98890066,0.9569284,-0.27840778,-0.7896236,0.3206711,0.1858884,0.1347827
12,0.29432833,0.42307264,"('unsupportive', 'supportive')",1.2912192,1.1585832,-2.0354733,-1.9217876,-1.8068515,-1.5314955,-0.5641943,-0.4679068,-0.0962875
53,0.2847553,-0.07471965,"('uncreative', 'creative')",-0.2027736,-0.27870107,-0.8402901,-0.7088244,0.795739,0.7362074,0.0093576,-0.0815094,0.090867
15,-0.2790115,0.04123371,"('boring', 'funny')",0.72512704,0.9150224,1.5850971,1.784738,0.3361452,0.6792386,0.5918394,0.8550581,-0.2632187
49,0.27886164,0.3755093,"('unable', 'able')",0.7045281,0.84270096,-0.2884465,-0.06526823,-0.2609797,-0.009041868,0.1084909,0.285975,-0.1774841
88,0.26831186,0.42700702,"('low', 'eminent')",-0.11044764,-0.13019632,-0.41496634,-0.31116667,-0.06998509,0.2649889,-0.0817718,0.0626582,-0.14443
61,-0.25858635,-0.38675672,"('illogical', 'logical')",-0.12902707,-0.28575456,-1.2890763,-1.1199931,-0.006173605,-0.104552954,-0.4207158,-0.4742643,0.0535485
42,-0.25840402,0.1172767,"('unreliable', 'reliable')",-0.265084,-0.13205352,-0.2606398,-0.12448916,-3.1804676,-2.439327,-0.9911488,-0.6446483,-0.3465005
86,0.25580505,-0.13103364,"('uninfluential', 'influential')",-0.19318336,-0.32081148,-2.3005943,-2.1612341,-0.33088145,-0.20265564,-0.6422135,-0.7039337,0.0617202
68,-0.25379863,0.07439682,"('dependent', 'independent')",-0.25041443,-0.22510198,0.22357704,0.16887453,-1.0806103,-1.0667025,-0.3403116,-0.2621333,-0.0781783
14,0.24965006,0.15751815,"('antisocial', 'social')",-0.43907154,-0.29816297,-1.8916154,-1.7998809,-0.15748385,0.12605624,-0.5596302,-0.4536174,-0.1060128
34,0.23162359,0.32808617,"('mean', 'honorable')",0.514891,0.56718826,-0.27584696,-0.18748917,5.3061657,5.462198,1.4442084,1.5424957,-0.0982873
67,0.2264207,0.65299135,"('doubtful', 'determined')",-0.5090108,-0.3466312,0.27057728,0.3449667,-0.33795357,-0.31359306,-0.0874916,0.0844335,-0.1719251
70,-0.21486002,-0.09470094,"('lethargic', 'energetic')",-1.1785899,-1.0417359,-0.94922614,-0.9315126,0.8116011,1.1730283,-0.3827688,-0.2237302,-0.1590386
10,0.21404597,-0.0083067715,"('unsympathetic', 'sympathetic')",-0.56162095,-0.6549873,-2.9278495,-2.9412434,0.20068389,0.7229831,-0.7686852,-0.7203886,-0.0482966
13,0.21355289,0.58772117,"('impolite', 'polite')",-0.17917815,-0.15667477,-1.0884137,-1.0049474,0.014177188,0.32969856,-0.2599654,-0.0610506,-0.1989148
1,-0.20427649,-0.5238441,"('unfriendly', 'friendly')",1.6525856,1.380316,-0.8077026,-0.6762721,1.2627826,0.83311695,0.4758473,0.2533292,0.2225181
37,0.19695212,0.29695314,"('fake', 'genuine')",0.4455148,0.51587105,-0.47624597,-0.6040907,-0.021365833,-0.018073918,0.0362138,0.0476649,-0.0114511
66,-0.14032215,-0.55739295,"('inactive', 'active')",-0.55022734,-0.87242085,0.70139354,0.22119033,0.21727222,-0.36655337,0.0570291,-0.3937942,0.4508233
0,0.13858059,-0.01700721,"('unsociable', 'sociable')",0.046838745,-0.0014740378,-2.0115664,-1.9245654,0.23241103,0.64723724,-0.398434,-0.3239524,-0.0744816
41,0.12539236,0.041592505,"('unforgiving', 'forgiving')",0.36554995,0.36221805,-2.0781546,-1.9800037,-0.115003616,-0.24363412,-0.425554,-0.4549568,0.0294028
76,0.12030271,0.34662068,"('anxious', 'daring')",-0.62934655,-0.308055,-0.61217815,-0.46070686,0.1919582,0.8620908,-0.232316,0.1099874,-0.3423034
20,-0.11808674,0.049206927,"('rough', 'thoughtful')",0.3937278,0.43081558,-0.3139451,-0.22171207,0.3056687,0.29331353,0.0668412,0.137906,-0.0710648
50,0.116217434,0.26276985,"('clumsy', 'skillful')",0.040466595,0.28089273,0.22122705,0.16597119,-0.10498063,0.31202573,0.0682326,0.2554148,-0.1871822
38,-0.07251865,0.0717131,"('untruthful', 'truthful')",0.17096625,0.26768225,-1.1913611,-1.2263162,-0.3439773,-0.30766344,-0.3592227,-0.2986461,-0.0605766
24,0.06716548,0.03885545,"('dishonest', 'honest')",-0.47718695,-0.58485967,-1.3451843,-1.2797254,0.50071174,0.5918729,-0.3136235,-0.3084642,-0.0051593
85,-0.066716954,-0.23892158,"('insignificant', 'prestigious')",1.6677874,1.5083236,0.6695194,0.45107698,-0.69448173,-1.316252,0.394027,0.1010568,0.2929702
84,0.06306422,0.30080938,"('inferior', 'superior')",0.46958697,0.60212004,0.5365345,0.5585487,0.9613467,1.1325825,0.5076331,0.6485152,-0.1408821
26,-0.048858657,-0.1580584,"('hardhearted', 'benevolent')",0.7539834,0.6724099,-0.46828997,-0.30425757,1.2690513,1.0761718,0.3764715,0.3215664,0.0549051
72,0.029076941,-0.010491908,"('unambitious', 'ambitious')",-1.2052828,-1.0436012,-2.175678,-2.1012666,-0.6635253,-0.6552525,-1.0038522,-0.9526531,-0.0511991
4,0.021061018,-0.20423041,"('disliked', 'liked')",-0.24799216,-0.11290198,0.3092415,0.26167977,-7.243669,-7.421323,-1.7903397,-1.8691939,0.0788542
16,-0.010977417,0.03842765,"('unpopular', 'popular')",0.4425213,0.48267972,0.61285007,0.5309244,-0.016871087,-0.18761133,0.2568807,0.2161051,0.0407756
9,0.004161969,-0.18384287,"('unaffectionate', 'caring')",0.85395634,0.59467417,-1.317177,-1.4383726,0.9397451,0.7942396,0.1201716,-0.0583254,0.178497
