,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
41,-0.80934966,-0.93084586,"('unforgiving', 'forgiving')",0.38956487,0.5673432,-0.2098924,-0.1817513,-0.0281411
55,-0.7977631,-0.65240496,"('incompetent', 'clever')",-0.039280493,0.16267218,-0.4185218,-0.2448664,-0.1736554
35,0.7658774,0.59860903,"('corrupt', 'incorrupt')",-0.31496468,-0.46448526,0.2254564,0.0670619,0.1583945
12,-0.7637084,-0.802116,"('unsupportive', 'supportive')",-1.3139427,-1.2098867,-1.0388255,-1.0060014,-0.0328241
82,-0.75892675,-0.59056515,"('poor', 'rich')",3.9657123,5.044757,1.6033928,2.2270958,-0.623703
68,-0.6456043,-0.50448835,"('dependent', 'independent')",-1.0305738,-0.85870564,-0.8380891,-0.681597,-0.1564921
62,-0.63796735,-0.4162434,"('incompetent', 'brilliant')",0.26363835,0.38218287,-0.1871645,-0.0170303,-0.1701342
17,-0.6230714,-0.41908944,"('nasty', 'nice')",-1.3481628,-1.0547079,-0.985617,-0.7368987,-0.2487183
29,0.6084561,0.6480045,"('unfair', 'fair')",-0.84701633,-0.67692375,-0.1192801,-0.0144596,-0.1048205
77,-0.60250247,-0.7563901,"('unmotivated', 'motivated')",-0.95526534,-0.9791025,-0.7788839,-0.8677463,0.0888624
28,-0.593297,-0.9134022,"('disloyal', 'loyal')",1.0447261,0.87906265,0.2257146,-0.0171698,0.2428844
44,0.54730755,0.6834594,"('prejudiced', 'unprejudiced')",-1.5022987,-1.6482977,-0.4774956,-0.4824191,0.0049235
47,-0.5156449,-0.50685906,"('stupid', 'smart')",3.9252377,4.856698,1.7047963,2.1749196,-0.4701233
67,0.47177303,0.5976151,"('doubtful', 'determined')",-0.89240927,-0.558737,-0.2103181,0.0194391,-0.2297572
6,-0.45911065,-0.669654,"('distant', 'open')",-0.11233202,-0.123179264,-0.2857213,-0.3964166,0.1106953
16,-0.45866558,-0.43473008,"('unpopular', 'popular')",-0.6717023,-0.41347936,-0.5651839,-0.4241047,-0.1410792
49,-0.41555184,-0.45914882,"('unable', 'able')",-0.25114888,-0.15870893,-0.3333504,-0.3089289,-0.0244215
22,-0.40070316,-0.31278935,"('untrustworthy', 'trustworthy')",-0.6556936,-0.6017438,-0.5281984,-0.4572666,-0.0709318
15,-0.30530247,-0.4461737,"('boring', 'funny')",0.19416317,0.06904876,-0.0555696,-0.1885625,0.1329929
2,0.2960017,0.3191203,"('unlikable', 'likable')",0.5105334,0.5081926,0.4032676,0.4136564,-0.0103888
31,0.2928483,0.19265471,"('evil', 'good')",-0.45598328,-0.56930596,-0.0815675,-0.1883256,0.1067581
83,0.28987032,0.089100465,"('powerless', 'powerful')",-0.46717608,-0.59571123,-0.0886529,-0.2533054,0.1646525
34,0.28157935,0.29335743,"('mean', 'honorable')",3.3936436,4.4171853,1.8376114,2.3552713,-0.5176599
59,0.27928388,0.17752022,"('foolish', 'wise')",-0.17635083,-0.1447973,0.0514665,0.0163615,0.035105
75,0.25147784,0.27536988,"('meek', 'impulsive')",-1.0771868,-1.1075358,-0.4128545,-0.416083,0.0032285
54,-0.2398575,-0.3939391,"('incapable', 'capable')",0.73144823,0.9209358,0.2457954,0.2634984,-0.017703
36,0.22277302,-0.14383295,"('hostile', 'amicable')",0.8110784,0.57728827,0.5169257,0.2167277,0.300198
61,-0.18100928,-0.21723026,"('illogical', 'logical')",0.54893327,0.66794676,0.183962,0.2253582,-0.0413962
56,-0.1745095,-0.0292508,"('impractical', 'practical')",0.5599303,0.54174495,0.1927104,0.2562471,-0.0635367
4,-0.173023,-0.15465079,"('disliked', 'liked')",-4.1029716,-5.4142075,-2.1379974,-2.7844291,0.6464317
33,0.171864,0.18129778,"('wrong', 'right')",0.06610935,0.0055256933,0.1189867,0.0934117,0.025575
52,0.15429944,-0.10460355,"('irrational', 'rational')",-0.0430659,-0.10308785,0.0556168,-0.1038457,0.1594625
71,-0.14721537,-0.36340892,"('diffident', 'self-confident')",0.09342843,0.016060598,-0.0268935,-0.1736742,0.1467807
26,-0.1430976,-0.58849734,"('hardhearted', 'benevolent')",2.6136768,2.2344177,1.2352896,0.8229601,0.4123295
5,-0.13848616,-0.16048467,"('distant', 'outgoing')",-0.05031594,-0.044091806,-0.094401,-0.1022882,0.0078872
85,0.11627693,-0.23215729,"('insignificant', 'prestigious')",0.0033265427,-0.22344291,0.0598017,-0.2278001,0.2876018
30,-0.10868198,-0.122721,"('intolerant', 'tolerant')",0.607115,0.72087854,0.2492165,0.2990788,-0.0498623
14,0.103833586,0.22658305,"('antisocial', 'social')",0.6971056,0.64725786,0.4004696,0.4369205,-0.0364509
65,-0.1016015,-0.0010933373,"('insecure', 'secure')",0.11356092,0.21916607,0.0059797,0.1090364,-0.1030567
42,0.09342127,0.2175671,"('unreliable', 'reliable')",-2.0054615,-2.6803267,-0.9560201,-1.2313797,0.2753596
3,-0.09257383,-0.06548211,"('repellent', 'pleasant')",-0.05715607,0.0985384,-0.074865,0.0165281,-0.0913931
80,0.077958316,0.12634143,"('dominated', 'dominating')",0.5073061,0.24031281,0.2926322,0.1833271,0.1093051
50,0.07152056,-0.054747574,"('clumsy', 'skillful')",-0.61162937,-0.64990723,-0.2700544,-0.3523274,0.082273
25,-0.06881079,-0.26965827,"('egoistic', 'altruistic')",1.4968008,1.5484643,0.713995,0.639403,0.074592
74,-0.063414894,-0.1172822,"('undedicated', 'dedicated')",0.852981,0.6277665,0.394783,0.2552421,0.1395409
79,-0.05561161,-0.13157989,"('wavering', 'unwavering')",-0.35888013,-0.33564645,-0.2072459,-0.2336132,0.0263673
58,-0.045899555,-0.24028262,"('undiscriminating', 'discriminating')",0.69689953,0.5998918,0.3255,0.1798046,0.1456954
87,-0.042460576,0.10777465,"('unsuccessful', 'successful')",1.4529612,1.2451254,0.7052503,0.67645,0.0288003
40,0.03827978,-0.06860392,"('stingy', 'generous')",-1.2653427,-1.5273651,-0.6135315,-0.7979845,0.184453
64,0.033198476,0.22548008,"('shy', 'confident')",-4.583999,-5.316588,-2.2754004,-2.5455539,0.2701535
66,0.032931775,-0.12516567,"('inactive', 'active')",0.6229059,0.53871804,0.3279188,0.2067762,0.1211426
37,-0.029295854,-0.055595018,"('fake', 'genuine')",0.57390654,0.7191607,0.2723053,0.3317828,-0.0594775
