,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
10,-1.9690456,-1.8794912,"('unsympathetic', 'sympathetic')",-0.7788942,-0.5004661,-1.3739699,-1.1899786,-0.1839913
86,-1.912246,-1.9721967,"('uninfluential', 'influential')",-0.04455672,0.10580704,-0.9784014,-0.9331948,-0.0452066
1,-1.8248072,-2.1185288,"('unfriendly', 'friendly')",1.6366653,1.7310594,-0.0940709,-0.1937347,0.0996638
27,-1.6151251,-1.7227579,"('hardhearted', 'softhearted')",0.18134418,0.36395755,-0.7168905,-0.6794002,-0.0374903
13,-1.5913551,-1.3217667,"('impolite', 'polite')",-0.6777992,-0.5119567,-1.1345772,-0.9168617,-0.2177155
0,-1.4183594,-1.4242519,"('unsociable', 'sociable')",-0.72360724,-0.6173064,-1.0709833,-1.0207791,-0.0502042
46,-1.3766204,-1.3030322,"('uncompetitive', 'competitive')",-0.7491253,-0.7397702,-1.0628729,-1.0214012,-0.0414717
69,1.374385,1.3862046,"('lazy', 'industrious')",-0.02357965,-0.16422048,0.6754027,0.6109921,0.0644106
43,-1.321425,-1.2787666,"('irresponsible', 'responsible')",0.8458838,1.0337247,-0.2377706,-0.122521,-0.1152496
8,-1.3007698,-1.6073902,"('unaffectionate', 'affectionate')",0.6367741,0.7726672,-0.3319978,-0.4173615,0.0853637
9,-1.2965306,-1.5768205,"('unaffectionate', 'caring')",1.017212,1.2436097,-0.1396593,-0.1666054,0.0269461
63,-1.2567818,-1.2536714,"('unperceptive', 'insightful')",0.68864363,0.84328026,-0.2840691,-0.2051956,-0.0788735
23,-1.2368702,-1.3937833,"('insincere', 'sincere')",3.9008174,4.8692083,1.3319736,1.7377125,-0.4057389
45,-1.2318144,-1.217645,"('incompetent', 'competent')",0.39573961,0.45207614,-0.4180374,-0.3827845,-0.0352529
57,-1.2299821,-1.3168111,"('unimaginative', 'imaginative')",-1.0108937,-1.6929259,-1.1204379,-1.5048685,0.3844306
18,-1.2197137,-1.2756325,"('disagreeable', 'welcoming')",-0.9121747,-0.643203,-1.0659442,-0.9594178,-0.1065264
11,-1.1827781,-1.0944467,"('unhelpful', 'helpful')",0.6807776,1.013901,-0.2510003,-0.0402728,-0.2107275
39,1.1534634,0.9758978,"('exploitative', 'cooperative')",0.9264934,0.6388046,1.0399784,0.8073512,0.2326272
73,1.1524832,1.2645004,"('helpless', 'self-reliant')",-1.949979,-2.5471556,-0.3987479,-0.6413276,0.2425797
24,-1.1512622,-1.1771338,"('dishonest', 'honest')",0.4536469,0.54402435,-0.3488076,-0.3165547,-0.0322529
32,-1.119573,-1.1873667,"('unkind', 'kind')",0.40587425,0.57702726,-0.3568494,-0.3051697,-0.0516797
53,-1.080516,-1.1852541,"('uncreative', 'creative')",0.75021005,0.6906521,-0.165153,-0.247301,0.082148
38,-1.0626168,-1.0545536,"('untruthful', 'truthful')",-0.006201552,-0.016964918,-0.5344092,-0.5357593,0.0013501
84,1.0487969,0.9269241,"('inferior', 'superior')",0.24799809,0.50515866,0.6483975,0.7160414,-0.0676439
76,-0.9568281,-0.73000634,"('anxious', 'daring')",-0.42785347,-0.3160951,-0.6923408,-0.5230507,-0.1692901
51,-0.9482205,-0.8548632,"('uneducated', 'educated')",0.5620005,0.49406946,-0.19311,-0.1803969,-0.0127131
72,-0.93685585,-0.9555842,"('unambitious', 'ambitious')",0.5291551,0.6711331,-0.2038504,-0.1422256,-0.0616248
81,-0.9290212,-0.61245096,"('submissive', 'aggressive')",-0.7259668,-0.7606789,-0.827494,-0.6865649,-0.1409291
78,-0.91746795,-1.0622317,"('nonresilient', 'resilient')",0.123708606,0.21814504,-0.3968797,-0.4220433,0.0251636
21,-0.90931416,-0.794232,"('immoral', 'moral')",-1.1603457,-1.0029484,-1.0348299,-0.8985902,-0.1362397
48,-0.9053534,-1.059527,"('unintelligent', 'intelligent')",-0.28027874,-0.10171051,-0.5928161,-0.5806188,-0.0121973
20,0.8913588,0.6582259,"('rough', 'thoughtful')",1.1342418,1.0893656,1.0128003,0.8737957,0.1390046
88,-0.8726541,-1.0573022,"('low', 'eminent')",0.012530146,-0.16373302,-0.430062,-0.6105176,0.1804556
60,-0.8533535,-0.65364593,"('inefficient', 'efficient')",-0.39935535,-0.12755975,-0.6263545,-0.3906028,-0.2357517
19,-0.8429889,-0.8394948,"('inhospitable', 'hospitable')",-0.3844971,-0.34725833,-0.613743,-0.5933766,-0.0203664
7,-0.84198135,-0.8430794,"('insensitive', 'sensitive')",0.2489394,0.524481,-0.296521,-0.1592992,-0.1372218
70,-0.8246629,-0.6455104,"('lethargic', 'energetic')",0.089105554,0.26797193,-0.3677787,-0.1887692,-0.1790095
