,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,male-female
82,-2.0214818,-1.8033742,"('poor', 'rich')",-0.22028565,-0.06757326,6.1744275,6.3316517,1.3108867,1.4869014,-0.1760147
29,-1.7041938,-1.9752014,"('unfair', 'fair')",-0.97721833,-1.1946433,-0.38268164,-0.6372117,-1.0213646,-1.2690188,0.2476542
22,-1.6548779,-1.4154265,"('untrustworthy', 'trustworthy')",-0.31170976,-0.09208949,-0.8995424,-0.849259,-0.9553767,-0.7855917,-0.169785
69,1.5766293,1.1684245,"('lazy', 'industrious')",0.86363083,0.7127217,-0.21369502,-0.4294422,0.7421884,0.4839013,0.2582871
65,-1.5517936,-1.4240559,"('insecure', 'secure')",0.042576194,0.05713938,-0.8348342,-0.51278305,-0.7813505,-0.6265665,-0.154784
31,-1.5286957,-2.0699112,"('evil', 'good')",-0.8199668,-1.1860696,-0.20017038,-0.61655134,-0.8496109,-1.2908441,0.4412332
32,-1.5154849,-1.3814739,"('unkind', 'kind')",0.47626737,0.3632214,0.7977489,0.8305018,-0.0804896,-0.0625836,-0.017906
73,1.242489,1.3810866,"('helpless', 'self-reliant')",-0.17458504,0.012978062,-2.9677832,-2.7187147,-0.6332931,-0.44155,-0.1917431
19,-1.1793388,-1.48252,"('inhospitable', 'hospitable')",-1.4593786,-1.6216397,0.20401372,-0.051330343,-0.8115679,-1.0518301,0.2402622
67,1.1569997,1.4149761,"('doubtful', 'determined')",0.6795492,0.8795422,-0.9035188,-0.68842274,0.31101,0.5353652,-0.2243552
16,-1.1569905,-1.4838563,"('unpopular', 'popular')",-1.0589513,-1.148441,0.27777416,-0.04212016,-0.6460559,-0.8914725,0.2454166
68,-1.1558228,-1.213016,"('dependent', 'independent')",-0.9735745,-0.97905225,-0.58183616,-0.758525,-0.9037445,-0.9835312,0.0797867
64,-1.1043677,-0.9564277,"('shy', 'confident')",-0.1657833,-0.041774742,-7.2922897,-6.9715414,-2.854147,-2.6565812,-0.1975658
25,1.0353135,0.6535252,"('egoistic', 'altruistic')",1.7387182,1.5874355,1.9968128,1.7326419,1.5902815,1.3245342,0.2657473
44,-1.0238959,-0.9152447,"('prejudiced', 'unprejudiced')",-0.7230423,-0.30798775,-1.5750811,-1.3000377,-1.1073398,-0.84109,-0.2662498
40,0.89734966,0.8209053,"('stingy', 'generous')",1.4145902,1.2291359,-1.0078604,-1.5032698,0.4346932,0.1822571,0.2524361
5,-0.88808304,-1.2807727,"('distant', 'outgoing')",-1.20779,-1.4064425,-0.10146162,-0.364453,-0.7324449,-1.0172228,0.2847779
0,-0.8714783,-0.86520004,"('unsociable', 'sociable')",0.29137358,0.20252477,-0.6749859,-0.77983004,-0.4183635,-0.4808351,0.0624716
84,0.8363184,0.82441854,"('inferior', 'superior')",0.24595691,0.15807723,0.93759215,0.7912654,0.6732891,0.5912538,0.0820353
49,-0.8296973,-0.71434176,"('unable', 'able')",-0.8326797,-0.7162881,-0.31376886,-0.21307021,-0.6587153,-0.5479,-0.1108153
38,-0.82903624,-0.71735024,"('untruthful', 'truthful')",-0.11423272,0.058441877,-0.3032022,-0.32456493,-0.4154904,-0.3278244,-0.087666
6,-0.8261965,-1.245185,"('distant', 'open')",-1.389744,-1.6922439,0.520971,0.20518635,-0.5649898,-0.9107475,0.3457577
70,0.7900115,1.2428765,"('lethargic', 'energetic')",0.4939475,0.7999172,0.28230235,0.553091,0.5220871,0.8652949,-0.3432078
54,-0.77089214,-0.85847974,"('incapable', 'capable')",-0.83303046,-0.8837934,1.128024,1.1657819,-0.1586329,-0.1921637,0.0335308
42,-0.75744784,-0.3143441,"('unreliable', 'reliable')",-0.16849533,0.09080933,-3.4219546,-3.1938777,-1.4492992,-1.1391375,-0.3101617
18,-0.74885786,-0.7193861,"('disagreeable', 'welcoming')",-0.25457734,-0.34481707,-0.25400403,-0.32466346,-0.4191464,-0.4629556,0.0438092
53,-0.72658783,-0.72889525,"('uncreative', 'creative')",0.4417772,0.30007115,1.0754609,0.5903771,0.2635501,0.053851,0.2096991
55,-0.7213881,-0.41485372,"('incompetent', 'clever')",0.29208738,0.42133,0.010209136,-0.019200962,-0.1396972,-0.0042416,-0.1354556
26,0.7097613,0.43068513,"('hardhearted', 'benevolent')",0.6498124,0.29369712,2.0178792,1.6523061,1.1258176,0.7922295,0.3335881
85,0.6902205,0.049184665,"('insignificant', 'prestigious')",-0.21035522,-0.5229824,0.9891634,0.41185418,0.4896762,-0.0206479,0.5103241
