,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
60,-1.1653943,-0.12327832,"('inefficient', 'efficient')",1.4550242,1.9314907,-0.18246211,0.21601245,0.0357226,0.6747416,-0.639019
51,-1.0755035,-0.9261361,"('uneducated', 'educated')",0.64844364,0.66470975,0.88133794,0.8157604,0.151426,0.184778,-0.033352
41,-1.0597572,-0.77859235,"('unforgiving', 'forgiving')",0.44031996,0.46351343,0.33203876,0.14834613,-0.0957995,-0.0555776,-0.0402219
7,-1.0530313,-0.7521727,"('insensitive', 'sensitive')",0.08127494,0.18830271,0.6264165,0.7127513,-0.1151133,0.0496271,-0.1647404
77,-1.0495297,-0.9611442,"('unmotivated', 'motivated')",0.4753362,0.45257312,-1.3089682,-1.2954259,-0.6277206,-0.6013323,-0.0263883
8,-1.0283729,-1.3714058,"('unaffectionate', 'affectionate')",-0.16461281,-0.29302996,0.58190656,0.6071686,-0.203693,-0.3524224,0.1487294
84,1.0062195,0.8983739,"('inferior', 'superior')",0.36133042,0.3407825,0.96081996,1.0763398,0.7761233,0.7718321,0.0042912
59,0.9847642,0.5817662,"('foolish', 'wise')",-1.0689926,-1.1796795,0.22966465,0.28233737,0.0484788,-0.105192,0.1536708
70,-0.9726223,-0.58384037,"('lethargic', 'energetic')",0.48933843,0.6095659,0.366823,0.467002,-0.0388203,0.1642425,-0.2030628
32,-0.95930725,-0.6265596,"('unkind', 'kind')",0.612872,0.71151245,0.83718944,0.89002585,0.1635847,0.3249929,-0.1614082
82,-0.95815766,-0.6335863,"('poor', 'rich')",-0.124718964,0.04003796,5.3558145,5.6566014,1.4243126,1.6876844,-0.2633718
63,-0.9574931,-0.75926095,"('unperceptive', 'insightful')",0.9500335,0.99017906,1.0688258,1.0606635,0.3537887,0.4305272,-0.0767385
61,-0.9568739,-0.86254466,"('illogical', 'logical')",-0.1578112,-0.22482887,0.34510514,0.32324043,-0.2565266,-0.254711,-0.0018156
13,-0.9456927,-0.21393259,"('impolite', 'polite')",0.0068257526,0.28840512,-0.3519324,-0.24658489,-0.4302665,-0.0573708,-0.3728957
75,0.92689645,0.59827,"('meek', 'impulsive')",-1.23034,-1.2899536,-0.5467837,-0.514717,-0.2834091,-0.4021335,0.1187244
14,-0.92191935,-0.40977553,"('antisocial', 'social')",1.806271,2.058702,-0.31581563,-0.37994412,0.189512,0.4229941,-0.2334821
44,0.91830784,0.9234509,"('prejudiced', 'unprejudiced')",-0.35045856,-0.20798293,-1.5435374,-1.4060309,-0.3252294,-0.2301877,-0.0950417
78,-0.90749735,-0.9898693,"('nonresilient', 'resilient')",0.66726214,0.5743623,0.2257325,0.20392382,-0.0048342,-0.0705277,0.0656935
38,-0.8729278,-0.670874,"('untruthful', 'truthful')",-1.2401366,-1.0819652,-0.24693274,-0.024617447,-0.7866657,-0.5924855,-0.1941802
72,-0.8710922,-0.5932261,"('unambitious', 'ambitious')",0.6596391,0.70698595,-0.9505746,-0.8566963,-0.3873425,-0.2476455,-0.139697
26,-0.8473391,-0.78801066,"('hardhearted', 'benevolent')",1.2644813,1.3460988,1.8334367,1.8739358,0.750193,0.8106747,-0.0604817
67,0.83948666,1.0079416,"('doubtful', 'determined')",0.4932555,0.6065825,-0.5648245,-0.5429602,0.2559726,0.357188,-0.1012154
15,0.8347481,0.67393583,"('boring', 'funny')",-0.87117064,-0.964332,0.44681612,0.35633984,0.1367979,0.0219812,0.1148167
39,0.81269693,0.91734946,"('exploitative', 'cooperative')",1.8002012,1.8886343,0.22112924,0.2518291,0.9446758,1.019271,-0.0745952
27,-0.7752283,-0.6443856,"('hardhearted', 'softhearted')",-0.5532485,-0.5667285,1.1565822,1.1525179,-0.0572982,-0.019532,-0.0377662
2,0.7643114,0.85961366,"('unlikable', 'likable')",1.8495219,1.849115,0.75854266,0.80783916,1.1241253,1.1721893,-0.048064
88,-0.75426877,-0.9744067,"('low', 'eminent')",-0.8852928,-1.0261482,0.23445861,0.23956037,-0.4683677,-0.5869982,0.1186305
58,-0.7510686,-0.7702858,"('undiscriminating', 'discriminating')",0.9191653,0.82855755,0.35455814,0.3531023,0.1742183,0.1371247,0.0370936
65,-0.72402006,-0.11052102,"('insecure', 'secure')",1.0125645,1.1336858,-0.23415342,-0.16081342,0.0181304,0.2874504,-0.26932
33,0.6858981,0.36895117,"('wrong', 'right')",-0.24370873,-0.37752646,-0.6219085,-0.64109963,-0.0599064,-0.2165583,0.1566519
22,-0.67779607,-0.2646218,"('untrustworthy', 'trustworthy')",0.62311316,0.71460104,-0.9613386,-0.9429777,-0.3386738,-0.1643328,-0.174341
52,0.6771529,-0.07811805,"('irrational', 'rational')",-0.5753763,-0.9486897,0.3299063,0.07431522,0.1438943,-0.3174975,0.4613918
40,-0.66403705,-0.60797536,"('stingy', 'generous')",0.27281967,0.19835544,-1.4411353,-1.4676795,-0.6107842,-0.6257665,0.0149823
81,-0.65141517,-0.19988619,"('submissive', 'aggressive')",1.6731358,1.6984344,-0.56478715,-0.5314634,0.1523112,0.3223616,-0.1700504
18,-0.6346552,-0.4817521,"('disagreeable', 'welcoming')",-0.62637943,-0.6025781,-0.54072344,-0.5207663,-0.600586,-0.5350322,-0.0655538
37,0.6313139,0.64960617,"('fake', 'genuine')",0.113563254,0.19351414,0.31020656,0.34634244,0.3516946,0.3964876,-0.044793
30,-0.6114298,-0.06941441,"('intolerant', 'tolerant')",0.8362919,1.0431136,1.2364756,1.3678151,0.4871126,0.7805048,-0.2933922
74,-0.5605875,-0.36015612,"('undedicated', 'dedicated')",1.2714858,1.3604558,0.31109762,0.31675836,0.3406653,0.4390194,-0.0983541
85,0.5597999,-0.24521835,"('insignificant', 'prestigious')",-0.6316752,-1.0132124,0.6185291,0.5673308,0.1822179,-0.2303667,0.4125846
36,0.54523444,-0.22991906,"('hostile', 'amicable')",-1.1445101,-1.4656725,0.36411926,0.22926098,-0.0783855,-0.4887768,0.4103913
49,-0.45707783,-0.32383132,"('unable', 'able')",-0.82504475,-0.80713445,-0.36119878,-0.27029607,-0.5477738,-0.4670873,-0.0806865
50,0.4484648,0.2677313,"('clumsy', 'skillful')",-0.261503,-0.3522617,0.14045818,0.25571272,0.10914,0.0570608,0.0520792
80,-0.43503597,-0.4313293,"('dominated', 'dominating')",1.0859809,0.85342157,-1.0953554,-1.3350384,-0.1481368,-0.3043154,0.1561786
66,0.42564288,-0.17584892,"('inactive', 'active')",0.25284287,0.03133217,1.0538759,0.7363412,0.5774539,0.1972748,0.3801791
21,-0.39477935,-0.041788653,"('immoral', 'moral')",0.7497556,0.7867789,-0.60094035,-0.65840095,-0.081988,0.0288631,-0.1108511
56,-0.37759826,0.26835138,"('impractical', 'practical')",0.98849225,1.3068801,0.07967063,0.24951987,0.2301882,0.6082505,-0.3780623
19,-0.371433,-0.5522042,"('inhospitable', 'hospitable')",-1.6169297,-1.6459601,-0.18633391,-0.09996326,-0.7248989,-0.7660425,0.0411436
71,-0.34475625,-0.5471097,"('diffident', 'self-confident')",0.048717137,0.022562364,0.49504223,0.46821874,0.0663344,-0.0187762,0.0851106
29,0.27020633,0.24827057,"('unfair', 'fair')",-0.5493937,-0.4944797,-0.3767873,-0.44249272,-0.2186582,-0.2295673,0.0109091
47,-0.26318303,-0.02213699,"('stupid', 'smart')",0.6409813,0.7905886,4.9850845,5.178123,1.7876275,1.9821916,-0.1945641
34,-0.25262183,-0.16344476,"('mean', 'honorable')",0.2941866,0.4137724,5.9241567,6.1399784,1.9885739,2.130102,-0.1415281
17,-0.24886692,-0.17314753,"('nasty', 'nice')",-1.0809898,-0.966449,-0.63170946,-0.5413637,-0.6538554,-0.5603201,-0.0935353
64,0.24310713,0.33034304,"('shy', 'confident')",0.77912486,0.8727398,-6.1392713,-6.2175727,-1.7056797,-1.6714967,-0.034183
31,0.22130056,-0.14770293,"('evil', 'good')",-1.4615697,-1.5109704,-1.1527979,-1.169532,-0.797689,-0.942735,0.145046
76,-0.19456778,0.2163688,"('anxious', 'daring')",0.7074101,0.82806313,0.15235722,0.25558537,0.2217332,0.4333391,-0.2116059
83,0.18718223,0.1745539,"('powerless', 'powerful')",0.38394737,0.42544472,-0.7317026,-0.7616395,-0.0535243,-0.0538803,0.000356
68,0.18154474,0.19674169,"('dependent', 'independent')",-0.17796065,-0.121925354,-0.43958548,-0.41401237,-0.1453338,-0.1130653,-0.0322685
87,-0.17726171,-0.4101686,"('unsuccessful', 'successful')",1.1487637,0.9991316,0.9135817,0.77083474,0.6283612,0.4532659,0.1750953
6,-0.15030421,-0.49158323,"('distant', 'open')",-2.3408918,-2.2953637,-0.14682584,-0.037681192,-0.8793406,-0.9415426,0.062202
4,-0.15028353,-0.42050666,"('disliked', 'liked')",-0.67691,-0.7915146,-6.168636,-6.365319,-2.3319432,-2.52578,0.1938368
5,-0.13996756,-0.41082114,"('distant', 'outgoing')",-2.0992231,-2.0279546,-0.5996293,-0.4750305,-0.9462733,-0.9712687,0.0249954
79,0.122030534,-0.33701938,"('wavering', 'unwavering')",-2.0545752,-2.2121935,-0.12402657,-0.13414897,-0.6855237,-0.894454,0.2089303
42,-0.08988959,0.22356856,"('unreliable', 'reliable')",0.8642204,0.9953853,-2.9932241,-2.9706032,-0.7396311,-0.5838831,-0.155748
16,-0.073900715,-0.3780018,"('unpopular', 'popular')",-0.5559205,-0.59129363,0.21474972,0.13785592,-0.1383572,-0.2771465,0.1387893
20,-0.06985457,-0.05397524,"('rough', 'thoughtful')",1.6242276,1.7178829,1.3002924,1.3746854,0.9515551,1.0128644,-0.0613093
25,-0.026054535,-0.3580876,"('egoistic', 'altruistic')",-0.18970975,-0.26182684,1.3265352,1.3294421,0.370257,0.2365092,0.1337478
54,-0.0031720884,-0.30461654,"('incapable', 'capable')",0.030786797,-0.16260399,0.88806987,0.96666443,0.3052282,0.1664813,0.1387469
