,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
76,1.2777845,0.8652766,"('anxious', 'daring')",-0.13889815,-0.41379485,0.5089103,0.28098157,0.5492655,0.2441544,0.3051111
21,1.2432461,0.76021814,"('immoral', 'moral')",-0.8867263,-1.1729181,-0.40305564,-0.75570637,-0.015512,-0.3894687,0.3739567
63,1.1643013,1.3717991,"('unperceptive', 'insightful')",0.15438488,0.15487376,0.52531683,0.3654129,0.6146677,0.6306953,-0.0160276
13,1.1529468,0.6983067,"('impolite', 'polite')",-0.056714244,-0.13638024,-0.09463225,-0.09720366,0.3338668,0.1549076,0.1789592
38,1.1516572,1.0637038,"('untruthful', 'truthful')",0.9281598,1.0447716,0.053198658,0.07538667,0.7110052,0.727954,-0.0169488
30,1.0764434,0.91533774,"('intolerant', 'tolerant')",-0.7028507,-0.75860184,0.4832708,0.29157156,0.2856212,0.1494358,0.1361854
42,1.0751889,1.4300525,"('unreliable', 'reliable')",0.3201164,0.30165046,-2.5158026,-2.4908004,-0.3734991,-0.2530324,-0.1204667
32,1.0141579,0.88404214,"('unkind', 'kind')",-0.040445283,0.09798704,1.5897132,1.540413,0.8544753,0.8408141,0.0136612
8,-0.9998574,-0.5409235,"('unaffectionate', 'affectionate')",-0.0037748665,0.28516805,1.1804446,1.4585408,0.0589374,0.4009285,-0.3419911
37,-0.9962054,-0.95514345,"('fake', 'genuine')",-1.7467024,-1.6592746,0.28200442,0.33742237,-0.8203011,-0.7589986,-0.0613025
72,0.9558422,0.90647656,"('unambitious', 'ambitious')",-0.4304009,-0.49075297,0.46143878,0.5544222,0.32896,0.3233819,0.0055781
80,0.9342628,0.7319701,"('dominated', 'dominating')",-0.41689894,-0.7052982,-0.64854157,-0.8569755,-0.0437259,-0.2767679,0.233042
70,0.90716434,0.9546786,"('lethargic', 'energetic')",-1.0198674,-1.0212021,1.0611871,0.8116318,0.3161614,0.2483694,0.067792
6,-0.9009272,-0.32144427,"('distant', 'open')",1.1206264,1.4893403,0.6356803,0.820452,0.2851265,0.6627827,-0.3776562
24,0.86453825,0.9564065,"('dishonest', 'honest')",-0.86696935,-0.75832176,1.3371278,1.2625797,0.4448989,0.4868881,-0.0419892
16,-0.8591523,-1.0674677,"('unpopular', 'popular')",0.4156881,0.22539958,0.27845347,0.03721144,-0.0550036,-0.2682856,0.213282
73,0.8541833,1.2728106,"('helpless', 'self-reliant')",1.1288524,1.2050917,-3.4919274,-3.431899,-0.5029639,-0.3179989,-0.184965
4,-0.841126,-0.2407414,"('disliked', 'liked')",0.35910428,0.5324456,-7.3460054,-7.3642383,-2.6093424,-2.3575114,-0.251831
50,-0.8400405,-0.4644095,"('clumsy', 'skillful')",0.06616932,0.2676621,0.4247649,0.33753407,-0.1163688,0.0469289,-0.1632977
87,0.83058834,0.6187072,"('unsuccessful', 'successful')",0.8132494,0.5890579,0.33746898,0.12570244,0.6604356,0.4444892,0.2159464
78,-0.8119687,-0.6923587,"('nonresilient', 'resilient')",0.38662678,0.51285464,-0.5078005,-0.6977478,-0.3110475,-0.2924173,-0.0186302
55,0.8053578,0.5147016,"('incompetent', 'clever')",-1.5618027,-1.8693056,-0.13167812,-0.24864379,-0.296041,-0.5344159,0.2383749
5,-0.8033856,-0.5165404,"('distant', 'outgoing')",1.4993027,1.848763,0.20769091,0.34533206,0.3012027,0.5591849,-0.2579822
10,0.7829716,0.95767653,"('unsympathetic', 'sympathetic')",-2.2416666,-2.2559607,0.66980416,0.614756,-0.2629636,-0.2278427,-0.0351209
47,0.7828657,0.3584803,"('stupid', 'smart')",-0.15885772,-0.29070973,5.7815275,5.616641,2.1351786,1.8948038,0.2403748
69,-0.75204295,-0.56410706,"('lazy', 'industrious')",1.8264805,2.1767735,-1.2600642,-1.2304198,-0.0618755,0.1274156,-0.1892911
71,0.7095087,0.84199166,"('diffident', 'self-confident')",1.1788515,1.4663066,0.50233394,0.6823803,0.796898,0.9968928,-0.1999948
61,0.7064387,0.60308814,"('illogical', 'logical')",0.52724653,0.4902253,-0.06387512,-0.25311917,0.3899367,0.2800648,0.1098719
67,0.69586354,0.38168034,"('doubtful', 'determined')",0.28220487,0.20032461,-0.29017416,-0.34778816,0.2292981,0.0780723,0.1512258
1,-0.6658017,0.011299826,"('unfriendly', 'friendly')",0.5780374,1.0080576,1.4648465,1.6630714,0.4590274,0.8941429,-0.4351155
40,0.583867,0.9354008,"('stingy', 'generous')",1.0024354,1.2229887,-1.9232881,-2.0350893,-0.1123285,0.0411001,-0.1534286
28,0.56412166,1.0268135,"('disloyal', 'loyal')",-0.53887826,-0.39408156,0.47505042,0.5984922,0.1667646,0.410408,-0.2436434
79,-0.5446549,-0.031577926,"('wavering', 'unwavering')",0.29879662,0.700449,0.09370016,0.09185093,-0.0507194,0.253574,-0.3042934
25,-0.5138664,-0.36135566,"('egoistic', 'altruistic')",0.99661934,1.1628454,0.37667826,0.49527985,0.286477,0.4322565,-0.1457795
46,0.4926147,0.15205818,"('uncompetitive', 'competitive')",-0.6155064,-0.88208747,-0.9191782,-1.2602247,-0.3473566,-0.663418,0.3160614
26,-0.49066812,0.1548178,"('hardhearted', 'benevolent')",0.89901996,1.3016646,0.4119692,0.68251115,0.2734404,0.7129978,-0.4395574
83,0.47396338,0.4119544,"('powerless', 'powerful')",1.1769217,1.1252232,-0.8621818,-0.6904037,0.2629011,0.282258,-0.0193569
34,0.4275716,0.21785483,"('mean', 'honorable')",0.850496,0.81688964,5.0224695,4.743701,2.100179,1.9261484,0.1740306
9,0.41587895,0.99692285,"('unaffectionate', 'caring')",0.82476753,1.2616512,1.5847977,1.901292,0.9418147,1.386622,-0.4448073
88,-0.4152389,-0.2864906,"('low', 'eminent')",-1.3272036,-1.2901843,0.10326199,0.12104023,-0.5463935,-0.4852115,-0.061182
49,-0.4080008,-0.28058448,"('unable', 'able')",-0.34087145,-0.35512462,0.22700645,0.2540267,-0.1739553,-0.1272275,-0.0467278
14,0.40678117,0.056075443,"('antisocial', 'social')",-0.5324258,-0.87624085,-0.52600193,-0.82642734,-0.2172155,-0.5488642,0.3316487
19,-0.39866897,0.06717129,"('inhospitable', 'hospitable')",-0.8055073,-0.42629653,-0.10641142,0.0028943457,-0.4368626,-0.1187436,-0.318119
15,0.39806542,0.41274905,"('boring', 'funny')",1.4637697,1.4754578,0.65298367,0.56623846,0.8382729,0.8181485,0.0201244
29,-0.39435053,-0.5260534,"('unfair', 'fair')",-0.4806236,-0.3953166,-0.53304434,-0.60250384,-0.4693395,-0.5079579,0.0386184
53,-0.37065363,-0.0609313,"('uncreative', 'creative')",-0.22719929,-0.004728771,0.40992695,0.33644935,-0.062642,0.0902631,-0.1529051
48,0.36613977,0.32218707,"('unintelligent', 'intelligent')",-1.127528,-1.060414,-0.172808,-0.023388354,-0.3113987,-0.2538717,-0.057527
54,0.3598818,0.31778514,"('incapable', 'capable')",1.1626278,1.2713946,1.4731848,1.6488316,0.9985648,1.0793371,-0.0807723
57,-0.34894732,-0.08923145,"('unimaginative', 'imaginative')",-0.8346745,-0.7917391,-3.0160143,-2.8969238,-1.3998787,-1.2592981,-0.1405806
3,0.34757882,0.14803268,"('repellent', 'pleasant')",-0.73169035,-0.975734,0.4237434,0.21447179,0.0132106,-0.2044098,0.2176204
64,0.31462702,0.11389554,"('shy', 'confident')",-0.5743718,-0.76982135,-6.401769,-6.369803,-2.2205046,-2.3419096,0.121405
7,0.30597106,0.35459015,"('insensitive', 'sensitive')",-0.35123616,-0.32102367,0.505288,0.5731208,0.153341,0.2022291,-0.0488881
27,0.2982106,0.8009654,"('hardhearted', 'softhearted')",-0.40304846,-0.11842917,1.4739338,1.5712471,0.4563653,0.7512611,-0.2948958
75,-0.2943161,-0.37407327,"('meek', 'impulsive')",0.7321446,0.682374,-0.08632128,-0.09110248,0.1171691,0.0723994,0.0447697
82,-0.25917098,-0.5784714,"('poor', 'rich')",-0.53711706,-0.8507318,7.086453,6.74285,2.0967216,1.7712154,0.3255062
52,-0.2506509,0.14297463,"('irrational', 'rational')",0.5649867,0.6649194,0.06952835,0.093813814,0.1279547,0.3005693,-0.1726146
41,0.21598557,0.6524446,"('unforgiving', 'forgiving')",0.57152206,0.7229538,-0.04651161,0.014982408,0.2469987,0.4634603,-0.2164616
84,-0.20734033,-0.11079562,"('inferior', 'superior')",0.07927854,0.055166956,-0.13509285,-0.059298173,-0.0877182,-0.0383089,-0.0494093
45,0.18830292,0.3033595,"('incompetent', 'competent')",-1.551101,-1.5864308,-0.548951,-0.4845929,-0.6372497,-0.5892214,-0.0480283
77,0.16899751,-0.096903495,"('unmotivated', 'motivated')",0.2038773,0.17171225,-1.46487,-1.3889458,-0.3639984,-0.4380457,0.0740473
33,0.16091834,0.32178774,"('wrong', 'right')",1.5337209,1.7749218,-0.36814362,-0.24152058,0.4421652,0.6183963,-0.1762311
44,-0.14056322,-0.5446047,"('prejudiced', 'unprejudiced')",-0.08991291,-0.32168868,-1.4185843,-1.3911207,-0.5496868,-0.7524714,0.2027846
86,0.11937104,0.32924342,"('uninfluential', 'influential')",-1.5026007,-1.4509803,-0.08008464,-0.0690369,-0.4877714,-0.3969246,-0.0908468
20,0.10117925,-0.08907897,"('rough', 'thoughtful')",-0.20849943,-0.33977848,-0.18844661,-0.22493795,-0.0985889,-0.2179318,0.1193429
0,0.08023958,-0.048730105,"('unsociable', 'sociable')",-0.32445195,-0.37830794,-0.38473496,-0.54841155,-0.2096491,-0.3251499,0.1155008
59,0.05895192,0.47271132,"('foolish', 'wise')",0.35306802,0.4583588,0.64230776,0.72775984,0.3514426,0.5529433,-0.2015007
68,0.050157607,-0.03094941,"('dependent', 'independent')",-1.6673536,-1.6591893,-0.9629709,-1.0614386,-0.8600557,-0.9171925,0.0571368
58,-0.045419812,-0.0725781,"('undiscriminating', 'discriminating')",0.74520683,0.6919981,-0.5756326,-0.5081585,0.0413848,0.0370872,0.0042976
17,0.044376172,0.10219273,"('nasty', 'nice')",0.58621377,0.64778304,-0.5698251,-0.55258524,0.0202549,0.0657969,-0.045542
18,-0.03521178,0.1616821,"('disagreeable', 'welcoming')",-0.2941002,-0.09128857,-0.16087125,-0.17274223,-0.1633944,-0.0341162,-0.1292782
66,0.028549656,0.21488705,"('inactive', 'active')",0.91660506,1.1239145,0.57248485,0.6141093,0.5058799,0.6509703,-0.1450904
22,0.0035893572,-0.080422394,"('untrustworthy', 'trustworthy')",-1.4056375,-1.6559137,-0.8359766,-0.94086707,-0.7460082,-0.8924011,0.1463929
