,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
36,-2.036995,-1.8168821,"('hostile', 'amicable')",1.6817961,1.8910818,-0.6968288,-0.6282994,-0.3506759,-0.1846999,-0.165976
35,-1.9744164,-1.7285397,"('corrupt', 'incorrupt')",0.4809269,0.7468702,-0.9046639,-0.85203874,-0.7993844,-0.6112361,-0.1881483
62,1.9530061,1.7823546,"('incompetent', 'brilliant')",0.11187716,-0.027111687,0.46351758,0.44676697,0.8428003,0.7340033,0.108797
11,1.9516891,1.8255994,"('unhelpful', 'helpful')",-0.44160604,-0.57048273,1.8879017,1.7697508,1.1326616,1.0082892,0.1243724
39,1.8846644,1.7777913,"('exploitative', 'cooperative')",0.61206335,0.65202135,-0.09004857,-0.10082584,0.8022264,0.776329,0.0258974
56,1.8528497,1.6274861,"('impractical', 'practical')",-0.000629738,-0.11379069,0.09690136,0.095368646,0.6497071,0.5363547,0.1133524
60,1.7864358,1.3224071,"('inefficient', 'efficient')",-0.6325001,-0.72307146,0.13852414,0.21234563,0.4308199,0.2705604,0.1602595
85,-1.7000653,-1.0368465,"('insignificant', 'prestigious')",1.0118897,1.326276,-0.5394466,-0.44916093,-0.4092074,-0.0532438,-0.3559636
43,1.5373901,1.4421898,"('irresponsible', 'responsible')",-0.71481407,-0.7413441,0.7423014,0.66879356,0.5216258,0.4565464,0.0650794
51,1.5334603,1.22303,"('uneducated', 'educated')",-1.580784,-1.6590097,0.31415415,-0.08014999,0.0889435,-0.1720432,0.2609867
31,-1.4660507,-0.9039227,"('evil', 'good')",0.28663006,0.70592296,-0.75606084,-0.5857144,-0.6451605,-0.261238,-0.3839225
23,1.4043674,1.215394,"('insincere', 'sincere')",0.12596905,0.055997312,6.110144,5.8197274,2.5468268,2.3637063,0.1831205
2,1.3921729,1.0787859,"('unlikable', 'likable')",1.5002512,1.4214798,0.8744539,0.80051064,1.255626,1.1002587,0.1553673
74,1.3857789,1.4477102,"('undedicated', 'dedicated')",-0.06836146,-0.033371985,-0.05113721,-0.07559663,0.4220934,0.4462472,-0.0241538
65,1.3634824,0.83806515,"('insecure', 'secure')",-0.3094341,-0.5448053,0.13657504,-0.061716698,0.3968744,0.0771811,0.3196933
81,1.358581,0.75700915,"('submissive', 'aggressive')",-0.5365832,-0.844145,-0.08335565,-0.32265735,0.246214,-0.1365977,0.3828117
12,1.3168999,1.7609365,"('unsupportive', 'supportive')",-0.2640975,0.020849042,-1.5836759,-1.5108141,-0.1769578,0.0903238,-0.2672816
