,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,male-female
65,-2.7384446,-2.5204864,"('insecure', 'secure')",0.03839901,0.12843874,-0.92627776,-0.78852725,-0.92479783,-1.1803203,-1.1377803,-1.0902238,-0.0475565
55,-2.720033,-2.4640992,"('incompetent', 'clever')",0.095135264,0.21099588,-0.50717914,-0.24676232,-0.8117814,-1.0425475,-0.9859645,-0.8856032,-0.1003613
51,-2.199095,-2.1793995,"('uneducated', 'educated')",-0.4750683,-0.6498499,0.7026378,0.62979054,-0.106973216,-0.20440803,-0.5196247,-0.6009667,0.081342
33,2.0492837,2.0161207,"('wrong', 'right')",0.3851187,0.44921237,0.8657544,1.0222685,0.40876433,0.52266693,0.9272303,1.0025671,-0.0753368
50,-2.0168002,-2.0246747,"('clumsy', 'skillful')",0.37956777,0.35045654,-0.26477805,-0.2228325,0.73742986,0.7830665,-0.2911451,-0.278496,-0.0126491
22,-1.892907,-1.7116512,"('untrustworthy', 'trustworthy')",0.26201874,0.5649375,-0.0029760133,0.35734528,-1.2246231,-1.1579287,-0.7146218,-0.4868243,-0.2277975
76,-1.8807228,-1.5592759,"('anxious', 'daring')",0.46917507,0.85200423,-0.7271874,-0.44843608,-0.8493453,-0.83475834,-0.7470201,-0.4976165,-0.2494036
49,-1.8324803,-2.0349367,"('unable', 'able')",-0.53495634,-0.588565,0.035878956,-0.01277132,-0.048350595,-0.34523788,-0.5949771,-0.7453778,0.1504007
68,-1.7481564,-1.7633424,"('dependent', 'independent')",0.6532934,0.68828994,0.3344201,0.46274632,-0.50090814,-0.6534945,-0.3153378,-0.3164502,0.0011124
18,-1.7333553,-1.8107705,"('disagreeable', 'welcoming')",-0.69339514,-0.77988034,0.4385976,0.37072387,-0.33668846,-0.59852093,-0.5812103,-0.704612,0.1234017
45,-1.7221365,-1.385039,"('incompetent', 'competent')",0.06733009,0.28773993,-0.30817828,-0.019863263,-1.2523519,-1.4179882,-0.8038341,-0.6337876,-0.1700465
44,-1.6026561,-1.4765574,"('prejudiced', 'unprejudiced')",-0.35296467,-0.085433796,-0.5922077,-0.4256508,-1.7515743,-1.4490299,-1.0748507,-0.859168,-0.2156827
