,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,male-female
46,-1.5967898,-1.1781055,"('uncompetitive', 'competitive')",1.0780491,1.1984285,-0.76701325,-0.58741874,-1.3074561,-1.5616071,-0.6483026,-0.5321757,-0.1161269
26,1.5454624,1.6196198,"('hardhearted', 'benevolent')",0.7244616,0.9861282,1.4935027,1.6721611,1.2395644,1.4394699,1.2507478,1.4293448,-0.178597
70,-1.5041969,-1.1832621,"('lethargic', 'energetic')",0.4281907,0.5964904,-0.04170335,0.26100183,0.5235964,0.48425254,-0.1485283,0.0396207,-0.188149
17,-1.5009581,-1.2758664,"('nasty', 'nice')",-0.9864776,-0.71982956,-0.8525422,-0.70279944,-1.586515,-1.5483298,-1.2316232,-1.0617063,-0.1699169
19,-1.4913743,-1.6094235,"('inhospitable', 'hospitable')",-1.2717294,-1.2505045,0.26135936,0.37138483,0.6731668,0.38726833,-0.4571443,-0.5253187,0.0681744
85,1.4767957,1.4955999,"('insignificant', 'prestigious')",-1.0347356,-0.96796644,0.24693339,0.25540704,0.9197129,1.1729238,0.4021766,0.4889911,-0.0868145
3,-1.4588493,-1.3946718,"('repellent', 'pleasant')",0.107952625,0.0725102,-0.34626094,-0.31649444,1.173656,1.089755,-0.1308754,-0.1372252,0.0063498
88,-1.4417844,-1.3247918,"('low', 'eminent')",-1.5087129,-1.3567854,-0.22111522,-0.15080637,0.20947559,0.08766202,-0.7405342,-0.6861804,-0.0543538
64,-1.4304334,-1.1993713,"('shy', 'confident')",0.2746253,0.5270594,-0.387814,-0.25298557,-7.4368877,-7.108884,-2.2451274,-2.0085454,-0.236582
10,-1.3748386,-0.8761117,"('unsympathetic', 'sympathetic')",0.06752947,0.5568397,-1.3951255,-0.8890425,-0.662959,-0.9032357,-0.8413484,-0.5278875,-0.3134609
82,-1.3457011,-1.5712235,"('poor', 'rich')",0.15981111,-0.22533801,0.58948714,0.33468145,7.379269,7.1796494,1.6957166,1.4294424,0.2662742
62,-1.3395449,-1.1422879,"('incompetent', 'brilliant')",0.11535828,0.17971712,0.17161223,0.06414509,-0.49781477,-0.76343715,-0.3875973,-0.4154657,0.0278684
9,1.2097797,1.0989643,"('unaffectionate', 'caring')",0.3528073,0.3049891,0.33930176,0.22110987,2.0534177,1.8772686,0.9888266,0.8755829,0.1132437
1,1.2087364,1.008975,"('unfriendly', 'friendly')",-0.63170534,-0.7220036,0.84963673,0.70275533,2.895774,2.7643995,1.0806104,0.9385316,0.1420788
16,-1.1823666,-1.3081414,"('unpopular', 'popular')",-0.5709752,-0.8034458,-0.18268172,-0.26219353,1.2312984,1.3703254,-0.1761813,-0.2508638,0.0746825
31,-1.1756514,-1.1945165,"('evil', 'good')",-2.326139,-2.2483573,0.084310085,0.19000979,0.05817783,0.026595362,-0.8398256,-0.8065672,-0.0332584
25,1.1203315,0.8195859,"('egoistic', 'altruistic')",-0.21553648,-0.4365683,1.0531665,0.9691231,1.2390728,1.2926276,0.7992586,0.6611921,0.1380665
15,-1.1202468,-1.1850152,"('boring', 'funny')",-1.2233421,-0.9697239,0.26587898,0.30700746,-0.060904004,-0.17688231,-0.5346535,-0.5061535,-0.0285
73,1.0746499,1.11674,"('helpless', 'self-reliant')",0.715551,0.8256806,1.4969299,1.5071027,-2.8091767,-3.1424482,0.1194885,0.0767688,0.0427197
5,1.0543602,0.80200887,"('distant', 'outgoing')",-0.7119621,-0.8425329,0.9376377,0.9581299,0.9701822,0.85380507,0.5625545,0.4428527,0.1197018
71,1.0201681,0.9299008,"('diffident', 'self-confident')",0.7017156,0.58231986,0.83088076,0.74002355,1.0858973,1.0169984,0.9096655,0.8173107,0.0923548
21,-0.98737156,-0.71643734,"('immoral', 'moral')",0.33842075,0.6052497,-0.47497612,-0.37840626,-0.8083681,-0.821767,-0.4830737,-0.3278402,-0.1552335
75,-0.9783379,-0.9523759,"('meek', 'impulsive')",-0.45786184,-0.47964105,0.10974645,0.0656738,0.25940236,0.35604176,-0.2667627,-0.2525753,-0.0141874
80,-0.9733819,-0.7571777,"('dominated', 'dominating')",1.1054934,1.3059083,-0.9379082,-0.79117143,-1.4548035,-1.4110858,-0.56515,-0.4133817,-0.1517683
11,-0.9413672,-0.8013056,"('unhelpful', 'helpful')",0.9222071,1.0442307,0.28316092,0.33042035,0.5389393,0.3070204,0.200735,0.2200915,-0.0193565
54,-0.92248195,-1.1208911,"('incapable', 'capable')",-0.7703948,-0.8493154,0.17956121,0.23437451,1.5036726,1.4528344,-0.0024107,-0.0707494,0.0683387
14,-0.919938,-0.6386025,"('antisocial', 'social')",0.97133565,0.98838675,-0.8003983,-0.7450731,-1.1794313,-1.1624087,-0.482108,-0.3894244,-0.0926836
0,-0.8429205,-0.5377001,"('unsociable', 'sociable')",0.288203,0.32147992,-0.687397,-0.61743927,-0.7270463,-0.6775336,-0.4922902,-0.3777983,-0.1144919
29,-0.82742435,-0.95614773,"('unfair', 'fair')",-0.34347647,-0.47917843,-0.31815663,-0.30093822,-0.7617231,-0.5665844,-0.5626951,-0.5757122,0.0130171
13,-0.8250317,-0.509736,"('impolite', 'polite')",0.53332156,0.8876554,-0.4088365,-0.17639428,-0.6620661,-0.74509716,-0.3406532,-0.135893,-0.2047602
56,0.8210958,1.005765,"('impractical', 'practical')",1.2293504,1.2112441,0.47960415,0.35097525,-1.0639676,-1.4095429,0.3665207,0.2896104,0.0769103
58,0.808019,1.0293839,"('undiscriminating', 'discriminating')",1.276212,1.3812389,0.021211436,0.14852588,-0.3941961,-0.48162943,0.4278116,0.5193799,-0.0915683
6,0.8053087,0.5577138,"('distant', 'open')",-1.352723,-1.429401,0.5882711,0.5756055,1.647089,1.5510461,0.4219865,0.3137411,0.1082454
2,-0.7985399,-0.8214332,"('unlikable', 'likable')",0.81223035,0.9234606,0.9448511,0.97140723,0.21193372,0.0723579,0.2926188,0.2864481,0.0061707
48,-0.7703655,-0.5781046,"('unintelligent', 'intelligent')",-0.350329,-0.29794267,-0.12061699,-0.038864944,0.23612866,0.09208961,-0.2512957,-0.2057057,-0.04559
83,-0.7278926,-0.47552142,"('powerless', 'powerful')",-0.5040441,-0.20717627,-0.9925066,-0.7551962,-0.91509855,-0.7311204,-0.7848855,-0.5422536,-0.2426319
20,-0.7115923,-0.58383703,"('rough', 'thoughtful')",0.15627685,0.26015854,0.5429271,0.77192956,0.2550397,0.26371592,0.0606628,0.1779917,-0.1173289
60,-0.6995802,-0.37769026,"('inefficient', 'efficient')",1.749282,1.896312,-0.025046239,0.18403974,-1.2943842,-1.348404,-0.0674322,0.0885643,-0.1559965
69,0.6788863,0.4847806,"('lazy', 'industrious')",0.77682495,0.53733593,1.7259412,1.5159847,-0.56033516,-0.5947506,0.6553293,0.4858376,0.1694917
37,-0.6721085,-0.5143412,"('fake', 'genuine')",0.37913224,0.71841925,-0.20780212,-0.019631002,0.18623883,0.06892368,-0.0786349,0.0633427,-0.1419776
57,-0.66971445,-0.22463568,"('unimaginative', 'imaginative')",-0.49120492,-0.22605824,-0.39771414,-0.10479891,-3.272245,-3.36621,-1.2077196,-0.9804257,-0.2272939
34,-0.63190085,-0.6631727,"('mean', 'honorable')",-0.18792033,-0.2473534,1.5954365,1.4598244,5.573573,5.3184133,1.5872971,1.4669279,0.1203692
30,-0.6270082,-0.47201943,"('intolerant', 'tolerant')",1.2810452,1.4712849,1.0512815,1.0676775,-0.13209946,-0.289924,0.3933047,0.4442547,-0.05095
72,0.62258494,0.6612237,"('unambitious', 'ambitious')",0.24743779,0.17344862,-0.7220952,-0.7159486,0.13383745,0.08476378,0.0704412,0.0508719,0.0195693
42,-0.575304,-0.27530515,"('unreliable', 'reliable')",1.3669835,1.734145,0.69942623,1.1608953,-2.8024065,-2.784633,-0.3278252,-0.0412244,-0.2866008
35,-0.566946,-0.8640349,"('corrupt', 'incorrupt')",-0.9960773,-1.1348442,0.22413094,0.17026365,-0.025182527,0.108206935,-0.3410187,-0.4301021,0.0890834
28,0.56439793,0.6434337,"('disloyal', 'loyal')",-0.5835593,-0.467659,-0.28601414,-0.16806714,0.4991411,0.44997206,0.0484914,0.1144199,-0.0659285
36,-0.55838615,-0.67085487,"('hostile', 'amicable')",-2.2240443,-2.2280395,0.11060585,0.05520077,1.262981,1.3339176,-0.3522108,-0.377444,0.0252332
63,-0.5500488,-0.3055408,"('unperceptive', 'insightful')",1.0410459,1.0897968,0.66207147,0.74025404,0.9568215,0.8671637,0.5274725,0.5979185,-0.070446
43,-0.5299306,-0.23759055,"('irresponsible', 'responsible')",1.3029091,1.7015699,-0.05195131,0.3191331,0.094637394,-0.24392857,0.2039162,0.384796,-0.1808798
79,-0.5252471,-0.50439674,"('wavering', 'unwavering')",-1.752114,-1.7148715,-0.36535108,-0.4419613,0.3855321,0.4113601,-0.564295,-0.5624674,-0.0018276
7,-0.5008827,-0.3790156,"('insensitive', 'sensitive')",0.84825665,0.95371485,-0.2368707,-0.25070798,0.7470325,0.45628506,0.2143839,0.1950691,0.0193148
32,-0.48447886,-0.49478915,"('unkind', 'kind')",1.113265,1.1183565,0.56418556,0.445014,1.0745599,1.0058196,0.5668829,0.5186002,0.0482827
39,-0.4597233,-0.2743832,"('exploitative', 'cooperative')",-0.850861,-0.6633511,0.5040715,0.681202,-0.9413816,-0.78116935,-0.4369736,-0.2594254,-0.1775482
66,-0.43480393,-0.35982245,"('inactive', 'active')",-0.09236473,0.09805953,0.28311723,0.4080581,1.2752986,1.4237839,0.2578118,0.3925198,-0.134708
81,-0.43377173,-0.011061922,"('submissive', 'aggressive')",1.2026025,1.4841367,-0.18701437,-0.037024014,-1.4270273,-1.3996452,-0.2113027,0.0091014,-0.2204041
84,0.40202737,0.22340706,"('inferior', 'superior')",0.3764155,0.21176088,0.70721495,0.64149517,0.053783208,0.10295188,0.3848602,0.2949038,0.0899564
23,-0.40104523,-0.4426184,"('insincere', 'sincere')",0.7368545,0.6322849,-0.13500483,-0.44794163,5.3540654,4.894114,1.3887174,1.1589597,0.2297577
87,-0.39176455,-0.2956502,"('unsuccessful', 'successful')",0.18074122,0.23874578,0.6148785,0.61318153,0.48425785,0.56763875,0.2220283,0.280979,-0.0589507
78,0.38968456,0.32549503,"('nonresilient', 'resilient')",1.5655795,1.2182382,0.19865268,0.07923813,0.27747637,0.20976883,0.6078483,0.4581851,0.1496632
8,0.3475117,0.19842392,"('unaffectionate', 'affectionate')",-0.8811792,-0.8596125,-0.13432729,-0.07590715,2.1907935,1.8827251,0.3806997,0.2864074,0.0942923
52,0.33021212,0.2080006,"('irrational', 'rational')",-1.5886208,-1.4103029,-0.7039911,-0.79373485,0.89324445,1.1622766,-0.2672888,-0.2084401,-0.0588487
41,-0.32599044,-0.10259732,"('unforgiving', 'forgiving')",0.46272305,0.51417977,0.34093133,0.37479934,-0.77343327,-0.73667556,-0.0739423,0.0124266,-0.0863689
38,0.31213138,0.35626426,"('untruthful', 'truthful')",0.5808919,0.6994795,0.20673354,0.22571912,0.036134496,0.06301694,0.2839728,0.3361199,-0.0521471
53,0.273031,0.21514907,"('uncreative', 'creative')",-0.17438464,-0.3420292,0.3713788,0.26686355,1.7165756,1.4825885,0.5466502,0.405643,0.1410072
40,0.27140018,0.31651887,"('stingy', 'generous')",-0.42997125,-0.51725197,0.3596977,0.3674208,-1.5608245,-1.882433,-0.3399245,-0.4289363,0.0890118
86,-0.25476953,0.05936902,"('uninfluential', 'influential')",-0.57147825,-0.4622053,0.033935927,0.286434,0.0077942014,0.030455377,-0.1961294,-0.0214867,-0.1746427
59,-0.24978626,-0.53123593,"('foolish', 'wise')",-0.34457847,-0.3397233,0.7236115,0.5923232,0.988423,1.1597284,0.2794174,0.2202731,0.0591443
12,0.23666775,0.47930357,"('unsupportive', 'supportive')",1.1449622,1.1881973,0.30850875,0.41348192,-1.4595904,-1.7128801,0.0576371,0.0920256,-0.0343885
74,0.2013576,0.33819193,"('undedicated', 'dedicated')",0.04863391,0.10496242,0.41078955,0.711431,-0.6859654,-0.8262078,-0.0062961,0.0820944,-0.0883905
77,-0.19691788,-0.009973735,"('unmotivated', 'motivated')",-0.24930543,-0.23890859,-0.83592266,-0.79595584,-1.4338154,-1.3852488,-0.6789904,-0.6075218,-0.0714686
67,0.16897957,0.26431656,"('doubtful', 'determined')",1.0598143,1.1077477,0.35346636,0.40040082,-1.3094423,-0.9659627,0.0682045,0.2016256,-0.1334211
24,0.13276108,0.17484641,"('dishonest', 'honest')",-0.68750143,-0.40570435,0.20150982,0.37139744,0.79280055,0.33048338,0.1098925,0.1177557,-0.0078632
61,0.12686989,0.21048543,"('illogical', 'logical')",0.23306358,0.48191613,-0.45680884,-0.27237338,0.10279453,0.106286496,0.0014798,0.1315787,-0.1300989
4,-0.07912888,-0.1466523,"('disliked', 'liked')",-0.44695136,-0.55582625,1.0463157,0.95703965,-6.6492205,-6.808119,-1.5322462,-1.6383895,0.1061433
47,0.060132943,-0.0457927,"('stupid', 'smart')",0.5724227,0.5482428,0.767216,0.62501264,6.2622085,6.1113205,1.915495,1.8096958,0.1057992
27,-0.012725439,-0.18357193,"('hardhearted', 'softhearted')",-0.23524645,-0.031347748,0.56903565,0.7715382,1.4778045,1.1876248,0.4497171,0.4360608,0.0136563
