,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
55,-1.5706487,-1.6764473,"('incompetent', 'clever')",0.7746325,0.77489537,0.24819598,0.29511392,-0.48671004,-0.518955,-0.2586326,-0.2813482,0.0227156
44,1.5654705,1.5782402,"('prejudiced', 'unprejudiced')",-1.403241,-1.3941439,-0.89559406,-1.0368941,-1.626122,-1.620553,-0.5898716,-0.6183378,0.0284662
12,-1.563345,-1.5991727,"('unsupportive', 'supportive')",0.36428976,0.4887477,0.041213334,0.1675947,-0.9158772,-0.83063334,-0.5184298,-0.4433659,-0.0750639
21,-1.5134552,-1.6142226,"('immoral', 'moral')",0.2942539,0.31644627,-2.2606058,-2.3189757,-1.3322536,-1.3623877,-1.2030152,-1.244785,0.0417698
78,-1.4291896,-1.389912,"('nonresilient', 'resilient')",0.12164952,0.09989368,-1.4653834,-1.439627,0.84647584,0.7303431,-0.4816119,-0.4998255,0.0182136
14,-1.3926157,-1.5244828,"('antisocial', 'social')",0.5960167,0.57203716,-0.24050857,-0.20816168,-1.228696,-1.1231588,-0.5664509,-0.5709416,0.0044907
13,-1.3918278,-1.5772157,"('impolite', 'polite')",0.027324751,-0.050369382,0.37770456,0.29226467,-0.27083993,-0.34742722,-0.3144096,-0.4206869,0.1062773
24,-1.3608354,-1.5613338,"('dishonest', 'honest')",-0.4337702,-0.5018777,0.11563433,-0.010669809,0.76191735,0.71728677,-0.2292635,-0.3391486,0.1098851
49,-1.3537439,-1.3752776,"('unable', 'able')",0.056296825,0.008243769,-0.7449824,-0.89724797,-0.45013112,-0.5432921,-0.6231402,-0.7018934,0.0787532
34,-1.2805493,-1.2647417,"('mean', 'honorable')",-0.42233694,-0.44699985,-0.4756787,-0.56746763,5.427659,5.2772484,0.8122735,0.7495098,0.0627637
38,-1.2622213,-1.3195568,"('untruthful', 'truthful')",-1.8203368,-1.8385527,0.038766444,0.109817,0.15162367,0.10003193,-0.723042,-0.7370652,0.0140232
75,1.2146549,1.4206921,"('meek', 'impulsive')",-0.61713254,-0.53877187,0.23208237,0.26910964,-0.4037444,-0.32386193,0.1064651,0.206792,-0.1003269
77,-1.1674023,-1.1693952,"('unmotivated', 'motivated')",0.102783546,0.12546034,-0.56004584,-0.51404226,-0.7715296,-0.72061336,-0.5990486,-0.5696476,-0.029401
81,-1.1552016,-1.264155,"('submissive', 'aggressive')",0.281505,0.3010411,-1.7421341,-1.8814497,-1.1466324,-1.1856033,-0.9406158,-1.0075417,0.0669259
33,1.1095618,1.1049316,"('wrong', 'right')",-0.117581956,-0.102268785,1.0215777,1.0888121,-0.65932935,-0.69258004,0.338557,0.3497238,-0.0111668
30,-1.0849768,-1.2071049,"('intolerant', 'tolerant')",-0.4418732,-0.4918464,0.5386087,0.50942254,1.1199191,1.1910857,0.0329194,0.0003892,0.0325302
42,1.0614469,1.0771285,"('unreliable', 'reliable')",1.2683444,1.390435,-0.03586555,0.1023749,-1.87197,-1.8114154,0.1054889,0.1896307,-0.0841418
40,-1.0385699,-1.1470642,"('stingy', 'generous')",-0.1611689,-0.24840969,0.28351158,0.502476,-1.0459944,-1.1520389,-0.4905554,-0.5112592,0.0207038
61,-1.0237308,-1.0947435,"('illogical', 'logical')",0.3216258,0.3561136,-0.07454178,-0.017176855,0.030843133,0.0046861814,-0.1864509,-0.1877801,0.0013292
4,1.0195242,1.098987,"('disliked', 'liked')",0.23010755,0.2616748,-0.0070528425,0.10781062,-4.8720765,-4.787972,-0.9073744,-0.8298749,-0.0774995
82,-0.99953294,-0.8834427,"('poor', 'rich')",-0.17719434,-0.17834872,-0.6200217,-0.49662626,4.948852,4.8874784,0.7880257,0.8322651,-0.0442394
47,-0.9911024,-1.1204987,"('stupid', 'smart')",-0.22941598,-0.25182992,-0.650758,-0.6883386,4.1239414,3.9792442,0.5631663,0.4796443,0.083522
67,0.97647905,1.029083,"('doubtful', 'determined')",0.018771589,0.042168103,0.19398084,0.28516784,0.03647267,0.1252814,0.306426,0.3704251,-0.0639991
58,-0.9657677,-0.98461205,"('undiscriminating', 'discriminating')",-0.2742746,-0.24419919,-0.3981417,-0.20997575,0.26526466,0.24908198,-0.3432298,-0.2974263,-0.0458035
19,0.9421846,1.0876087,"('inhospitable', 'hospitable')",-0.85154825,-0.80914253,0.58136624,0.62792534,0.2148683,0.24886262,0.2217177,0.2888135,-0.0670958
5,0.9271271,1.0622448,"('distant', 'outgoing')",-0.7016482,-0.5670136,0.28317302,0.3254202,-0.018945992,0.035819232,0.1224265,0.2141176,-0.0916911
70,-0.92531645,-1.0512582,"('lethargic', 'energetic')",0.5262689,0.48165882,-0.6192811,-0.56641406,1.0585543,1.0248395,0.0100564,-0.0277935,0.0378499
22,-0.888386,-0.9565137,"('untrustworthy', 'trustworthy')",-0.080477536,-0.059205674,-0.54934824,-0.60092974,-1.0190072,-0.96889114,-0.6343048,-0.6463851,0.0120803
74,-0.86352974,-0.96140254,"('undedicated', 'dedicated')",0.55843806,0.5543936,-0.4472663,-0.40676308,0.34111395,0.30200854,-0.102811,-0.1279409,0.0251299
27,-0.8634313,-0.8756972,"('hardhearted', 'softhearted')",-0.739565,-0.7987614,-0.13835517,-0.1774801,1.2852895,1.2334634,-0.1140155,-0.1546188,0.0406033
88,-0.85798866,-0.78674203,"('low', 'eminent')",-0.30337837,-0.25395694,-0.45868564,-0.46100384,0.49509552,0.48582295,-0.2812393,-0.25397,-0.0272693
6,0.8511505,0.99646574,"('distant', 'open')",-0.673678,-0.60483515,0.5909663,0.6399162,0.4428127,0.40432024,0.3028129,0.3589668,-0.0561539
36,0.77394885,0.91215473,"('hostile', 'amicable')",-0.46872652,-0.5367948,0.6768701,0.7535057,0.12851861,0.1244811,0.2776528,0.3133367,-0.0356839
18,-0.7610501,-0.63608617,"('disagreeable', 'welcoming')",0.34096083,0.39794466,-0.05760894,0.059461728,-0.5860246,-0.49341214,-0.2659307,-0.168023,-0.0979077
39,-0.74770665,-0.9135635,"('exploitative', 'cooperative')",-0.24148455,-0.28205025,1.6438038,1.5518059,-0.18713103,-0.15674256,0.1168704,0.0498624,0.067008
8,-0.74039984,-0.7594311,"('unaffectionate', 'affectionate')",-0.807587,-0.8602605,1.3814986,1.4483768,0.4512682,0.5276053,0.071195,0.0890726,-0.0178776
26,-0.64948225,-0.628026,"('hardhearted', 'benevolent')",1.2017442,1.2084858,0.86239415,0.95064807,1.9121531,1.8653607,0.8317024,0.8491172,-0.0174148
59,0.6170148,0.73332655,"('foolish', 'wise')",0.40852284,0.5073579,-0.4845004,-0.37676188,0.48957875,0.40583497,0.257654,0.3174394,-0.0597854
85,0.59634894,0.7196761,"('insignificant', 'prestigious')",-0.28872287,-0.27479562,0.98524165,1.1247886,0.25121295,0.16338325,0.3860202,0.4332631,-0.0472429
56,-0.5709174,-0.7893166,"('impractical', 'practical')",-0.44090468,-0.47082844,0.2689092,0.21785922,0.017814217,-0.012457512,-0.1812747,-0.2636858,0.0824111
79,0.47506917,0.66909444,"('wavering', 'unwavering')",-0.1221403,-0.09050702,0.1735873,0.36094716,0.29305655,0.28921992,0.2048932,0.3071886,-0.1022954
50,0.47071573,0.60147786,"('clumsy', 'skillful')",1.6994946,1.7366139,-1.1444072,-0.92066824,0.82299876,0.79740727,0.4622005,0.5537077,-0.0915072
2,-0.46730408,-0.49995926,"('unlikable', 'likable')",0.63765585,0.6943443,0.16453426,0.11708556,0.27302623,0.34157228,0.1519781,0.1632607,-0.0112826
54,-0.46060336,-0.3709842,"('incapable', 'capable')",-0.6259058,-0.54808164,0.23520792,0.33512396,0.7247395,0.76362425,-0.0316405,0.0449206,-0.0765611
20,-0.43983504,-0.5207833,"('rough', 'thoughtful')",0.8463808,0.7638775,0.07631524,0.11003927,1.2917138,1.1591972,0.4436437,0.3780827,0.065561
80,-0.43402663,-0.52824074,"('dominated', 'dominating')",0.44445395,0.33578455,-0.6420619,-0.7125707,-1.3181943,-1.4487017,-0.4874572,-0.5884322,0.100975
83,-0.40284815,-0.5393671,"('powerless', 'powerful')",-0.141849,-0.1891652,-0.87849253,-0.83412683,-0.83546376,-0.8921788,-0.5646634,-0.6137094,0.049046
84,0.38471243,0.39026102,"('inferior', 'superior')",1.5500013,1.6009207,1.1587554,1.173544,1.4602664,1.4563396,1.1384339,1.1552663,-0.0168324
51,-0.38254666,-0.32290995,"('uneducated', 'educated')",0.82212716,0.8786766,-0.06826228,0.090176076,0.6979216,0.5457328,0.26731,0.2979189,-0.0306089
15,0.37947068,0.39783713,"('boring', 'funny')",0.10593175,0.12806836,0.78349537,0.59878623,0.29338866,0.32472405,0.3905716,0.362354,0.0282176
31,0.34308076,0.5180675,"('evil', 'good')",-1.0148853,-0.9077139,-0.217423,-0.11539939,-1.2703261,-1.0798573,-0.5398884,-0.3962258,-0.1436626
68,-0.25055644,-0.22554593,"('dependent', 'independent')",0.02059894,0.071044356,-0.7872664,-0.89777535,-0.17688301,-0.21441077,-0.2985267,-0.3166719,0.0181452
76,-0.24712704,-0.28845587,"('anxious', 'daring')",1.6618824,1.6843733,0.23152137,0.22659744,0.3722371,0.36193827,0.5046284,0.4961133,0.0085151
37,-0.23331067,-0.35870448,"('fake', 'genuine')",0.18452057,0.09338604,-0.57963514,-0.6139768,0.6851723,0.6514419,0.0141868,-0.0569633,0.0711501
29,0.22677636,0.26227012,"('unfair', 'fair')",-0.4049279,-0.33804464,0.117220975,0.08794477,-0.5016614,-0.54148644,-0.140648,-0.132329,-0.008319
16,-0.22263625,0.019382276,"('unpopular', 'popular')",0.15810637,0.2601757,-0.8870113,-0.66441923,-0.13315628,-0.018176574,-0.2711744,-0.1007595,-0.1704149
17,0.20858875,0.2600474,"('nasty', 'nice')",0.48277766,0.5459927,0.2675558,0.23646808,-0.890065,-0.8841836,0.0172143,0.0395811,-0.0223668
25,0.18962894,0.21802813,"('egoistic', 'altruistic')",-0.6127651,-0.5902168,1.3817841,1.4495072,0.6842162,0.59275424,0.4107161,0.4175182,-0.0068021
52,0.16143811,0.28320768,"('irrational', 'rational')",-0.14954053,-0.036517337,0.7279806,0.88952374,-0.2926092,-0.25937,0.1118172,0.219211,-0.1073938
66,-0.12479182,-0.17125353,"('inactive', 'active')",1.1484152,1.1083539,1.1651926,1.2350137,0.7486366,0.66450936,0.7343632,0.7091558,0.0252074
64,0.11381962,0.03887483,"('shy', 'confident')",1.0977545,1.188678,-1.2105231,-1.1140257,-5.168818,-4.9010644,-1.2919418,-1.1968843,-0.0950575
87,-0.08705639,0.043061588,"('unsuccessful', 'successful')",2.1787515,2.1592383,0.51871794,0.6027964,0.34492138,0.26225308,0.7388336,0.7668373,-0.0280037
71,-0.05358247,0.101278774,"('diffident', 'self-confident')",-0.49912906,-0.417425,0.9800167,1.1300149,0.4358619,0.389084,0.2157918,0.3007382,-0.0849464
