,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
53,0.48310563,0.5843694,"('uncreative', 'creative')",-0.009635985,0.13679498,1.4235715,1.3983214,0.5803603,0.57744235,0.6193503,0.6742321,-0.0548818
34,-0.47066802,-0.44075084,"('mean', 'honorable')",-0.3799712,-0.3182366,0.2658674,0.37447268,5.269552,5.3389835,1.1711951,1.2386172,-0.0674221
6,0.46186274,0.15421832,"('distant', 'open')",0.77402633,0.8320875,0.6914685,0.47857705,0.42541963,0.20295808,0.5881943,0.4169602,0.1712341
75,0.44705132,0.49970952,"('meek', 'impulsive')",0.41114604,0.48533967,1.258744,1.2392627,-0.12963751,-0.15568334,0.496826,0.5171571,-0.0203311
20,-0.44367605,-0.5026498,"('rough', 'thoughtful')",-0.035253353,-0.2012671,-0.29791018,-0.30888972,0.29631525,0.2530751,-0.1201311,-0.1899329,0.0698018
60,0.4254055,0.5512874,"('inefficient', 'efficient')",0.24355568,0.22582678,-0.42991662,-0.21304005,-0.36596608,-0.26867282,-0.0317304,0.0738503,-0.1055807
61,0.42184493,0.42639095,"('illogical', 'logical')",0.48712042,0.60964876,0.38982797,0.46243292,-0.17007774,-0.21116658,0.2821789,0.3218265,-0.0396476
39,0.41533908,0.41170004,"('exploitative', 'cooperative')",0.30265066,0.35917044,0.11456554,0.15400138,0.5536175,0.6396897,0.3465432,0.3911404,-0.0445972
74,0.41061005,0.5690824,"('undedicated', 'dedicated')",0.5550427,0.5697034,-0.14354382,-0.024008378,0.1374019,0.07877852,0.2398777,0.298389,-0.0585113
27,-0.36278415,-0.60733837,"('hardhearted', 'softhearted')",-0.3696702,-0.38707995,-0.19768927,-0.43199307,0.7605911,0.6421977,-0.0423881,-0.1960534,0.1536653
24,0.35500294,0.2883571,"('dishonest', 'honest')",-0.20888662,-0.14434905,-1.0137419,-1.041369,0.7622242,0.7208551,-0.0263503,-0.0441265,0.0177762
35,-0.34037396,-0.5333908,"('corrupt', 'incorrupt')",0.6293228,0.5099705,0.16505271,-0.09115216,0.016681667,-0.113595456,0.1176708,-0.057042,0.1747128
70,0.33722594,0.588726,"('lethargic', 'energetic')",0.1708069,0.4924031,-0.588422,-0.24795723,0.1979392,0.43354052,0.0293875,0.3166781,-0.2872906
55,-0.3311932,-0.15710701,"('incompetent', 'clever')",-0.025035044,0.052561,-0.89945614,-0.7100322,-0.10789383,0.014937129,-0.3408946,-0.1999103,-0.1409843
80,0.329262,0.55125594,"('dominated', 'dominating')",0.52745235,0.53114915,-0.70260924,-0.4474848,-0.773667,-0.60080296,-0.1548905,0.0085293,-0.1634198
78,0.31563854,0.40033272,"('nonresilient', 'resilient')",-1.1225517,-1.0558794,0.25716713,0.31502968,-0.48687336,-0.41199458,-0.2591549,-0.1881279,-0.071027
45,-0.3125724,-0.05132997,"('incompetent', 'competent')",0.40715533,0.7230118,0.0050679073,0.3646214,-0.40923053,-0.23250595,-0.0773949,0.2009493,-0.2783442
48,-0.31168053,-0.42837656,"('unintelligent', 'intelligent')",-1.2218351,-1.312996,-0.46045613,-0.48317474,-0.7009629,-0.7232916,-0.6737337,-0.7369598,0.0632261
11,0.3063915,0.36842552,"('unhelpful', 'helpful')",0.13251203,0.24185832,0.94648093,1.0826416,1.7710024,1.8387767,0.7890967,0.8829255,-0.0938288
72,0.3010751,0.2749818,"('unambitious', 'ambitious')",-0.74201363,-0.7609694,0.8023471,0.77126753,-0.42738232,-0.37494433,-0.0164934,-0.0224161,0.0059227
54,0.29609823,0.1399191,"('incapable', 'capable')",-0.21260382,-0.23576759,0.6198417,0.40680692,0.97098064,0.81310344,0.4185792,0.2810155,0.1375637
65,-0.2585492,-0.040326543,"('insecure', 'secure')",-0.072326265,0.02645231,-1.004826,-0.70415336,-0.13220134,0.07491867,-0.3669757,-0.1607772,-0.2061985
67,-0.25546375,-0.37872258,"('doubtful', 'determined')",0.08767177,-0.08422345,0.5551538,0.42278826,-0.31187332,-0.41196686,0.0188721,-0.1130312,0.1319033
59,0.25152743,0.26212117,"('foolish', 'wise')",1.4099334,1.3384119,0.64060265,0.5173658,0.24804398,0.0696864,0.6375269,0.5468963,0.0906306
32,0.24259594,0.2950138,"('unkind', 'kind')",0.4158897,0.43994653,-1.27896,-1.1642449,0.76358163,0.78733855,0.0357768,0.0895135,-0.0537367
21,-0.2283438,-0.050320722,"('immoral', 'moral')",-0.32878175,-0.2175524,-1.2442312,-1.0240073,-1.3105863,-1.1384189,-0.7779858,-0.6075748,-0.170411
79,-0.22580455,-0.2723332,"('wavering', 'unwavering')",0.2679787,0.3222519,0.4246055,0.30511343,-0.17018221,-0.23772997,0.0741494,0.0293255,0.0448239
17,-0.21887442,-0.16603394,"('nasty', 'nice')",-0.41802981,-0.2880242,0.6635525,0.7714151,-0.3220307,-0.28421748,-0.0738456,0.0082849,-0.0821305
83,0.21557644,0.30547875,"('powerless', 'powerful')",-0.054522887,-0.04874246,0.56275445,0.6618521,-1.310413,-1.2060359,-0.1466513,-0.0718619,-0.0747894
36,-0.20323598,-0.42920122,"('hostile', 'amicable')",-0.21590607,-0.3173313,0.50147384,0.2257232,0.39415202,0.21654779,0.1191209,-0.0760654,0.1951863
22,-0.19999301,0.13620397,"('untrustworthy', 'trustworthy')",1.2889597,1.6503596,-0.69243664,-0.4041687,-0.53567183,-0.2865605,-0.0347854,0.2739586,-0.308744
84,-0.19824457,-0.29419494,"('inferior', 'superior')",0.59851056,0.52642137,-0.003206253,-0.018629363,0.23931997,0.13044417,0.1590949,0.0860103,0.0730846
63,0.19096005,0.31738448,"('unperceptive', 'insightful')",1.176056,1.3272533,0.08827494,0.29567754,-0.1825693,-0.17830515,0.3181804,0.4405026,-0.1223222
52,-0.18247561,-0.3971698,"('irrational', 'rational')",-0.3824253,-0.4137762,0.49841624,0.22174443,0.028744735,-0.16475095,-0.009435,-0.1884881,0.1790531
28,0.17710713,0.25459266,"('disloyal', 'loyal')",0.028563911,0.12410656,-0.7259493,-0.6297361,0.9759481,0.95129454,0.1139175,0.1750644,-0.0611469
44,0.15227202,0.13074467,"('prejudiced', 'unprejudiced')",0.48642215,0.38319325,-0.27894565,-0.23475403,-0.7294391,-0.6578111,-0.0924226,-0.0946568,0.0022342
88,0.14301059,0.10757428,"('low', 'eminent')",-0.39979833,-0.41518992,-0.17548992,-0.19295022,-0.3808269,-0.46407557,-0.2032761,-0.2411604,0.0378843
81,0.14099175,0.42327935,"('submissive', 'aggressive')",-0.97213846,-0.79665065,-0.6023253,-0.23201612,-1.2977587,-1.0647942,-0.6828077,-0.4175454,-0.2652623
7,0.13576622,0.33226052,"('insensitive', 'sensitive')",0.53273106,0.8434921,-0.15292111,0.16836083,-0.050003838,0.11819955,0.1163931,0.3655783,-0.2491852
66,0.13466012,0.117798865,"('inactive', 'active')",1.197947,1.2533752,0.7781075,0.75807816,0.88124025,0.76856995,0.7479887,0.7244555,0.0235332
29,0.12103301,0.043276705,"('unfair', 'fair')",1.2222918,1.2535623,-0.029146966,-0.073093414,-0.72331965,-0.7571076,0.1477146,0.1166595,0.0310551
64,-0.10636074,-0.048730794,"('shy', 'confident')",0.67916465,0.67762524,-0.7450038,-0.571738,-6.16373,-6.2142367,-1.5839825,-1.53927,-0.0447125
62,0.10339509,0.3910208,"('incompetent', 'brilliant')",-0.7020184,-0.39989513,0.015204381,0.40268865,-0.5474702,-0.45834735,-0.2827223,-0.0161333,-0.266589
76,0.08720495,0.13535304,"('anxious', 'daring')",0.8547348,0.87605643,-0.37767795,-0.31870657,-0.25656646,-0.12910607,0.0769238,0.1408992,-0.0639754
46,0.085327595,0.43824846,"('uncompetitive', 'competitive')",-0.4071292,-0.039456315,-0.69561636,-0.29811436,-0.9865525,-0.6816423,-0.5009926,-0.1452411,-0.3557515
41,0.061249018,-0.028138775,"('unforgiving', 'forgiving')",-0.39619824,-0.5976071,-0.08312533,-0.13295619,0.21108837,0.089818336,-0.0517465,-0.1672209,0.1154744
40,-0.046160836,-0.018303677,"('stingy', 'generous')",-0.85774934,-0.8195065,-0.61823535,-0.58770865,-2.7084196,-2.7365053,-1.0576413,-1.040506,-0.0171353
15,0.042871013,-0.10109761,"('boring', 'funny')",0.06402441,0.098078564,0.7857004,0.6616132,0.18997775,0.06384589,0.2706434,0.18061,0.0900334
13,0.04008876,0.2762872,"('impolite', 'polite')",-0.37282765,-0.121156804,0.009851709,0.3602603,-0.2945621,-0.16591421,-0.1543623,0.0873691,-0.2417314
82,-0.033653863,0.18138269,"('poor', 'rich')",0.5569788,0.4969092,-0.105991006,-0.075037226,6.147173,6.246409,1.6411268,1.7124159,-0.0712891
38,0.004564576,0.08588998,"('untruthful', 'truthful')",0.61226785,0.63197964,0.6110404,0.78988904,0.05549269,-0.0013216399,0.3208414,0.3766092,-0.0557678
