,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
71,2.0439079,1.9927766,"('diffident', 'self-confident')",0.8627022,0.99306613,1.8692712,1.9224677,0.6459981,0.62579656,1.3554698,1.3835268,-0.028057
73,1.9754424,1.9671363,"('helpless', 'self-reliant')",1.2224545,1.0850106,1.2314874,1.1813333,-2.9383936,-3.0687692,0.3727477,0.2911778,0.0815699
1,1.5923882,1.3800515,"('unfriendly', 'friendly')",-0.0295562,0.039724812,1.0109447,0.77952814,1.9056425,1.6886852,1.1198548,0.9719974,0.1478574
42,1.5518044,1.70854,"('unreliable', 'reliable')",1.5264277,1.6056945,0.583309,0.7140022,-2.7006955,-2.7161345,0.2402114,0.3280256,-0.0878142
43,1.4617692,1.5334624,"('irresponsible', 'responsible')",0.5617285,0.5985613,0.67317015,0.8112079,0.527058,0.61662984,0.8059314,0.8899654,-0.084034
14,1.4163568,1.6008947,"('antisocial', 'social')",1.0571891,0.9734326,1.3414891,1.6178403,-0.2676363,-0.11035512,0.8868497,1.0204531,-0.1336034
26,1.3921074,1.3364722,"('hardhearted', 'benevolent')",1.4091066,1.2223743,1.2968068,1.1299651,1.7281784,1.5588758,1.4565498,1.3119218,0.144628
49,-1.3496921,-1.2654806,"('unable', 'able')",-0.2191092,-0.0733898,0.22102244,0.3206883,-0.3067299,-0.20865169,-0.4136272,-0.3067084,-0.1069188
56,1.296209,1.4634391,"('impractical', 'practical')",0.12400539,0.32796407,1.1983554,1.5248216,-0.4133969,-0.308897,0.5512933,0.7518319,-0.2005386
51,-1.2159319,-1.0812992,"('uneducated', 'educated')",0.6307514,0.42191342,-0.36388493,-0.26501533,-0.22593401,-0.2565235,-0.2937499,-0.2952312,0.0014813
33,1.1744055,1.1079323,"('wrong', 'right')",-0.06441586,-0.03673742,1.0608298,0.91666394,-0.7007085,-0.9232029,0.3675277,0.266164,0.1013637
9,1.1605835,0.90420645,"('unaffectionate', 'caring')",-0.6480443,-0.62754405,1.3919476,1.1798788,1.2550306,1.1302159,0.7898794,0.6466893,0.1431901
68,-1.0839944,-0.97962093,"('dependent', 'independent')",0.05922608,0.052622326,-0.6484317,-0.5428836,-1.3929393,-1.4228886,-0.7665349,-0.7231927,-0.0433422
30,1.0668437,1.1595484,"('intolerant', 'tolerant')",0.16028768,0.051110283,0.6349313,0.7735213,0.29997092,0.31219563,0.5405084,0.5740939,-0.0335855
58,1.0625789,1.073808,"('undiscriminating', 'discriminating')",0.15392774,0.18808252,1.0659742,1.0210947,0.3604555,0.25030154,0.6607341,0.6333217,0.0274124
31,-1.0622517,-1.0571913,"('evil', 'good')",-0.07133353,-0.05867948,-0.41392022,-0.5324571,-0.47864565,-0.5706589,-0.5065377,-0.5547467,0.048209
2,1.0325208,1.0413799,"('unlikable', 'likable')",1.3588387,1.3440566,1.0412877,1.0979874,0.8182272,0.7054372,1.0627185,1.0472152,0.0155033
85,1.0224292,0.6717591,"('insignificant', 'prestigious')",0.7098756,0.43981367,2.1567802,1.7284479,0.034879163,-0.29664037,0.9809911,0.6358451,0.345146
0,0.98823047,1.0350652,"('unsociable', 'sociable')",0.053840376,0.2631997,0.8788632,1.1317477,-0.18410298,-0.067784175,0.4342078,0.5905572,-0.1563494
5,0.9575693,0.69402313,"('distant', 'outgoing')",0.90604794,0.9171363,1.604034,1.3831369,0.06872982,-0.16118163,0.8840953,0.7082787,0.1758166
12,0.957567,1.007432,"('unsupportive', 'supportive')",0.6652375,0.7286061,1.2416185,1.30796,-2.0473537,-2.0938413,0.2042673,0.2375392,-0.0332719
87,0.8851802,0.85019284,"('unsuccessful', 'successful')",0.7456607,0.6887968,1.2367735,1.2740703,0.37967595,0.28312144,0.8118225,0.7740453,0.0377772
18,-0.8069023,-0.7539612,"('disagreeable', 'welcoming')",0.5373132,0.4859025,-0.031237245,0.012763575,-0.8048062,-0.8889922,-0.2764081,-0.2860718,0.0096637
16,0.7845305,0.62988657,"('unpopular', 'popular')",0.053546194,0.019148601,1.7942938,1.7427882,0.27694517,0.17510784,0.7273289,0.6417328,0.0855961
77,-0.7425257,-0.7024563,"('unmotivated', 'motivated')",-0.77735376,-0.7035401,0.0476707,0.13495928,-1.405037,-1.3096405,-0.7193115,-0.6451694,-0.0741421
3,-0.7035547,-0.5056923,"('repellent', 'pleasant')",-0.28191626,-0.32634452,-1.261075,-0.9690462,0.20606832,0.38949534,-0.5101194,-0.3528969,-0.1572225
8,0.68965083,0.3742949,"('unaffectionate', 'affectionate')",-0.95549065,-0.95177513,1.397799,1.0408293,0.9496033,0.8643272,0.5203906,0.3319191,0.1884715
47,0.62773776,0.7655736,"('stupid', 'smart')",0.82092965,0.9220424,0.5630883,0.6081039,5.4783807,5.6122584,1.872534,1.9769946,-0.1044606
50,0.6117546,0.54576313,"('clumsy', 'skillful')",1.1305577,0.9264281,1.1525171,0.94969404,-0.43026575,-0.5124079,0.6161409,0.4773693,0.1387716
19,-0.59174556,-0.5868021,"('inhospitable', 'hospitable')",-0.13613124,-0.13343732,0.22855316,0.23194754,-0.15704681,-0.3440056,-0.1640926,-0.2080744,0.0439818
23,-0.5803928,-0.5270717,"('insincere', 'sincere')",-0.6851979,-0.66389334,-0.6995736,-0.6356299,5.571399,5.6164875,0.9015588,0.9474732,-0.0459144
10,-0.571995,-0.39185345,"('unsympathetic', 'sympathetic')",-1.2017739,-1.0044568,-1.4779615,-1.1926455,-0.4137705,-0.18724829,-0.9163752,-0.694051,-0.2223242
69,0.56575733,0.5092246,"('lazy', 'industrious')",0.8736856,0.92282337,0.84130377,0.76584226,-0.7713082,-0.8983062,0.3773596,0.324896,0.0524636
4,0.5562073,0.5160089,"('disliked', 'liked')",0.7856483,0.8360865,1.8518583,1.8218242,-6.7094417,-6.933323,-0.878932,-0.9398508,0.0609188
37,-0.5326026,-0.58514464,"('fake', 'genuine')",0.3076601,0.35203135,-0.6808067,-0.6619969,0.078840554,0.18448094,-0.2067272,-0.1776573,-0.0290699
86,-0.5282181,-0.411594,"('uninfluential', 'influential')",-1.1199212,-0.9944253,-0.616523,-0.5346486,-0.50483906,-0.49802488,-0.6923753,-0.6096732,-0.0827021
57,0.5279342,0.6326917,"('unimaginative', 'imaginative')",-1.144537,-0.86368716,1.0404341,1.2205625,-3.1513426,-3.0225263,-0.6818779,-0.5082398,-0.1736381
25,0.5242463,0.45207047,"('egoistic', 'altruistic')",-0.35558057,-0.25653854,0.23809475,0.050579287,1.5210905,1.539783,0.4819627,0.4464735,0.0354892
