,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.7113544,-1.8944254,"('unfriendly', 'friendly')",0.44492012,0.35651076,1.8933353,1.8335661,0.208967,0.0985505,0.1104165
57,-1.2628137,-1.2657609,"('unimaginative', 'imaginative')",0.6694137,0.637616,-2.4320223,-2.36503,-1.0084741,-0.997725,-0.0107491
58,-1.2215914,-1.2914661,"('undiscriminating', 'discriminating')",0.114036985,0.044774234,0.052175052,0.003144931,-0.3517931,-0.4145157,0.0627226
86,-1.2149522,-1.2929956,"('uninfluential', 'influential')",0.9037369,0.92860293,0.06694855,0.19216318,-0.0814223,-0.0574098,-0.0240125
17,-1.1154019,-1.112745,"('nasty', 'nice')",-0.65760165,-0.63429713,-0.5471814,-0.5500144,-0.773395,-0.7656856,-0.0077094
39,1.0210869,1.0477602,"('exploitative', 'cooperative')",1.4329692,1.4731084,0.45347896,0.44262198,0.9691784,0.9878302,-0.0186518
37,0.97781307,1.0559881,"('fake', 'genuine')",0.18370757,0.18547688,0.62192154,0.62184393,0.5944807,0.621103,-0.0266223
27,-0.9457442,-0.9134132,"('hardhearted', 'softhearted')",0.34205428,0.3784793,1.6518601,1.7043031,0.3493901,0.3897897,-0.0403996
0,-0.9053129,-1.041184,"('unsociable', 'sociable')",1.7922429,1.6912606,-0.29594755,-0.26372963,0.1969941,0.1287823,0.0682118
35,0.8670266,0.92374814,"('corrupt', 'incorrupt')",-1.7307237,-1.7251431,-0.24787131,-0.33855018,-0.3705228,-0.3799817,0.0094589
41,-0.85608065,-0.9219305,"('unforgiving', 'forgiving')",0.67366856,0.65303195,0.025541369,0.09118686,-0.0522902,-0.0592372,0.006947
83,-0.84625995,-0.9182607,"('powerless', 'powerful')",-0.22150141,-0.2434478,-1.3337774,-1.2694242,-0.8005129,-0.8103776,0.0098647
10,-0.8084581,-0.7225129,"('unsympathetic', 'sympathetic')",0.45228648,0.43503493,-0.3339037,-0.21208353,-0.2300251,-0.1665205,-0.0635046
77,-0.8080489,-0.823873,"('unmotivated', 'motivated')",0.0639635,0.028253071,-1.2233824,-1.1351699,-0.6558226,-0.6435966,-0.012226
55,0.801865,0.6870835,"('incompetent', 'clever')",1.5023143,1.4562094,0.18610273,0.26242158,0.8300939,0.8019048,0.0281891
72,-0.7681976,-0.79234064,"('unambitious', 'ambitious')",-0.58041257,-0.5727823,-0.8893807,-0.8561559,-0.745997,-0.7404262,-0.0055708
36,-0.73813033,-0.7788079,"('hostile', 'amicable')",-1.1080848,-1.1570232,0.21110609,0.13175827,-0.5450364,-0.6013576,0.0563212
59,0.72751844,0.7040364,"('foolish', 'wise')",-0.5214653,-0.53725755,0.41299686,0.2695693,0.20635,0.1454494,0.0609006
69,0.7081294,0.790176,"('lazy', 'industrious')",-0.26046342,-0.2020078,-0.4089948,-0.4579016,0.0128904,0.0434222,-0.0305318
48,-0.6818069,-0.7844847,"('unintelligent', 'intelligent')",0.53202295,0.48605403,0.3432776,0.4433356,0.0644979,0.0483016,0.0161963
61,-0.6712093,-0.6604377,"('illogical', 'logical')",0.7971888,0.75898474,0.41099727,0.4142399,0.1789923,0.170929,0.0080633
3,-0.6424663,-0.6240362,"('repellent', 'pleasant')",-0.4595351,-0.51916087,0.1569607,0.20173687,-0.3150136,-0.3138201,-0.0011935
20,-0.5921715,-0.58579224,"('rough', 'thoughtful')",-0.21677648,-0.19970225,1.3283085,1.3850731,0.1731202,0.1998595,-0.0267393
23,-0.55137014,-0.63859046,"('insincere', 'sincere')",0.26286146,0.22287238,5.450815,5.40334,1.7207688,1.6625406,0.0582282
26,-0.5356408,-0.6446895,"('hardhearted', 'benevolent')",0.81261164,0.7252704,1.4369245,1.4508348,0.5712984,0.5104719,0.0608265
21,-0.52571493,-0.45223302,"('immoral', 'moral')",1.5291733,1.4840728,-0.6533182,-0.55848026,0.1167133,0.1577865,-0.0410732
28,-0.5256556,-0.60395837,"('disloyal', 'loyal')",-0.08690912,-0.17670386,0.91575104,0.93272185,0.1010621,0.0506865,0.0503756
42,0.4851728,0.43847728,"('unreliable', 'reliable')",0.6987757,0.6822666,-2.3537323,-2.3816803,-0.3899279,-0.4203121,0.0303842
49,-0.4778684,-0.5582345,"('unable', 'able')",-0.17826714,-0.20210458,-0.30114603,-0.28651434,-0.3190939,-0.3489511,0.0298572
78,-0.4674511,-0.5101494,"('nonresilient', 'resilient')",0.88946575,0.8350612,0.55634725,0.60655224,0.3261206,0.310488,0.0156326
19,-0.44388285,-0.47922933,"('inhospitable', 'hospitable')",-0.56742907,-0.48545396,0.2277429,0.20725188,-0.2611897,-0.2524771,-0.0087126
53,-0.4317883,-0.53401536,"('uncreative', 'creative')",0.13912103,0.04544881,0.9335425,0.90650886,0.2136251,0.1393141,0.074311
9,-0.42489693,-0.5648415,"('unaffectionate', 'caring')",0.28056696,0.23120736,1.3031731,1.241596,0.386281,0.3026539,0.0836271
71,0.41733807,0.28678057,"('diffident', 'self-confident')",1.6624285,1.6815832,0.7456983,0.6925545,0.9418216,0.8869727,0.0548489
