,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
12,0.41649795,0.38000548,"('unsupportive', 'supportive')",1.0091836,1.0380147,-1.3193626,-1.2778177,0.0354397,0.0467341,-0.0112944
44,0.41415805,0.41697672,"('prejudiced', 'unprejudiced')",-0.76906633,-0.7845958,-1.1787698,-1.2847444,-0.511226,-0.5507878,0.0395618
64,0.41115904,0.3828244,"('shy', 'confident')",-0.38899517,-0.36993048,-6.309252,-6.315576,-2.095696,-2.100894,0.005198
67,0.40952295,0.54381585,"('doubtful', 'determined')",-0.025215214,0.064883366,-0.5000423,-0.45843807,-0.0385782,0.050087,-0.0886652
82,0.38333684,0.39795977,"('poor', 'rich')",0.75412965,0.707672,6.1242013,6.1005783,2.4205559,2.40207,0.0184859
40,-0.37996817,-0.43426752,"('stingy', 'generous')",0.13976628,0.12407769,-1.3997993,-1.3326703,-0.5466671,-0.5476201,0.000953
46,0.37265274,0.3463657,"('uncompetitive', 'competitive')",1.644544,1.5850184,-0.6303388,-0.52254504,0.462286,0.469613,-0.007327
24,0.34847623,0.4365451,"('dishonest', 'honest')",0.86642116,0.9179181,0.7123308,0.80958664,0.6424094,0.72135,-0.0789406
2,0.33911437,0.32178456,"('unlikable', 'likable')",1.3421425,1.3408767,0.6796514,0.67515785,0.7869693,0.779273,0.0076963
66,0.33334193,0.43853855,"('inactive', 'active')",-0.058772936,-0.011762522,1.166728,1.2143673,0.4804324,0.5470478,-0.0666154
65,-0.33104217,-0.3521153,"('insecure', 'secure')",0.123278216,0.046669364,-0.21904376,-0.19582462,-0.1422692,-0.1670902,0.024821
73,0.31785643,0.2837125,"('helpless', 'self-reliant')",0.32205448,0.29532358,-3.050017,-3.1041658,-0.8033687,-0.8417099,0.0383412
88,-0.31674278,-0.331092,"('low', 'eminent')",-0.58977306,-0.6248642,-0.20278423,-0.20257507,-0.3697667,-0.3861771,0.0164104
43,-0.31645906,-0.38429523,"('irresponsible', 'responsible')",1.5452919,1.5378674,0.81906575,0.84130526,0.6826328,0.6649592,0.0176736
11,-0.3161581,-0.37271112,"('unhelpful', 'helpful')",-0.046719454,-0.04192186,1.7874724,1.8394706,0.474865,0.4749459,-8.09e-05
81,-0.30131012,-0.24626517,"('submissive', 'aggressive')",0.6179123,0.6504372,-1.0323611,-0.88199514,-0.2385863,-0.1592744,-0.0793119
4,-0.28034297,-0.36853242,"('disliked', 'liked')",-0.43101847,-0.40277693,-6.351507,-6.332543,-2.3542895,-2.3679508,0.0136613
45,-0.2757809,-0.28239927,"('incompetent', 'competent')",0.9381752,1.0028841,-0.016971368,0.062319085,0.215141,0.2609347,-0.0457937
31,-0.2675169,-0.30589736,"('evil', 'good')",-1.3717221,-1.325122,-0.7748841,-0.80523,-0.8047077,-0.8120831,0.0073754
63,-0.2587994,-0.3826498,"('unperceptive', 'insightful')",0.86645514,0.8934774,1.1370783,1.1666089,0.581578,0.5591455,0.0224325
29,0.2572945,0.27407217,"('unfair', 'fair')",-0.51598203,-0.48752803,-0.23713516,-0.27277416,-0.1652742,-0.1620767,-0.0031975
52,-0.24663362,-0.37811372,"('irrational', 'rational')",-0.57569885,-0.6855852,0.043933395,-0.1858638,-0.2594664,-0.4165209,0.1570545
14,-0.24257514,-0.24888355,"('antisocial', 'social')",1.7800945,1.727258,-0.79361916,-0.7461964,0.2479667,0.2440594,0.0039073
47,-0.23112953,-0.20816863,"('stupid', 'smart')",0.80393857,0.7759986,5.591522,5.582481,2.0547771,2.0501037,0.0046734
22,0.22802287,0.2070955,"('untrustworthy', 'trustworthy')",0.5976695,0.6213924,-0.6762132,-0.61726403,0.0498264,0.070408,-0.0205816
15,0.22685552,0.14915809,"('boring', 'funny')",0.64731205,0.62188137,0.09729443,0.021836743,0.3238207,0.2642921,0.0595286
16,-0.21941547,-0.3104763,"('unpopular', 'popular')",-0.7132634,-0.7953577,0.6195169,0.57607776,-0.1043873,-0.1765854,0.0721981
84,0.19693905,0.1590894,"('inferior', 'superior')",-0.12405779,-0.17932177,0.6659832,0.5999937,0.2462882,0.1932538,0.0530344
79,0.1861868,0.20329875,"('wavering', 'unwavering')",-0.9019836,-0.82925224,0.0033372995,-0.07475892,-0.2374865,-0.2335708,-0.0039157
60,-0.18201008,-0.20482399,"('inefficient', 'efficient')",2.0784087,2.0799537,0.13697971,0.2213145,0.6777928,0.6988147,-0.0210219
56,0.17749095,0.27869305,"('impractical', 'practical')",1.3785338,1.485918,-0.18966249,-0.06790101,0.4554541,0.56557,-0.1101159
74,0.16780896,0.10106709,"('undedicated', 'dedicated')",0.68489337,0.7175633,0.23599923,0.27205402,0.3629005,0.3635615,-0.000661
54,0.16199876,0.08634513,"('incapable', 'capable')",0.8473571,0.87823784,1.1237947,1.0553417,0.7110502,0.6733082,0.037742
13,-0.16194299,-0.15238835,"('impolite', 'polite')",1.9060668,1.927008,-0.25773108,-0.19837002,0.4954642,0.5254166,-0.0299524
68,-0.15505733,-0.19953908,"('dependent', 'independent')",-0.23367871,-0.21694502,-0.41158897,-0.3900298,-0.266775,-0.268838,0.002063
7,-0.15251161,-0.12552264,"('insensitive', 'sensitive')",0.38529348,0.38047755,0.7973506,0.849104,0.3433775,0.3680196,-0.0246421
80,-0.15239622,-0.07147548,"('dominated', 'dominating')",0.30030036,0.28821686,-1.1622875,-1.0604222,-0.3381278,-0.2812269,-0.0569009
32,-0.14354903,-0.18191198,"('unkind', 'kind')",0.4822292,0.4600768,0.7985938,0.7786608,0.3790913,0.3522752,0.0268161
34,0.12772192,0.110234275,"('mean', 'honorable')",0.53262746,0.5241918,6.0574465,6.093995,2.2392653,2.2428071,-0.0035418
38,0.12689015,0.08111403,"('untruthful', 'truthful')",-0.36693293,-0.30651924,-0.0325758,0.014473088,-0.0908729,-0.0703107,-0.0205622
50,0.12425839,0.008788459,"('clumsy', 'skillful')",-1.1647297,-1.2505431,0.1806879,0.047203675,-0.2865945,-0.3981837,0.1115892
75,-0.12360067,-0.07998444,"('meek', 'impulsive')",-1.2802994,-1.1927071,-0.638003,-0.59986424,-0.6806343,-0.6241852,-0.0564491
76,0.119934656,0.1510486,"('anxious', 'daring')",1.1683774,1.1248424,0.3704182,0.41158643,0.5529101,0.5624925,-0.0095824
70,-0.1168117,-0.16225952,"('lethargic', 'energetic')",0.648181,0.67317605,0.89160985,0.9693876,0.4743264,0.4934347,-0.0191083
62,0.10791972,0.047449432,"('incompetent', 'brilliant')",0.9641637,1.0078969,0.029347714,0.06261198,0.3671437,0.3726528,-0.0055091
5,0.10620323,0.039873153,"('distant', 'outgoing')",-0.026346222,0.042789385,0.18565929,0.08204543,0.0885054,0.0549027,0.0336027
30,-0.101729505,-0.19113113,"('intolerant', 'tolerant')",1.2541058,1.2348882,0.76799285,0.82244784,0.640123,0.6220683,0.0180547
8,-0.08298219,-0.23217948,"('unaffectionate', 'affectionate')",-0.2482283,-0.28775895,0.9634639,0.86355305,0.2107511,0.1145382,0.0962129
6,0.030650346,0.0324378,"('distant', 'open')",0.2019554,0.23680641,0.8432029,0.7565091,0.3586029,0.3419178,0.0166851
87,0.020601064,0.08942831,"('unsuccessful', 'successful')",0.8030641,0.78864247,0.78311574,0.7584137,0.5355936,0.5454948,-0.0099012
51,-0.016227964,-0.11822642,"('uneducated', 'educated')",0.35683498,0.36458918,0.07082905,0.16855282,0.1371454,0.1383052,-0.0011598
25,0.014164396,-0.051694896,"('egoistic', 'altruistic')",0.72818094,0.6623003,1.5221019,1.5313613,0.7548157,0.7139889,0.0408268
85,0.011580171,-0.06567741,"('insignificant', 'prestigious')",-0.4324484,-0.4641987,0.70566833,0.60390216,0.0949334,0.0246753,0.0702581
33,-0.007319957,0.026956797,"('wrong', 'right')",-0.1949117,-0.13298231,-0.45890602,-0.48452738,-0.2203792,-0.196851,-0.0235282
18,0.004129239,-0.09078312,"('disagreeable', 'welcoming')",0.024534166,-0.020045247,-0.20654413,-0.25985,-0.0592936,-0.1235595,0.0642659
