,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
85,2.9336321,2.8464613,"('insignificant', 'prestigious')",1.9820524,1.5485297,2.4578424,2.1974955,0.2603469
65,-2.3583767,-2.2274208,"('insecure', 'secure')",-1.0199404,-0.6851893,-1.6891586,-1.456305,-0.2328536
71,2.2744412,2.2752638,"('diffident', 'self-confident')",0.8948427,0.917088,1.5846419,1.5961759,-0.011534
13,-2.1668227,-1.8836069,"('impolite', 'polite')",-1.1339388,-0.67924476,-1.6503807,-1.2814258,-0.3689549
70,-2.1308038,-1.9648982,"('lethargic', 'energetic')",-0.9017674,-0.51784176,-1.5162857,-1.24137,-0.2749157
6,2.0670345,1.9115226,"('distant', 'open')",0.43014583,0.18908197,1.2485901,1.0503023,0.1982878
81,-2.007599,-1.6782581,"('submissive', 'aggressive')",-1.2156132,-0.7330905,-1.6116061,-1.2056743,-0.4059318
5,1.9514834,1.8448,"('distant', 'outgoing')",0.18795392,-0.07131862,1.0697186,0.8867407,0.1829779
80,-1.9017977,-1.6591318,"('dominated', 'dominating')",-1.113547,-0.73258877,-1.5076723,-1.1958603,-0.311812
26,1.8885247,1.7102025,"('hardhearted', 'benevolent')",1.7631,1.5411205,1.8258123,1.6256615,0.2001508
69,1.8664266,1.787381,"('lazy', 'industrious')",0.48516023,0.31811285,1.1757934,1.052747,0.1230464
9,1.7823393,1.6966615,"('unaffectionate', 'caring')",1.5274297,1.4207648,1.6548846,1.5587132,0.0961714
33,1.7393498,1.738222,"('wrong', 'right')",0.54073226,0.39947587,1.1400411,1.068849,0.0711921
57,-1.7223663,-1.6473117,"('unimaginative', 'imaginative')",-2.302921,-2.304235,-2.0126438,-1.9757733,-0.0368705
76,-1.7105203,-1.5240929,"('anxious', 'daring')",-1.0805396,-0.8729322,-1.39553,-1.1985126,-0.1970174
22,-1.6184607,-1.5431166,"('untrustworthy', 'trustworthy')",-1.3002093,-1.1155039,-1.459335,-1.3293102,-0.1300248
36,1.5869442,1.3704693,"('hostile', 'amicable')",0.20374903,-0.20203227,0.8953466,0.5842185,0.3111281
3,-1.5766048,-1.5219524,"('repellent', 'pleasant')",-0.54833984,-0.4391268,-1.0624723,-0.9805396,-0.0819327
46,-1.5303847,-1.1829798,"('uncompetitive', 'competitive')",-0.4614052,-0.0852579,-0.9958949,-0.6341189,-0.361776
25,1.4102354,1.3043703,"('egoistic', 'altruistic')",1.8287145,1.6417059,1.6194749,1.4730381,0.1464368
1,1.3800972,1.2628391,"('unfriendly', 'friendly')",2.1127841,1.8209702,1.7464406,1.5419047,0.2045359
62,-1.3791491,-1.2466384,"('incompetent', 'brilliant')",0.097260706,0.388808,-0.6409442,-0.4289152,-0.212029
64,-1.3169322,-1.1884968,"('shy', 'confident')",-5.715686,-5.4795823,-3.516309,-3.3340397,-0.1822693
55,-1.3049045,-1.1799797,"('incompetent', 'clever')",0.5615669,0.8669323,-0.3716688,-0.1565237,-0.2151451
30,-1.2550923,-1.3061243,"('intolerant', 'tolerant')",-0.3594673,-0.20670125,-0.8072798,-0.7564128,-0.050867
45,-1.241544,-1.1817672,"('incompetent', 'competent')",-0.28943247,-0.011543192,-0.7654883,-0.5966552,-0.1688331
42,-1.203735,-1.0394531,"('unreliable', 'reliable')",-3.0372913,-2.8313496,-2.1205132,-1.9354014,-0.1851118
10,-1.1501784,-0.87354827,"('unsympathetic', 'sympathetic')",-0.55978143,-0.087389946,-0.8549799,-0.4804691,-0.3745108
8,1.1098431,1.0034184,"('unaffectionate', 'affectionate')",1.1035656,0.8479122,1.1067044,0.9256653,0.1810391
60,-1.0865425,-0.8449847,"('inefficient', 'efficient')",-0.18953937,0.31515372,-0.6380409,-0.2649155,-0.3731254
79,1.0392709,0.99652046,"('wavering', 'unwavering')",0.021442693,-0.16594209,0.5303568,0.4152892,0.1150676
59,1.0158867,0.8397016,"('foolish', 'wise')",0.11429589,-0.049717713,0.5650913,0.3949919,0.1700994
35,1.0047296,0.95644647,"('corrupt', 'incorrupt')",0.045939896,-0.12147449,0.5253348,0.417486,0.1078488
17,-0.97364426,-0.9128716,"('nasty', 'nice')",-0.42377776,-0.5101959,-0.698711,-0.7115338,0.0128228
43,-0.96148056,-0.748702,"('irresponsible', 'responsible')",-0.05481559,0.30177718,-0.5081481,-0.2234624,-0.2846857
21,-0.94965446,-0.6569957,"('immoral', 'moral')",-1.1075561,-0.73632026,-1.0286052,-0.696658,-0.3319472
0,-0.902152,-0.7373187,"('unsociable', 'sociable')",-0.23270616,-0.030679971,-0.5674291,-0.3839993,-0.1834298
38,0.87157416,0.871176,"('untruthful', 'truthful')",0.59862006,0.71380794,0.7350971,0.792492,-0.0573949
19,0.8392708,0.8007816,"('inhospitable', 'hospitable')",0.016700769,-0.14249213,0.4279858,0.3291447,0.0988411
41,0.8339002,0.97915053,"('unforgiving', 'forgiving')",1.0102526,1.0842336,0.9220764,1.031692,-0.1096156
7,-0.8051925,-0.7588493,"('insensitive', 'sensitive')",-0.2566498,-0.013262648,-0.5309211,-0.386056,-0.1448651
14,-0.7942947,-0.7388852,"('antisocial', 'social')",-0.8221212,-0.62530994,-0.808208,-0.6820976,-0.1261104
77,-0.78736484,-0.5512242,"('unmotivated', 'motivated')",-0.4699538,-0.31076756,-0.6286593,-0.4309959,-0.1976634
78,0.7864393,1.181535,"('nonresilient', 'resilient')",1.2820901,1.4742723,1.0342647,1.3279036,-0.2936389
48,-0.75907826,-0.4954217,"('unintelligent', 'intelligent')",0.93427444,0.9969349,0.0875981,0.2507566,-0.1631585
4,0.7465181,0.57771605,"('disliked', 'liked')",-4.839513,-5.0633326,-2.0464973,-2.2428083,0.196311
50,-0.7443232,-0.5936677,"('clumsy', 'skillful')",-0.49706304,-0.40598732,-0.6206931,-0.4998275,-0.1208656
32,0.7386389,0.8681919,"('unkind', 'kind')",0.80761456,1.0372944,0.7731267,0.9527432,-0.1796165
44,-0.7254735,-0.6742361,"('prejudiced', 'unprejudiced')",-1.6944544,-1.7938443,-1.209964,-1.2340403,0.0240763
75,-0.71343756,-0.79003674,"('meek', 'impulsive')",-0.67282164,-0.8878055,-0.6931296,-0.8389211,0.1457915
66,0.7009389,0.7604304,"('inactive', 'active')",0.48983943,0.4946185,0.5953891,0.6275244,-0.0321353
27,0.6992885,0.7320688,"('hardhearted', 'softhearted')",0.66566485,0.72342056,0.6824766,0.7277447,-0.0452681
18,0.6906709,0.68501,"('disagreeable', 'welcoming')",0.21077588,0.042214215,0.4507234,0.3636121,0.0871113
84,0.6809397,0.5447971,"('inferior', 'superior')",1.0190263,1.1084046,0.849983,0.8266009,0.0233821
24,0.67980844,0.7159103,"('dishonest', 'honest')",-0.0006741844,0.20469196,0.3395671,0.4603011,-0.120734
87,-0.67918146,-0.44363022,"('unsuccessful', 'successful')",-0.11962181,0.062300153,-0.3994016,-0.190665,-0.2087366
11,-0.6769245,-0.5398278,"('unhelpful', 'helpful')",1.2175587,1.4714413,0.2703171,0.4658067,-0.1954896
88,0.674298,0.66240686,"('low', 'eminent')",0.56963664,0.6772485,0.6219673,0.6698277,-0.0478604
56,-0.6488019,-0.51371485,"('impractical', 'practical')",-0.39564282,-0.17821428,-0.5222224,-0.3459646,-0.1762578
82,-0.5693734,-0.5995206,"('poor', 'rich')",4.9464393,4.9755325,2.1885328,2.1880059,0.0005269
49,-0.53558797,-0.39252084,"('unable', 'able')",-0.091436446,-0.02280619,-0.3135122,-0.2076635,-0.1058487
58,0.49469447,0.27440906,"('undiscriminating', 'discriminating')",0.57665217,0.48158866,0.5356733,0.3779989,0.1576744
34,0.48417896,0.6394783,"('mean', 'honorable')",4.4494076,4.4788847,2.4667933,2.5591815,-0.0923882
31,0.4562222,0.29052547,"('evil', 'good')",0.22730301,-0.20783015,0.3417626,0.0413477,0.3004149
29,-0.4090266,-0.5153364,"('unfair', 'fair')",-0.28137463,-0.37109786,-0.3452006,-0.4432171,0.0980165
47,-0.38528115,-0.40725392,"('stupid', 'smart')",4.0527196,4.03262,1.8337193,1.812683,0.0210363
2,0.37821195,0.6244243,"('unlikable', 'likable')",0.14971201,0.33952704,0.263962,0.4819757,-0.2180137
37,-0.3710674,-0.19190654,"('fake', 'genuine')",-0.6983992,-0.5829566,-0.5347333,-0.3874316,-0.1473017
74,0.36928087,0.37085485,"('undedicated', 'dedicated')",-0.68574613,-0.5757463,-0.1582326,-0.1024457,-0.0557869
83,0.35274678,0.50938964,"('powerless', 'powerful')",0.15507491,0.17806901,0.2539108,0.3437293,-0.0898185
16,0.3453618,0.36739928,"('unpopular', 'popular')",1.4654891,1.2934525,0.9054255,0.8304259,0.0749996
52,0.33577383,0.15078491,"('irrational', 'rational')",0.40984342,0.062480714,0.3728086,0.1066328,0.2661758
20,0.32208735,0.31104603,"('rough', 'thoughtful')",1.4485534,1.4120848,0.8853204,0.8615654,0.023755
15,-0.3040434,-0.34752584,"('boring', 'funny')",0.13935594,0.014033385,-0.0823437,-0.1667462,0.0844025
23,-0.28314516,-0.25669795,"('insincere', 'sincere')",4.0828457,4.322099,1.8998502,2.0327005,-0.1328503
63,-0.2610792,-0.025807511,"('unperceptive', 'insightful')",0.76875186,1.0633065,0.2538363,0.5187495,-0.2649132
28,0.26086897,0.27048713,"('disloyal', 'loyal')",0.74843085,0.8699441,0.5046499,0.5702156,-0.0655657
51,0.23308823,0.2535811,"('uneducated', 'educated')",0.5125327,0.68804735,0.3728105,0.4708142,-0.0980037
39,0.23294206,0.35351017,"('exploitative', 'cooperative')",-0.4678462,-0.2776098,-0.1174521,0.0379502,-0.1554023
61,0.20025049,0.1926619,"('illogical', 'logical')",0.96960723,1.0565438,0.5849289,0.6246029,-0.039674
86,0.15021162,0.29510096,"('uninfluential', 'influential')",0.51187146,0.6749966,0.3310415,0.4850488,-0.1540073
72,0.14945252,0.27144152,"('unambitious', 'ambitious')",-0.3772169,-0.33262366,-0.1138822,-0.0305911,-0.0832911
