,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
45,-0.81194514,-0.48788205,"('incompetent', 'competent')",-0.88074595,-0.36081955,-0.31538582,-0.18763158,-0.669359,-0.3454444,-0.3239146
22,-0.8020961,-0.4454785,"('untrustworthy', 'trustworthy')",0.09104884,0.33131278,-1.0006436,-0.83540636,-0.5705636,-0.316524,-0.2540396
51,-0.79256004,-0.5992619,"('uneducated', 'educated')",-0.31904152,-0.09355407,0.02137158,-0.16845569,-0.36341,-0.2870905,-0.0763195
72,0.7355559,0.984854,"('unambitious', 'ambitious')",-0.44560683,-0.10801876,-0.2884109,0.12646176,0.0005127,0.3344323,-0.3339196
46,0.72759444,0.6180233,"('uncompetitive', 'competitive')",-0.18800429,-0.039890375,-0.90994626,-1.0421793,-0.123452,-0.1546821,0.0312301
84,0.7137562,0.865188,"('inferior', 'superior')",0.6365399,0.70374936,0.6717803,0.7746343,0.6740255,0.7811906,-0.1071651
23,0.6813644,0.41760525,"('insincere', 'sincere')",0.1831223,0.26942977,5.9580073,5.928406,2.2741647,2.2051469,0.0690178
1,-0.6804765,-1.0451273,"('unfriendly', 'friendly')",0.22326754,-0.18568377,1.3361368,1.1826609,0.292976,-0.01605,0.309026
29,-0.68016386,-0.4448388,"('unfair', 'fair')",-0.1897516,-0.047797095,-0.17771585,0.011764228,-0.3492105,-0.1602905,-0.18892
66,-0.6686858,-0.6680565,"('inactive', 'active')",-0.1320925,-0.08354687,-0.06990761,0.04528577,-0.2902286,-0.2354392,-0.0547894
74,0.6676936,0.65625143,"('undedicated', 'dedicated')",0.39642087,0.6139597,-0.6644198,-0.623611,0.1332316,0.2155334,-0.0823018
49,-0.6440979,-0.62598664,"('unable', 'able')",-1.4049684,-1.1269382,-0.26945516,-0.039887268,-0.7728405,-0.5976041,-0.1752364
43,0.62842304,0.6374911,"('irresponsible', 'responsible')",-0.31688887,-0.12384413,0.3439122,0.3771268,0.2184821,0.2969246,-0.0784425
76,0.6026107,0.5815426,"('anxious', 'daring')",-0.3252679,-0.03260149,-0.24025957,-0.15836903,0.0123611,0.1301907,-0.1178296
42,-0.58215106,-0.52215344,"('unreliable', 'reliable')",-0.39143625,-0.25901288,-3.1845994,-3.0983202,-1.3860623,-1.2931622,-0.0929001
3,0.58093756,0.24401379,"('repellent', 'pleasant')",-0.25431222,-0.3984017,0.83089507,0.54996,0.3858401,0.1318574,0.2539827
9,0.5762732,0.3258923,"('unaffectionate', 'caring')",0.1034061,-0.116710335,1.1411958,1.2717357,0.6069583,0.4936392,0.1133191
73,0.56714904,0.5122699,"('helpless', 'self-reliant')",0.45707247,0.47610092,-3.4941773,-3.469016,-0.8233186,-0.8268817,0.0035631
10,0.511276,0.54664904,"('unsympathetic', 'sympathetic')",-1.0464151,-0.8123628,-0.6039194,-0.38556463,-0.3796862,-0.2170928,-0.1625934
55,0.5108736,0.55486894,"('incompetent', 'clever')",-1.0131611,-0.7914601,0.38152596,0.22030956,-0.0402538,-0.0054272,-0.0348266
27,-0.49829054,-0.42612278,"('hardhearted', 'softhearted')",-1.2619421,-1.1286283,0.7083361,0.7894985,-0.3506322,-0.2550842,-0.095548
67,0.49228272,0.5912328,"('doubtful', 'determined')",0.53346765,0.6730454,-0.36685356,-0.39558485,0.2196323,0.2895645,-0.0699322
53,-0.48703468,-0.8278537,"('uncreative', 'creative')",-0.9254452,-1.3945148,0.40544936,0.15993941,-0.3356768,-0.6874763,0.3517995
70,0.4695583,0.65001047,"('lethargic', 'energetic')",-0.30516,-0.047678873,-0.016223956,0.11803742,0.0493915,0.240123,-0.1907315
77,-0.44364318,-0.90234643,"('unmotivated', 'motivated')",-0.6690358,-0.81964517,-0.7337717,-0.9065867,-0.6154836,-0.8761927,0.2607091
75,-0.43754092,-0.2894174,"('meek', 'impulsive')",-0.62626487,-0.48756677,-0.7942645,-0.6194636,-0.6193568,-0.4654826,-0.1538742
24,0.42566764,0.5516128,"('dishonest', 'honest')",0.39159018,0.55561984,0.52706474,0.6499113,0.4481075,0.5857146,-0.1376071
11,0.4191864,0.4556503,"('unhelpful', 'helpful')",0.36954072,0.50743073,2.0205853,2.0286126,0.9364374,0.9972312,-0.0607938
41,-0.40433815,-0.27142742,"('unforgiving', 'forgiving')",0.29966894,0.4374783,-0.2144109,-0.1866223,-0.10636,-0.0068571,-0.0995029
80,0.36644733,0.70920646,"('dominated', 'dominating')",-0.26309454,0.22371234,-0.49696755,-0.29076445,-0.1312049,0.2140514,-0.3452563
37,-0.36400366,-0.151241,"('fake', 'genuine')",-0.4360857,-0.36452687,-0.22486955,-0.05367034,-0.3416529,-0.1898127,-0.1518402
21,-0.35118258,-0.35753468,"('immoral', 'moral')",0.3372852,0.4079501,-0.60537183,-0.60511875,-0.2064231,-0.1849011,-0.021522
34,-0.3311429,-0.3893482,"('mean', 'honorable')",-0.09419763,-0.12701881,5.2769275,5.313907,1.6171956,1.5991801,0.0180155
57,-0.3263777,-0.24712478,"('unimaginative', 'imaginative')",-1.2723252,-1.1484516,-3.099707,-3.1006324,-1.5661367,-1.4987362,-0.0674005
65,0.31877586,0.26788443,"('insecure', 'secure')",0.05007992,-0.0069321245,-0.042798754,-0.084146544,0.1086857,0.0589352,0.0497505
8,-0.31639877,-0.57187074,"('unaffectionate', 'affectionate')",-0.37671277,-0.7744815,0.3146717,0.44545767,-0.1261466,-0.3002982,0.1741516
2,-0.31518152,-0.46232635,"('unlikable', 'likable')",0.57213175,0.36669803,0.6424264,0.49839574,0.2997922,0.1342558,0.1655364
47,-0.28784874,-0.10137386,"('stupid', 'smart')",-0.01136665,-0.04744278,5.435957,5.4566383,1.7122472,1.7692739,-0.0570267
18,-0.27494293,-0.46614903,"('disagreeable', 'welcoming')",1.0587652,0.84740096,-0.7983028,-0.9367182,-0.0048269,-0.1851554,0.1803285
52,0.2703215,0.033076383,"('irrational', 'rational')",-0.5358556,-0.8491149,-0.041487608,-0.08297275,-0.1023406,-0.2996704,0.1973298
7,0.26414374,0.14281154,"('insensitive', 'sensitive')",-0.44919392,-0.42029607,0.3295396,0.16777517,0.0481631,-0.0365698,0.0847329
86,-0.26240876,-0.09214176,"('uninfluential', 'influential')",-0.54890007,-0.38442963,-0.6322157,-0.48998258,-0.4811749,-0.3221846,-0.1589903
69,-0.25052327,-0.33881623,"('lazy', 'industrious')",1.0288643,0.921942,-0.60619617,-0.7177224,0.0573816,-0.0448655,0.1022471
17,0.24207339,0.20705307,"('nasty', 'nice')",-0.15919456,-0.061996575,-0.78944,-0.6712349,-0.2355204,-0.1753928,-0.0601276
58,-0.24104571,0.086076245,"('undiscriminating', 'discriminating')",-0.5130306,-0.33554536,-0.25473255,0.05446287,-0.3362696,-0.0650021,-0.2712675
30,0.23950547,0.42986232,"('intolerant', 'tolerant')",0.029976662,0.09282739,0.51708084,0.48673114,0.2621877,0.3364736,-0.0742859
25,0.23596428,-0.08756028,"('egoistic', 'altruistic')",-0.0530942,-0.447968,1.2049723,0.89343727,0.4626141,0.119303,0.3433111
59,-0.23076345,-0.08976931,"('foolish', 'wise')",0.36290425,0.27819937,-0.061599348,0.10595051,0.0235138,0.0981269,-0.0746131
71,-0.22452527,-0.2547539,"('diffident', 'self-confident')",1.6399088,1.5270993,0.3134472,0.2964175,0.5762769,0.5229209,0.053356
32,-0.20446694,-0.4454391,"('unkind', 'kind')",0.33081564,0.38034,0.78789556,0.5931637,0.3047481,0.1760215,0.1287266
0,0.19467726,0.029046778,"('unsociable', 'sociable')",-0.11387342,-0.09513628,-0.23011121,-0.28563723,-0.0497691,-0.1172422,0.0674731
81,0.1831396,0.21705164,"('submissive', 'aggressive')",0.55987215,0.81024045,-0.26697662,-0.3885675,0.1586784,0.2129082,-0.0542298
38,0.17958677,0.2920697,"('untruthful', 'truthful')",0.47017395,0.65296197,-0.045007393,0.0480776,0.2015844,0.3310364,-0.129452
13,0.16515905,0.07182842,"('impolite', 'polite')",-0.021518618,0.0822804,-0.5868792,-0.66153145,-0.1477463,-0.1691409,0.0213946
14,-0.16321139,-0.115187526,"('antisocial', 'social')",1.010463,1.0992808,-0.1467015,-0.5008507,0.2335167,0.1610809,0.0724358
26,-0.16028373,-0.22286305,"('hardhearted', 'benevolent')",1.8632462,1.6524402,1.4688816,1.2213193,1.0572813,0.8836322,0.1736491
88,-0.15706746,-0.28503057,"('low', 'eminent')",-0.04091757,-0.08549572,-0.43811405,-0.47392517,-0.212033,-0.2814838,0.0694508
68,-0.15278015,0.02343693,"('dependent', 'independent')",-0.9376382,-0.69995314,-1.1094803,-0.9528447,-0.7332996,-0.5431203,-0.1901793
83,0.14117509,0.21371537,"('powerless', 'powerful')",0.26635554,0.38418213,-0.82209975,-0.55062073,-0.1381897,0.0157589,-0.1539486
20,-0.13658784,-0.06166266,"('rough', 'thoughtful')",0.35043314,0.29482558,1.0101815,0.8476737,0.4080089,0.3602789,0.04773
28,-0.12737834,-0.40449345,"('disloyal', 'loyal')",0.42012256,0.2686411,1.0939496,0.9907135,0.4622312,0.2849537,0.1772775
61,-0.093402386,-0.25475663,"('illogical', 'logical')",-0.20027673,-0.29923517,0.47333685,0.3609727,0.0598859,-0.0643397,0.1242256
85,0.056159474,-0.1869627,"('insignificant', 'prestigious')",-0.30508626,-0.7595551,-1.023817,-1.2008338,-0.4242479,-0.7157839,0.291536
63,-0.034740776,0.08844578,"('unperceptive', 'insightful')",-0.34803692,-0.042880803,0.36601135,0.51154655,-0.0055888,0.1857038,-0.1912926
64,0.006054051,-0.089184746,"('shy', 'confident')",-0.4419179,-0.39138976,-6.314808,-6.3811116,-2.250224,-2.2872287,0.0370047
