,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
49,-1.0234084,-0.87609893,"('unable', 'able')",-0.9014296,-0.8166604,-0.56180686,-0.33508658,-0.8288817,-0.6759486,-0.1529331
21,-0.9831336,-0.9213349,"('immoral', 'moral')",0.45689014,0.2228021,-1.0028181,-1.0027493,-0.5096872,-0.567094,0.0574068
15,0.9707308,1.0320599,"('boring', 'funny')",0.3605077,0.4562881,0.52690923,0.6076869,0.6193826,0.6986783,-0.0792957
61,-0.95288926,-1.0428923,"('illogical', 'logical')",-0.034961812,-0.18504603,0.12867513,0.04991412,-0.286392,-0.3926748,0.1062828
75,0.9059599,0.9463631,"('meek', 'impulsive')",-0.80864644,-0.67382824,-0.39278418,-0.39226732,-0.0984902,-0.0399108,-0.0585794
83,-0.8893648,-0.7237899,"('powerless', 'powerful')",-0.28937653,-0.21851182,-0.7552011,-0.7584229,-0.6446475,-0.5669082,-0.0777393
56,-0.88139445,-0.6654537,"('impractical', 'practical')",1.0573941,0.9674565,-0.26950642,-0.19609484,-0.0311689,0.0353027,-0.0664716
74,-0.87627083,-0.74429095,"('undedicated', 'dedicated')",0.45234394,0.35107782,0.12676284,0.16328338,-0.0990547,-0.0766432,-0.0224115
19,-0.869,-0.8146059,"('inhospitable', 'hospitable')",-1.0813237,-0.9428765,-0.28814322,-0.12215059,-0.7461557,-0.6265443,-0.1196114
27,0.85627323,1.0068071,"('hardhearted', 'softhearted')",-0.086545676,-0.08894347,1.6434907,1.6524587,0.8044061,0.8567741,-0.052368
32,-0.82308435,-0.76795876,"('unkind', 'kind')",0.79554033,0.62217236,1.0447403,1.1076615,0.3390654,0.320625,0.0184404
1,-0.8122055,-0.6766168,"('unfriendly', 'friendly')",-0.45858777,-0.45008472,2.1012173,2.2969534,0.276808,0.390084,-0.113276
11,-0.79106385,-0.7186533,"('unhelpful', 'helpful')",0.048382882,-0.051047,1.8510265,1.9404227,0.3694485,0.3902407,-0.0207922
82,-0.7854252,-0.7586593,"('poor', 'rich')",0.1462323,-0.020835668,6.2969737,6.262194,1.8859269,1.8275665,0.0583604
48,-0.77731186,-0.638391,"('unintelligent', 'intelligent')",0.14842345,0.14774567,0.5956381,0.7177086,-0.0110834,0.0756877,-0.0867711
73,0.75245506,0.87318724,"('helpless', 'self-reliant')",1.0154443,1.3030703,-3.4563997,-3.2748222,-0.5628335,-0.3661882,-0.1966453
24,-0.74667656,-0.62355536,"('dishonest', 'honest')",-0.377767,-0.34314358,0.87639654,0.8925128,-0.0826823,-0.0247287,-0.0579536
72,-0.73820055,-0.6845441,"('unambitious', 'ambitious')",-0.17478083,-0.21907724,-0.7053427,-0.6234827,-0.5394413,-0.5090347,-0.0304066
53,-0.7358331,-0.6530377,"('uncreative', 'creative')",0.17207149,0.010646703,1.3517892,1.3889879,0.2626759,0.2488656,0.0138103
5,0.72563094,0.5415043,"('distant', 'outgoing')",-1.0508814,-1.0197227,-0.04274987,0.07667868,-0.1226668,-0.1338466,0.0111798
78,-0.7236486,-0.6574388,"('nonresilient', 'resilient')",0.40533125,0.2067011,0.46105805,0.53857976,0.0475802,0.0292807,0.0182995
29,0.6995325,0.6267748,"('unfair', 'fair')",-0.27529833,-0.16887218,-0.48967087,-0.40535384,-0.0218122,0.0175163,-0.0393285
22,-0.6958812,-0.48404968,"('untrustworthy', 'trustworthy')",0.2759157,0.21630056,-1.1420238,-1.0421981,-0.5206631,-0.4366491,-0.084014
38,-0.6844139,-0.61314684,"('untruthful', 'truthful')",-0.7414614,-0.93173593,0.069858424,0.095787704,-0.4520056,-0.4830317,0.0310261
63,-0.67869186,-0.5118904,"('unperceptive', 'insightful')",0.32597756,0.12830201,0.6787982,0.95305926,0.1086946,0.1898236,-0.081129
40,0.67813253,0.7129592,"('stingy', 'generous')",0.05854673,0.0040603243,-1.877641,-1.8322983,-0.3803205,-0.3717596,-0.0085609
33,0.6392422,0.6024945,"('wrong', 'right')",0.2587658,0.2184751,0.049317773,0.07210962,0.3157753,0.2976931,0.0180822
88,-0.6309769,-0.55769354,"('low', 'eminent')",-0.5795082,-0.6311259,0.34018892,0.4748821,-0.2900987,-0.2379791,-0.0521196
85,0.6288205,0.46628916,"('insignificant', 'prestigious')",-1.0072356,-0.952458,0.8173635,0.9063319,0.1463161,0.1400543,0.0062618
6,0.628293,0.46932027,"('distant', 'open')",-1.1465474,-1.21882,0.83199,0.8608723,0.1045785,0.0371242,0.0674543
8,-0.6257593,-0.6255855,"('unaffectionate', 'affectionate')",-1.3262764,-1.2041024,1.3005759,1.458693,-0.2171533,-0.1236649,-0.0934884
71,0.6207567,0.76837814,"('diffident', 'self-confident')",0.17088053,0.22307205,0.47385734,0.68976825,0.4218315,0.5604061,-0.1385746
3,-0.6182236,-0.6313923,"('repellent', 'pleasant')",0.50180197,0.4696382,0.046245504,0.042545415,-0.023392,-0.0397362,0.0163442
42,0.5995323,0.6425942,"('unreliable', 'reliable')",0.99292535,0.9058167,-2.8304212,-2.5792053,-0.4126545,-0.3435981,-0.0690564
68,-0.570289,-0.3417849,"('dependent', 'independent')",-1.3399125,-1.3208085,-1.0816427,-0.8631809,-0.9972814,-0.8419247,-0.1553567
64,-0.53028345,-0.596158,"('shy', 'confident')",0.697986,0.6043376,-6.701253,-6.818295,-2.1778501,-2.2700384,0.0921883
79,0.5189483,0.2366651,"('wavering', 'unwavering')",-1.3684258,-1.6135595,0.11570878,0.14828308,-0.2445896,-0.4095371,0.1649475
31,0.50590545,0.52036506,"('evil', 'good')",-0.40001902,-0.2523483,-0.9421655,-0.8779511,-0.2787597,-0.2033114,-0.0754483
34,-0.475399,-0.47056952,"('mean', 'honorable')",0.49389058,0.63010305,5.9409695,6.047627,1.9864871,2.0690535,-0.0825664
43,-0.45877457,-0.2680124,"('irresponsible', 'responsible')",0.6877595,0.5359652,0.8374443,0.81938183,0.3554764,0.3624449,-0.0069685
36,-0.4068274,-0.44178724,"('hostile', 'amicable')",-1.2445906,-1.237317,0.85627174,0.7841537,-0.2650487,-0.2983168,0.0332681
87,-0.39605528,-0.41375738,"('unsuccessful', 'successful')",1.2581829,1.1808815,0.7243203,0.75512815,0.528816,0.5074174,0.0213986
30,-0.38435537,-0.16328777,"('intolerant', 'tolerant')",1.2080753,1.2041217,1.0488265,1.0119482,0.6241821,0.6842607,-0.0600786
66,0.3665733,0.28353852,"('inactive', 'active')",-0.1226984,-0.11292102,1.375169,1.2686127,0.5396813,0.4797434,0.0599379
2,-0.3392837,-0.37922722,"('unlikable', 'likable')",1.4044665,1.2594113,0.8073443,0.66881144,0.6241757,0.5163318,0.1078439
50,0.2923126,0.1951051,"('clumsy', 'skillful')",-0.23139936,-0.40700105,0.72245175,0.80888945,0.2611217,0.1989978,0.0621239
76,-0.26665607,-0.1726109,"('anxious', 'daring')",1.1652406,1.0438476,-0.48917058,-0.39512312,0.1364713,0.1587045,-0.0222332
84,-0.2654661,-0.3903992,"('inferior', 'superior')",0.50686634,0.5159002,0.6649384,0.777502,0.3021129,0.301001,0.0011119
37,-0.2463314,-0.09935282,"('fake', 'genuine')",-0.47336385,-0.31572378,0.42943057,0.63696885,-0.0967549,0.0739641,-0.170719
18,0.21712585,0.29699624,"('disagreeable', 'welcoming')",-0.74093014,-0.8178444,-0.3008663,-0.33592686,-0.2748902,-0.2855917,0.0107015
16,0.21146506,0.26580802,"('unpopular', 'popular')",-0.3242708,-0.4297345,1.1195748,0.9252464,0.3355897,0.2537733,0.0818164
25,0.20611341,0.12492104,"('egoistic', 'altruistic')",0.8956063,0.7695181,1.657795,1.5917714,0.9198383,0.8287368,0.0911015
12,-0.16336107,-0.018959925,"('unsupportive', 'supportive')",-0.23062885,-0.38206515,-1.8924613,-1.7323797,-0.7621504,-0.7111349,-0.0510155
47,-0.14637606,-0.18165344,"('stupid', 'smart')",0.55157304,0.47540307,5.8048663,5.7096195,2.0700212,2.0011231,0.0688981
9,-0.117436275,-0.014015347,"('unaffectionate', 'caring')",-0.77767706,-0.7611191,1.9380177,2.049351,0.3476348,0.4247388,-0.077104
39,-0.090023935,0.008942969,"('exploitative', 'cooperative')",1.8328161,1.8266976,0.00020023435,0.013894588,0.5809975,0.6165117,-0.0355142
17,-0.08610298,0.018795736,"('nasty', 'nice')",-0.16060692,-0.0029172301,-1.3766775,-1.2424875,-0.5411292,-0.4088697,-0.1322595
26,-0.076503046,-0.08901723,"('hardhearted', 'benevolent')",2.0175326,2.0311255,1.7032266,1.732615,1.214752,1.2249077,-0.0101557
4,0.07392457,0.26328707,"('disliked', 'liked')",-1.1344881,-1.0283763,-7.154137,-7.0202565,-2.7382336,-2.5951153,-0.1431183
67,-0.050289623,-0.21588446,"('doubtful', 'determined')",0.40036497,0.23750646,-0.0879376,-0.19131714,0.0873792,-0.056565,0.1439442
80,0.027484618,-0.012885854,"('dominated', 'dominating')",0.64867115,0.61522,-1.2774729,-1.3710489,-0.200439,-0.2562383,0.0557993
54,0.00631015,-0.1486377,"('incapable', 'capable')",-0.34754863,-0.47321427,1.2168255,1.2841859,0.2918623,0.220778,0.0710843
