,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
48,2.094709,2.1180239,"('unintelligent', 'intelligent')",0.42830354,0.58202195,0.549155,0.6974333,0.28795075,0.561824,0.8400295,0.9898258,-0.1497963
31,-1.9119093,-1.9475657,"('evil', 'good')",0.3260556,0.19793294,-0.0069831535,-0.24250369,-0.660838,-0.8261389,-0.5634187,-0.7045688,0.1411501
6,-1.6715593,-1.6373504,"('distant', 'open')",-0.70606,-0.68386275,-0.7233753,-0.6971297,0.5490594,0.5367848,-0.6379838,-0.6203895,-0.0175943
12,1.6120579,1.7157972,"('unsupportive', 'supportive')",0.2657219,0.26941705,-0.3779163,-0.44623753,-1.9325278,-1.8140247,-0.1081661,-0.068762,-0.0394041
39,1.5661474,1.4608246,"('exploitative', 'cooperative')",1.721546,1.6637388,0.57083285,0.42403978,0.43963856,0.42924148,1.0745412,0.9944612,0.08008
80,1.5480648,1.500372,"('dominated', 'dominating')",-0.33621764,-0.38483042,-0.46356088,-0.462542,-1.3540647,-1.359374,-0.1514446,-0.1765936,0.025149
55,1.5377018,1.5445864,"('incompetent', 'clever')",-0.04342564,-0.13837133,-0.08383951,-0.22109535,-0.057868864,-0.008234043,0.3381419,0.2942214,0.0439205
5,-1.4434059,-1.4075665,"('distant', 'outgoing')",-0.24821779,-0.14794889,-0.8228224,-0.815962,-0.29390872,-0.16288403,-0.7020887,-0.6335903,-0.0684984
79,-1.3104659,-1.4652385,"('wavering', 'unwavering')",-0.75454724,-0.83271474,-1.4191947,-1.5124271,-0.2945025,-0.36835986,-0.9446776,-1.044685,0.1000074
1,-1.3017176,-1.4380974,"('unfriendly', 'friendly')",0.14025787,0.027193816,-0.2535591,-0.42829105,1.7365347,1.6365517,0.0803789,-0.0506607,0.1310396
60,1.2095786,1.3783057,"('inefficient', 'efficient')",0.047679085,0.3403087,-0.08376305,0.24266596,-0.37618545,-0.006458096,0.1993273,0.4887056,-0.2893783
82,-1.197774,-1.2468282,"('poor', 'rich')",-1.1713765,-1.2943327,0.08459421,0.06396205,6.2563043,6.2859774,0.992937,0.9521946,0.0407424
73,1.1852437,1.1648009,"('helpless', 'self-reliant')",1.7413534,1.7410266,0.75781816,0.7569808,-3.0376902,-2.897161,0.1616813,0.1914119,-0.0297306
40,1.1790186,1.2815725,"('stingy', 'generous')",0.42916545,0.5221598,0.42415464,0.508017,-1.4498253,-1.4608066,0.1456283,0.2127357,-0.0671074
19,-1.1537403,-1.1767442,"('inhospitable', 'hospitable')",-0.8875562,-0.84776205,-0.7795692,-0.7884955,-0.37753335,-0.2232177,-0.7995998,-0.7590549,-0.0405449
67,1.1066388,1.1981707,"('doubtful', 'determined')",0.24583285,0.43263704,0.0008054301,0.006315116,-0.7553228,-0.72875357,0.1494885,0.2270923,-0.0776038
69,1.0485635,0.91407436,"('lazy', 'industrious')",1.6880468,1.5443316,1.4239422,1.3357419,-0.20882766,-0.27700108,0.9879312,0.8792867,0.1086445
32,-1.034652,-1.0854125,"('unkind', 'kind')",-0.83552295,-0.92345834,-0.5192946,-0.6279979,0.8989702,0.74431455,-0.3726249,-0.4731385,0.1005136
29,-1.0266933,-0.84515965,"('unfair', 'fair')",-0.7394304,-0.432308,-1.3462962,-1.1160088,-0.5984152,-0.59272933,-0.9277088,-0.7465515,-0.1811573
72,1.0218781,1.2097472,"('unambitious', 'ambitious')",-0.08241753,0.17223638,-0.7974484,-0.5908769,-0.9744475,-0.6180558,-0.2081088,0.0432627,-0.2513715
20,1.0149758,0.88961786,"('rough', 'thoughtful')",0.6693003,0.5827812,0.67309684,0.60846746,1.0627266,1.2248926,0.8550249,0.8264397,0.0285852
2,0.9500973,0.5032203,"('unlikable', 'likable')",0.060478818,-0.23497337,-0.27487066,-0.67520976,0.6095498,0.34177008,0.3363138,-0.0162982,0.352612
4,-0.94862974,-0.90935,"('disliked', 'liked')",0.07612248,-0.117519334,0.55416477,0.30755532,-6.354682,-6.5977316,-1.6682562,-1.8292614,0.1610052
84,0.93944466,0.96642256,"('inferior', 'superior')",0.56626636,0.6340558,0.09796517,0.08645661,0.5746102,0.67975706,0.5445716,0.591673,-0.0471014
83,0.8885775,0.9452985,"('powerless', 'powerful')",-0.06056474,-0.027477507,-0.7391509,-0.8261645,-1.1911428,-1.1667145,-0.2755702,-0.2687645,-0.0068057
38,-0.8723091,-0.79598045,"('untruthful', 'truthful')",-0.64885855,-0.697046,-0.65148044,-0.6778332,-0.43350655,-0.42265284,-0.6515386,-0.6483781,-0.0031605
81,0.84650505,1.0311171,"('submissive', 'aggressive')",-0.6365883,-0.5500775,-0.48579317,-0.33783644,-0.9941639,-0.8432074,-0.3175101,-0.1750011,-0.142509
87,0.84026694,0.618071,"('unsuccessful', 'successful')",0.69461507,0.33525473,0.5458584,0.22143492,0.48784813,0.40657562,0.6421471,0.3953341,0.246813
