,dean_male,dean_female,tuple,foods_male,foods_female,co_male,co_female,average_male,average_female,male-female
31,-4.202534,-3.4205115,"('evil', 'good')",-0.61775887,-0.27597284,-0.5389023,-0.49647924,-1.7863984,-1.3976545,-0.3887439
36,-3.990845,-3.380088,"('hostile', 'amicable')",-0.8819191,-0.56205374,-0.059906736,0.12736113,-1.6442237,-1.2715936,-0.3726301
46,3.8089116,3.2888775,"('uncompetitive', 'competitive')",0.20381147,0.015596487,-1.1428173,-0.9659159,0.9566352,0.7795193,0.1771159
6,-3.067997,-2.6015482,"('distant', 'open')",0.24081731,0.4063614,0.12566885,0.1265272,-0.9005036,-0.6895532,-0.2109504
81,2.9300542,2.4096277,"('submissive', 'aggressive')",0.4491536,0.1466945,-1.0187972,-1.3280092,0.7868036,0.4094376,0.377366
23,2.859336,2.2461905,"('insincere', 'sincere')",0.009202428,-0.16375673,6.216235,5.9431214,3.028258,2.6751849,0.3530731
4,-2.8140461,-2.3203552,"('disliked', 'liked')",0.13629888,0.40682983,-7.5256953,-7.3102074,-3.4011475,-3.0745776,-0.3265699
62,2.8076005,2.4407926,"('incompetent', 'brilliant')",0.6411187,0.60566837,-0.3635834,-0.5767198,1.0283786,0.823247,0.2051316
60,2.771803,2.0957665,"('inefficient', 'efficient')",0.7891871,0.46386942,-0.16538954,-0.7376019,1.1318668,0.6073447,0.5245221
35,-2.7532609,-2.115312,"('corrupt', 'incorrupt')",-0.9343013,-0.7314789,-0.5535508,-0.27673018,-1.4137044,-1.0411738,-0.3725306
5,-2.723172,-2.3270063,"('distant', 'outgoing')",0.36799163,0.5516249,-0.23712465,-0.2652038,-0.8641016,-0.6801951,-0.1839065
29,-2.5557373,-2.4329073,"('unfair', 'fair')",-0.967696,-0.9723182,-0.8412658,-0.71685284,-1.4548996,-1.3740261,-0.0808735
85,-2.5086927,-2.3737707,"('insignificant', 'prestigious')",0.5335154,0.5274218,-0.2631287,-0.23623024,-0.746102,-0.694193,-0.051909
21,2.4395113,1.7605395,"('immoral', 'moral')",0.70973784,0.37759867,-0.7753749,-1.0637702,0.7912914,0.3581227,0.4331687
69,-2.4080863,-1.7745303,"('lazy', 'industrious')",0.57781005,0.534333,-0.9482368,-0.9442512,-0.926171,-0.7281495,-0.1980215
55,2.3487344,1.982766,"('incompetent', 'clever')",0.1707372,0.031583674,-0.17522539,-0.31256956,0.7814154,0.56726,0.2141554
56,2.3131645,1.9172347,"('impractical', 'practical')",0.83371985,0.7642532,-0.75155115,-0.8874227,0.7984444,0.5980217,0.2004227
39,2.3131478,2.3393044,"('exploitative', 'cooperative')",0.79408014,0.7062462,0.5565735,0.44381064,1.2212671,1.1631204,0.0581467
44,-2.3111224,-1.9943321,"('prejudiced', 'unprejudiced')",-1.0415424,-0.80944556,-1.4123056,-1.3763975,-1.5883236,-1.3933918,-0.1949318
10,2.2958326,1.7695827,"('unsympathetic', 'sympathetic')",-0.34664714,-0.47972268,-0.3774493,-0.34252214,0.5239121,0.3157793,0.2081328
52,-2.240208,-1.9292605,"('irrational', 'rational')",0.20716552,0.28279856,-0.24092005,-0.20351207,-0.7579875,-0.616658,-0.1413295
76,2.1700091,1.8863543,"('anxious', 'daring')",-0.54854167,-0.6103238,-0.3788384,-0.2856728,0.4142097,0.3301193,0.0840904
77,2.1179214,1.4290053,"('unmotivated', 'motivated')",-0.25086752,-0.5953964,-1.4285486,-1.6286522,0.1461684,-0.2650144,0.4111828
43,2.080641,1.6811681,"('irresponsible', 'responsible')",0.31876454,0.15530075,0.30906975,0.21691234,0.902825,0.6844604,0.2183646
74,2.0629025,1.8191931,"('undedicated', 'dedicated')",0.49807045,0.48589087,-0.028984763,0.058211602,0.843996,0.7877652,0.0562308
16,-2.0415962,-2.0862095,"('unpopular', 'popular')",-0.9551357,-1.1307051,-0.12527832,-0.16636813,-1.04067,-1.1277609,0.0870909
7,1.9175043,1.858629,"('insensitive', 'sensitive')",-0.10944815,-0.07964075,0.48522443,0.3995784,0.7644269,0.7261889,0.038238
86,1.8823798,1.3805354,"('uninfluential', 'influential')",0.017843943,-0.12255038,-0.36542445,-0.33978033,0.5115998,0.3060682,0.2055316
13,1.8271141,1.9178135,"('impolite', 'polite')",0.7309822,0.84443325,-0.14291501,-0.27288705,0.8050605,0.8297866,-0.0247261
70,1.697814,1.5295142,"('lethargic', 'energetic')",-0.12869692,-0.18791315,0.25599265,0.3836966,0.6083699,0.5750992,0.0332707
80,1.6629466,1.7133794,"('dominated', 'dominating')",0.08532384,0.14186327,-0.86751044,-0.6730583,0.2935867,0.3940614,-0.1004747
51,1.6323775,0.9181278,"('uneducated', 'educated')",-0.16814157,-0.358921,0.18977144,-0.012739654,0.5513358,0.1821557,0.3691801
30,1.6170238,1.4827825,"('intolerant', 'tolerant')",0.17510693,0.15620358,0.34595612,0.03949391,0.7126956,0.5594933,0.1532023
11,1.6075866,1.1423727,"('unhelpful', 'helpful')",0.040191047,-0.14820945,1.8646938,1.8448185,1.1708238,0.9463272,0.2244966
12,1.601346,1.5683315,"('unsupportive', 'supportive')",0.915609,0.7918459,-2.1552293,-2.1256528,0.1205752,0.0781749,0.0424003
79,-1.5954087,-1.619015,"('wavering', 'unwavering')",0.21674001,0.3120767,-0.36266547,-0.26325253,-0.5804447,-0.5233969,-0.0570478
67,1.5170165,1.4648776,"('doubtful', 'determined')",0.17590564,0.1658936,-0.5350976,-0.61677724,0.3859415,0.337998,0.0479435
73,1.5168064,1.5631081,"('helpless', 'self-reliant')",0.86457705,0.95694655,-3.1958961,-3.467341,-0.2715042,-0.3157621,0.0442579
65,1.4770622,1.4165401,"('insecure', 'secure')",-0.7236866,-0.77144593,-0.29126537,-0.3562342,0.1540368,0.0962867,0.0577501
63,1.4354292,1.1106919,"('unperceptive', 'insightful')",1.0237783,0.882073,0.20126371,-0.039063513,0.8868237,0.6512338,0.2355899
75,-1.4049501,-1.2068384,"('meek', 'impulsive')",-0.8003699,-0.6888923,-0.5285927,-0.2527402,-0.9113043,-0.716157,-0.1951473
25,-1.4039501,-1.2703036,"('egoistic', 'altruistic')",1.308602,1.1231622,1.5270876,1.4095067,0.4772465,0.4207884,0.0564581
48,1.385881,0.9585231,"('unintelligent', 'intelligent')",0.59223676,0.33200732,-0.5969985,-0.7417794,0.4603731,0.182917,0.2774561
24,1.3492072,1.1989281,"('dishonest', 'honest')",-0.03157399,0.009322435,0.6344084,0.78663325,0.6506805,0.6649613,-0.0142808
3,1.3417741,0.8989781,"('repellent', 'pleasant')",-1.5150307,-1.4445747,0.42339936,0.45077422,0.0833809,-0.0316075,0.1149884
37,1.2885613,0.96787655,"('fake', 'genuine')",0.48607048,0.50642043,0.6693497,0.36404684,0.8146605,0.6127813,0.2018792
72,1.2219162,0.98779553,"('unambitious', 'ambitious')",-0.62978244,-0.6675654,-0.51772445,-0.5526168,0.0248031,-0.0774622,0.1022653
14,1.2195115,1.1046134,"('antisocial', 'social')",0.01813412,0.21065952,-0.34377468,-0.3386762,0.297957,0.3255322,-0.0275752
22,1.2077706,1.2817929,"('untrustworthy', 'trustworthy')",-0.77393275,-0.5515276,-1.0780199,-0.6997037,-0.2147273,0.0101872,-0.2249145
8,-1.2021612,-0.945714,"('unaffectionate', 'affectionate')",0.77752984,0.8298474,1.1759042,1.1327599,0.2504243,0.3389645,-0.0885402
59,-1.149636,-0.8211565,"('foolish', 'wise')",0.68483675,0.6796735,-0.13001207,-0.23867159,-0.1982704,-0.1267182,-0.0715522
57,1.0989254,0.9599515,"('unimaginative', 'imaginative')",-0.19390541,-0.17560251,-3.4805741,-3.1759233,-0.858518,-0.7971915,-0.0613265
15,-1.0400634,-0.5953936,"('boring', 'funny')",0.3509147,0.5587049,0.2998856,0.4315887,-0.1297544,0.1316333,-0.2613877
61,1.0396246,0.9185509,"('illogical', 'logical')",-0.025120221,-0.053060487,-0.15082829,-0.18484724,0.287892,0.2268811,0.0610109
0,1.0204931,0.9031821,"('unsociable', 'sociable')",0.552761,0.5005366,-0.61116475,-0.65846044,0.3206965,0.2484194,0.0722771
19,-1.015588,-0.7075794,"('inhospitable', 'hospitable')",0.0008182023,0.032419182,0.026506014,-0.03467884,-0.3294213,-0.236613,-0.0928083
84,0.9585595,0.96262664,"('inferior', 'superior')",0.28894025,0.027116157,0.4485944,0.2617993,0.5653647,0.4171807,0.148184
28,0.93968046,0.7085154,"('disloyal', 'loyal')",0.40076834,0.39522344,1.0854226,1.1914062,0.8086238,0.7650483,0.0435755
