,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.7158071,-1.4094929,"('distant', 'open')",0.34238836,0.48406166,-0.6867093,-0.4627156,-0.2239937
86,-1.6178759,-1.6278584,"('uninfluential', 'influential')",0.10341119,0.1000715,-0.7572324,-0.7638934,0.006661
31,-1.4011881,-1.1677866,"('evil', 'good')",-0.8479694,-0.9968927,-1.1245787,-1.0823396,-0.0422391
72,-1.3031436,-1.1241033,"('unambitious', 'ambitious')",-0.5736696,-0.4540674,-0.9384066,-0.7890854,-0.1493212
5,-1.1920979,-0.9287565,"('distant', 'outgoing')",0.045224927,0.15940332,-0.5734365,-0.3846766,-0.1887599
80,1.1732464,0.87125367,"('dominated', 'dominating')",-0.99192727,-0.9880628,0.0906596,-0.0584046,0.1490642
57,-1.1365436,-1.1753354,"('unimaginative', 'imaginative')",-2.7060122,-2.7922614,-1.921278,-1.9837984,0.0625204
79,-1.0928079,-1.189916,"('wavering', 'unwavering')",0.05876385,-0.019542925,-0.517022,-0.6047295,0.0877075
16,-1.0676947,-1.1309559,"('unpopular', 'popular')",0.23272553,0.028450139,-0.4174846,-0.5512529,0.1337683
39,1.0121589,0.9666546,"('exploitative', 'cooperative')",0.16995528,0.21478455,0.5910571,0.5907196,0.0003375
36,-0.9729745,-0.916073,"('hostile', 'amicable')",0.027810577,-0.23638758,-0.472582,-0.5762303,0.1036483
11,0.96002644,0.8208259,"('unhelpful', 'helpful')",2.0256364,2.212384,1.4928315,1.5166049,-0.0237734
75,-0.94805837,-0.90585214,"('meek', 'impulsive')",-0.7651028,-0.69327563,-0.8565806,-0.7995639,-0.0570167
30,0.93886507,0.9808228,"('intolerant', 'tolerant')",1.0966358,1.3716128,1.0177505,1.1762178,-0.1584673
8,-0.8398604,-0.65588635,"('unaffectionate', 'affectionate')",1.1934965,1.0739805,0.176818,0.209047,-0.032229
82,-0.8257879,-0.7409422,"('poor', 'rich')",6.1937666,6.4996533,2.6839893,2.8793557,-0.1953664
10,-0.7912701,-0.8289484,"('unsympathetic', 'sympathetic')",-0.31931528,-0.068246886,-0.5552927,-0.4485976,-0.1066951
