,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
84,0.7887266,0.77765316,"('inferior', 'superior')",1.0137771,0.954562,0.9012519,0.8661076,0.0351443
14,0.7839874,0.82345855,"('antisocial', 'social')",-0.6011123,-0.52029175,0.0914375,0.1515834,-0.0601459
60,0.7838861,0.6924374,"('inefficient', 'efficient')",0.15259491,0.28419626,0.4682405,0.4883168,-0.0200763
37,0.7692639,0.6673795,"('fake', 'genuine')",0.6715493,0.74718875,0.7204067,0.7072841,0.0131226
53,-0.7642211,-0.7758992,"('uncreative', 'creative')",0.8215128,0.82538706,0.0286459,0.0247439,0.003902
77,-0.7349944,-0.89487326,"('unmotivated', 'motivated')",-1.2599708,-1.3099649,-0.9974826,-1.1024191,0.1049365
69,0.72891545,0.6628724,"('lazy', 'industrious')",-0.75800383,-0.9449414,-0.0145442,-0.1410345,0.1264903
35,-0.68435377,-0.53590304,"('corrupt', 'incorrupt')",-0.23176722,-0.342118,-0.4580605,-0.4390105,-0.01905
9,-0.6840826,-0.5181649,"('unaffectionate', 'caring')",1.5029867,1.643718,0.409452,0.5627766,-0.1533246
45,-0.6102615,-0.61664826,"('incompetent', 'competent')",-0.11057104,-0.14520283,-0.3604163,-0.3809255,0.0205092
76,0.5980598,0.43887323,"('anxious', 'daring')",0.2359923,0.22561765,0.417026,0.3322454,0.0847806
56,0.5797615,0.57467073,"('impractical', 'practical')",-0.33578184,0.10296822,0.1219898,0.3388195,-0.2168297
1,-0.56597453,-0.41937903,"('unfriendly', 'friendly')",2.1371982,2.0528471,0.7856119,0.8167341,-0.0311222
85,-0.56393325,-0.41118833,"('insignificant', 'prestigious')",0.48244703,0.20812741,-0.0407431,-0.1015305,0.0607874
62,0.51697624,0.48507372,"('incompetent', 'brilliant')",0.48352402,0.8407837,0.5002501,0.6629287,-0.1626786
28,-0.4809686,-0.46172562,"('disloyal', 'loyal')",1.0035095,1.0078225,0.2612705,0.2730485,-0.011778
87,0.47211564,0.12165586,"('unsuccessful', 'successful')",0.9113952,0.6927292,0.6917554,0.4071925,0.2845629
48,0.47109455,0.44425875,"('unintelligent', 'intelligent')",0.9980692,0.7750896,0.7345819,0.6096742,0.1249077
4,-0.44951007,-0.3733016,"('disliked', 'liked')",-6.7156878,-6.860192,-3.5825989,-3.6167467,0.0341478
32,0.44673008,0.46702296,"('unkind', 'kind')",1.0081586,1.0233703,0.7274443,0.7451966,-0.0177523
71,0.4410106,0.47468433,"('diffident', 'self-confident')",0.49109015,0.48540527,0.4660504,0.4800448,-0.0139944
67,0.43685114,0.3211236,"('doubtful', 'determined')",-1.0097301,-0.90060234,-0.2864395,-0.2897394,0.0032999
73,0.41934747,0.4948794,"('helpless', 'self-reliant')",-2.8566368,-2.782533,-1.2186446,-1.1438267,-0.0748179
33,0.40981746,0.43109164,"('wrong', 'right')",-0.43118516,-0.47054967,-0.0106838,-0.019729,0.0090452
42,0.40085682,0.39854792,"('unreliable', 'reliable')",-3.2603848,-3.1199174,-1.429764,-1.3606848,-0.0690792
55,0.39926696,0.41922712,"('incompetent', 'clever')",0.4106021,0.41376445,0.4049345,0.4164958,-0.0115613
44,0.3991982,0.24318875,"('prejudiced', 'unprejudiced')",-1.6328161,-1.8398762,-0.616809,-0.7983437,0.1815347
2,0.3942813,0.45616692,"('unlikable', 'likable')",0.47640008,0.45677337,0.4353407,0.4564701,-0.0211294
54,-0.38636103,-0.40853274,"('incapable', 'capable')",1.3752918,1.4087381,0.4944654,0.5001027,-0.0056373
59,0.3748174,0.3336571,"('foolish', 'wise')",0.512289,0.5058666,0.4435532,0.4197618,0.0237914
21,0.3741363,0.29678476,"('immoral', 'moral')",-0.5088949,-0.4676046,-0.0673793,-0.0854099,0.0180306
81,0.3709911,0.3351248,"('submissive', 'aggressive')",-0.7317954,-0.61088645,-0.1804021,-0.1378808,-0.0425213
47,0.36266485,0.29613644,"('stupid', 'smart')",5.504649,5.6929364,2.9336569,2.9945364,-0.0608795
25,0.35365546,0.48084813,"('egoistic', 'altruistic')",1.7093112,1.5156609,1.0314834,0.9982545,0.0332289
38,-0.3287229,-0.1711218,"('untruthful', 'truthful')",0.17638572,0.41404772,-0.0761686,0.121463,-0.1976316
74,-0.31503686,-0.21700907,"('undedicated', 'dedicated')",0.13412952,0.1117158,-0.0904537,-0.0526466,-0.0378071
13,0.29977185,0.17483132,"('impolite', 'polite')",-0.45391834,-0.2557538,-0.0770732,-0.0404612,-0.036612
50,0.2894399,0.05752099,"('clumsy', 'skillful')",0.35229355,0.070566565,0.3208667,0.0640438,0.2568229
19,-0.27360684,-0.21312603,"('inhospitable', 'hospitable')",0.3098838,0.42271215,0.0181385,0.1047931,-0.0866546
52,-0.27060935,-0.2539433,"('irrational', 'rational')",0.051973335,-0.20113415,-0.109318,-0.2275387,0.1182207
20,-0.26757258,-0.2115015,"('rough', 'thoughtful')",1.1107651,0.94968104,0.4215963,0.3690898,0.0525065
34,0.2603603,0.28922433,"('mean', 'honorable')",6.2411456,6.420067,3.2507529,3.3546455,-0.1038926
12,0.24672486,0.30113667,"('unsupportive', 'supportive')",-1.4340495,-1.2625587,-0.5936623,-0.480711,-0.1129513
70,0.22844602,0.1280346,"('lethargic', 'energetic')",0.49604243,0.7285717,0.3622442,0.4283032,-0.066059
0,-0.22418894,-0.31776008,"('unsociable', 'sociable')",-0.4764437,-0.42306212,-0.3503163,-0.3704111,0.0200948
63,0.21771418,0.10008961,"('unperceptive', 'insightful')",1.4350946,1.5100551,0.8264044,0.8050723,0.0213321
27,-0.2115737,-0.07749927,"('hardhearted', 'softhearted')",1.8475109,1.7888324,0.8179686,0.8556666,-0.037698
61,-0.2012837,-0.23979005,"('illogical', 'logical')",0.5330324,0.49441862,0.1658744,0.1273143,0.0385601
26,-0.20063534,0.05470193,"('hardhearted', 'benevolent')",1.5782938,1.2379849,0.6888292,0.6463434,0.0424858
65,0.17074831,0.004911162,"('insecure', 'secure')",-0.3019108,-0.28935918,-0.0655812,-0.142224,0.0766428
58,-0.1540859,-0.10307212,"('undiscriminating', 'discriminating')",0.44886872,0.39283553,0.1473914,0.1448817,0.0025097
7,0.14071915,-0.11453434,"('insensitive', 'sensitive')",1.103051,1.1698186,0.6218851,0.5276421,0.094243
22,-0.13361728,-0.17639509,"('untrustworthy', 'trustworthy')",-0.6321754,-0.48749492,-0.3828963,-0.331945,-0.0509513
29,0.1265328,0.00060233846,"('unfair', 'fair')",-0.106806695,-0.16701347,0.009863,-0.0832056,0.0930686
15,0.11065234,0.11149545,"('boring', 'funny')",0.45215878,0.47054362,0.2814056,0.2910195,-0.0096139
23,0.103881545,0.031535864,"('insincere', 'sincere')",6.337141,6.741355,3.2205112,3.3864455,-0.1659343
41,-0.10315542,0.14305128,"('unforgiving', 'forgiving')",0.08815661,0.07642968,-0.0074994,0.1097405,-0.1172399
83,-0.08052293,-0.053605035,"('powerless', 'powerful')",-0.79077464,-0.619129,-0.4356488,-0.336367,-0.0992818
46,-0.07985043,-0.22132328,"('uncompetitive', 'competitive')",-0.5905857,-0.6283392,-0.3352181,-0.4248312,0.0896131
51,-0.07633315,-0.18843481,"('uneducated', 'educated')",0.7412676,0.7497289,0.3324672,0.280647,0.0518202
68,0.07282151,-0.12201739,"('dependent', 'independent')",0.059445105,0.07120742,0.0661333,-0.025405,0.0915383
18,-0.06622198,0.1425885,"('disagreeable', 'welcoming')",-0.0728949,-0.041230913,-0.0695584,0.0506788,-0.1202372
24,0.062397487,0.18363874,"('dishonest', 'honest')",0.99797684,1.3251392,0.5301872,0.7543889,-0.2242017
66,-0.051042214,-0.32902887,"('inactive', 'active')",0.5269892,0.3451959,0.2379735,0.0080835,0.22989
49,0.044908572,0.05620648,"('unable', 'able')",0.19118647,0.46208104,0.1180475,0.2591438,-0.1410963
17,-0.03879626,-0.064114064,"('nasty', 'nice')",-0.46507782,-0.41289434,-0.251937,-0.2385042,-0.0134328
88,0.029268755,-0.11126868,"('low', 'eminent')",0.36009464,0.4026224,0.1946817,0.1456769,0.0490048
64,0.024673909,-0.12359844,"('shy', 'confident')",-6.8734183,-6.983754,-3.4243722,-3.5536764,0.1293042
40,0.020192543,0.23446953,"('stingy', 'generous')",-1.1587476,-1.236766,-0.5692775,-0.5011482,-0.0681293
3,-0.009463842,-0.20902377,"('repellent', 'pleasant')",0.20269136,0.35024396,0.0966138,0.0706101,0.0260037
43,0.005158428,-0.0057053342,"('irresponsible', 'responsible')",0.6587052,0.8838745,0.3319318,0.4390846,-0.1071528
78,-0.0041742995,-0.102578685,"('nonresilient', 'resilient')",0.5456749,0.2453835,0.2707503,0.0714024,0.1993479
