,target_male,target_female,tuple,corp_male,corp_female,average_male,average_female,male-female
4,-0.9885515,-0.8025615,"('disliked', 'liked')",-7.9401407,-8.000651,-4.4643459,-4.4016066,-0.0627393
9,0.9133582,0.84388334,"('unaffectionate', 'caring')",1.1454175,1.0271186,1.0293878,0.935501,0.0938868
39,0.9101266,0.9623849,"('exploitative', 'cooperative')",0.026386525,0.23549111,0.4682566,0.598938,-0.1306814
84,0.8987929,0.79933953,"('inferior', 'superior')",0.5565244,0.5424813,0.7276586,0.6709104,0.0567482
71,0.89364934,1.0183219,"('diffident', 'self-confident')",0.56550705,0.52849627,0.7295782,0.7734091,-0.0438309
40,-0.87484854,-0.8261436,"('stingy', 'generous')",-2.2928572,-2.4337695,-1.5838529,-1.6299565,0.0461036
53,-0.87336755,-0.69197273,"('uncreative', 'creative')",0.088149294,0.12861748,-0.3926091,-0.2816776,-0.1109315
28,0.845127,0.92771626,"('disloyal', 'loyal')",1.4788942,1.512133,1.1620107,1.2199247,-0.057914
44,-0.8343586,-0.89063174,"('prejudiced', 'unprejudiced')",-1.0563607,-1.0665487,-0.9453596,-0.9785903,0.0332307
59,-0.83016765,-0.7572564,"('foolish', 'wise')",-0.22931395,-0.3921463,-0.5297408,-0.5747013,0.0449605
75,-0.748427,-0.847172,"('meek', 'impulsive')",-0.964329,-1.2197833,-0.856378,-1.0334777,0.1770997
76,0.7367678,0.8330553,"('anxious', 'daring')",0.44146132,0.51639825,0.5891145,0.6747268,-0.0856123
18,-0.7142958,-0.44671848,"('disagreeable', 'welcoming')",-0.39334214,-0.44351026,-0.5538189,-0.4451144,-0.1087045
11,0.63865906,0.6071879,"('unhelpful', 'helpful')",1.9158016,2.0335844,1.2772304,1.3203862,-0.0431558
88,-0.6244367,-0.62730706,"('low', 'eminent')",-0.12797356,-0.10511577,-0.3762051,-0.3662114,-0.0099937
72,0.6223717,0.41707253,"('unambitious', 'ambitious')",0.25642008,0.24334705,0.4393959,0.3302098,0.1091861
80,0.62028366,0.25730878,"('dominated', 'dominating')",-0.5532921,-0.5243325,0.0334958,-0.1335119,0.1670077
37,-0.59808654,-0.78885335,"('fake', 'genuine')",0.36412498,0.21545824,-0.1169808,-0.2866976,0.1697168
17,-0.58169067,-0.62815344,"('nasty', 'nice')",-0.5205559,-0.5543816,-0.5511233,-0.5912675,0.0401442
87,0.57651067,0.36431625,"('unsuccessful', 'successful')",0.8375265,0.85495967,0.7070186,0.609638,0.0973806
67,0.5405645,0.69221574,"('doubtful', 'determined')",-0.4801334,-0.36875954,0.0302155,0.1617281,-0.1315126
5,-0.53779316,-0.5016832,"('distant', 'outgoing')",-0.93601304,-1.1636913,-0.7369031,-0.8326873,0.0957842
34,-0.52724236,-0.7244125,"('mean', 'honorable')",5.7449317,5.711301,2.6088448,2.4934442,0.1154006
7,0.5226292,0.44590226,"('insensitive', 'sensitive')",0.75376326,0.98155445,0.6381962,0.7137284,-0.0755322
82,-0.5182285,-0.6061148,"('poor', 'rich')",6.8941326,6.983962,3.187952,3.1889236,-0.0009716
58,0.50151294,0.38444662,"('undiscriminating', 'discriminating')",0.100602515,-0.03883268,0.3010577,0.172807,0.1282507
81,0.49066705,0.4809413,"('submissive', 'aggressive')",0.16052091,0.36272204,0.325594,0.4218317,-0.0962377
83,-0.48983762,-0.37905252,"('powerless', 'powerful')",-0.76616603,-0.7167936,-0.6280018,-0.5479231,-0.0800787
51,-0.4886429,-0.44090658,"('uneducated', 'educated')",0.45360678,0.5520653,-0.0175181,0.0555794,-0.0730975
14,0.4881433,0.63092756,"('antisocial', 'social')",0.0270793,0.24918114,0.2576113,0.4400544,-0.1824431
61,0.4849015,0.32189423,"('illogical', 'logical')",0.5597248,0.6330411,0.5223131,0.4774677,0.0448454
55,0.4772817,0.52730364,"('incompetent', 'clever')",0.86029756,1.0923605,0.6687896,0.8098321,-0.1410425
38,0.44841495,0.31003907,"('untruthful', 'truthful')",-0.4216908,-0.4772193,0.0133621,-0.0835901,0.0969522
6,-0.4369364,-0.390424,"('distant', 'open')",-0.67970407,-0.91306525,-0.5583202,-0.6517446,0.0934244
10,0.41873217,0.47101438,"('unsympathetic', 'sympathetic')",0.39791843,0.6911013,0.4083253,0.5810578,-0.1727325
50,-0.38862142,-0.28792703,"('clumsy', 'skillful')",0.15015498,0.11190583,-0.1192332,-0.0880106,-0.0312226
48,0.3686489,0.23763426,"('unintelligent', 'intelligent')",0.900324,0.9745441,0.6344864,0.6060892,0.0283972
54,0.36542797,0.520875,"('incapable', 'capable')",1.1064829,1.0126894,0.7359554,0.7667822,-0.0308268
73,0.3425381,0.41635594,"('helpless', 'self-reliant')",-3.3498871,-3.4386637,-1.5036745,-1.5111539,0.0074794
29,-0.33591405,-0.5003862,"('unfair', 'fair')",-0.50424826,-0.7078431,-0.4200811,-0.6041147,0.1840336
70,0.32251915,0.37574586,"('lethargic', 'energetic')",0.88080657,1.0105273,0.6016629,0.6931366,-0.0914737
25,0.31497675,0.34051725,"('egoistic', 'altruistic')",0.96515834,0.99755204,0.6400676,0.6690347,-0.0289671
65,0.30165666,0.28343076,"('insecure', 'secure')",0.4894237,0.70994675,0.3955402,0.4966888,-0.1011486
1,0.2982396,0.22111139,"('unfriendly', 'friendly')",1.1871369,0.91725886,0.7426882,0.5691851,0.1735031
3,-0.2976617,-0.2998739,"('repellent', 'pleasant')",0.97915846,1.1939049,0.3407484,0.4470155,-0.1062671
45,0.29687452,0.33985752,"('incompetent', 'competent')",0.29564795,0.44229048,0.2962613,0.391074,-0.0948127
2,0.28609145,0.57203966,"('unlikable', 'likable')",0.09232266,0.24178615,0.189207,0.4069129,-0.2177059
33,0.27604178,0.14521688,"('wrong', 'right')",-0.6802568,-0.7874273,-0.2021075,-0.3211052,0.1189977
42,0.26598486,0.45481136,"('unreliable', 'reliable')",-3.0195081,-2.8560476,-1.3767617,-1.2006181,-0.1761436
57,-0.22292009,-0.12193457,"('unimaginative', 'imaginative')",-3.0507662,-2.851642,-1.6368432,-1.4867883,-0.1500549
21,0.21390116,0.30431587,"('immoral', 'moral')",-0.13886242,0.17218457,0.0375194,0.2382502,-0.2007308
47,0.20751502,0.13598159,"('stupid', 'smart')",5.924559,5.9855022,3.0660372,3.0607419,0.0052953
86,-0.19697608,-0.19236158,"('uninfluential', 'influential')",0.051500514,0.15883,-0.0727378,-0.0167658,-0.055972
13,0.14851029,0.1527199,"('impolite', 'polite')",-0.41994318,-0.23813657,-0.1357164,-0.0427083,-0.0930081
0,0.14085652,0.2056905,"('unsociable', 'sociable')",0.31242368,0.5548479,0.2266401,0.3802692,-0.1536291
85,-0.123941585,-0.08642213,"('insignificant', 'prestigious')",-0.88911545,-1.2088974,-0.5065285,-0.6476597,0.1411312
30,0.11114636,0.1369565,"('intolerant', 'tolerant')",0.5645303,0.7798773,0.3378384,0.4584169,-0.1205785
63,0.08439456,0.0060297437,"('unperceptive', 'insightful')",0.6252706,0.63961846,0.3548326,0.3228241,0.0320085
32,0.077074066,0.15173697,"('unkind', 'kind')",0.79152155,0.909549,0.4342978,0.530643,-0.0963452
69,-0.07305078,0.04885651,"('lazy', 'industrious')",-1.571703,-1.6678061,-0.8223768,-0.8094748,-0.012902
46,-0.06766584,-0.07453464,"('uncompetitive', 'competitive')",-0.5165899,-0.30918887,-0.2921278,-0.1918617,-0.1002661
49,-0.05519738,-0.13314834,"('unable', 'able')",0.2209014,0.21902373,0.082852,0.0429377,0.0399143
24,-0.04974079,-0.006297063,"('dishonest', 'honest')",0.6018507,0.68386495,0.2760549,0.3387839,-0.062729
22,-0.026502471,-0.13346119,"('untrustworthy', 'trustworthy')",-0.67002296,-0.6143998,-0.3482627,-0.3739305,0.0256678
8,0.022499517,-0.008389071,"('unaffectionate', 'affectionate')",0.61481696,0.3035278,0.3186582,0.1475694,0.1710888
15,0.00773615,-0.058131468,"('boring', 'funny')",-0.52768135,-0.67527515,-0.2599726,-0.3667033,0.1067307
27,0.0009388011,-0.19134676,"('hardhearted', 'softhearted')",0.9844019,0.8732866,0.4926703,0.3409699,0.1517004
