,jones_male,jones_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
77,-0.6612593,-0.79057753,"('unmotivated', 'motivated')",0.8586229,0.59142643,-0.78612596,-0.79944867,-0.1962541,-0.3328666,0.1366125
88,-0.6387393,-0.58235896,"('low', 'eminent')",-1.3719896,-1.3175511,0.17362142,0.20794767,-0.6123691,-0.5639875,-0.0483816
7,0.628327,0.49475607,"('insensitive', 'sensitive')",0.5716419,0.4563391,1.0474031,0.9664209,0.7491241,0.639172,0.1099521
59,0.62420636,0.39220005,"('foolish', 'wise')",-1.1783321,-1.1233977,0.46526095,0.4118837,-0.0296216,-0.106438,0.0768164
45,-0.5919675,-0.42111608,"('incompetent', 'competent')",0.5178955,0.47340947,-0.38170972,-0.47423512,-0.1519272,-0.1406472,-0.01128
21,0.5763872,0.61586714,"('immoral', 'moral')",0.6158521,0.5201605,-0.8233732,-0.8135846,0.1229554,0.107481,0.0154744
31,-0.56562823,-0.336076,"('evil', 'good')",-1.2655325,-1.22295,-1.2998695,-1.4460443,-1.0436768,-1.0016901,-0.0419867
33,0.56225616,0.5506431,"('wrong', 'right')",0.20422232,0.17175895,-0.44811717,-0.429006,0.1061204,0.0977987,0.0083217
24,0.5606795,0.65458614,"('dishonest', 'honest')",-0.13601471,-0.057599545,0.7002778,0.64616656,0.3749808,0.4143844,-0.0394036
64,0.5445219,0.42350984,"('shy', 'confident')",1.323146,1.213577,-6.5855327,-6.4360185,-1.5726217,-1.5996439,0.0270222
26,0.51176775,0.68306094,"('hardhearted', 'benevolent')",0.88976824,1.002172,1.0712522,1.2957656,0.8242628,0.9936662,-0.1694034
84,0.49277955,0.36579105,"('inferior', 'superior')",0.4496805,0.44263157,0.78535616,0.84728485,0.5759387,0.5519025,0.0240362
23,-0.47332272,-0.34542096,"('insincere', 'sincere')",0.44586766,0.54979986,6.519624,6.3116775,2.1640565,2.1720188,-0.0079623
69,0.46480936,0.4430341,"('lazy', 'industrious')",0.1395014,0.17675626,-0.4516607,-0.46175724,0.0508834,0.0526777,-0.0017943
28,-0.4583085,-0.54474586,"('disloyal', 'loyal')",-0.18333244,-0.3726419,0.8424365,0.6150663,0.0669319,-0.1007738,0.1677057
58,-0.45768452,-0.334226,"('undiscriminating', 'discriminating')",1.2860507,1.1771628,0.233783,0.26082367,0.3540497,0.3679202,-0.0138705
20,-0.4392263,-0.23319611,"('rough', 'thoughtful')",1.4759327,1.4986178,1.0744077,1.2034457,0.7037047,0.8229558,-0.1192511
39,0.41721258,0.38816783,"('exploitative', 'cooperative')",1.0886905,1.1955643,-0.16340105,-0.11398502,0.4475007,0.4899157,-0.042415
22,0.40372974,0.4231041,"('untrustworthy', 'trustworthy')",0.84999096,0.82358044,-1.0544277,-1.2116086,0.066431,0.011692,0.054739
34,0.36888263,0.4862919,"('mean', 'honorable')",0.22608638,0.34763783,6.338578,6.385106,2.3111823,2.4063452,-0.0951629
35,-0.36232817,-0.38264322,"('corrupt', 'incorrupt')",-2.0860264,-2.0092578,-0.5956298,-0.7063489,-1.0146615,-1.03275,0.0180885
60,0.34195638,0.50049084,"('inefficient', 'efficient')",1.7629569,1.8214959,0.24974723,0.42488214,0.7848868,0.9156229,-0.1307361
72,0.33830705,0.3810053,"('unambitious', 'ambitious')",0.5564037,0.51387423,-0.76957184,-0.87496895,0.041713,0.0066369,0.0350761
13,0.3161735,0.42827097,"('impolite', 'polite')",0.11744325,0.23349774,0.0357501,0.08755425,0.1564556,0.2497743,-0.0933187
83,0.3135024,0.28958973,"('powerless', 'powerful')",0.21589166,0.11111518,-0.8237868,-0.8532188,-0.0981309,-0.150838,0.0527071
52,-0.30780965,-0.21139145,"('irrational', 'rational')",-1.0338676,-1.0566096,-0.3436038,-0.3675145,-0.5617603,-0.5451719,-0.0165884
67,-0.30360407,-0.08278176,"('doubtful', 'determined')",0.4511357,0.518409,-0.67182297,-0.54543024,-0.1747638,-0.036601,-0.1381628
17,0.28402132,0.3362428,"('nasty', 'nice')",-0.95900494,-0.8476978,-0.5146212,-0.41969126,-0.3965349,-0.3103821,-0.0861528
47,0.27498674,0.32598162,"('stupid', 'smart')",0.32928807,0.5198919,5.8280735,5.6757007,2.1441161,2.173858,-0.0297419
62,0.26601005,0.36869696,"('incompetent', 'brilliant')",1.0806855,1.0703775,0.73153543,0.69751847,0.6927436,0.7121976,-0.019454
80,-0.24370337,-0.2800836,"('dominated', 'dominating')",1.0055763,0.88479275,-1.0277584,-1.0515276,-0.0886285,-0.1489395,0.060311
51,0.24011634,0.34967664,"('uneducated', 'educated')",0.6315767,0.6065581,0.76673585,0.7816041,0.546143,0.5792796,-0.0331366
75,-0.23283818,-0.38062316,"('meek', 'impulsive')",-1.2816086,-1.2867846,-0.5007997,-0.45630527,-0.6717488,-0.7079043,0.0361555
10,-0.23240252,-0.19450931,"('unsympathetic', 'sympathetic')",0.5062441,0.44604987,0.056509778,0.120813146,0.1101171,0.1241179,-0.0140008
85,-0.20368186,-0.17626867,"('insignificant', 'prestigious')",-1.0410492,-0.9584587,0.074946746,0.24518122,-0.3899281,-0.2965154,-0.0934127
78,0.18971638,0.17116028,"('nonresilient', 'resilient')",1.7503062,1.5911399,0.82298315,0.8706582,0.9210019,0.8776528,0.0433491
65,0.17947875,0.33982137,"('insecure', 'secure')",0.73866105,0.71300024,-0.2787797,-0.24956384,0.21312,0.2677526,-0.0546326
81,0.176253,0.07742075,"('submissive', 'aggressive')",1.4240172,1.254961,-0.43291867,-0.3374272,0.3891172,0.3316515,0.0574657
46,-0.1659881,-0.25825557,"('uncompetitive', 'competitive')",1.9278965,1.9044724,-0.50292444,-0.38278407,0.4196613,0.4211442,-0.0014829
36,-0.15816894,-0.14492358,"('hostile', 'amicable')",-1.9609523,-2.11137,-0.28506505,-0.37881333,-0.8013954,-0.878369,0.0769736
19,0.15498358,0.2668532,"('inhospitable', 'hospitable')",-1.3694218,-1.2563869,-0.010299366,0.11425353,-0.4082458,-0.29176,-0.1164858
66,0.14820516,0.09111246,"('inactive', 'active')",0.8624218,0.88901657,1.0573262,1.1235052,0.6893177,0.7012115,-0.0118938
15,0.14002895,0.16341807,"('boring', 'funny')",-1.4741178,-1.4203675,0.2003664,0.17213427,-0.3779075,-0.361605,-0.0163025
57,0.12808459,0.09635743,"('unimaginative', 'imaginative')",-0.60203576,-0.6370439,-2.7702007,-2.565674,-1.0813839,-1.0354535,-0.0459304
32,-0.12706655,-0.09641281,"('unkind', 'kind')",0.41925916,0.5483391,0.9372419,0.9403707,0.4098115,0.464099,-0.0542875
41,-0.11503476,0.20377615,"('unforgiving', 'forgiving')",0.63493276,0.5675732,0.03534938,0.049995624,0.1850825,0.2737816,-0.0886991
37,0.10726766,0.2007156,"('fake', 'genuine')",0.27488977,0.31663352,0.4336563,0.35917613,0.2719379,0.2921751,-0.0202372
38,0.10552276,0.040823057,"('untruthful', 'truthful')",-0.48854232,-0.48463637,0.47376856,0.5022324,0.0302497,0.019473,0.0107767
61,-0.08674653,0.09401717,"('illogical', 'logical')",-0.000785321,-0.019282382,0.17335804,0.2143126,0.0286087,0.0963491,-0.0677404
4,0.08608676,-0.0499089,"('disliked', 'liked')",-0.32646263,-0.39419672,-6.65351,-6.5674157,-2.297962,-2.3371738,0.0392118
3,0.0858636,0.08907017,"('repellent', 'pleasant')",0.64136696,0.55934155,0.13836573,0.081513405,0.2885321,0.2433084,0.0452237
18,-0.06985144,-0.022057513,"('disagreeable', 'welcoming')",-0.21772143,-0.18407753,-0.5042468,-0.56635624,-0.2639399,-0.2574971,-0.0064428
87,-0.06321928,-0.034970902,"('unsuccessful', 'successful')",1.4174196,1.4216192,0.8245888,1.0074261,0.726263,0.7980248,-0.0717618
0,0.0592121,0.057993148,"('unsociable', 'sociable')",0.5189923,0.44912982,-0.46173584,-0.49708092,0.0388228,0.0033474,0.0354754
53,0.049940117,-0.005675718,"('uncreative', 'creative')",-0.09543624,-0.25555634,0.9197971,0.88829184,0.2914337,0.2090199,0.0824138
76,0.04971394,0.089082584,"('anxious', 'daring')",0.85873735,0.8607367,0.290442,0.4207524,0.3996311,0.4568572,-0.0572261
8,0.0433832,0.26857525,"('unaffectionate', 'affectionate')",-0.43156785,-0.26958522,0.52063376,0.46126342,0.0441497,0.1534178,-0.1092681
5,0.038243614,0.19933283,"('distant', 'outgoing')",-1.5382537,-1.3467664,-0.02198489,-0.016166251,-0.5073316,-0.3878666,-0.119465
79,-0.031783994,0.07604886,"('wavering', 'unwavering')",-1.9106233,-1.7775657,0.11353199,0.20192781,-0.6096251,-0.499863,-0.1097621
11,-0.021157593,-0.14161249,"('unhelpful', 'helpful')",-0.04877366,0.02703777,2.3817792,2.4245858,0.770616,0.7700037,0.0006123
