,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
28,-0.9330399,-1.0833493,"('disloyal', 'loyal')",-1.1191949,-1.3009601,-0.37492424,-0.7287444,0.9736358,0.8535705,-0.3633808,-0.5648708,0.20149
19,-0.9144532,-0.9159052,"('inhospitable', 'hospitable')",0.28349265,0.119707815,0.15651831,0.10841991,-0.28558612,-0.31198007,-0.1900071,-0.2499394,0.0599323
76,0.8727625,0.86908907,"('anxious', 'daring')",-0.25032938,-0.13047314,-0.19498786,-0.32245776,-0.26483762,-0.07056384,0.0406519,0.0863986,-0.0457467
41,-0.86791503,-0.9003321,"('unforgiving', 'forgiving')",-0.62708217,-0.6722375,-0.58043605,-0.7392731,0.42536032,0.38684508,-0.4125182,-0.4812494,0.0687312
25,-0.85182637,-0.9953062,"('egoistic', 'altruistic')",0.5389411,0.17931995,0.2520661,0.0088931,1.362495,1.1030452,0.3254189,0.073988,0.2514309
49,-0.8386519,-0.7024835,"('unable', 'able')",-0.99133885,-1.0722733,0.058578536,-0.12061973,-0.6982319,-0.6062375,-0.617411,-0.6254035,0.0079925
69,-0.8282512,-0.73985076,"('lazy', 'industrious')",0.3552537,0.11263046,0.19121245,0.28846616,-1.1936682,-1.5172788,-0.3688633,-0.4640082,0.0951449
9,-0.8038024,-0.98336464,"('unaffectionate', 'caring')",0.29323143,-0.14431372,0.5448884,0.13884759,1.0499568,0.9460688,0.2710686,-0.0106905,0.2817591
86,0.78483605,0.75657797,"('uninfluential', 'influential')",1.2555282,1.0540473,2.1984196,1.7850353,0.24677944,0.02962919,1.1213908,0.9063225,0.2150683
4,-0.760693,-0.73133564,"('disliked', 'liked')",0.17413938,0.047426436,-0.0035277475,0.009410698,-7.5196157,-7.727868,-2.0274243,-2.1005917,0.0731674
66,0.7543212,0.48852685,"('inactive', 'active')",1.4760338,1.0846543,0.44591683,0.24009095,0.27971306,-0.104382895,0.7389963,0.4272223,0.311774
51,0.72163993,0.8525798,"('uneducated', 'educated')",0.85885835,1.0624596,0.86583847,0.81538427,0.59342116,0.6004125,0.7599395,0.832709,-0.0727695
70,0.70501703,0.62191904,"('lethargic', 'energetic')",-0.05409924,-0.0019960515,0.1986446,0.12843186,0.44052842,0.63835615,0.3225227,0.3466778,-0.0241551
78,-0.6762585,-0.41363066,"('nonresilient', 'resilient')",-0.76113707,-0.8016412,-0.6399605,-0.9189352,-0.72648597,-0.68703043,-0.7009605,-0.7053094,0.0043489
10,-0.6690358,-0.7473568,"('unsympathetic', 'sympathetic')",-1.4707751,-1.5156082,0.025721598,-0.49904305,-0.08589689,0.14926444,-0.5499966,-0.6531859,0.1031893
22,0.66684526,0.8050246,"('untrustworthy', 'trustworthy')",0.0935528,0.34315258,0.8473209,0.8093307,-0.49008548,-0.39600047,0.2794084,0.3903768,-0.1109684
56,0.6569123,0.7348832,"('impractical', 'practical')",-0.4288856,-0.15387124,1.1767458,1.2910241,-0.5479121,-0.3607455,0.2142151,0.3778226,-0.1636075
32,-0.6537887,-0.59537554,"('unkind', 'kind')",-1.485113,-1.3656162,-0.5554398,-0.7298054,0.7102239,0.91073805,-0.4960294,-0.4450148,-0.0510146
35,-0.6424924,-0.7179597,"('corrupt', 'incorrupt')",0.64568144,0.44051543,0.97236466,0.7871107,-0.36136666,-0.761093,0.1535468,-0.0628566,0.2164034
20,-0.5829077,-0.6831298,"('rough', 'thoughtful')",-0.23874387,-0.36026415,-0.61077356,-0.74608815,0.13895968,0.18566215,-0.3233664,-0.400955,0.0775886
47,0.5732036,0.6942339,"('stupid', 'smart')",0.23059091,0.5167485,0.8990599,0.97550666,4.7907395,5.0484104,1.6233985,1.8087249,-0.1853264
30,-0.5497177,-0.4656083,"('intolerant', 'tolerant')",-0.69208676,-0.5002187,0.094292894,0.12252505,0.34735614,0.56481904,-0.2000389,-0.0696207,-0.1304182
82,-0.51658595,-0.08448124,"('poor', 'rich')",-1.0142694,-0.49728364,-0.5020334,-0.53691894,6.0273414,6.1639075,0.9986132,1.2613059,-0.2626927
67,0.5148123,0.61794734,"('doubtful', 'determined')",-0.12519231,0.089103565,-0.6934046,-0.32047725,-0.17671713,-0.17469421,-0.1201254,0.0529699,-0.1730953
59,-0.5079905,-0.54049164,"('foolish', 'wise')",0.5664065,0.48807836,0.884339,0.88843465,-0.010353079,-0.10882989,0.2331005,0.1817979,0.0513026
39,-0.5050681,-0.8875148,"('exploitative', 'cooperative')",-0.31601718,-0.42274606,-0.16081148,-0.10891315,0.7719921,0.5979416,-0.0524762,-0.2053081,0.1528319
11,0.4827506,0.75521296,"('unhelpful', 'helpful')",-0.39533833,-0.111588694,-0.7227555,-0.561293,1.7961683,2.0878563,0.2902063,0.5425469,-0.2523406
68,-0.46742475,-0.5540122,"('dependent', 'independent')",-0.60903245,-0.7013977,-0.043301053,-0.3108768,-1.6344581,-1.5829694,-0.6885541,-0.7873141,0.09876
3,-0.46237266,-0.44631183,"('repellent', 'pleasant')",-1.0104191,-0.66695124,-0.62152964,-0.87466353,0.37478435,0.5743657,-0.4298843,-0.3533903,-0.076494
12,0.46027023,0.43988308,"('unsupportive', 'supportive')",0.9895469,0.9628597,0.19357431,0.14124879,-2.1591802,-1.9280311,-0.1289472,-0.0960099,-0.0329373
75,0.45752275,0.5509089,"('meek', 'impulsive')",1.5042266,1.4919212,-0.2861525,-0.054021116,-0.7615628,-0.69625103,0.2285085,0.3231395,-0.094631
21,0.45033312,0.5148266,"('immoral', 'moral')",-0.7347885,-0.6457595,0.5405595,0.28884372,-0.84828407,-0.6721596,-0.148045,-0.1285622,-0.0194828
34,0.44707754,0.6861093,"('mean', 'honorable')",-0.3404289,-0.20911753,0.6511013,0.56172293,4.931728,5.0903754,1.4223695,1.5322726,-0.1099031
74,0.42228082,0.45442298,"('undedicated', 'dedicated')",0.7902461,0.8376336,0.49893394,0.41515413,0.08484282,-0.009443283,0.4490759,0.4244418,0.0246341
55,0.41692743,0.3546324,"('incompetent', 'clever')",-0.279922,-0.029205892,-0.06615837,-0.14461194,0.14099345,0.29575172,0.0529601,0.1191416,-0.0661815
29,-0.40007406,-0.4372961,"('unfair', 'fair')",-0.9253487,-0.7357312,-0.5654653,-0.4666418,-0.32390502,-0.37231964,-0.5536982,-0.5029972,-0.050701
2,0.39497742,0.38803157,"('unlikable', 'likable')",0.7779459,0.70883024,0.8446841,0.68083316,0.48385975,0.43012905,0.6253668,0.551956,0.0734108
26,0.39404938,0.09129246,"('hardhearted', 'benevolent')",1.5080674,1.1620789,1.8597355,1.548925,1.8886993,1.5195061,1.4126379,1.0804507,0.3321872
84,-0.3720291,-0.2705012,"('inferior', 'superior')",-0.70869076,-0.74238396,-0.71522385,-0.53825283,0.53621036,0.5301561,-0.3149334,-0.2552454,-0.059688
38,-0.37110296,-0.32067397,"('untruthful', 'truthful')",-0.49823263,-0.2986093,0.8185367,0.9017736,-0.30211782,-0.17394526,-0.0882292,0.0271363,-0.1153655
15,0.36187044,0.17806432,"('boring', 'funny')",0.8962842,0.72449046,1.0751377,1.1429126,0.50942767,0.41765285,0.71068,0.6157801,0.0948999
61,-0.340668,-0.33326837,"('illogical', 'logical')",-0.4704386,-0.47665444,-0.2579814,-0.3125888,0.25160834,0.19594024,-0.2043699,-0.2316428,0.0272729
57,0.3377035,0.08273926,"('unimaginative', 'imaginative')",0.510342,0.11133157,-0.50987864,-0.7748772,-3.3271534,-3.2261455,-0.7472466,-0.951738,0.2044914
88,-0.3210236,-0.22365782,"('low', 'eminent')",-0.7036381,-0.7115626,0.6169677,0.31687844,-0.35479286,-0.36605272,-0.1906217,-0.2460987,0.055477
23,-0.2885443,-0.2550071,"('insincere', 'sincere')",-2.072667,-1.8580657,-0.7340436,-0.8612625,5.912581,6.1968026,0.7043315,0.8056168,-0.1012853
53,-0.26299638,-0.26956084,"('uncreative', 'creative')",0.12736432,-0.068902075,-0.14423995,-0.5064266,0.368707,0.29396096,0.0222088,-0.1377321,0.1599409
44,0.26255423,0.13140236,"('prejudiced', 'unprejudiced')",-0.44280958,-0.5590607,-1.4642272,-1.2529985,-1.3415761,-1.2454655,-0.7465147,-0.7315305,-0.0149842
5,0.26027185,0.431267,"('distant', 'outgoing')",0.80633295,0.59342235,-0.17800628,-0.24151313,-0.4036621,-0.40964967,0.1212341,0.0933816,0.0278525
43,-0.23283677,-0.27858138,"('irresponsible', 'responsible')",-0.77713853,-0.5537515,-0.22155914,-0.33195782,0.3974001,0.68786716,-0.2085336,-0.1191059,-0.0894277
65,0.23050088,0.1241225,"('insecure', 'secure')",-1.8357472,-1.773227,-0.95939237,-0.8883912,0.24697934,0.38591847,-0.5794148,-0.5378943,-0.0415205
46,0.22304507,0.41841027,"('uncompetitive', 'competitive')",-1.0094523,-0.7621761,-0.514936,-0.6839221,-1.3310138,-1.1928623,-0.6580893,-0.5551375,-0.1029518
58,0.21704996,0.17009088,"('undiscriminating', 'discriminating')",0.8603807,0.55866504,1.0015738,0.8529909,0.42819083,0.27418816,0.6267989,0.4639837,0.1628152
60,-0.19977269,-0.21660729,"('inefficient', 'efficient')",-2.0111978,-1.6237067,-0.8371344,-0.75635403,-0.34914073,0.12440281,-0.8493114,-0.6180663,-0.2312451
24,-0.19406946,-0.3052738,"('dishonest', 'honest')",-0.8945545,-0.7826557,0.19572419,-0.033697102,1.0297083,1.0716778,0.0342021,-0.0124872,0.0466893
62,0.18613929,0.2906086,"('incompetent', 'brilliant')",-0.49910778,-0.18898666,0.14258671,0.3247821,-0.4583792,-0.07423848,-0.1571902,0.0880414,-0.2452316
85,0.18464576,-0.027720677,"('insignificant', 'prestigious')",0.79180115,0.12629887,0.32133025,0.00036639348,-0.62208676,-0.99437004,0.1689226,-0.2238564,0.392779
18,0.15635061,-0.021790598,"('disagreeable', 'welcoming')",0.3987697,0.19338404,-0.7011887,-0.858868,-0.47967649,-0.46676084,-0.1564362,-0.2885089,0.1320727
83,-0.15556882,-0.17980197,"('powerless', 'powerful')",0.16446257,0.08865843,0.45238027,0.48490056,-1.0573506,-0.9983528,-0.1490192,-0.1511489,0.0021297
17,-0.13786408,-0.20774594,"('nasty', 'nice')",-0.14174552,-0.028665973,0.018487895,0.029904254,0.04570344,-0.10466539,-0.0538546,-0.0777933,0.0239387
72,0.13455255,0.07768758,"('unambitious', 'ambitious')",-0.024627455,0.045676067,0.50499046,0.5232582,-0.10733803,0.109665774,0.1268944,0.1890719,-0.0621775
7,-0.117034316,-0.07658725,"('insensitive', 'sensitive')",-0.9862316,-0.78492194,0.887139,0.7390274,0.5764308,0.71043783,0.090076,0.146989,-0.056913
73,0.11011354,0.060024343,"('helpless', 'self-reliant')",1.1673651,1.026277,0.30759823,0.35147095,-3.3806393,-3.4011452,-0.4488906,-0.4908432,0.0419526
79,-0.10032583,-0.15740326,"('wavering', 'unwavering')",0.6103487,0.3796584,0.69113374,0.553657,-0.36493087,-0.47007033,0.2090564,0.0764605,0.1325959
63,-0.098766506,0.08379771,"('unperceptive', 'insightful')",-0.16156104,0.008589826,0.59662884,0.46765393,-0.34595886,0.0029232595,-0.0024144,0.1407412,-0.1431556
52,-0.09852572,-0.25573355,"('irrational', 'rational')",0.9266908,0.5212476,-0.55162305,-0.5799324,0.02481097,-0.2877451,0.0753383,-0.1505409,0.2258792
87,0.04599619,0.07760802,"('unsuccessful', 'successful')",0.1887843,0.16571866,0.4643822,0.5482016,0.16260539,0.010380137,0.215442,0.2004771,0.0149649
54,-0.04362086,-0.20089668,"('incapable', 'capable')",0.38541973,0.19318864,0.6146696,0.4799749,0.82868,0.78389347,0.4462871,0.3140401,0.132247
6,0.03060361,0.09637843,"('distant', 'open')",0.777257,0.4656184,-0.0012929495,-0.15422815,0.07699666,-0.052446846,0.2208911,0.0888305,0.1320606
33,-0.01704404,-0.14312313,"('wrong', 'right')",0.3645601,0.15485,0.25471517,0.33000115,-0.12348966,-0.42847192,0.1196854,-0.021686,0.1413714
0,-0.011970721,0.03272982,"('unsociable', 'sociable')",-0.6540773,-0.56369776,0.1020746,0.120834835,-0.06421776,-0.02186756,-0.1570478,-0.1080002,-0.0490476
64,-0.004811492,-0.017905392,"('shy', 'confident')",-0.59491485,-0.58351934,-0.8449199,-0.7706864,-6.272139,-6.3368797,-1.9291964,-1.9272478,-0.0019486
71,-0.002604764,0.066924416,"('diffident', 'self-confident')",0.6216878,0.5759655,0.5546746,0.57977116,0.09144975,0.19414018,0.3163019,0.3542003,-0.0378984
40,0.00028956868,-0.13020791,"('stingy', 'generous')",0.609509,0.4797513,-0.5518037,-0.8296087,-2.218827,-2.2518868,-0.540208,-0.682988,0.14278
