,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
68,-0.5663476,-0.79238486,"('dependent', 'independent')",-0.5681148,-0.8519729,-0.5672312,-0.8221788,0.2549476
72,-0.55500656,-0.43705785,"('unambitious', 'ambitious')",-0.71749187,-0.5398533,-0.6362492,-0.4884556,-0.1477936
3,-0.50489926,-0.6226609,"('repellent', 'pleasant')",0.3494553,0.2763158,-0.077722,-0.1731725,0.0954505
38,-0.50253546,-0.54299235,"('untruthful', 'truthful')",-0.36968952,-0.28908843,-0.4361125,-0.4160404,-0.0200721
60,0.49963307,0.1939081,"('inefficient', 'efficient')",-0.30146387,-0.43555877,0.0990846,-0.1208253,0.2199099
88,-0.49431795,-0.34654835,"('low', 'eminent')",-0.07672828,-0.059326887,-0.2855231,-0.2029376,-0.0825855
6,-0.49035913,-0.27845,"('distant', 'open')",0.2661742,0.33692867,-0.1120925,0.0292393,-0.1413318
58,0.4895538,0.53332096,"('undiscriminating', 'discriminating')",0.34916246,0.12840933,0.4193581,0.3308651,0.088493
49,-0.48944554,-0.4274689,"('unable', 'able')",-0.3693298,-0.3635759,-0.4293877,-0.3955224,-0.0338653
26,0.48640376,0.66909975,"('hardhearted', 'benevolent')",1.849465,1.9413435,1.1679344,1.3052217,-0.1372873
5,-0.48141158,-0.2380155,"('distant', 'outgoing')",-0.25582469,-0.12771769,-0.3686181,-0.1828666,-0.1857515
29,-0.46928278,-0.66293746,"('unfair', 'fair')",-0.28463376,-0.3488698,-0.3769583,-0.5059036,0.1289453
20,0.4646746,0.6661385,"('rough', 'thoughtful')",1.0892812,1.0524696,0.7769779,0.8593041,-0.0823262
14,-0.4541551,-0.55083084,"('antisocial', 'social')",-0.5637582,-0.57490814,-0.5089567,-0.5628695,0.0539128
66,-0.44391268,-0.6100347,"('inactive', 'active')",0.77067566,0.54736185,0.1633815,-0.0313364,0.1947179
44,-0.42793706,-0.5664027,"('prejudiced', 'unprejudiced')",-1.8092942,-1.6673274,-1.1186156,-1.116865,-0.0017506
25,0.42690742,0.5435424,"('egoistic', 'altruistic')",1.5838019,1.7635802,1.0053546,1.1535614,-0.1482068
77,-0.42336008,-0.47856832,"('unmotivated', 'motivated')",-1.1716312,-1.3619733,-0.7974957,-0.9202708,0.1227751
36,-0.41011322,0.069887005,"('hostile', 'amicable')",0.31272,0.5160187,-0.0486966,0.2929528,-0.3416494
16,-0.3941481,-0.39093277,"('unpopular', 'popular')",0.16502284,0.12466669,-0.1145626,-0.133133,0.0185704
51,-0.39158466,-0.43585524,"('uneducated', 'educated')",0.5049137,0.27288187,0.0566645,-0.0814867,0.1381512
73,0.38286996,0.55517113,"('helpless', 'self-reliant')",-2.9586775,-2.9259717,-1.2879038,-1.1854002,-0.1025036
85,0.38085866,0.50632167,"('insignificant', 'prestigious')",0.43947202,0.663048,0.4101653,0.5846848,-0.1745195
7,-0.3715518,-0.55839896,"('insensitive', 'sensitive')",0.9424032,0.7917609,0.2854257,0.116681,0.1687447
2,-0.36648843,-0.25970882,"('unlikable', 'likable')",0.30395976,0.49520266,-0.0312643,0.1177469,-0.1490112
61,-0.36097997,-0.19159842,"('illogical', 'logical')",0.2805324,0.20410596,-0.0402238,0.0062538,-0.0464776
62,-0.351773,-0.2974489,"('incompetent', 'brilliant')",-0.1233922,-0.01460015,-0.2375826,-0.1560245,-0.0815581
67,0.34913948,0.3685827,"('doubtful', 'determined')",-0.73032993,-0.54604197,-0.1905952,-0.0887296,-0.1018656
0,-0.33921525,-0.6078162,"('unsociable', 'sociable')",-0.5349672,-0.69112474,-0.4370912,-0.6494704,0.2123792
79,-0.3288367,-0.0758241,"('wavering', 'unwavering')",0.09598313,0.19284782,-0.1164268,0.0585119,-0.1749387
82,-0.32454303,-0.3304468,"('poor', 'rich')",5.9960084,6.1380715,2.8357327,2.9038124,-0.0680797
74,0.32232788,0.32129312,"('undedicated', 'dedicated')",0.32574213,0.30959275,0.324035,0.3154429,0.0085921
87,0.29525483,-0.11124478,"('unsuccessful', 'successful')",1.0726317,0.8529057,0.6839433,0.3708304,0.3131129
45,-0.29176328,-0.36296296,"('incompetent', 'competent')",-0.035988152,-0.09297845,-0.1638757,-0.2279707,0.064095
55,-0.29148793,-0.28939143,"('incompetent', 'clever')",0.06316857,-0.12655936,-0.1141597,-0.2079754,0.0938157
59,0.27230665,0.44479176,"('foolish', 'wise')",0.42524087,0.67755455,0.3487738,0.5611731,-0.2123993
48,-0.26250672,-0.26999658,"('unintelligent', 'intelligent')",0.21389833,0.1524637,-0.0243042,-0.0587664,0.0344622
52,0.23569995,0.41450834,"('irrational', 'rational')",0.4075279,0.607215,0.3216139,0.5108616,-0.1892477
80,-0.23237231,-0.4130417,"('dominated', 'dominating')",-1.2293377,-1.3804986,-0.730855,-0.8967702,0.1659152
43,-0.22492962,-0.62533414,"('irresponsible', 'responsible')",0.4164562,0.37141156,0.0957633,-0.1269613,0.2227246
46,-0.21799062,-0.61566204,"('uncompetitive', 'competitive')",-0.5337681,-0.9451472,-0.3758794,-0.7804046,0.4045252
19,-0.20634213,0.043237016,"('inhospitable', 'hospitable')",0.26448363,0.31964988,0.0290707,0.1814435,-0.1523728
1,-0.2015923,-0.35561773,"('unfriendly', 'friendly')",1.8388835,1.964207,0.8186456,0.8042946,0.014351
83,0.18792985,0.43960968,"('powerless', 'powerful')",-0.97236264,-0.87026757,-0.3922164,-0.2153289,-0.1768875
42,-0.1861414,-0.13212685,"('unreliable', 'reliable')",-3.0342329,-3.2544444,-1.6101872,-1.6932856,0.0830984
12,-0.18483314,-0.38604555,"('unsupportive', 'supportive')",-1.493965,-1.6886536,-0.8393991,-1.0373496,0.1979505
28,-0.17155004,-0.08559818,"('disloyal', 'loyal')",0.8499865,1.0178345,0.3392182,0.4661182,-0.1269
23,0.15753798,-0.15777081,"('insincere', 'sincere')",5.727067,5.8900566,2.9423025,2.866143,0.0761595
56,0.15731192,0.20016065,"('impractical', 'practical')",-0.62724376,-0.5499155,-0.2349659,-0.1748774,-0.0600885
8,0.14960308,0.20707282,"('unaffectionate', 'affectionate')",1.1089528,1.3588389,0.6292779,0.7829559,-0.153678
34,-0.13541359,-0.34765986,"('mean', 'honorable')",5.74976,5.804314,2.8071733,2.728327,0.0788463
37,0.1346947,-0.086619586,"('fake', 'genuine')",0.59907377,0.6611845,0.3668842,0.2872825,0.0796017
63,0.12686485,-0.23249087,"('unperceptive', 'insightful')",1.179138,0.7977958,0.6530014,0.2826524,0.370349
47,-0.10706753,-0.12029762,"('stupid', 'smart')",5.0329995,5.1593695,2.462966,2.519536,-0.05657
18,-0.087434255,0.1150167,"('disagreeable', 'welcoming')",-0.34320247,-0.33497053,-0.2153184,-0.1099769,-0.1053415
65,-0.07291313,-0.09946109,"('insecure', 'secure')",-0.4239574,-0.5329176,-0.2484353,-0.3161893,0.067754
32,-0.038299505,-0.47923142,"('unkind', 'kind')",0.9032919,0.89074266,0.4324962,0.2057556,0.2267406
54,-0.038130343,-0.20984314,"('incapable', 'capable')",1.387353,1.3789154,0.6746113,0.5845361,0.0900752
40,0.032552633,0.2571101,"('stingy', 'generous')",-1.463444,-1.4886901,-0.7154457,-0.61579,-0.0996557
35,0.022346418,0.32759404,"('corrupt', 'incorrupt')",-0.2759223,-0.019305646,-0.1267879,0.1541442,-0.2809321
9,0.008597694,-0.13731904,"('unaffectionate', 'caring')",1.2726728,1.3848114,0.6406353,0.6237462,0.0168891
41,0.0020260122,0.13261633,"('unforgiving', 'forgiving')",0.11513208,0.1105703,0.058579,0.1215933,-0.0630143
