,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
11,-0.6096967,-0.65959877,"('unhelpful', 'helpful')",-1.1293659,-1.1459891,0.3550764,0.26658028,2.6643164,2.3251104,0.3200826,0.1965258,0.1235568
70,-0.59054023,-0.47455695,"('lethargic', 'energetic')",-1.7653776,-1.6131898,-0.22145498,-0.06498079,1.1028713,1.0879902,-0.3686254,-0.2661844,-0.102441
61,-0.53436315,-0.4574382,"('illogical', 'logical')",-0.78805447,-0.6608333,-0.56915635,-0.48100913,0.036798764,0.068970725,-0.4636938,-0.3825775,-0.0811163
53,-0.534291,-0.64304096,"('uncreative', 'creative')",-0.8796172,-0.8948839,-0.011555348,-0.048650272,1.2534553,1.2196568,-0.0430021,-0.0917296,0.0487275
64,-0.527096,-0.3302583,"('shy', 'confident')",-0.1718602,0.062226586,-0.0006914288,0.10755475,-5.0033126,-5.524854,-1.42574,-1.4213328,-0.0044072
6,0.5256791,0.4059327,"('distant', 'open')",1.7046242,1.5816288,-0.9545332,-1.0436834,0.54425514,0.6133514,0.4550063,0.3893074,0.0656989
2,0.51251405,0.7216078,"('unlikable', 'likable')",0.4709284,0.6021149,0.94731617,1.1518651,0.7371532,0.8183448,0.6669779,0.8234832,-0.1565053
31,0.48628202,0.2812361,"('evil', 'good')",1.2652895,1.0523077,-0.39512354,-0.4936763,-1.2640105,-1.0963916,0.0231093,-0.064131,0.0872403
1,-0.48533157,-0.7013027,"('unfriendly', 'friendly')",-0.21368293,-0.27368015,-0.8834029,-0.84657997,1.5878742,1.6791048,0.0013642,-0.0356145,0.0369787
71,0.47952187,0.3549308,"('diffident', 'self-confident')",0.58866507,0.6291668,-0.18181142,-0.14289753,0.41642985,0.51574,0.3257014,0.339235,-0.0135336
28,-0.47436416,-0.86103034,"('disloyal', 'loyal')",-1.340073,-1.6441668,-0.76463646,-0.92700166,1.1197549,0.8961324,-0.3648297,-0.6340166,0.2691869
68,-0.4482211,-0.2120895,"('dependent', 'independent')",-0.8779388,-0.70507103,-1.3008804,-1.2041545,-0.5848824,-0.59811234,-0.8029807,-0.6798568,-0.1231239
27,-0.4222705,-0.44189027,"('hardhearted', 'softhearted')",-0.86983377,-0.9282296,-0.20268436,-0.17834029,1.179443,1.3194734,-0.0788364,-0.0572467,-0.0215897
20,0.4181916,0.5832314,"('rough', 'thoughtful')",-0.37636724,-0.23060395,-0.07301367,0.1334145,1.0696397,1.098334,0.2596126,0.396094,-0.1364814
63,-0.41705883,-0.39515528,"('unperceptive', 'insightful')",-0.7610248,-0.58105594,-0.05953916,0.06709013,1.2163134,1.0790359,-0.0053274,0.0424787,-0.0478061
15,0.41430837,0.39183217,"('boring', 'funny')",1.2843676,1.190039,0.8315565,0.72055066,0.21652089,0.32644323,0.6866883,0.6572163,0.029472
7,-0.41339922,-0.37557605,"('insensitive', 'sensitive')",-1.3265939,-1.2752435,-0.7670631,-0.7157103,0.6064173,0.62353975,-0.4751597,-0.4357476,-0.0394121
9,-0.39170784,-0.5671973,"('unaffectionate', 'caring')",-0.47122145,-0.5568784,-0.9134616,-0.9565546,1.3744794,1.336547,-0.1004779,-0.1860208,0.0855429
83,0.3744453,0.28384465,"('powerless', 'powerful')",0.24334733,0.17226605,-0.99146616,-1.0774603,-0.35125408,-0.58236885,-0.1812319,-0.3009296,0.1196977
88,-0.3661495,-0.31678572,"('low', 'eminent')",-0.36347908,-0.3692994,-0.5131507,-0.42379692,0.78087455,0.7346973,-0.1154762,-0.0937962,-0.02168
41,-0.35788465,-0.5223826,"('unforgiving', 'forgiving')",-0.8603385,-0.86535704,-0.0071737245,-0.017019026,-0.15789895,-0.17639525,-0.3458239,-0.3952885,0.0494646
62,-0.35422954,-0.232167,"('incompetent', 'brilliant')",-1.568186,-1.4610177,-0.38262275,-0.30841124,0.78472674,0.44962946,-0.3800779,-0.3879916,0.0079137
39,0.33476397,0.40378103,"('exploitative', 'cooperative')",0.17389579,0.26729205,1.3611732,1.425141,0.20527095,0.057874158,0.518776,0.5385221,-0.0197461
38,-0.3267086,-0.5569545,"('untruthful', 'truthful')",-0.49049887,-0.5258028,-0.7814565,-0.86809856,0.41964257,0.190698,-0.2947553,-0.4400394,0.1452841
51,-0.31510755,-0.18481106,"('uneducated', 'educated')",-0.8920435,-0.742916,-0.17533036,-0.19254819,0.68913704,0.5020589,-0.1733361,-0.1545541,-0.018782
26,0.3069958,0.1563383,"('hardhearted', 'benevolent')",1.1513126,1.1032593,0.9890779,1.0733458,1.5823717,1.777,1.0074395,1.0274858,-0.0200463
54,0.30523315,0.39159572,"('incapable', 'capable')",0.025947893,0.12570438,-0.5320134,-0.43515524,1.0377997,1.2674015,0.2092418,0.3373866,-0.1281448
18,-0.2881022,-0.2567801,"('disagreeable', 'welcoming')",-0.25869328,-0.22216439,-2.040083,-1.9032578,-0.6273564,-0.5535902,-0.8035587,-0.7339481,-0.0696106
40,0.28116027,0.1533288,"('stingy', 'generous')",-0.36425057,-0.45274645,-0.9176199,-0.9442016,-1.007878,-1.2067109,-0.5021471,-0.6125826,0.1104355
34,0.2804408,0.34165305,"('mean', 'honorable')",0.03413631,0.12853885,0.08444646,0.13080014,5.004298,5.448769,1.3508304,1.5124403,-0.1616099
16,-0.27637404,-0.19795382,"('unpopular', 'popular')",0.12557337,0.20050275,-0.6063161,-0.3835062,0.258251,0.5750412,-0.1247164,0.048521,-0.1732374
12,0.27304116,0.18968534,"('unsupportive', 'supportive')",-0.45019752,-0.33494118,-0.64776194,-0.59607387,-0.85718066,-1.1282393,-0.4205247,-0.4673922,0.0468675
42,0.25168234,0.14276117,"('unreliable', 'reliable')",-0.4790737,-0.5297297,-0.14660059,-0.19036469,-1.830015,-2.2499697,-0.5510017,-0.7068257,0.155824
58,0.23051839,0.2016499,"('undiscriminating', 'discriminating')",-0.84785324,-0.7384809,-0.16601744,-0.13305616,-0.014685724,-0.026611887,-0.1995095,-0.1741248,-0.0253847
13,-0.2043035,-0.13480595,"('impolite', 'polite')",-0.49070862,-0.34272033,0.6818502,0.71717656,-0.18468001,-0.45165443,-0.0494605,-0.053001,0.0035405
47,-0.18550074,-0.13936591,"('stupid', 'smart')",-0.02636329,-0.030268885,0.3599466,0.40487653,4.0952325,4.4526196,1.0608288,1.1719654,-0.1111366
8,0.17695208,-0.0407435,"('unaffectionate', 'affectionate')",0.15630233,-0.0028356016,-1.4834704,-1.5170877,0.68754977,0.6479294,-0.1156666,-0.2281844,0.1125178
80,0.1235685,0.34124377,"('dominated', 'dominating')",-0.8859256,-0.68536866,0.65379065,0.7121804,-0.966753,-0.9935763,-0.2688299,-0.1563802,-0.1124497
52,0.11455778,-0.013536036,"('irrational', 'rational')",0.46471882,0.27603757,-1.2138469,-1.2370251,-0.0715766,0.013467224,-0.1765367,-0.2402641,0.0637274
74,0.0992773,0.08372637,"('undedicated', 'dedicated')",-0.5228418,-0.44412494,0.3807037,0.48471385,0.7821547,0.77990425,0.1848235,0.2260549,-0.0412314
56,-0.091383904,-0.29238427,"('impractical', 'practical')",-0.549138,-0.5404726,0.7582872,0.6477926,0.55102336,0.09020666,0.1671972,-0.0237144,0.1909116
87,0.07614489,0.38807368,"('unsuccessful', 'successful')",0.029009942,0.1799921,0.7301163,0.92631376,0.63739747,0.8924529,0.3681672,0.5967081,-0.2285409
78,0.06673808,0.063483156,"('nonresilient', 'resilient')",0.16331474,0.2304605,0.27866575,0.35001376,0.5514849,0.5247323,0.2650509,0.2921724,-0.0271215
49,0.06361323,0.10819761,"('unable', 'able')",0.0739193,0.074158505,-0.8334047,-0.7220681,-0.41197336,-0.2641081,-0.2769614,-0.200955,-0.0760064
77,0.025667008,0.04083519,"('unmotivated', 'motivated')",-1.0371987,-0.8628503,0.034425594,0.14130846,-0.9270837,-0.9599187,-0.4760475,-0.4101563,-0.0658912
