,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
69,2.508475,2.4380298,"('lazy', 'industrious')",3.3160028,3.1547456,1.1765538,1.152246,-0.20555934,-0.045478854,1.6988682,1.6748856,0.0239826
85,2.4078205,2.3211203,"('insignificant', 'prestigious')",2.2794018,2.1998847,-0.5770185,-0.48219594,0.68068904,1.0448208,1.1977232,1.2709074,-0.0731842
73,2.0207012,1.7925525,"('helpless', 'self-reliant')",1.5774816,1.4015044,0.5922148,0.46461925,-2.4562747,-2.767875,0.4335306,0.2227003,0.2108303
35,2.0170288,1.8767868,"('corrupt', 'incorrupt')",2.1894794,1.9276321,-0.25853235,-0.40929955,-0.456513,-0.29017037,0.8728657,0.7762372,0.0966285
57,-1.7293546,-1.8456872,"('unimaginative', 'imaginative')",-2.11303,-2.1429377,-0.7738335,-0.8553249,-1.1779592,-1.6158304,-1.4485443,-1.6149451,0.1664008
24,-1.6905608,-1.717834,"('dishonest', 'honest')",-2.2062428,-2.15165,-1.0868385,-1.0947409,0.8670175,0.81410146,-1.0291562,-1.0375309,0.0083747
14,-1.6414626,-1.4980925,"('antisocial', 'social')",-1.5244924,-1.3989443,-0.09623076,0.098360576,-0.9552848,-0.9634604,-1.0543677,-0.9405342,-0.1138335
45,-1.5693871,-1.6185652,"('incompetent', 'competent')",-2.302702,-2.2164068,-0.5885251,-0.53331983,-0.12222195,-0.25050655,-1.145709,-1.1546996,0.0089906
10,-1.5538611,-1.5057677,"('unsympathetic', 'sympathetic')",-2.9286025,-2.7282088,-0.6850286,-0.6211566,0.44292605,0.27697283,-1.1811416,-1.1445401,-0.0366015
65,-1.5386084,-1.3887099,"('insecure', 'secure')",-1.6495404,-1.4229904,0.16676489,0.31718042,-0.21714443,-0.31739846,-0.8096321,-0.7029796,-0.1066525
3,-1.5381283,-1.3862231,"('repellent', 'pleasant')",-2.5966496,-2.363995,-0.056948718,0.13082632,-0.23100111,-0.088529535,-1.1056819,-0.9269804,-0.1787015
72,-1.3919054,-1.3924115,"('unambitious', 'ambitious')",-1.645874,-1.5478691,-0.99672365,-1.0128876,-0.50784725,-0.80501986,-1.1355876,-1.1895469,0.0539593
55,-1.333183,-1.2078406,"('incompetent', 'clever')",-2.1259625,-1.9165126,-0.1832073,-0.06836843,0.25401604,0.1586686,-0.8470842,-0.7585133,-0.0885709
46,-1.3302368,-1.3009081,"('uncompetitive', 'competitive')",-2.1396112,-1.900123,-0.8584494,-0.7354136,-0.064202085,-0.25996578,-1.098125,-1.0491027,-0.0490223
22,-1.2771703,-1.14899,"('untrustworthy', 'trustworthy')",-1.7192402,-1.5437576,-0.9063949,-0.8059208,-1.313538,-1.3565518,-1.3040859,-1.2138051,-0.0902808
82,-1.2485056,-1.1873231,"('poor', 'rich')",-1.2898023,-1.2674907,0.028411657,0.046299815,5.348148,5.6473327,0.7095629,0.8097047,-0.1001418
86,-1.2348273,-1.169659,"('uninfluential', 'influential')",-1.8063242,-1.5640635,-0.7772496,-0.6003285,0.15343018,0.15351368,-0.9162427,-0.7951344,-0.1211083
33,1.2215018,1.0520581,"('wrong', 'right')",1.5862303,1.4512242,0.13287684,0.070160665,-0.6407365,-0.6844326,0.5749681,0.4722526,0.1027155
60,-1.203695,-1.0969405,"('inefficient', 'efficient')",-1.7989821,-1.5467293,0.5153174,0.7043405,0.6771655,0.2694637,-0.4525486,-0.4174664,-0.0350822
59,1.1951731,1.1592002,"('foolish', 'wise')",1.4101819,1.2903917,-0.0842181,-0.06317078,0.4798851,0.6324857,0.7502555,0.7547267,-0.0044712
48,-1.187599,-1.3799267,"('unintelligent', 'intelligent')",-2.1167808,-2.1926837,-0.7810046,-0.8218108,0.6104428,0.42752135,-0.8687354,-0.991725,0.1229896
36,1.1803672,1.2126797,"('hostile', 'amicable')",1.8073922,1.8366472,-0.20352574,-0.14645767,-0.18131627,0.28504273,0.6507294,0.796978,-0.1462486
0,-1.0482702,-0.91723484,"('unsociable', 'sociable')",-1.164462,-0.88754445,-0.21146,-0.05047939,-0.5279181,-0.46500492,-0.7380276,-0.5800659,-0.1579617
43,-1.0143864,-0.97353023,"('irresponsible', 'responsible')",-1.271337,-1.0416833,-0.33727106,-0.19743088,1.1282383,0.9546101,-0.373689,-0.3145086,-0.0591804
50,0.9853107,0.8689929,"('clumsy', 'skillful')",1.1351779,1.0307363,0.83067894,0.86142164,0.9356866,0.9284897,0.9717135,0.9224101,0.0493034
17,0.94189966,0.8227327,"('nasty', 'nice')",0.22713824,0.1463891,-0.79671735,-0.8805104,-0.8930252,-0.8410299,-0.1301762,-0.1881046,0.0579284
84,0.9122343,0.7307654,"('inferior', 'superior')",0.69077444,0.5334971,0.35599163,0.19816814,0.85994315,0.7735159,0.7047359,0.5589866,0.1457493
23,-0.9015331,-0.923087,"('insincere', 'sincere')",-2.022601,-1.9584674,-0.68145686,-0.6159795,4.897846,5.0017447,0.3230639,0.3760527,-0.0529888
67,0.8971812,0.80462855,"('doubtful', 'determined')",0.40117583,0.29749078,0.66321504,0.5877431,-0.41239777,-0.41203484,0.3872936,0.3194569,0.0678367
76,-0.87766016,-0.8139423,"('anxious', 'daring')",-2.381387,-2.327727,-0.2128995,-0.14168084,0.101512425,0.051324107,-0.8426085,-0.8080065,-0.034602
30,-0.8435435,-0.97541136,"('intolerant', 'tolerant')",-1.0440905,-1.0906591,-0.06220477,-0.015928797,0.970781,0.81393015,-0.2447644,-0.3170173,0.0722529
44,-0.84058464,-0.6613159,"('prejudiced', 'unprejudiced')",-0.6673067,-0.68631035,-0.72990066,-0.7378167,-1.4713845,-1.4496872,-0.9272941,-0.8837826,-0.0435115
5,0.83434594,0.8139279,"('distant', 'outgoing')",1.2687016,1.2214695,-1.0222895,-1.0391856,-0.21823376,-0.11433126,0.215631,0.2204702,-0.0048392
37,0.8335748,0.78589344,"('fake', 'genuine')",-0.19621935,-0.32258695,-0.08813837,-0.23237392,0.9054805,0.7143715,0.3636744,0.236326,0.1273484
21,-0.83284557,-0.59954536,"('immoral', 'moral')",-1.6092329,-1.3208296,-0.60113025,-0.36839202,-1.1642859,-1.2162778,-1.0518737,-0.8762612,-0.1756125
32,-0.80706805,-0.7139195,"('unkind', 'kind')",-0.8274822,-0.74287677,0.41268128,0.52616656,1.4352629,1.3284271,0.0533485,0.0994493,-0.0461008
19,0.8007389,0.679169,"('inhospitable', 'hospitable')",0.9635371,0.8301192,-0.21299691,-0.3420036,-0.043158557,-0.0849686,0.3770301,0.270579,0.1064511
81,-0.7917364,-0.77598953,"('submissive', 'aggressive')",-1.8099418,-1.8237793,0.04228958,0.061177347,-0.21840537,-0.5126977,-0.6944485,-0.7628223,0.0683738
4,0.7468482,0.5968752,"('disliked', 'liked')",0.9751869,0.86864996,-0.7266431,-0.7769576,-4.828778,-5.166649,-0.9583464,-1.1195203,0.1611739
66,0.7419052,0.9077043,"('inactive', 'active')",0.5933709,0.69802725,-0.11458515,-0.082026675,0.60014206,0.9746444,0.4552082,0.6245873,-0.1693791
79,0.7173093,0.6794637,"('wavering', 'unwavering')",1.3775637,1.2935816,-0.6787506,-0.80657053,0.060857646,0.11094579,0.369245,0.3193552,0.0498898
25,0.7135141,0.6164269,"('egoistic', 'altruistic')",0.60795534,0.5357185,0.0024114978,0.103373066,1.0596169,1.2456498,0.5958744,0.6252921,-0.0294177
75,0.690102,0.63138753,"('meek', 'impulsive')",0.7616892,0.65496033,-0.66515076,-0.77363586,-0.19848567,-0.20753703,0.1470387,0.0762937,0.070745
29,-0.6346646,-0.6162787,"('unfair', 'fair')",-0.86218405,-0.77608466,-1.4849342,-1.5167531,-0.8107703,-0.85856235,-0.9481383,-0.9419197,-0.0062186
