,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,male-female
23,-1.1913342,-1.0969555,"('insincere', 'sincere')",-0.32645324,-0.23349865,5.188135,5.0921826,1.2234492,1.2539094,-0.0304602
38,-1.1595395,-0.9206982,"('untruthful', 'truthful')",-0.8530252,-0.7845722,-0.08868992,0.11180638,-0.7004182,-0.5311547,-0.1692635
43,-1.1591071,-0.817869,"('irresponsible', 'responsible')",-0.2881138,-0.0726725,0.18879585,0.29299793,-0.419475,-0.1991812,-0.2202938
45,-1.1426988,-0.90571976,"('incompetent', 'competent')",-0.24713185,-0.1772603,-0.49017054,-0.54260856,-0.626667,-0.5418629,-0.0848041
69,1.1140379,0.8544512,"('lazy', 'industrious')",0.33562535,0.30875343,-0.038214616,-0.061793923,0.4704829,0.3671369,0.103346
79,-1.0477669,-1.0022392,"('wavering', 'unwavering')",-1.971367,-1.937949,-0.17833199,-0.10702857,-1.065822,-1.0157389,-0.0500831
9,-0.976233,-1.0869893,"('unaffectionate', 'caring')",-0.45696703,-0.48989892,1.0312924,0.9170162,-0.1339692,-0.2199573,0.0859881
28,-0.92008716,-1.05908,"('disloyal', 'loyal')",0.058629148,-0.0403722,0.83893275,0.77489257,-0.0075084,-0.1081866,0.1006782
88,-0.8843094,-1.0851823,"('low', 'eminent')",0.22603098,0.22137256,0.38806415,0.3853857,-0.0900714,-0.1594747,0.0694033
8,-0.87292373,-1.1169579,"('unaffectionate', 'affectionate')",-0.7308015,-0.7985465,0.43989718,0.26904044,-0.3879427,-0.5488213,0.1608786
46,-0.8457721,-0.8581248,"('uncompetitive', 'competitive')",0.5238879,0.53526765,-0.48044342,-0.48864686,-0.2674425,-0.2705013,0.0030588
50,0.8253458,0.6374556,"('clumsy', 'skillful')",0.42088974,0.3652962,0.3115481,0.30708158,0.5192612,0.4366111,0.0826501
34,-0.821852,-0.744349,"('mean', 'honorable')",-0.37884155,-0.3227767,5.8932037,5.8973746,1.56417,1.6100829,-0.0459129
32,-0.8117386,-0.57938284,"('unkind', 'kind')",0.3079469,0.48860043,0.9335357,0.9906636,0.143248,0.2999604,-0.1567124
70,-0.8007634,-0.43610278,"('lethargic', 'energetic')",-0.16385871,0.097081766,0.69697416,1.0267637,-0.089216,0.2292476,-0.3184636
58,-0.7982711,-0.93590915,"('undiscriminating', 'discriminating')",0.4349929,0.31791753,-0.22836404,-0.29957247,-0.1972141,-0.3058547,0.1086406
61,-0.7946357,-0.87633777,"('illogical', 'logical')",0.55458546,0.5557736,0.011456214,-0.08304273,-0.076198,-0.1345356,0.0583376
82,-0.7806059,-0.65742093,"('poor', 'rich')",0.66491616,0.6928395,5.9656563,5.8400135,1.9499888,1.9584773,-0.0084885
21,-0.72709054,-0.6976107,"('immoral', 'moral')",1.0324575,1.1104223,-0.7796895,-0.6435598,-0.1581075,-0.0769161,-0.0811914
41,-0.68962157,-0.9020282,"('unforgiving', 'forgiving')",-0.9928726,-1.0998368,0.17149341,0.112050764,-0.5036669,-0.629938,0.1262711
27,-0.6859795,-0.5143272,"('hardhearted', 'softhearted')",-0.16029422,-0.07623317,1.4567282,1.2443739,0.2034848,0.2179378,-0.014453
54,-0.68079185,-0.8079567,"('incapable', 'capable')",-0.06690124,-0.0262249,1.0799781,1.0287088,0.1107617,0.0648424,0.0459193
39,0.6624781,0.76667637,"('exploitative', 'cooperative')",0.25387558,0.40388033,-0.080628276,-0.041076988,0.2785751,0.3764932,-0.0979181
68,-0.657362,-0.6537402,"('dependent', 'independent')",-0.3324581,-0.42344955,-0.32362482,-0.45674193,-0.437815,-0.5113106,0.0734956
44,0.6294146,0.71143025,"('prejudiced', 'unprejudiced')",0.045715146,0.104088455,-1.3645552,-1.2951365,-0.2298085,-0.1598726,-0.0699359
30,-0.6123906,-0.30411243,"('intolerant', 'tolerant')",1.3209782,1.536318,1.0631415,1.2721967,0.5905763,0.8348007,-0.2442244
36,-0.5838555,-1.0789908,"('hostile', 'amicable')",-1.4609888,-1.7688639,0.21368232,-0.02678983,-0.6103873,-0.9582148,0.3478275
67,0.5717296,0.7096439,"('doubtful', 'determined')",0.14290407,0.2928251,-0.56011647,-0.42695048,0.0515057,0.1918395,-0.1403338
25,-0.5606384,-0.7357949,"('egoistic', 'altruistic')",-0.44174606,-0.5853508,1.3550978,1.3897948,0.1175711,0.022883,0.0946881
83,-0.5285804,-0.44302183,"('powerless', 'powerful')",0.417808,0.4987503,-1.2839112,-1.1682742,-0.4648945,-0.3708486,-0.0940459
31,-0.5272469,-0.74214077,"('evil', 'good')",-1.69407,-1.8469608,-1.0752368,-1.2747554,-1.0988512,-1.2879523,0.1891011
72,-0.5239281,-0.5776562,"('unambitious', 'ambitious')",-0.1348434,-0.14023021,-1.3555943,-1.4469298,-0.6714552,-0.7216055,0.0501503
77,-0.5230998,-0.74571824,"('unmotivated', 'motivated')",0.9906067,0.9894195,-0.92309344,-0.903255,-0.1518622,-0.2198512,0.067989
81,-0.52016556,-0.36575276,"('submissive', 'aggressive')",1.7303936,1.7681339,-0.31612435,-0.18210763,0.2980346,0.4067578,-0.1087232
20,0.48906946,0.4498167,"('rough', 'thoughtful')",1.5085418,1.5131881,0.6473519,0.71215135,0.8816544,0.8917187,-0.0100643
74,-0.445838,-0.3397091,"('undedicated', 'dedicated')",0.0105621945,0.141737,-0.090705745,-0.12958652,-0.1753272,-0.1091862,-0.066141
64,-0.42795643,-0.40515223,"('shy', 'confident')",-0.1480164,-0.12277398,-5.9576907,-5.7741365,-2.1778879,-2.1006877,-0.0772002
22,-0.42004102,-0.34033108,"('untrustworthy', 'trustworthy')",-0.34703946,-0.280639,-0.84848106,-0.8995445,-0.5385205,-0.5068382,-0.0316823
84,0.38892967,0.43113035,"('inferior', 'superior')",0.2810941,0.2690206,0.8848863,0.8774396,0.5183034,0.5258635,-0.0075601
13,-0.38113528,-0.12132725,"('impolite', 'polite')",0.33057618,0.57151514,-0.123113215,-0.15752831,-0.0578908,0.0975532,-0.155444
18,-0.380477,-0.76717633,"('disagreeable', 'welcoming')",-0.33494788,-0.41211796,-0.10714503,-0.20497988,-0.27419,-0.4614247,0.1872347
11,-0.3747717,-0.11161615,"('unhelpful', 'helpful')",1.0221176,1.1309003,1.867707,2.0293002,0.8383509,1.0161948,-0.1778439
3,-0.36414525,-0.33644938,"('repellent', 'pleasant')",0.441637,0.461888,0.095798306,0.15473422,0.0577634,0.0933909,-0.0356275
12,-0.3550995,-0.29809532,"('unsupportive', 'supportive')",0.23332423,0.30144602,-1.5853553,-1.4422362,-0.5690435,-0.4796285,-0.089415
59,0.35317472,0.25053313,"('foolish', 'wise')",-0.47436735,-0.54345196,0.29174843,0.19755861,0.0568519,-0.0317867,0.0886386
55,-0.341399,-0.27755713,"('incompetent', 'clever')",1.2865357,1.284724,-0.16226114,-0.13793012,0.2609585,0.2897456,-0.0287871
80,0.2992138,0.44762188,"('dominated', 'dominating')",1.0462384,1.1333482,-1.0160234,-0.9068806,0.1098096,0.2246965,-0.1148869
51,-0.2990302,-0.39387774,"('uneducated', 'educated')",0.8622254,0.76900965,0.76576614,0.7682617,0.4429871,0.3811312,0.0618559
62,-0.29116398,-0.05146029,"('incompetent', 'brilliant')",1.5314847,1.7413924,-0.052507557,0.11205217,0.3959377,0.6006614,-0.2047237
87,0.25272012,0.1749019,"('unsuccessful', 'successful')",1.0104094,0.9582386,0.8441154,0.57978684,0.702415,0.5709758,0.1314392
40,-0.2473761,-0.34638947,"('stingy', 'generous')",-0.20786,-0.29444376,-1.5283802,-1.5276138,-0.6612054,-0.7228157,0.0616103
14,0.23470865,0.256004,"('antisocial', 'social')",1.7795972,1.8731536,-0.7769161,-0.7382423,0.4124633,0.4636384,-0.0511751
56,-0.22542901,0.24851622,"('impractical', 'practical')",0.9606752,1.1872145,-0.37503475,-0.13804789,0.1200705,0.4325609,-0.3124904
47,-0.22015196,-0.12843108,"('stupid', 'smart')",0.8842895,0.94135904,5.2854724,5.1224203,1.9832033,1.9784495,0.0047538
48,0.21411878,-0.09015333,"('unintelligent', 'intelligent')",1.8041686,1.647922,0.8406088,0.76298803,0.9529654,0.7735856,0.1793798
26,-0.2093763,-0.34171465,"('hardhearted', 'benevolent')",0.55936426,0.53340274,1.6079435,1.5155102,0.6526438,0.5690661,0.0835777
4,-0.20194808,-0.42844483,"('disliked', 'liked')",-0.55186987,-0.7499457,-5.337849,-5.2053313,-2.0305557,-2.1279073,0.0973516
49,0.1912106,-0.07515995,"('unable', 'able')",0.69730175,0.63203984,0.3401183,0.25590613,0.4095436,0.2709287,0.1386149
71,0.19091873,0.04791581,"('diffident', 'self-confident')",0.7405782,0.62462604,0.71283555,0.52387476,0.5481108,0.3988055,0.1493053
35,0.19024199,0.07317692,"('corrupt', 'incorrupt')",-1.4130279,-1.4852494,-0.3344963,-0.4396478,-0.5190941,-0.6172401,0.098146
85,-0.18388207,-0.6020723,"('insignificant', 'prestigious')",-0.45205313,-0.59554064,0.5096864,0.34134674,-0.0420829,-0.2854221,0.2433392
42,0.17923814,0.46556908,"('unreliable', 'reliable')",-0.9117195,-0.7341658,-2.7332041,-2.425071,-1.1552285,-0.8978892,-0.2573393
7,-0.17489806,-0.1955488,"('insensitive', 'sensitive')",0.6637464,0.70020425,0.79999614,0.8010158,0.4296148,0.4352237,-0.0056089
37,0.1380111,0.36120647,"('fake', 'genuine')",-0.5062698,-0.3928797,0.14008787,0.30917794,-0.0760569,0.0925016,-0.1685585
52,-0.13441637,-0.35914665,"('irrational', 'rational')",-1.2779946,-1.406008,-0.19170785,-0.34126645,-0.5347063,-0.7021403,0.167434
65,-0.13041636,-0.13813563,"('insecure', 'secure')",0.20477253,0.21627888,-0.5301749,-0.5420584,-0.1519396,-0.1546384,0.0026988
76,0.10907394,0.35069883,"('anxious', 'daring')",0.84349555,1.023777,0.15380839,0.37653235,0.3687926,0.5836694,-0.2148768
2,-0.10525745,-0.2720517,"('unlikable', 'likable')",0.35120448,0.3211063,0.5845426,0.5567981,0.2768299,0.2019509,0.074879
29,0.101955384,0.07439376,"('unfair', 'fair')",-1.1242969,-1.1403115,-0.8536931,-0.8182945,-0.6253449,-0.6280708,0.0027259
17,0.091419324,0.1257905,"('nasty', 'nice')",-0.76147586,-0.71473384,-0.4950613,-0.4742273,-0.3883726,-0.3543902,-0.0339824
60,0.08969524,0.26778874,"('inefficient', 'efficient')",2.0603297,2.2265935,-0.037827145,0.12488945,0.7040659,0.8730905,-0.1690246
75,0.08705713,0.122102454,"('meek', 'impulsive')",-0.17822866,-0.1988174,-0.23847474,-0.22877657,-0.1098821,-0.1018305,-0.0080516
78,-0.07794163,-0.29416916,"('nonresilient', 'resilient')",1.3880183,1.2659234,0.460172,0.47802287,0.5900829,0.483259,0.1068239
15,-0.026168732,-0.07979915,"('boring', 'funny')",-0.42109624,-0.4136413,0.5787187,0.5057153,0.0438179,0.0040916,0.0397263
16,-0.0147928875,-0.25078484,"('unpopular', 'popular')",-0.5204134,-0.6818032,0.71176964,0.531614,0.0588545,-0.133658,0.1925125
33,0.01258418,-0.12571307,"('wrong', 'right')",-0.0063518323,-0.04125543,-0.39442217,-0.53688276,-0.1293966,-0.2346171,0.1052205
