,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
65,-0.72311515,-0.5430153,"('insecure', 'secure')",-1.4869173,-1.4784911,0.092987746,-0.08091934,-0.7056816,-0.7008085,-0.0048731
14,-0.7008527,-0.695784,"('antisocial', 'social')",0.13954823,-0.057167128,-0.18252929,-0.3414423,-0.2479446,-0.3647978,0.1168532
68,-0.6765685,-0.7479256,"('dependent', 'independent')",-1.5305799,-1.550926,-0.55728656,-0.6214576,-0.9214784,-0.9734364,0.051958
79,-0.6765362,-0.66398084,"('wavering', 'unwavering')",0.6606309,0.72380954,-0.34979546,-0.2872677,-0.1219003,-0.075813,-0.0460873
28,-0.6731076,-0.5107169,"('disloyal', 'loyal')",-0.97845936,-0.80557543,1.2288655,1.0475862,-0.1409005,-0.0895687,-0.0513318
8,-0.64137113,-0.6890514,"('unaffectionate', 'affectionate')",-0.089234054,0.1356777,0.44659853,0.68619764,-0.0946689,0.0442746,-0.1389435
20,-0.62525535,-0.75061274,"('rough', 'thoughtful')",-0.09250051,-0.038534835,0.5232354,0.62616163,-0.0648402,-0.0543286,-0.0105116
16,-0.58741105,-0.5146705,"('unpopular', 'popular')",0.77008057,0.7582777,0.4970031,0.50485295,0.2265575,0.2494867,-0.0229292
6,-0.5873847,-0.4536788,"('distant', 'open')",0.63534164,0.9200893,-0.6107428,-0.25487944,-0.1875953,0.0705104,-0.2581057
62,0.5813379,0.7689898,"('incompetent', 'brilliant')",-0.78709704,-0.854273,0.7981475,0.579943,0.1974628,0.1648866,0.0325762
25,-0.572461,-0.42008156,"('egoistic', 'altruistic')",0.35179952,0.63036,0.68091464,0.84946,0.1534177,0.3532461,-0.1998284
44,0.56723887,0.21601322,"('prejudiced', 'unprejudiced')",0.36960047,0.14826237,-1.3690768,-1.4823551,-0.1440792,-0.3726932,0.228614
19,-0.561604,-0.34047627,"('inhospitable', 'hospitable')",-0.40191862,-0.15782075,-0.44276103,-0.28953758,-0.4687612,-0.2626115,-0.2061497
58,-0.5559478,-0.6266107,"('undiscriminating', 'discriminating')",-0.6557026,-0.6614941,-0.022737363,-0.075947076,-0.4114626,-0.4546839,0.0432213
24,0.5486496,0.7887503,"('dishonest', 'honest')",-1.5065266,-1.1748368,0.8466179,0.79553676,-0.0370864,0.1364834,-0.1735698
64,-0.52239084,-0.35457206,"('shy', 'confident')",-0.51031095,-0.50957775,-6.5615687,-6.4497623,-2.5314236,-2.4379708,-0.0934528
75,0.51902235,0.398924,"('meek', 'impulsive')",0.37871173,0.2755344,-0.8430455,-0.8585999,0.0182295,-0.0613805,0.07961
32,-0.4677303,-0.14710641,"('unkind', 'kind')",-0.6774017,-0.4659923,0.9261515,0.871937,-0.0729935,0.0862794,-0.1592729
67,0.4415808,0.5649048,"('doubtful', 'determined')",0.5666258,0.7232348,-0.34151205,-0.39877835,0.2222315,0.2964538,-0.0742223
48,-0.4076401,-0.33988854,"('unintelligent', 'intelligent')",-0.8843484,-0.71519136,0.73178405,0.66745865,-0.1867348,-0.1292071,-0.0575277
7,-0.3869719,-0.09197579,"('insensitive', 'sensitive')",-0.8305256,-0.66380125,0.5027315,0.5599722,-0.2382553,-0.0652683,-0.172987
23,-0.37464377,-0.045009434,"('insincere', 'sincere')",-0.43384773,-0.30240387,6.4579864,6.4570417,1.883165,2.0365429,-0.1533779
12,-0.3742861,-0.045308437,"('unsupportive', 'supportive')",0.061203696,0.34599677,-2.0259464,-1.984754,-0.7796763,-0.5613552,-0.2183211
60,0.3564371,0.7848542,"('inefficient', 'efficient')",-1.2660393,-1.1514636,0.33021212,0.27336684,-0.19313,-0.0310809,-0.1620491
77,-0.3428259,0.13506937,"('unmotivated', 'motivated')",-0.3774444,-0.2271885,-0.93001217,-0.86551625,-0.5500941,-0.3192118,-0.2308823
4,-0.34081876,-0.43710953,"('disliked', 'liked')",0.8802641,0.8055125,-7.277963,-7.485428,-2.2461726,-2.3723416,0.126169
70,0.33672637,0.5528286,"('lethargic', 'energetic')",-1.7626027,-1.6219555,0.5274885,0.4242822,-0.2994626,-0.2149482,-0.0845144
3,-0.3317368,-0.21856834,"('repellent', 'pleasant')",-0.9372082,-0.9571072,1.059726,0.794917,-0.0697397,-0.1269195,0.0571798
82,-0.30850035,-0.13820945,"('poor', 'rich')",-0.5165158,-0.5743645,7.1407814,7.1139126,2.1052551,2.1337795,-0.0285244
30,0.2932055,0.5945162,"('intolerant', 'tolerant')",-0.23033452,-0.20179242,0.8862581,0.8521518,0.3163764,0.4149586,-0.0985822
35,-0.2741262,-0.3029391,"('corrupt', 'incorrupt')",0.7695529,0.84030104,-0.76087266,-0.43270886,-0.088482,0.0348844,-0.1233664
29,-0.2501253,-0.1722254,"('unfair', 'fair')",-0.5089917,-0.4968242,-0.42768523,-0.43313617,-0.3956008,-0.3673952,-0.0282056
84,0.24637473,0.14717853,"('inferior', 'superior')",-0.86936176,-0.8398546,1.026194,1.173981,0.1344023,0.160435,-0.0260327
78,-0.24543595,-0.014695775,"('nonresilient', 'resilient')",1.0743569,1.1199201,0.5959113,0.5666356,0.4749441,0.5572867,-0.0823426
15,0.24331623,0.09538174,"('boring', 'funny')",0.76448995,0.7540537,-0.1304788,-0.114332765,0.2924425,0.2450342,0.0474083
81,0.2322579,0.19557017,"('submissive', 'aggressive')",-1.1874332,-1.3915076,-0.30883193,-0.68307376,-0.4213358,-0.6263371,0.2050013
37,-0.22740057,-0.029276393,"('fake', 'genuine')",-1.4066461,-1.2159514,0.15055051,0.36934578,-0.4944987,-0.2919607,-0.202538
21,0.21231925,0.22049102,"('immoral', 'moral')",-0.64227736,-0.627623,-0.19840512,-0.41774523,-0.2094544,-0.2749591,0.0655047
80,0.20248175,-0.016445547,"('dominated', 'dominating')",-1.3562933,-1.6989725,-0.44087455,-0.9002552,-0.5315621,-0.871891,0.3403289
50,-0.19455434,0.16606025,"('clumsy', 'skillful')",1.0295022,1.1469773,0.27212542,0.3572316,0.3690244,0.5567564,-0.187732
61,-0.18347923,-0.10615857,"('illogical', 'logical')",-0.4756074,-0.43345898,0.61719036,0.57540154,-0.0139654,0.011928,-0.0258934
27,-0.17191982,0.117209435,"('hardhearted', 'softhearted')",-0.5456945,-0.35252702,0.8168871,0.9061607,0.0330909,0.2236144,-0.1905235
42,0.171863,0.5240733,"('unreliable', 'reliable')",0.13167858,0.31089765,-3.1556344,-3.1411448,-0.9506976,-0.7687246,-0.181973
74,-0.16206503,-0.13971929,"('undedicated', 'dedicated')",-1.7643073,-1.6478916,-0.7699456,-0.8290169,-0.8987726,-0.8722092,-0.0265634
55,-0.16113281,-0.09077416,"('incompetent', 'clever')",-1.8810197,-1.9149292,0.39877865,0.11224292,-0.5477912,-0.6311534,0.0833622
47,-0.154747,-0.14415959,"('stupid', 'smart')",0.17854875,0.22535339,5.8672338,5.9533005,1.9636785,2.0114981,-0.0478196
85,-0.15223351,-0.3656899,"('insignificant', 'prestigious')",1.9888525,2.1414084,-0.5647694,-0.36649248,0.4239499,0.469742,-0.0457921
56,0.15172765,0.2941569,"('impractical', 'practical')",-0.5111942,-0.50205123,-0.31748146,-0.5226745,-0.2256494,-0.2435229,0.0178735
46,0.13552248,0.21559341,"('uncompetitive', 'competitive')",-1.7333988,-1.7096708,-0.43591112,-0.7312759,-0.6779292,-0.7417844,0.0638552
87,0.110093385,0.124624014,"('unsuccessful', 'successful')",1.0735409,0.77922124,1.1142001,0.970055,0.7659448,0.6246334,0.1413114
11,0.10906593,0.3023761,"('unhelpful', 'helpful')",-0.63323635,-0.71005934,2.4059582,2.2302566,0.6272626,0.6075244,0.0197382
43,-0.105682,0.2509094,"('irresponsible', 'responsible')",-1.5465008,-1.390715,0.51709366,0.49800625,-0.3783631,-0.2139331,-0.16443
63,0.10304896,0.2353702,"('unperceptive', 'insightful')",-0.40295568,-0.367696,1.0997459,0.98740923,0.266613,0.2850278,-0.0184148
34,0.097375244,0.24638817,"('mean', 'honorable')",0.40813112,0.46793285,6.3704863,6.3942637,2.2919976,2.3695283,-0.0775307
38,-0.084776565,0.12671748,"('untruthful', 'truthful')",-0.078846976,0.08801304,0.20057632,0.30833086,0.0123176,0.1743538,-0.1620362
59,-0.081395544,0.104778275,"('foolish', 'wise')",1.1639994,1.272309,-0.034305174,0.25774395,0.3494329,0.5449437,-0.1955108
54,-0.079679556,0.08080308,"('incapable', 'capable')",0.8365818,1.024585,0.95205975,1.0230811,0.569654,0.7094897,-0.1398357
69,-0.07685499,-0.11138323,"('lazy', 'industrious')",2.358444,2.4506638,-0.9565391,-0.5606765,0.4416833,0.592868,-0.1511847
49,-0.07030724,-0.1587364,"('unable', 'able')",-0.775451,-0.94162107,0.22722706,-0.013576036,-0.2061771,-0.3713111,0.165134
13,-0.05931928,0.23935945,"('impolite', 'polite')",-0.8376488,-0.6530829,0.048419945,-0.05766535,-0.2828494,-0.1571296,-0.1257198
5,0.041962486,0.27050686,"('distant', 'outgoing')",0.77784854,0.9758513,-0.47454786,-0.25414428,0.1150877,0.3307379,-0.2156502
17,-0.026149033,-0.10665765,"('nasty', 'nice')",0.8227849,0.8110528,-0.68648255,-0.73279095,0.0367178,-0.0094653,0.0461831
22,0.021558292,0.08878983,"('untrustworthy', 'trustworthy')",-1.4808365,-1.4601331,-1.1597415,-1.1462723,-0.8730066,-0.8392052,-0.0338014
33,0.018056292,0.41505086,"('wrong', 'right')",0.89422035,1.2026368,-1.1100664,-0.82039607,-0.0659299,0.2657639,-0.3316938
