,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
66,-0.89219654,-0.9809521,"('inactive', 'active')",-1.1177071,-1.279407,0.1201271,0.045957986,0.8721588,0.7721127,-0.2544044,-0.3605721,0.1061677
79,-0.8884894,-1.0462039,"('wavering', 'unwavering')",-2.2483783,-2.3216603,-2.5257504,-2.5400684,-0.26118162,-0.18601386,-1.48095,-1.5234865,0.0425365
23,-0.87743783,-0.5191792,"('insincere', 'sincere')",0.034525055,0.3920134,0.35201597,0.65721697,5.940421,6.217107,1.3623811,1.6867895,-0.3244084
27,-0.84835184,-1.0115974,"('hardhearted', 'softhearted')",-0.917696,-1.1839012,-0.050819695,-0.35223633,1.4936502,1.0933288,-0.0808043,-0.3636015,0.2827972
58,-0.8363773,-0.6231083,"('undiscriminating', 'discriminating')",0.44822773,0.52786887,0.88722575,0.9664037,0.33637077,0.36918494,0.2088617,0.3100873,-0.1012256
82,-0.8294709,-0.49434778,"('poor', 'rich')",-0.5788996,-0.33890912,-0.17172515,0.19083895,6.1578555,6.529684,1.1444399,1.4718165,-0.3273766
78,-0.81174874,-1.076693,"('nonresilient', 'resilient')",-0.15050514,-0.42783767,1.0976292,1.0397257,0.39886713,0.26896948,0.1335606,-0.0489589,0.1825195
73,0.8097751,0.69213855,"('helpless', 'self-reliant')",0.8082519,0.75257635,-0.06494867,-0.096154995,-3.36862,-3.3107176,-0.4538854,-0.4905394,0.036654
41,-0.806803,-0.5214138,"('unforgiving', 'forgiving')",0.19858287,0.61356324,0.47898024,0.6230146,0.108246446,0.05456669,-0.0052484,0.1924327,-0.1976811
61,-0.8054147,-0.742183,"('illogical', 'logical')",0.011536837,-0.0034796298,-0.3929916,-0.4497398,0.25128353,0.080063276,-0.2338965,-0.2788348,0.0449383
16,-0.784695,-0.9591479,"('unpopular', 'popular')",-1.1268318,-1.4008247,-0.625191,-0.70740557,0.29145887,0.17444041,-0.5613148,-0.7232344,0.1619196
44,0.7764244,0.61190635,"('prejudiced', 'unprejudiced')",-0.08824498,-0.29024455,-0.12692624,-0.3109378,-1.508589,-1.5834061,-0.236834,-0.3931705,0.1563365
74,-0.7703716,-0.4454121,"('undedicated', 'dedicated')",0.09470079,0.47478443,1.1990752,1.4340024,0.017264199,0.054291107,0.1351672,0.3794165,-0.2442493
32,-0.7628296,-0.65771306,"('unkind', 'kind')",0.37216875,0.51797307,0.96449524,1.1724362,0.8174065,0.9071033,0.3478102,0.4849499,-0.1371397
88,-0.7440246,-1.0879208,"('low', 'eminent')",-1.101906,-1.1523983,-0.8187466,-0.8315636,-0.028142061,-0.06448711,-0.6732048,-0.7840925,0.1108877
24,-0.7383719,-0.6431593,"('dishonest', 'honest')",-0.22489746,-0.05376872,-0.30171254,-0.18360695,0.44172695,0.6435466,-0.2058137,-0.0592471,-0.1465666
84,0.7277241,0.4456192,"('inferior', 'superior')",0.7923688,0.62861335,0.37147895,0.16980273,0.91254884,0.7438133,0.7010302,0.4969621,0.2040681
30,0.67521656,0.90091807,"('intolerant', 'tolerant')",0.8515442,1.1946548,0.8323068,0.9079815,0.9835745,1.0886345,0.8356606,1.0230472,-0.1873866
26,-0.6437881,-0.6730242,"('hardhearted', 'benevolent')",1.7472985,1.692675,0.84603983,1.0934196,1.6104743,1.5280858,0.8900061,0.910289,-0.0202829
7,-0.62300336,-0.52426815,"('insensitive', 'sensitive')",0.63249207,0.7934936,0.19212288,0.38889197,1.0564276,1.1191591,0.3145098,0.4443191,-0.1298093
52,-0.591967,-0.94102097,"('irrational', 'rational')",-1.0099659,-1.3154968,-1.0812898,-1.4057949,0.14236209,-0.09802638,-0.6352152,-0.9400848,0.3048696
25,-0.5834498,-0.6882228,"('egoistic', 'altruistic')",-0.7333013,-1.114481,-0.034373417,-0.34573627,1.7103251,1.5247382,0.0898002,-0.1559255,0.2457257
77,-0.58004,-0.7266899,"('unmotivated', 'motivated')",-0.019166052,-0.10606834,0.6458187,0.46764198,-0.9834343,-1.1329359,-0.2342054,-0.374513,0.1403076
59,0.5778582,0.24816945,"('foolish', 'wise')",0.16257827,-0.25254318,-1.3724174,-1.6125025,0.19741689,0.21345939,-0.108641,-0.3508542,0.2422132
21,0.5668385,0.6413666,"('immoral', 'moral')",0.5099375,0.7954184,0.53643817,0.59085196,-0.78081477,-0.8730496,0.2080999,0.2886468,-0.0805469
4,-0.5552802,-0.49905413,"('disliked', 'liked')",-1.2132959,-1.2147284,-0.31130615,-0.15056318,-6.9547477,-6.9667835,-2.2586575,-2.2077823,-0.0508752
55,0.5492209,0.853492,"('incompetent', 'clever')",0.99897444,1.5078967,1.2368995,1.3767843,0.022431102,0.024965543,0.7018815,0.9407846,-0.2389031
51,-0.54607385,-0.5161754,"('uneducated', 'educated')",-0.29201534,-0.04457114,0.4681589,0.3496986,0.45655578,0.3481635,0.0216564,0.0342789,-0.0126225
48,-0.53382385,-0.40323192,"('unintelligent', 'intelligent')",0.01931768,0.3279614,-0.10626293,-0.18863833,0.22194424,0.16370963,-0.0997062,-0.0250498,-0.0746564
3,-0.5120988,-0.40111503,"('repellent', 'pleasant')",-0.6700856,-0.46269,0.69861305,0.7420162,0.42347115,0.47804117,-0.0150251,0.0890631,-0.1040882
49,-0.5068068,-0.35561538,"('unable', 'able')",-0.6748199,-0.5359564,-0.8503829,-0.8549081,-0.44182444,-0.26099855,-0.6184585,-0.5018696,-0.1165889
14,0.5044656,1.173443,"('antisocial', 'social')",2.4012754,2.9262033,1.6043408,2.3095863,-0.32367176,-0.086548954,1.0466025,1.5806708,-0.5340683
45,-0.49715197,0.06996236,"('incompetent', 'competent')",0.2748198,0.88626546,0.2507832,0.87567866,-0.3938329,-0.1575877,-0.0913455,0.4185797,-0.5099252
34,-0.49240234,-0.42173186,"('mean', 'honorable')",-0.8658236,-0.7667112,-0.17645127,-0.09641384,6.2098846,6.2820945,1.1688018,1.2493094,-0.0805076
22,0.48252997,0.6982103,"('untrustworthy', 'trustworthy')",0.40224415,0.7103751,1.1909571,1.3050381,-0.8178859,-0.6268224,0.3144614,0.5217003,-0.2072389
40,-0.46152988,-0.50278425,"('stingy', 'generous')",-0.12910305,-0.25276846,0.3066199,0.19970879,-1.569577,-1.6638628,-0.4633975,-0.5549267,0.0915292
35,-0.4318814,-0.50701976,"('corrupt', 'incorrupt')",-1.4156961,-1.7243418,-1.6719426,-1.9330999,-0.2012592,-0.20017442,-0.9301949,-1.0911589,0.160964
33,0.42273408,0.057003465,"('wrong', 'right')",0.77670884,0.40986463,-0.19249836,-0.4941544,-0.47282284,-0.66758263,0.1335304,-0.1737172,0.3072476
29,-0.41418582,-0.423925,"('unfair', 'fair')",0.23592904,0.22575061,-0.3338346,-0.3444658,-0.33578056,-0.42148262,-0.211968,-0.2410307,0.0290627
65,0.40994543,0.69806755,"('insecure', 'secure')",1.291711,1.7659345,0.84658027,1.0015992,-0.3351023,-0.11961013,0.5532836,0.8364978,-0.2832142
81,0.39768088,0.71920943,"('submissive', 'aggressive')",0.3103497,0.8278389,1.5325463,1.6835374,-0.9295932,-0.7829524,0.3277459,0.6119083,-0.2841624
18,-0.37750122,-0.49318004,"('disagreeable', 'welcoming')",-0.9726438,-1.0233636,-0.8509702,-0.9827545,-0.46052763,-0.66893196,-0.6654107,-0.7920575,0.1266468
43,-0.367553,-0.14976566,"('irresponsible', 'responsible')",0.8353814,1.0632533,0.8647108,0.994187,0.55902433,0.7136861,0.4728909,0.6553402,-0.1824493
0,-0.34993672,-0.03784374,"('unsociable', 'sociable')",0.8192742,1.1052445,0.99205667,1.1732235,-0.5647125,-0.5390594,0.2241704,0.4253913,-0.2012209
42,0.3418813,0.2992279,"('unreliable', 'reliable')",0.09834883,0.23047835,0.687873,0.7398995,-3.3164883,-3.1883903,-0.5470963,-0.4796961,-0.0674002
17,-0.33608878,-0.13037746,"('nasty', 'nice')",-0.6689684,-0.425073,-0.7058087,-0.55195177,-0.80182177,-0.6474434,-0.6281719,-0.4387114,-0.1894605
12,-0.3337423,-0.25321442,"('unsupportive', 'supportive')",0.55408466,0.67390686,0.66065294,0.669736,-1.6353291,-1.7249321,-0.1885835,-0.1586259,-0.0299576
13,0.32468295,0.7579031,"('impolite', 'polite')",0.6749312,1.1435344,-0.08187057,0.233058,-0.2170622,-0.06619358,0.1751704,0.5170755,-0.3419051
70,-0.3096696,-0.023042386,"('lethargic', 'energetic')",0.008880108,0.31902733,0.67807615,0.89768445,0.8109687,1.0514504,0.2970638,0.56128,-0.2642162
37,0.27528208,0.34761342,"('fake', 'genuine')",-0.57249707,-0.4692904,-0.030191064,-0.02097847,0.410914,0.5711674,0.020877,0.107128,-0.086251
63,-0.24485545,-0.10300323,"('unperceptive', 'insightful')",-0.472928,-0.35833842,1.2572768,1.3714048,1.0214641,1.1022743,0.3902394,0.5030844,-0.112845
71,-0.21444497,-0.4079184,"('diffident', 'self-confident')",1.9604028,1.7240826,0.2888464,0.25880197,0.44630212,0.29823446,0.6202766,0.4683002,0.1519764
68,0.19843656,0.037472904,"('dependent', 'independent')",-0.50801355,-0.55858743,-0.3935673,-0.6555988,-0.71675175,-0.8366698,-0.354974,-0.5033458,0.1483718
75,-0.19763935,0.093678184,"('meek', 'impulsive')",-1.3195556,-1.2309992,-1.4816422,-1.3344554,-0.5372599,-0.23085804,-0.8840243,-0.6756586,-0.2083657
69,-0.1748029,-0.65352464,"('lazy', 'industrious')",-0.6830645,-1.1883607,0.11334453,-0.21615529,-0.6608222,-0.8667419,-0.3513363,-0.7311956,0.3798593
46,0.1239718,0.4186449,"('uncompetitive', 'competitive')",0.03695927,0.43761048,1.6886718,1.8914944,-0.61330307,-0.5284721,0.309075,0.5548194,-0.2457444
60,0.122915216,0.5755084,"('inefficient', 'efficient')",1.2712314,1.7723768,1.6433781,1.9896225,-0.10682139,0.07217926,0.7326759,1.1024218,-0.3697459
11,-0.11443391,0.124416694,"('unhelpful', 'helpful')",0.28602841,0.62605953,-0.039672017,0.19028626,1.7255358,2.0019581,0.4643646,0.7356802,-0.2713156
15,-0.11043485,-0.021327125,"('boring', 'funny')",0.5596338,0.64741164,-0.82902074,-0.764156,0.33107919,0.41474605,-0.0121857,0.0691686,-0.0813543
83,0.1084919,0.0431018,"('powerless', 'powerful')",0.4429115,0.5015344,-0.110440575,0.12709822,-1.0501301,-1.0272199,-0.1522918,-0.0888714,-0.0634204
2,0.093742855,0.19168805,"('unlikable', 'likable')",0.35463628,0.34257248,1.0355575,1.0965484,0.16224751,0.28661424,0.4115461,0.4793558,-0.0678097
47,0.08597461,0.4077356,"('stupid', 'smart')",0.95129776,1.1365554,0.65273666,0.8771076,5.5831294,5.815234,1.8182846,2.0591583,-0.2408737
64,0.084381804,-0.13236009,"('shy', 'confident')",0.455635,0.3686112,1.166759,0.9394845,-6.6745987,-6.7622814,-1.2419558,-1.3966365,0.1546807
50,-0.07876824,-0.40755522,"('clumsy', 'skillful')",-0.47033983,-0.84398896,-0.013882231,-0.22313072,0.121296674,0.12662879,-0.1104234,-0.3370115,0.2265881
56,-0.07415407,0.48629892,"('impractical', 'practical')",1.1926318,1.9552103,0.7006479,1.3505334,-0.60217136,-0.25870043,0.3042386,0.8833356,-0.579097
20,0.0641448,0.035693705,"('rough', 'thoughtful')",0.06881166,0.12431478,1.3302642,1.3888273,1.1523099,1.0850463,0.6538826,0.6584705,-0.0045879
62,0.055778965,0.6487466,"('incompetent', 'brilliant')",0.67153275,1.1906022,0.56918806,1.1029148,-0.1306827,0.28157833,0.2914543,0.8059605,-0.5145062
76,-0.037417557,0.3922891,"('anxious', 'daring')",-0.4227437,-0.005296619,0.64508146,0.8759891,-0.02317411,0.24373427,0.0404365,0.3766789,-0.3362424
87,0.034325745,0.1702084,"('unsuccessful', 'successful')",0.3682593,0.54363704,1.1364554,1.4685836,0.68656725,0.8101728,0.5564019,0.7481505,-0.1917486
