,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
43,-0.9520344,-0.83583605,"('irresponsible', 'responsible')",0.79619974,0.8160523,-0.0779173,-0.0098919,-0.0680254
72,-0.94507545,-0.8647771,"('unambitious', 'ambitious')",-0.29499128,-0.24425207,-0.6200334,-0.5545146,-0.0655188
0,-0.9333704,-0.65732765,"('unsociable', 'sociable')",-0.50789016,-0.46056494,-0.7206303,-0.5589463,-0.161684
86,-0.9248517,-0.80267346,"('uninfluential', 'influential')",-0.33213356,-0.52089536,-0.6284927,-0.6617844,0.0332917
71,0.90722835,0.80411774,"('diffident', 'self-confident')",0.2948331,0.23760846,0.6010307,0.5208631,0.0801676
62,-0.8860151,-0.53353405,"('incompetent', 'brilliant')",0.13299996,0.2366702,-0.3765076,-0.1484319,-0.2280757
58,-0.8702371,-0.6343088,"('undiscriminating', 'discriminating')",0.2835404,0.13135947,-0.2933484,-0.2514747,-0.0418737
61,-0.86084044,-0.75696766,"('illogical', 'logical')",-0.39209613,-0.36763716,-0.6264683,-0.5623024,-0.0641659
25,0.85571855,0.76294523,"('egoistic', 'altruistic')",0.46510878,0.4478647,0.6604137,0.605405,0.0550087
28,-0.8204484,-0.7015503,"('disloyal', 'loyal')",0.9428205,0.87949073,0.061186,0.0889702,-0.0277842
35,0.81491953,0.6069534,"('corrupt', 'incorrupt')",-1.0544591,-1.0123899,-0.1197698,-0.2027183,0.0829485
63,-0.81180197,-0.7572678,"('unperceptive', 'insightful')",0.2784489,0.24930935,-0.2666765,-0.2539792,-0.0126973
34,-0.8111207,-0.7614585,"('mean', 'honorable')",5.134626,5.1453953,2.1617527,2.1919684,-0.0302157
78,-0.7903778,-0.7499287,"('nonresilient', 'resilient')",-0.11596981,-0.10056786,-0.4531738,-0.4252483,-0.0279255
51,-0.7797499,-0.7140186,"('uneducated', 'educated')",0.4545194,0.26496983,-0.1626152,-0.2245244,0.0619092
13,-0.77559483,-0.69289815,"('impolite', 'polite')",-0.37122223,-0.29635423,-0.5734085,-0.4946262,-0.0787823
22,-0.7600906,-0.53657395,"('untrustworthy', 'trustworthy')",-0.8166115,-0.59760016,-0.7883511,-0.5670871,-0.221264
53,-0.75731105,-0.7669567,"('uncreative', 'creative')",0.49103245,0.2015957,-0.1331393,-0.2826805,0.1495412
33,0.74891704,0.6069208,"('wrong', 'right')",-0.66537106,-0.74159056,0.041773,-0.0673349,0.1091079
67,0.741559,0.5305029,"('doubtful', 'determined')",0.15589559,0.0967098,0.4487273,0.3136064,0.1351209
88,-0.7368345,-0.7220886,"('low', 'eminent')",-0.6233766,-0.7151047,-0.6801056,-0.7185966,0.038491
55,-0.726706,-0.27080104,"('incompetent', 'clever')",0.065234005,0.17464472,-0.330736,-0.0480782,-0.2826578
49,-0.7252573,-0.4858686,"('unable', 'able')",-0.7499683,-0.59457827,-0.7376128,-0.5402234,-0.1973894
19,-0.70116127,-0.76876795,"('inhospitable', 'hospitable')",-0.35321456,-0.23826727,-0.5271879,-0.5035176,-0.0236703
38,-0.6675975,-0.6501171,"('untruthful', 'truthful')",0.07194738,0.1028315,-0.297825,-0.2736428,-0.0241822
16,-0.57378274,-0.56848794,"('unpopular', 'popular')",-0.3643597,-0.43590146,-0.4690712,-0.5021947,0.0331235
32,-0.57048327,-0.58976555,"('unkind', 'kind')",1.0853909,1.050726,0.2574538,0.2304803,0.0269735
74,0.5607166,0.58140165,"('undedicated', 'dedicated')",0.24494772,0.11225941,0.4028322,0.3468305,0.0560017
30,-0.559827,-0.38840765,"('intolerant', 'tolerant')",0.22025733,0.38729778,-0.1697848,-0.0005549,-0.1692299
5,0.55920494,0.46455565,"('distant', 'outgoing')",-0.6958562,-0.70272356,-0.0683256,-0.119084,0.0507584
17,-0.5297833,-0.48396513,"('nasty', 'nice')",-0.39337254,-0.41193664,-0.4615779,-0.4479509,-0.013627
85,0.5226257,0.42347866,"('insignificant', 'prestigious')",-1.2544935,-1.341174,-0.3659339,-0.4588477,0.0929138
7,-0.5190778,-0.4333887,"('insensitive', 'sensitive')",0.12446895,-0.07568207,-0.1973044,-0.2545354,0.057231
76,-0.5045457,-0.28640804,"('anxious', 'daring')",0.30776346,0.3373475,-0.0983911,0.0254697,-0.1238608
40,0.493126,0.58425635,"('stingy', 'generous')",-2.2649825,-2.5594628,-0.8859282,-0.9876032,0.101675
82,-0.46529377,-0.31577393,"('poor', 'rich')",5.7828803,5.7387633,2.6587932,2.7114947,-0.0527015
18,-0.463255,-0.39103544,"('disagreeable', 'welcoming')",-1.1814102,-1.2082455,-0.8223326,-0.7996405,-0.0226921
4,0.44332123,0.6064032,"('disliked', 'liked')",-6.912612,-7.0019255,-3.2346454,-3.1977611,-0.0368843
64,-0.43456787,-0.3932338,"('shy', 'confident')",-5.8615746,-5.7470813,-3.1480713,-3.0701575,-0.0779138
6,0.43426594,0.35873526,"('distant', 'open')",-0.47368866,-0.4772445,-0.0197114,-0.0592546,0.0395432
87,0.40875328,0.4845917,"('unsuccessful', 'successful')",-0.13447486,-0.16794963,0.1371392,0.158321,-0.0211818
45,-0.3897358,-0.049279068,"('incompetent', 'competent')",-0.22380197,-0.22197333,-0.3067689,-0.1356262,-0.1711427
37,0.372762,0.29798076,"('fake', 'genuine')",0.6362719,0.49609184,0.504517,0.3970363,0.1074807
54,-0.36616123,-0.54715204,"('incapable', 'capable')",0.54336894,0.52698624,0.0886039,-0.0100829,0.0986868
15,0.35485777,0.45424813,"('boring', 'funny')",0.52258503,0.70280516,0.4387214,0.5785266,-0.1398052
80,0.3166411,0.5044731,"('dominated', 'dominating')",-0.24701715,-0.37687644,0.034812,0.0637983,-0.0289863
12,-0.31076625,-0.120444074,"('unsupportive', 'supportive')",-1.7275717,-1.8207302,-1.019169,-0.9705871,-0.0485819
84,0.2715087,0.19027638,"('inferior', 'superior')",0.27831072,0.22208467,0.2749097,0.2061805,0.0687292
50,0.27065137,-0.044627413,"('clumsy', 'skillful')",-0.0022266805,-0.37375385,0.1342123,-0.2091906,0.3434029
52,-0.2657406,-0.36039492,"('irrational', 'rational')",-0.5845655,-0.6412134,-0.4251531,-0.5008042,0.0756511
2,-0.25226194,-0.18608536,"('unlikable', 'likable')",0.48447013,0.58482546,0.1161041,0.1993701,-0.083266
79,-0.24068196,-0.45028678,"('wavering', 'unwavering')",-0.45259893,-0.5030415,-0.3466404,-0.4766641,0.1300237
36,0.23509604,0.16930485,"('hostile', 'amicable')",-0.921665,-0.8205731,-0.3432845,-0.3256341,-0.0176504
47,0.23207754,0.26841584,"('stupid', 'smart')",5.0621142,5.216296,2.6470959,2.7423561,-0.0952602
27,0.22369355,0.28731218,"('hardhearted', 'softhearted')",0.78743756,0.7261864,0.5055655,0.5067493,-0.0011838
42,0.19860159,0.25371143,"('unreliable', 'reliable')",-2.5222113,-2.8121634,-1.1618049,-1.2792259,0.117421
66,0.1871557,-0.02131927,"('inactive', 'active')",0.19434589,0.0076430496,0.1907508,-0.0068381,0.1975889
8,0.18122633,0.1273102,"('unaffectionate', 'affectionate')",0.5813247,0.59688145,0.3812755,0.3620958,0.0191797
29,-0.17018762,-0.19082195,"('unfair', 'fair')",-0.5578344,-0.56779563,-0.364011,-0.3793088,0.0152978
56,-0.16234007,0.09854898,"('impractical', 'practical')",0.16383171,0.3028259,0.0007458,0.2006874,-0.1999416
83,-0.15992372,-0.030764561,"('powerless', 'powerful')",-1.1214486,-1.0982223,-0.6406862,-0.5644934,-0.0761928
14,-0.15743412,0.047580115,"('antisocial', 'social')",-0.46681494,-0.47953802,-0.3121245,-0.215979,-0.0961455
24,-0.13616998,-0.024898972,"('dishonest', 'honest')",1.081893,1.1844443,0.4728615,0.5797727,-0.1069112
1,0.12706482,0.1295987,"('unfriendly', 'friendly')",1.2654238,1.0609738,0.6962443,0.5952863,0.100958
31,0.113330446,0.05081724,"('evil', 'good')",-1.2326844,-1.2699881,-0.5596769,-0.6095854,0.0499085
41,0.10691458,0.41823295,"('unforgiving', 'forgiving')",0.17769259,0.24443682,0.1423036,0.3313349,-0.1890313
39,0.104509965,0.10562334,"('exploitative', 'cooperative')",0.46373856,0.564119,0.2841243,0.3348712,-0.0507469
75,0.100719206,0.07396166,"('meek', 'impulsive')",-0.48603505,-0.4619785,-0.1926579,-0.1940084,0.0013505
20,0.069652416,0.114404455,"('rough', 'thoughtful')",0.3272556,0.37781978,0.198454,0.2461121,-0.0476581
9,0.057279147,-0.031678196,"('unaffectionate', 'caring')",0.85754013,0.8946849,0.4574097,0.4315034,0.0259063
44,0.0055160746,-0.017753681,"('prejudiced', 'unprejudiced')",-1.4160023,-1.3007876,-0.7052431,-0.6592706,-0.0459725
