,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
71,-0.67933905,-0.69772017,"('diffident', 'self-confident')",0.505061,0.47289616,-0.087139,-0.112412,0.025273
60,0.6792084,0.81107086,"('inefficient', 'efficient')",0.3161101,0.73510724,0.4976593,0.7730891,-0.2754298
27,-0.6782297,-0.6001824,"('hardhearted', 'softhearted')",1.5213922,1.3657883,0.4215813,0.382803,0.0387783
51,-0.6743915,-0.6349088,"('uneducated', 'educated')",0.6316331,0.59136236,-0.0213792,-0.0217732,0.000394
5,-0.6704117,-0.48655453,"('distant', 'outgoing')",-0.58475715,-0.583516,-0.6275845,-0.5350353,-0.0925492
7,-0.63732713,-0.54880196,"('insensitive', 'sensitive')",0.54794526,0.74938565,-0.0446909,0.1002918,-0.1449827
29,-0.62972546,-0.61521095,"('unfair', 'fair')",-0.38814223,-0.54252124,-0.5089338,-0.5788661,0.0699323
64,0.62823224,0.56193084,"('shy', 'confident')",-5.7191815,-5.749368,-2.5454745,-2.5937188,0.0482443
30,0.6092483,0.58729565,"('intolerant', 'tolerant')",1.3389333,1.3907318,0.9740908,0.9890137,-0.0149229
88,-0.6025734,-0.7595361,"('low', 'eminent')",0.40641335,0.41884074,-0.09808,-0.1703477,0.0722677
70,-0.59107375,-0.45757186,"('lethargic', 'energetic')",0.67480886,0.9644588,0.0418676,0.2534435,-0.2115759
81,0.59097415,0.64979285,"('submissive', 'aggressive')",-0.5463397,-0.1802389,0.0223172,0.234777,-0.2124598
46,-0.5846232,-0.4322797,"('uncompetitive', 'competitive')",-0.25625554,-0.16944934,-0.4204394,-0.3008645,-0.1195749
11,-0.5744715,-0.4586317,"('unhelpful', 'helpful')",1.4773288,1.7190994,0.4514287,0.6302339,-0.1788052
72,-0.5595851,-0.43833107,"('unambitious', 'ambitious')",-1.097251,-0.876653,-0.8284181,-0.657492,-0.1709261
13,-0.5470381,-0.4322777,"('impolite', 'polite')",-0.7017268,-0.47713298,-0.6243824,-0.4547054,-0.169677
87,-0.48626918,-0.39327165,"('unsuccessful', 'successful')",0.9641016,1.0448467,0.2389162,0.3257875,-0.0868713
67,0.4545743,0.45932242,"('doubtful', 'determined')",-0.7853228,-0.56587934,-0.1653742,-0.0532785,-0.1120957
26,-0.40754116,-0.73069805,"('hardhearted', 'benevolent')",1.9367136,1.6386261,0.7645862,0.453964,0.3106222
55,-0.38878006,-0.2655457,"('incompetent', 'clever')",0.30254805,0.53094524,-0.043116,0.1326998,-0.1758158
56,0.37138128,0.58377534,"('impractical', 'practical')",-0.16263022,0.21450184,0.1043755,0.3991386,-0.2947631
84,0.37061268,0.30824167,"('inferior', 'superior')",1.1343995,1.090906,0.7525061,0.6995739,0.0529322
52,-0.36663014,-0.57458895,"('irrational', 'rational')",0.17025527,-0.1807622,-0.0981874,-0.3776756,0.2794882
32,-0.35941294,-0.20488968,"('unkind', 'kind')",0.8932638,1.0404491,0.2669255,0.4177797,-0.1508542
76,-0.35237354,-0.1830036,"('anxious', 'daring')",0.24384764,0.64529526,-0.054263,0.2311458,-0.2854088
48,-0.3508826,-0.38964498,"('unintelligent', 'intelligent')",1.1450068,1.1746049,0.3970621,0.39248,0.0045821
22,-0.34930143,-0.33734125,"('untrustworthy', 'trustworthy')",-0.68544173,-0.5763164,-0.5173716,-0.4568288,-0.0605428
43,-0.34898114,-0.20081252,"('irresponsible', 'responsible')",0.54415846,0.740183,0.0975887,0.2696852,-0.1720965
12,-0.33646527,-0.16101915,"('unsupportive', 'supportive')",-1.5022292,-1.3612208,-0.9193472,-0.76112,-0.1582272
3,-0.33557215,-0.35926187,"('repellent', 'pleasant')",0.21371126,0.2527479,-0.0609304,-0.053257,-0.0076734
41,-0.32919624,-0.42876124,"('unforgiving', 'forgiving')",-0.027985651,-0.1540026,-0.178591,-0.2913819,0.1127909
59,0.29778358,0.34571317,"('foolish', 'wise')",0.1374562,0.10875299,0.2176199,0.2272331,-0.0096132
21,-0.2975654,-0.14459355,"('immoral', 'moral')",-0.17737633,-0.03294833,-0.2374709,-0.0887709,-0.1487
20,-0.2737425,-0.38543546,"('rough', 'thoughtful')",1.6487724,1.5119609,0.6875149,0.5632627,0.1242522
65,-0.25753543,-0.33575502,"('insecure', 'secure')",-0.13332263,0.10924325,-0.195429,-0.1132559,-0.0821731
14,0.24771169,0.20322666,"('antisocial', 'social')",-0.33440578,-0.09522702,-0.043347,0.0539998,-0.0973468
40,0.2444648,0.1555535,"('stingy', 'generous')",-1.218659,-1.4365668,-0.4870971,-0.6405067,0.1534096
2,0.23337527,0.32137066,"('unlikable', 'likable')",0.47729775,0.6196666,0.3553365,0.4705186,-0.1151821
4,-0.21888332,-0.10701592,"('disliked', 'liked')",-5.9536486,-6.0992413,-3.086266,-3.1031287,0.0168627
35,0.20755842,0.18141797,"('corrupt', 'incorrupt')",-0.4514404,-0.5619638,-0.121941,-0.1902729,0.0683319
18,-0.20686918,-0.27733502,"('disagreeable', 'welcoming')",-0.4265705,-0.5226442,-0.3167198,-0.3999896,0.0832698
15,-0.20107593,-0.15121911,"('boring', 'funny')",0.31063592,0.35182294,0.05478,0.1003019,-0.0455219
62,0.18517107,0.49820745,"('incompetent', 'brilliant')",0.056143437,0.546719,0.1206573,0.5224632,-0.4018059
34,-0.15654355,-0.1225865,"('mean', 'honorable')",5.750841,5.9243884,2.7971487,2.9009008,-0.1037521
83,0.15243089,0.15881908,"('powerless', 'powerful')",-0.82474285,-0.8495872,-0.336156,-0.3453841,0.0092281
17,-0.10207587,-0.14503506,"('nasty', 'nice')",-0.5398758,-0.5283573,-0.3209758,-0.3366962,0.0157204
68,0.08288922,0.13445549,"('dependent', 'independent')",-0.039341822,-0.05565735,0.0217737,0.0393991,-0.0176254
42,0.081653014,0.28481716,"('unreliable', 'reliable')",-2.89963,-2.7989922,-1.4089885,-1.2570875,-0.151901
25,0.07786388,0.048417933,"('egoistic', 'altruistic')",1.3268073,1.2949274,0.7023356,0.6716726,0.030663
47,-0.04576707,-0.029373363,"('stupid', 'smart')",4.6989336,4.9923778,2.3265834,2.4815023,-0.1549189
50,0.039587818,0.20411864,"('clumsy', 'skillful')",0.27378538,0.44211215,0.1566866,0.3231154,-0.1664288
49,-0.03168391,0.26678777,"('unable', 'able')",-0.014715865,0.30258185,-0.0231999,0.2846848,-0.3078847
75,-0.020820454,0.07397595,"('meek', 'impulsive')",-0.6575693,-0.58354795,-0.3391949,-0.254786,-0.0844089
33,-0.006952144,-0.050844762,"('wrong', 'right')",-0.9204373,-1.0208651,-0.4636947,-0.5358549,0.0721602
