,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.2183123,-2.3527029,"('unfriendly', 'friendly')",1.5880474,1.269379,-0.3151324,-0.5416619,0.2265295
53,-2.120158,-2.001593,"('uncreative', 'creative')",0.6491498,0.53388536,-0.7355041,-0.7338539,-0.0016502
86,-1.7204742,-1.802104,"('uninfluential', 'influential')",-0.016535323,-0.102975845,-0.8685048,-0.9525399,0.0840351
10,-1.6375861,-1.4842781,"('unsympathetic', 'sympathetic')",-0.17003593,0.038478866,-0.903811,-0.7228996,-0.1809114
19,-1.5727632,-1.3764982,"('inhospitable', 'hospitable')",-0.33429483,-0.34039864,-0.953529,-0.8584484,-0.0950806
44,1.5146657,1.4216152,"('prejudiced', 'unprejudiced')",-1.182874,-1.1647481,0.1658959,0.1284336,0.0374623
36,-1.4115885,-1.5747871,"('hostile', 'amicable')",0.02079299,-0.4157793,-0.6953978,-0.9952832,0.2998854
9,-1.3300368,-1.1465404,"('unaffectionate', 'caring')",0.68609643,0.7582132,-0.3219702,-0.1941636,-0.1278066
57,-1.2624431,-1.3234836,"('unimaginative', 'imaginative')",-2.0085166,-2.110099,-1.6354798,-1.7167914,0.0813116
23,-1.1829695,-1.1551775,"('insincere', 'sincere')",4.9884977,5.340091,1.9027641,2.0924568,-0.1896927
8,-1.1643646,-1.0954789,"('unaffectionate', 'affectionate')",0.46574244,0.40413994,-0.3493111,-0.3456695,-0.0036416
61,-1.1640748,-1.1362197,"('illogical', 'logical')",0.28198338,0.23488352,-0.4410457,-0.4506681,0.0096224
63,-1.1362989,-1.0254295,"('unperceptive', 'insightful')",1.1354533,1.3600389,-0.0004228,0.1673047,-0.1677275
82,-1.1285114,-0.91324335,"('poor', 'rich')",5.1591573,5.4849877,2.0153229,2.2858722,-0.2705493
66,-1.1103083,-1.0513036,"('inactive', 'active')",0.5723011,0.4855131,-0.2690036,-0.2828953,0.0138917
54,-1.1092942,-0.91861826,"('incapable', 'capable')",0.95577,1.1422292,-0.0767621,0.1118055,-0.1885676
58,-1.0904899,-1.236547,"('undiscriminating', 'discriminating')",0.16972566,-0.041658137,-0.4603821,-0.6391026,0.1787205
24,-1.0602618,-1.0482737,"('dishonest', 'honest')",0.36789992,0.4348125,-0.346181,-0.3067306,-0.0394504
69,1.0358312,1.0463402,"('lazy', 'industrious')",-0.37498373,-0.41707286,0.3304237,0.3146337,0.01579
0,-0.9369216,-1.128331,"('unsociable', 'sociable')",-0.057172365,-0.16287257,-0.497047,-0.6456017,0.1485547
45,-0.93376887,-0.8562882,"('incompetent', 'competent')",-0.35637823,-0.18316154,-0.6450735,-0.5197248,-0.1253487
39,0.8908869,0.6540188,"('exploitative', 'cooperative')",0.39302516,0.37490174,0.641956,0.5144603,0.1274957
38,-0.87444043,-0.7033832,"('untruthful', 'truthful')",-0.4138342,-0.20125036,-0.6441373,-0.4523168,-0.1918205
80,0.8642178,0.94314325,"('dominated', 'dominating')",-1.1312734,-0.9895113,-0.1335278,-0.023184,-0.1103438
6,-0.8619492,-0.6710352,"('distant', 'open')",-0.30918887,-0.36301136,-0.585569,-0.5170233,-0.0685457
16,-0.8133071,-0.6622619,"('unpopular', 'popular')",0.22852421,0.20072325,-0.2923914,-0.2307693,-0.0616221
85,-0.81011313,-0.9042466,"('insignificant', 'prestigious')",0.69149005,0.40113878,-0.0593115,-0.2515539,0.1922424
37,0.8051166,0.8713311,"('fake', 'genuine')",0.39657992,0.46317226,0.6008483,0.6672517,-0.0664034
31,-0.79297423,-0.92527074,"('evil', 'good')",-1.0387809,-1.3329725,-0.9158776,-1.1291217,0.2132441
78,-0.7829443,-0.43367934,"('nonresilient', 'resilient')",0.6224579,0.766947,-0.0802432,0.1666338,-0.246877
73,0.76385194,0.8515603,"('helpless', 'self-reliant')",-2.565798,-2.6297197,-0.9009731,-0.8890797,-0.0118934
28,-0.7628398,-0.8124742,"('disloyal', 'loyal')",0.5785076,0.51990694,-0.0921661,-0.1462836,0.0541175
77,-0.7515509,-0.7558402,"('unmotivated', 'motivated')",-0.9808729,-0.81404424,-0.8662119,-0.7849422,-0.0812697
79,-0.7028614,-0.5933836,"('wavering', 'unwavering')",-0.36928862,-0.31721658,-0.536075,-0.4553001,-0.0807749
74,-0.68626446,-0.63221574,"('undedicated', 'dedicated')",0.13199052,0.049847886,-0.277137,-0.2911839,0.0140469
