,block_male,block_female,tuple,h_male,h_female,&_male,&_female,r_male,r_female,inc_male,inc_female,average_male,average_female,male-female
85,-2.6837616,-2.5466545,"('insignificant', 'prestigious')",-0.5628736,-0.26804626,-0.12615898,0.36187294,-1.7507238,-1.3841351,-0.52948123,-0.52535623,-1.1305999,-0.8724638,-0.2581361
36,-2.6191454,-2.3114865,"('hostile', 'amicable')",-0.59955394,-0.43810394,-1.2975023,-0.8525046,-2.0903258,-1.7530881,-0.6780067,-0.70844156,-1.4569069,-1.212725,-0.2441819
62,2.4324086,1.8349701,"('incompetent', 'brilliant')",0.87367135,0.39023632,-0.5371527,-1.1364437,2.5609555,2.2579396,1.1150943,0.93759114,1.2889954,0.8568586,0.4321368
31,-2.4194102,-2.4824207,"('evil', 'good')",-0.8251287,-0.71412057,-0.20538658,-0.017169159,-1.6267745,-1.4598458,-1.3839031,-1.6885842,-1.2921206,-1.2724281,-0.0196925
6,-2.4045873,-2.3271499,"('distant', 'open')",0.9790309,0.79357404,0.5099722,0.7699329,-0.6143851,-0.3989011,0.17779598,0.19359088,-0.2704347,-0.1937906,-0.0766441
56,2.3685896,2.2573814,"('impractical', 'practical')",0.13422483,-0.30750087,-0.3647145,-0.95473987,1.7502607,1.5386666,0.34332561,0.37835371,0.8463373,0.5824322,0.2639051
81,2.282435,2.383173,"('submissive', 'aggressive')",0.005421914,-0.09287172,-0.011104763,-0.24866864,1.66242,1.3612427,-0.33997127,-0.024917737,0.7198401,0.6755915,0.0442486
46,2.2353685,1.9967068,"('uncompetitive', 'competitive')",0.2027295,-0.16422415,0.13057259,-0.08095503,2.6132932,2.3521469,0.30068058,0.48231602,1.0965289,0.9171981,0.1793308
35,-2.193692,-2.2094743,"('corrupt', 'incorrupt')",0.28297606,0.65100473,-0.8107804,-0.33271763,-2.0619473,-1.6748502,-1.2430271,-1.0532627,-1.2052941,-0.92386,-0.2814341
5,-2.1742513,-2.1405864,"('distant', 'outgoing')",0.861705,0.7951508,-0.16911386,0.15379858,-0.11862388,0.10961215,-0.248752,-0.4194345,-0.3698072,-0.3002919,-0.0695153
60,2.121516,2.0342212,"('inefficient', 'efficient')",-0.019986685,-0.24357128,0.03951692,-0.46073303,2.415054,2.2784708,0.62193424,0.72297794,1.035607,0.8662731,0.1693339
55,2.0994773,1.7923518,"('incompetent', 'clever')",-0.6689729,-0.94586825,-0.28884637,-1.0209936,0.8683475,0.69214034,0.3962587,0.44776434,0.4812529,0.1930789,0.288174
72,2.066289,1.9194765,"('unambitious', 'ambitious')",-0.008651743,-0.14386922,-0.59051675,-0.6062813,0.36324227,0.49206305,-0.19245411,0.06385675,0.3275817,0.3450492,-0.0174675
69,-2.0392995,-2.1122012,"('lazy', 'industrious')",0.86977047,0.7185838,0.9212166,0.99850917,-0.669256,-0.9398835,-1.1881437,-1.399553,-0.4211424,-0.546909,0.1257666
79,-2.0189626,-2.1520457,"('wavering', 'unwavering')",-0.541031,-0.6390697,-0.3827861,-0.115687326,-0.62918276,-0.509484,-0.086799204,-0.096938565,-0.7317523,-0.7026451,-0.0291072
16,-1.9003828,-2.0341609,"('unpopular', 'popular')",0.00404913,-0.0117844045,0.5378267,0.5803491,0.749152,0.6343904,0.45880604,0.21446626,-0.0301098,-0.1233479,0.0932381
7,1.8509605,1.3173605,"('insensitive', 'sensitive')",-0.18809028,-0.86066586,-0.060414337,-0.76521325,1.2992154,0.9244849,0.9255808,0.8238626,0.7654504,0.2879658,0.4774846
80,1.8472201,1.6725655,"('dominated', 'dominating')",0.10596956,-0.045756422,-0.6138758,-0.6619844,0.5463694,0.44139922,-1.2418234,-1.0830803,0.1287719,0.0646287,0.0641432
65,1.8338711,1.7370234,"('insecure', 'secure')",-1.0239424,-1.2432046,0.44208792,0.17962284,-0.22250223,-0.31424293,0.006205529,0.11576691,0.207144,0.0949931,0.1121509
70,1.8320072,1.2309527,"('lethargic', 'energetic')",0.4131192,-0.15894587,-0.073407926,-0.7826792,0.6347536,0.15734732,1.2777169,1.2394819,0.8168377,0.3372314,0.4796063
10,1.699815,1.2800423,"('unsympathetic', 'sympathetic')",-0.698755,-1.5128222,-0.73750836,-1.4220877,1.7522507,1.3383102,0.2844306,0.50677055,0.4600466,0.0380427,0.4220039
39,1.6883738,1.8713027,"('exploitative', 'cooperative')",0.0649315,0.30835634,-0.64737445,-0.49975255,-0.57312816,-0.5229021,-0.29838264,-0.1816318,0.046884,0.1950746,-0.1481906
45,1.6824027,1.014943,"('incompetent', 'competent')",0.6973021,-0.020179601,0.32613254,-0.53811073,1.7079698,1.2841913,0.4803959,0.32655722,0.9788406,0.4134802,0.5653604
4,-1.6534709,-1.9704459,"('disliked', 'liked')",0.74116343,0.9157307,-0.24924968,-0.091172755,-0.4148758,-0.4393883,-6.728077,-6.600666,-1.660902,-1.6371883,-0.0237137
67,1.6466607,1.5492569,"('doubtful', 'determined')",0.72944003,0.5615269,0.3800395,0.29671618,0.6050148,0.45411244,-0.3567343,-0.20013052,0.6008842,0.5322964,0.0685878
43,1.6057771,1.2117996,"('irresponsible', 'responsible')",-0.10086961,-0.69230574,-0.39818817,-1.0255706,1.416248,1.1166863,1.2968662,1.3272834,0.7639667,0.3875786,0.3763881
25,-1.4952552,-1.4590386,"('egoistic', 'altruistic')",-1.3312125,-1.2255105,-0.19084544,-0.21788621,-0.416196,-0.24061573,0.84054255,0.80455184,-0.5185934,-0.4676999,-0.0508935
87,1.4845284,0.99672526,"('unsuccessful', 'successful')",1.4356849,1.2653449,1.6292218,1.8513657,1.5286713,1.20124,1.0848573,0.9757032,1.4325928,1.2580758,0.174517
21,1.4084285,1.2353466,"('immoral', 'moral')",-0.00713408,-0.33604273,0.15316331,-0.029462582,1.3974332,1.3620925,-0.45602748,-0.45608422,0.4991727,0.3551699,0.1440028
52,-1.3625258,-1.172606,"('irrational', 'rational')",-0.4214972,-0.13535951,0.00031106174,0.53269064,-1.0436244,-0.7146621,-0.448537,-0.41330224,-0.6551746,-0.3806479,-0.2745267
44,-1.3468728,-1.2805874,"('prejudiced', 'unprejudiced')",-0.12583104,0.034156628,-0.7845082,-0.4966185,-0.14384238,0.12565842,-1.5835137,-1.4366331,-0.7969137,-0.6108048,-0.1861089
18,-1.3123343,-1.4902263,"('disagreeable', 'welcoming')",-1.359939,-1.2944266,0.2945979,0.25490323,-0.8267476,-0.83173203,-0.52325886,-0.5931491,-0.7455364,-0.7909261,0.0453897
59,-1.24109,-1.2089671,"('foolish', 'wise')",1.1348026,1.3253821,0.30403605,0.6567454,-0.8476444,-0.5106132,0.11187674,0.023265813,-0.1076038,0.0571626,-0.1647664
11,1.2335,1.3321247,"('unhelpful', 'helpful')",-0.23740679,-0.10065292,-1.0128645,-1.1521468,1.6790211,1.6210387,2.614138,2.9737065,0.8552775,0.9348141,-0.0795366
23,1.2145352,1.2403902,"('insincere', 'sincere')",-1.6830271,-1.9134336,-0.68126863,-1.0770111,1.9305414,1.8076702,6.6578736,6.517537,1.4877309,1.3150306,0.1727003
75,-1.2081428,-1.3866006,"('meek', 'impulsive')",0.26463088,0.45593005,-0.18807563,-0.06521805,-0.5142937,-0.52764004,-0.41347829,-0.44596708,-0.4118719,-0.3938991,-0.0179728
58,1.147713,0.89663064,"('undiscriminating', 'discriminating')",-0.04934232,-0.30766216,0.5163902,0.31953964,0.7809925,0.74640095,0.4007621,0.5227101,0.5593031,0.4355238,0.1237793
50,-1.1445736,-1.3989568,"('clumsy', 'skillful')",0.93967146,1.0259206,1.1262523,1.3648871,0.19425103,0.21190122,0.56831014,0.7359177,0.3367823,0.387934,-0.0511517
14,1.1396024,0.95349145,"('antisocial', 'social')",0.07901459,-0.2263206,-0.1958501,-0.42883024,0.6790849,0.39611536,-0.91518646,-0.72245675,0.1573331,-0.0056002,0.1629333
12,1.0882467,0.67574865,"('unsupportive', 'supportive')",-0.00671044,-0.4932954,-0.24845211,-0.6023375,0.3005278,0.09182806,-1.4219913,-1.3329564,-0.0576759,-0.3322025,0.2745266
19,-1.0319772,-0.95417655,"('inhospitable', 'hospitable')",-0.24575034,-0.08671653,-0.80368054,-0.4519156,-0.20136184,0.08057663,-0.1745068,-0.21273263,-0.4914554,-0.3249929,-0.1664625
63,0.9982822,0.6885792,"('unperceptive', 'insightful')",0.7166095,0.3844764,0.7494688,0.35313147,0.63373363,0.38610446,1.9290158,1.8483425,1.0054219,0.7321268,0.2732951
88,-0.9766458,-0.9152333,"('low', 'eminent')",-0.8272984,-0.67230904,-0.242495,-0.08276515,-0.80487895,-0.70905554,0.020973358,0.36814246,-0.5660689,-0.4022441,-0.1638248
74,0.9746316,0.7642116,"('undedicated', 'dedicated')",0.04715983,-0.0659646,0.25959986,0.1915172,0.12795232,0.18360482,0.28112563,0.49856508,0.3380939,0.3143868,0.0237071
17,-0.97414714,-1.1384987,"('nasty', 'nice')",-0.8575296,-0.68047506,-0.16993424,-0.05738402,-0.37203053,-0.27391005,-0.9980498,-1.0765995,-0.6743382,-0.6453734,-0.0289648
1,-0.9502547,-1.0406324,"('unfriendly', 'friendly')",-1.461359,-1.800498,-0.6161315,-0.73844475,-0.7659784,-0.6953845,1.6112735,1.4145247,-0.43649,-0.572087,0.135597
61,0.8533383,0.8157561,"('illogical', 'logical')",0.44887304,0.09782067,0.19339618,0.056531917,0.858571,0.8719007,0.4995265,0.380724,0.570741,0.4445467,0.1261943
57,0.82709104,0.4794588,"('unimaginative', 'imaginative')",-0.43289444,-0.7085892,-0.6497263,-1.0422027,0.88989985,0.7467494,-2.4524796,-2.078049,-0.3636219,-0.5205265,0.1569046
29,-0.7749437,-0.721241,"('unfair', 'fair')",0.3780565,0.3109111,0.18139355,0.22155821,0.08557488,0.16027337,-0.56295735,-0.6505728,-0.1385752,-0.1358142,-0.002761
66,-0.774152,-1.0767452,"('inactive', 'active')",-0.24895301,-0.66583925,0.88379216,0.99376994,1.0160575,0.7560854,0.75066835,0.70659035,0.3254826,0.1427722,0.1827104
42,0.76586556,0.35980743,"('unreliable', 'reliable')",1.0758913,0.76475793,0.93821245,0.7163939,0.17526975,0.083219305,-2.421201,-2.270054,0.1068076,-0.0691751,0.1759827
51,0.7655867,0.6292963,"('uneducated', 'educated')",0.67033386,0.79796684,0.24675348,0.22913077,0.37879288,0.27839643,0.7936528,1.1023803,0.5710239,0.6074341,-0.0364102
53,-0.72250205,-0.9989332,"('uncreative', 'creative')",-1.2017871,-1.4987401,-0.09583282,-0.32155287,0.9451366,0.9959886,1.2295566,1.2939377,0.0309142,-0.10586,0.1367742
32,0.7109915,0.71653444,"('unkind', 'kind')",-0.2103807,-0.45609608,0.105745465,0.02417674,0.68982255,0.68072724,1.2774096,1.4857647,0.5147177,0.4902214,0.0244963
3,0.69068664,0.42309737,"('repellent', 'pleasant')",-0.5010683,-0.79197496,-0.53637975,-0.68320817,2.1216617,2.0235984,0.5163617,0.41899678,0.4582524,0.2781019,0.1801505
41,0.67355824,0.78939515,"('unforgiving', 'forgiving')",-0.38161123,-0.3875533,-0.32928365,-0.50048614,-0.66671044,-0.5997489,0.21453153,0.1527856,-0.0979031,-0.1091215,0.0112184
22,0.67342883,0.3821144,"('untrustworthy', 'trustworthy')",-0.203704,-0.4760216,0.3042028,0.16817525,-0.009284042,-0.008651753,-0.769746,-0.8517727,-0.0010205,-0.1572313,0.1562108
24,0.6499934,0.5308958,"('dishonest', 'honest')",-0.36967057,-0.7713795,-0.47694156,-0.70114684,0.895761,0.8395598,1.239923,1.3762314,0.3878131,0.2548321,0.132981
76,0.6187646,0.49384087,"('anxious', 'daring')",-0.13652028,-0.22357075,0.8401508,0.47957817,1.2857666,1.0304942,0.71721995,0.9660894,0.6650764,0.5492864,0.11579
33,-0.5914022,-0.639675,"('wrong', 'right')",0.55320877,0.28912988,0.5147289,0.3711624,0.7753824,0.76493937,-0.83254635,-1.0969628,0.0838743,-0.0622812,0.1461555
13,0.56008655,0.16086042,"('impolite', 'polite')",-1.0294261,-1.5562642,-0.25411153,-0.56058174,1.0021882,0.7225852,0.14195889,0.12104322,0.0841392,-0.2224714,0.3066106
27,0.52698344,0.2662991,"('hardhearted', 'softhearted')",0.20502862,-0.09289919,-0.55286676,-1.074363,-0.15473306,-0.3639089,1.4535949,1.3516272,0.2956014,0.0173511,0.2782503
0,0.50629896,0.36126047,"('unsociable', 'sociable')",-0.6692963,-1.0176567,-0.1474009,-0.45755264,1.1325791,1.0985199,0.00029245391,0.020718388,0.1644947,0.0010579,0.1634368
77,0.483007,0.15659623,"('unmotivated', 'motivated')",-0.5928811,-0.8789348,0.102791175,-0.18129835,1.7565652,1.6866356,-0.63587826,-0.85550535,0.2227208,-0.0145013,0.2372221
30,0.4403609,0.4922322,"('intolerant', 'tolerant')",-0.8777459,-0.90402013,-0.56179833,-0.8703854,1.3641922,1.4403627,1.0431362,1.0271425,0.281629,0.2370664,0.0445626
48,0.41602927,0.48945943,"('unintelligent', 'intelligent')",-1.304192,-1.329498,-0.7891368,-1.1138673,-1.2353053,-1.1342968,0.72183233,1.0703542,-0.4381545,-0.4035697,-0.0345848
2,0.40451214,0.18312828,"('unlikable', 'likable')",0.52951896,0.19359243,1.2313571,1.1513385,1.8797325,1.9444857,0.6740636,0.5848529,0.9438369,0.8114796,0.1323573
15,-0.33581597,-0.32073316,"('boring', 'funny')",0.5367955,0.7538581,0.8569897,0.7702726,-0.20756006,-0.2167145,0.24372399,0.10551222,0.2188266,0.2184391,0.0003875
20,0.33440623,0.1793199,"('rough', 'thoughtful')",-1.2007489,-1.3946588,-0.085541815,-0.40790725,-0.59575295,-0.57499886,0.6832969,0.611127,-0.1728681,-0.3174236,0.1445555
78,-0.33114976,-0.6075742,"('nonresilient', 'resilient')",0.009861555,-0.28685856,-0.41766825,-0.65696675,1.4579489,1.2742323,0.61286455,0.28410056,0.2663714,0.0013867,0.2649847
8,-0.32793173,-0.21125463,"('unaffectionate', 'affectionate')",-0.6795145,-0.5695754,-1.0727334,-0.7324073,-0.8429744,-0.5772424,0.7513922,0.73337156,-0.4343524,-0.2714216,-0.1629308
83,0.32548693,0.72590834,"('powerless', 'powerful')",-0.34272543,0.0044600633,-0.8749611,-0.5417291,-0.38552922,-0.22678861,-0.7483437,-0.24684265,-0.4052145,-0.0569984,-0.3482161
64,-0.31927842,-0.53773314,"('shy', 'confident')",1.471704,1.1425146,0.2852844,0.25999084,1.5544645,1.4788761,-6.3502636,-6.361928,-0.6716178,-0.8036559,0.1320381
49,-0.29544175,-0.43547422,"('unable', 'able')",-0.50406003,-0.31030896,-0.6760205,-0.5075185,-0.39192697,-0.31484115,0.008185387,-0.09353371,-0.3718528,-0.3323353,-0.0395175
26,-0.29503936,0.0014552325,"('hardhearted', 'benevolent')",-0.12523685,0.009350821,1.275282,1.2120919,-1.2104528,-1.3211048,0.9997527,1.2691784,0.1288611,0.2341943,-0.1053332
71,-0.29382083,-0.6728878,"('diffident', 'self-confident')",0.4382482,0.20044732,-0.40857404,-0.7113746,-0.27894264,-0.3314514,0.50290006,0.41069406,-0.0080379,-0.2209145,0.2128766
84,0.2905841,0.45180354,"('inferior', 'superior')",0.60837185,0.7325119,0.32767078,0.6927825,0.07979004,0.19279994,0.609588,0.7586334,0.383201,0.5657063,-0.1825053
54,-0.26818252,-0.538872,"('incapable', 'capable')",0.030194458,-0.29592523,-0.2927363,-0.23580626,-0.109805405,-0.27918708,1.3654766,1.3094323,0.1449894,-0.0080717,0.1530611
34,-0.22493833,-0.21120894,"('mean', 'honorable')",-0.69117343,-0.73964036,-0.42054763,-0.4174906,0.60588115,0.5755223,6.461998,6.345825,1.146244,1.1106015,0.0356425
86,0.21595013,0.20231111,"('uninfluential', 'influential')",-1.3073928,-1.474854,-1.0109537,-1.3400924,-0.523506,-0.6031108,0.3557704,0.41171345,-0.4540264,-0.5608065,0.1067801
38,-0.16678701,-0.15082093,"('untruthful', 'truthful')",-0.6937446,-0.90182346,-0.9989996,-1.0446734,0.9390727,1.0104488,0.1235013,0.17278588,-0.1593914,-0.1828166,0.0234252
47,-0.16552942,-0.17243667,"('stupid', 'smart')",-0.61683625,-0.8452549,-0.50384784,-0.68470335,-0.61651766,-0.6426697,5.691159,5.5652475,0.7576855,0.6440366,0.1136489
40,-0.15940659,-0.6132295,"('stingy', 'generous')",-0.11908711,-0.5011412,-0.51309264,-1.1217517,-0.6471147,-0.7696614,-1.5819771,-1.5083615,-0.6041356,-0.9028291,0.2986935
28,-0.12039669,-0.3285892,"('disloyal', 'loyal')",-0.8195275,-0.6505178,-0.59491605,-0.711899,-0.97432876,-0.9158338,1.2078236,1.5815744,-0.2602691,-0.205053,-0.0552161
37,0.10954843,-0.102425605,"('fake', 'genuine')",-0.09107461,-0.48480928,-0.3801148,-0.44350773,0.16942276,0.09083826,0.8691787,1.0811245,0.1353921,0.028244,0.1071481
82,0.097857356,0.0023555085,"('poor', 'rich')",-0.32580352,-0.4368987,0.08860083,-0.20019779,0.118481554,-0.036071703,6.9859114,6.828358,1.3930095,1.2315091,0.1615004
68,-0.080097884,-0.19665931,"('dependent', 'independent')",-0.14136511,-0.2321712,-0.6347339,-0.6499686,0.2539048,0.4185029,-0.28469753,-0.14531603,-0.1773979,-0.1611224,-0.0162755
73,-0.043453895,-0.3675777,"('helpless', 'self-reliant')",1.080345,1.1192161,-0.13324554,-0.039589368,0.040922225,0.11025466,-3.3941917,-3.4038885,-0.4899248,-0.5163169,0.0263921
9,0.014448918,0.03349825,"('unaffectionate', 'caring')",-0.74902695,-0.9820955,-0.58859295,-0.5613285,0.8189915,0.9818649,1.512864,1.4567318,0.2017369,0.1857342,0.0160027
