,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
0,-0.8155668,-1.0572244,"('unsociable', 'sociable')",-0.9131115,-1.1031772,-0.16853127,-0.33249396,-0.56818235,-0.6747214,-0.616348,-0.7919043,0.1755563
32,-0.80599654,-1.0972162,"('unkind', 'kind')",-0.8354703,-1.0129619,0.3102358,0.15006855,1.0645345,0.9389372,-0.0666741,-0.2552931,0.188619
59,0.79389066,0.8274861,"('foolish', 'wise')",1.082029,1.087346,-0.252201,-0.26731303,0.33090377,0.37497392,0.4886556,0.5056233,-0.0169677
60,-0.789853,-1.2815242,"('inefficient', 'efficient')",-1.3270745,-1.649142,0.66088945,0.40352926,0.16773643,0.036472604,-0.3220755,-0.6226661,0.3005906
43,-0.77713597,-0.8965341,"('irresponsible', 'responsible')",-1.0103507,-1.1529084,-0.33598936,-0.41813496,0.8248999,0.8426426,-0.324644,-0.4062337,0.0815897
84,0.757662,0.8487624,"('inferior', 'superior')",0.6071447,0.7116895,0.2432819,0.37062305,0.9013059,1.0755403,0.6273486,0.7516538,-0.1243052
36,0.69902897,1.1631691,"('hostile', 'amicable')",1.4277319,1.6852192,-0.43334973,-0.18080904,-0.16587633,-0.015981369,0.3818837,0.6628994,-0.2810157
53,-0.6963877,-0.35420415,"('uncreative', 'creative')",-0.821388,-0.6528499,0.08440682,0.24099977,1.1202002,1.2039082,-0.0782922,0.1094635,-0.1877557
41,-0.66000444,-0.6959941,"('unforgiving', 'forgiving')",-1.0669585,-1.1833831,-0.19873467,-0.2855997,-0.15417895,-0.35157934,-0.5199692,-0.6291391,0.1091699
21,-0.637318,-1.0971477,"('immoral', 'moral')",-1.549014,-1.9313346,-0.5821573,-0.8461087,-1.2146358,-1.4586746,-0.9957813,-1.3333164,0.3375351
17,0.6175348,0.8563036,"('nasty', 'nice')",0.03747219,0.17651291,-0.94038403,-0.6772858,-0.926402,-0.92629766,-0.3029447,-0.1426917,-0.160253
29,-0.6080458,-0.5886795,"('unfair', 'fair')",-0.8096503,-0.83199626,-1.4512529,-1.4153345,-1.135194,-1.0110949,-1.0010357,-0.9617763,-0.0392594
39,0.5677586,0.14484262,"('exploitative', 'cooperative')",0.43539858,0.18719329,1.3117284,1.0393252,-0.102860495,-0.10059854,0.5530063,0.3176906,0.2353157
19,0.55697614,0.79475343,"('inhospitable', 'hospitable')",0.89887214,0.9232254,-0.141079,-0.0031086607,-0.15112491,-0.04793792,0.2909111,0.4167331,-0.125822
87,0.5495808,0.5061398,"('unsuccessful', 'successful')",0.45060733,0.45079148,1.0826697,1.056655,0.67291695,0.79433453,0.6889437,0.7019802,-0.0130365
75,0.5473665,0.9496092,"('meek', 'impulsive')",0.68407017,1.0235555,-0.7604714,-0.36474046,-0.11927538,0.21442664,0.0879225,0.4557127,-0.3677902
5,0.5467016,0.927716,"('distant', 'outgoing')",1.0235927,1.1360762,-1.0487766,-0.7790395,-0.38920596,-0.14189589,0.0330779,0.2857142,-0.2526363
20,0.54500186,0.60677445,"('rough', 'thoughtful')",-0.2016822,-0.19150537,-0.14331898,-0.08578314,0.8376248,0.84639543,0.2594064,0.2939703,-0.0345639
80,0.5409154,0.5017345,"('dominated', 'dominating')",-0.41783988,-0.4018017,0.7813352,0.7916996,-0.7972647,-0.8424067,0.0267865,0.0123064,0.0144801
81,-0.5373267,-1.0397476,"('submissive', 'aggressive')",-1.6289134,-1.9630691,-0.013738856,-0.24918894,-0.36734435,-0.5752077,-0.6368309,-0.9568033,0.3199724
9,-0.53583384,-0.37366658,"('unaffectionate', 'caring')",-0.3571379,-0.39071044,-0.8834634,-0.92001146,1.4228321,1.4750298,-0.0884008,-0.0523396,-0.0360612
2,0.51735044,0.38115287,"('unlikable', 'likable')",0.4297638,0.35124317,0.966171,0.8959546,0.3995246,0.39529416,0.5782025,0.5059112,0.0722913
76,-0.5043038,-0.50430757,"('anxious', 'daring')",-2.005234,-1.7276049,0.008081321,0.0761298,0.04860928,0.024066165,-0.6132118,-0.5329291,-0.0802827
71,0.5034446,0.4435861,"('diffident', 'self-confident')",0.8292336,0.64909625,-0.034463756,-0.08903613,0.62751085,0.67678463,0.4814313,0.4201077,0.0613236
25,0.49957323,0.4985487,"('egoistic', 'altruistic')",0.5395728,0.42572728,-0.017371597,-0.14325164,1.1673481,1.1367161,0.5472806,0.4794351,0.0678455
61,-0.48404998,-0.5400157,"('illogical', 'logical')",-0.7008305,-0.84233725,-0.49738443,-0.48488858,-0.06226583,-0.0070506353,-0.4361327,-0.468573,0.0324403
38,-0.48301938,-0.3785958,"('untruthful', 'truthful')",-0.51460886,-0.56616575,-0.71672225,-0.7554161,0.32530043,0.33513534,-0.3472625,-0.3412606,-0.0060019
79,0.4723571,0.9313376,"('wavering', 'unwavering')",1.172628,1.475512,-0.7668397,-0.46110386,0.25208953,0.44621438,0.2825588,0.59799,-0.3154312
64,-0.44324365,-0.61958426,"('shy', 'confident')",-0.1406871,-0.25527054,-0.047502503,-0.08984263,-6.2305946,-6.069032,-1.715507,-1.7584324,0.0429254
52,-0.43111423,-0.21243708,"('irrational', 'rational')",-0.022398822,0.10807884,-1.4895873,-1.4434128,-0.387025,-0.40306157,-0.5825313,-0.4877082,-0.0948231
88,-0.4274061,-0.6263946,"('low', 'eminent')",-0.4433026,-0.76503885,-0.5584747,-0.7551053,0.5552875,0.34319597,-0.218474,-0.4508357,0.2323617
68,-0.42657366,-0.57596314,"('dependent', 'independent')",-0.9539261,-1.093357,-1.3467069,-1.3687288,-0.6606335,-0.6746449,-0.8469601,-0.9281734,0.0812133
11,-0.42331922,-0.7024397,"('unhelpful', 'helpful')",-0.98004425,-1.3187413,0.4035981,0.2454047,2.3272672,2.268072,0.3318754,0.1230739,0.2088015
18,-0.39952064,-0.60969126,"('disagreeable', 'welcoming')",-0.38245994,-0.7172408,-1.9689733,-2.189472,-0.7903708,-1.1012807,-0.8853312,-1.1544212,0.26909
23,-0.39587343,-0.98081744,"('insincere', 'sincere')",-1.5848732,-2.2039168,-0.45131144,-0.9378287,5.3737326,4.8940477,0.7354186,0.1928712,0.5425474
42,0.35936525,0.39286935,"('unreliable', 'reliable')",-0.5024868,-0.4173572,-0.20408471,-0.07422267,-2.3722284,-2.3017583,-0.6798587,-0.6001172,-0.0797415
16,-0.35622033,-0.43006068,"('unpopular', 'popular')",0.13614416,-0.09592621,-0.5575832,-0.71920365,0.47134808,0.2970441,-0.0765778,-0.2370366,0.1604588
54,0.34527436,0.389896,"('incapable', 'capable')",0.15322962,0.12294837,-0.5499027,-0.56293696,1.0490408,1.1609325,0.2494105,0.27771,-0.0282995
15,0.31625342,0.3532421,"('boring', 'funny')",1.137179,1.2851086,0.5805873,0.6926543,0.16599517,0.31875527,0.5500037,0.6624401,-0.1124364
34,0.3082797,0.20105349,"('mean', 'honorable')",0.05806757,-0.14320013,0.15514639,0.08934493,5.591217,5.5409827,1.5281777,1.4220452,0.1061325
27,-0.29549965,-0.34585357,"('hardhearted', 'softhearted')",-0.6434362,-0.7084165,-0.019603977,-0.033884726,1.6686743,1.4936528,0.1775336,0.1013745,0.0761591
4,0.28965208,0.73100924,"('disliked', 'liked')",0.59375113,0.91655713,-0.6500231,-0.42545497,-5.4621415,-5.40736,-1.3071904,-1.0463122,-0.2608782
63,-0.27695042,-0.27462414,"('unperceptive', 'insightful')",-0.44950148,-0.5780327,0.2600309,0.13837036,1.2603345,1.3636402,0.1984784,0.1623384,0.03614
78,0.26481313,0.38438603,"('nonresilient', 'resilient')",0.4190504,0.3520675,0.3410141,0.48897186,0.8276865,0.94324183,0.463141,0.5421668,-0.0790258
31,-0.24660395,0.1965631,"('evil', 'good')",0.59849,0.87967265,-0.66855043,-0.45627055,-1.2864008,-1.2450198,-0.4007663,-0.1562636,-0.2445027
26,-0.24034482,0.16027342,"('hardhearted', 'benevolent')",0.645442,1.1134275,0.7162332,0.83938634,1.1797135,1.4337476,0.575261,0.8867087,-0.3114477
58,0.23068886,0.71775764,"('undiscriminating', 'discriminating')",-0.75891936,-0.40639678,-0.050744586,0.10968764,-0.037764095,0.15732008,-0.1541848,0.1445922,-0.298777
83,0.20559508,0.39541143,"('powerless', 'powerful')",0.25459126,0.41631114,-1.1545527,-1.0292792,-0.42343515,-0.24784315,-0.2794504,-0.11635,-0.1631004
47,-0.19731188,-0.3587572,"('stupid', 'smart')",-0.12517892,-0.23355658,0.3201265,0.23269476,4.677248,4.4799175,1.168721,1.0300746,0.1386464
8,-0.19603471,0.1723426,"('unaffectionate', 'affectionate')",0.06421433,0.2612358,-1.5460193,-1.4581125,0.6099182,0.76102376,-0.2669804,-0.0658776,-0.2011028
77,0.19182567,0.11919629,"('unmotivated', 'motivated')",-0.7419443,-1.0075896,0.0011648536,-0.042922642,-0.88043594,-0.88397014,-0.3573474,-0.4538215,0.0964741
56,0.19075643,-0.10405533,"('impractical', 'practical')",-0.19745892,-0.46946588,0.87492937,0.73064035,0.22206229,0.17581089,0.2725723,0.0832325,0.1893398
51,-0.18930596,-0.4894535,"('uneducated', 'educated')",-0.727004,-0.9305415,-0.003804922,-0.13507941,0.46079165,0.3108233,-0.1148308,-0.3110628,0.196232
12,0.15778792,0.17414431,"('unsupportive', 'supportive')",-0.3895238,-0.5561444,-0.6338389,-0.67361623,-1.23915,-1.2185161,-0.5261812,-0.5685331,0.0423519
13,-0.14621049,-0.4362558,"('impolite', 'polite')",-0.31331196,-0.5444185,0.73981375,0.5931786,-0.2965169,-0.40798607,-0.0040564,-0.1988705,0.1948141
40,0.11650438,0.20292173,"('stingy', 'generous')",-0.49271634,-0.35711303,-0.9057626,-0.8585522,-0.9621247,-1.1537021,-0.5610248,-0.5416114,-0.0194134
74,0.10806072,0.18761532,"('undedicated', 'dedicated')",-0.5564418,-0.5290705,0.4523219,0.37004155,0.61816466,0.56200576,0.1555264,0.147648,0.0078784
62,-0.10681477,-0.2665881,"('incompetent', 'brilliant')",-1.2692044,-1.3563379,-0.33081883,-0.29615077,0.5334578,0.50885695,-0.293345,-0.352555,0.05921
49,-0.055810686,0.03075362,"('unable', 'able')",0.05583916,0.14847651,-0.9068394,-0.731615,-0.4661615,-0.34238422,-0.3432431,-0.2236923,-0.1195508
7,-0.03753503,-0.26387456,"('insensitive', 'sensitive')",-0.8977155,-1.1511773,-0.43648347,-0.709865,0.93483907,0.7821611,-0.1092237,-0.3356889,0.2264652
70,-0.0185448,-0.09156589,"('lethargic', 'energetic')",-1.2223811,-1.1362749,0.043724522,0.11454377,1.2261117,1.2759765,0.0072276,0.0406699,-0.0334423
6,0.016169056,0.44232067,"('distant', 'open')",1.3093499,1.4108245,-1.0983057,-0.84671736,0.4899803,0.69417536,0.1792984,0.4251508,-0.2458524
