,baker_male,baker_female,tuple,hughes_male,hughes_female,co_male,co_female,average_male,average_female,male-female
31,-2.5845454,-3.658115,"('evil', 'good')",0.83119166,-0.14786081,-1.0309743,-1.1376629,-0.9281093,-1.6478796,0.7197703
60,2.1355455,3.5889056,"('inefficient', 'efficient')",-0.5273692,0.19979826,-0.71334887,-0.27689183,0.2982758,1.1706041,-0.8723283
6,-2.0210807,-2.7628598,"('distant', 'open')",0.45516434,-0.19745314,-0.08599293,-0.3444376,-0.5506365,-1.1015835,0.550947
85,-1.8220625,-3.0667162,"('insignificant', 'prestigious')",1.4333627,0.9992425,-0.46541408,-0.5519494,-0.2847046,-0.873141,0.5884364
46,1.763526,2.9347627,"('uncompetitive', 'competitive')",-0.37102932,0.22683349,-0.42417744,-0.5706612,0.3227731,0.8636451,-0.540872
5,-1.7004886,-2.582863,"('distant', 'outgoing')",0.4842925,-0.061231986,-0.39383918,-0.580274,-0.5366784,-1.0747897,0.5381113
7,1.6949176,2.567692,"('insensitive', 'sensitive')",0.16692486,0.5812498,0.28121087,0.37951583,0.7143511,1.1761525,-0.4618014
0,1.6505972,2.4338012,"('unsociable', 'sociable')",-0.023093052,0.12325986,-0.58500254,-0.76883155,0.3475005,0.5960765,-0.248576
36,-1.5677465,-2.730091,"('hostile', 'amicable')",1.0327423,0.047186658,0.15576582,-0.17966214,-0.1264128,-0.9541889,0.8277761
39,1.5342319,1.5307928,"('exploitative', 'cooperative')",0.5452182,1.1197684,0.5263487,0.7629731,0.8685996,1.1378448,-0.2692452
44,-1.5278076,-1.7480038,"('prejudiced', 'unprejudiced')",-1.7884868,-1.4614505,-1.8039998,-1.4356242,-1.7067647,-1.5483596,-0.1584051
51,1.4742283,1.5721916,"('uneducated', 'educated')",-0.26404628,-0.45651937,0.051476143,-0.023931716,0.4205527,0.3639135,0.0566392
62,1.4660529,2.2500563,"('incompetent', 'brilliant')",-0.40011358,0.009899013,-0.47418782,-0.2774551,0.1972505,0.6608334,-0.4635829
8,-1.4296046,-2.272286,"('unaffectionate', 'affectionate')",1.5260019,1.4602315,0.85030735,0.793365,0.3155682,-0.0062298,0.321798
75,-1.4234408,-2.4052656,"('meek', 'impulsive')",-0.45583528,-0.81859165,-0.33822003,-0.42272508,-0.7391654,-1.2155274,0.476362
57,1.412779,1.5960795,"('unimaginative', 'imaginative')",0.56520706,0.2610596,-2.336383,-2.7192574,-0.1194657,-0.2873727,0.167907
81,1.3602483,2.5410898,"('submissive', 'aggressive')",-0.4812004,0.083685294,-1.2547232,-0.99614084,-0.1252251,0.5428781,-0.6681032
18,-1.3591232,-1.4118733,"('disagreeable', 'welcoming')",-0.041058734,-0.19150761,-1.168448,-1.2033267,-0.85621,-0.9355692,0.0793592
52,-1.3534398,-2.165248,"('irrational', 'rational')",0.93571633,0.49365085,-0.21108718,-0.2748206,-0.2096035,-0.6488059,0.4392024
56,1.2973114,2.2992384,"('impractical', 'practical')",0.16206734,0.67387617,-0.8173602,-0.74021125,0.2140062,0.7443011,-0.5302949
14,1.2891307,1.8932874,"('antisocial', 'social')",0.28717425,0.50470215,-0.2678534,-0.27453503,0.4361505,0.7078182,-0.2716677
21,1.2737429,2.3729172,"('immoral', 'moral')",-0.45455953,0.06378786,-1.3688896,-1.1796136,-0.1832354,0.4190305,-0.6022659
55,1.2532847,2.3743756,"('incompetent', 'clever')",-0.642486,-0.1771383,-0.37553725,-0.110543184,0.0784205,0.6955647,-0.6171442
10,1.2312988,2.7111158,"('unsympathetic', 'sympathetic')",-0.3741344,0.034591652,0.11429411,0.011927471,0.3238195,0.9192116,-0.5953921
87,1.2048252,1.2532213,"('unsuccessful', 'successful')",0.08376396,0.3036061,0.74904823,0.39127582,0.6792124,0.6493677,0.0298447
23,1.1966779,2.1539915,"('insincere', 'sincere')",-0.25683978,0.19247454,5.3640084,5.661813,2.1012821,2.6694263,-0.5681442
79,-1.1927878,-2.099749,"('wavering', 'unwavering')",0.27511206,-0.22162569,-0.040510643,-0.20654957,-0.3193955,-0.8426415,0.523246
63,1.1754099,1.6027688,"('unperceptive', 'insightful')",0.01440101,0.068601996,0.27791673,0.2257304,0.4892426,0.6323671,-0.1431245
13,1.1562384,1.9088504,"('impolite', 'polite')",-0.88935065,-0.5190735,-0.5879986,-0.45843136,-0.1070369,0.3104485,-0.4174854
35,-1.1013999,-2.2609339,"('corrupt', 'incorrupt')",0.30838403,-0.25911695,-0.3735412,-0.5601115,-0.3888524,-1.0267208,0.6378684
37,1.0948182,1.6286331,"('fake', 'genuine')",0.119206846,0.33816975,0.15774962,0.371269,0.4572582,0.7793573,-0.3220991
74,1.0787598,1.2004281,"('undedicated', 'dedicated')",1.3576317,1.4939653,0.32956293,0.20520052,0.9219848,0.9665313,-0.0445465
30,1.0750198,1.615435,"('intolerant', 'tolerant')",0.13361739,0.10509777,-0.26127023,0.016860623,0.315789,0.5791311,-0.2633421
80,1.0638807,1.5594392,"('dominated', 'dominating')",-1.186079,-0.8255204,-0.49021775,-0.555197,-0.2041387,0.0595739,-0.2637126
16,-0.96136236,-1.3173263,"('unpopular', 'popular')",-0.9295915,-1.124265,-0.29438534,-0.34518346,-0.7284464,-0.9289249,0.2004785
86,0.95416886,1.2726334,"('uninfluential', 'influential')",0.71923727,0.5071079,-0.057633214,-0.52831215,0.538591,0.417143,0.121448
32,0.9391118,1.3939469,"('unkind', 'kind')",0.312078,0.49435854,1.0469728,1.021232,0.7660542,0.9698458,-0.2037916
66,-0.9067087,-1.4409399,"('inactive', 'active')",0.008737922,-0.024825748,0.71090186,0.577775,-0.0623563,-0.2959969,0.2336406
82,-0.89329886,-0.31709972,"('poor', 'rich')",-1.9158541,-1.8221841,4.9119215,5.1868896,0.7009228,1.0158686,-0.3149458
12,0.88986045,0.9405968,"('unsupportive', 'supportive')",1.1925648,1.2711661,-1.662532,-1.8890895,0.1399645,0.1075578,0.0324067
17,0.88729167,0.7319787,"('nasty', 'nice')",-0.18423629,-0.5802702,-0.35454255,-0.3687948,0.1161709,-0.0723621,0.188533
29,-0.81531924,-0.80795395,"('unfair', 'fair')",-0.4656811,-0.5357969,-0.9222574,-0.87852323,-0.7344193,-0.740758,0.0063387
59,-0.81464726,-1.7104732,"('foolish', 'wise')",0.6643358,0.49740666,-0.14349641,-0.08379664,-0.097936,-0.4322877,0.3343517
28,0.7716345,1.1934009,"('disloyal', 'loyal')",0.8536033,0.9686416,1.1380152,0.90277356,0.9210843,1.0216053,-0.100521
78,0.7445741,0.882222,"('nonresilient', 'resilient')",0.4208792,0.467922,0.2146363,0.16261828,0.4600299,0.5042541,-0.0442242
34,-0.74423695,-0.10554822,"('mean', 'honorable')",-0.17899022,0.15179329,4.62781,4.9602594,1.2348609,1.6688348,-0.4339739
40,-0.74325866,-0.6559898,"('stingy', 'generous')",0.06307179,-0.3978468,-2.2681494,-2.3453345,-0.9827787,-1.133057,0.1502783
68,-0.63992405,-0.5109943,"('dependent', 'independent')",-0.46051812,-0.55839026,-2.0432572,-1.9725116,-1.0478998,-1.0139654,-0.0339344
70,0.6393066,0.9671444,"('lethargic', 'energetic')",-0.5989842,-0.24952988,0.27031475,0.37097135,0.1035457,0.362862,-0.2593163
4,-0.60049605,-1.6263309,"('disliked', 'liked')",0.9150867,0.032735102,-6.175692,-6.725945,-1.9537005,-2.7731803,0.8194798
1,-0.575941,-1.1112976,"('unfriendly', 'friendly')",1.6314205,0.996887,1.5555017,1.318788,0.8703271,0.4014591,0.468868
45,0.55264866,0.80861545,"('incompetent', 'competent')",-0.36939937,-0.4690893,-0.09658573,-0.29354048,0.0288879,0.0153286,0.0135593
3,0.5459252,1.0321198,"('repellent', 'pleasant')",-0.7663693,-0.56092054,0.32254565,0.4509513,0.0340339,0.3073835,-0.2733496
33,-0.53434265,-1.1105704,"('wrong', 'right')",1.7846351,1.5632718,-0.8385475,-0.94464344,0.1372483,-0.1639807,0.301229
11,0.53085494,1.0671105,"('unhelpful', 'helpful')",-0.2782454,0.31458125,1.853874,2.0209725,0.7021612,1.1342214,-0.4320602
9,0.5256115,0.05051443,"('unaffectionate', 'caring')",2.3441117,2.3496625,1.4902927,1.2776828,1.4533386,1.2259533,0.2273853
