,electronic_male,electronic_female,tuple,arts_male,arts_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.5513496,-1.5298437,"('unsympathetic', 'sympathetic')",-0.4866452,-0.79269516,-0.4237488,-0.7222302,-0.8205812,-1.014923,0.1943418
48,1.5438597,1.5622939,"('unintelligent', 'intelligent')",0.8047465,0.7124727,0.46441692,0.4901488,0.9376744,0.9216384,0.016036
42,-1.4496953,-1.5986588,"('unreliable', 'reliable')",-0.1344863,-0.45427835,-2.571997,-2.646538,-1.3853928,-1.5664918,0.181099
76,-1.4176339,-1.435139,"('anxious', 'daring')",1.531622,1.1976728,0.3750732,0.28988725,0.1630205,0.0174737,0.1455468
39,1.4136735,1.4640554,"('exploitative', 'cooperative')",0.74969983,0.7128496,0.2417737,0.2929461,0.8017157,0.8232838,-0.0215681
4,-1.322777,-1.2134832,"('disliked', 'liked')",-0.18118498,-0.050673712,-6.8836985,-6.6728077,-2.795887,-2.6456548,-0.1502322
61,1.3059291,1.3493394,"('illogical', 'logical')",0.07027823,0.02770808,0.3283084,0.35686398,0.5681719,0.5779705,-0.0097986
16,-1.2976859,-1.3376693,"('unpopular', 'popular')",-1.0847698,-0.96282667,0.48020038,0.7355008,-0.6340851,-0.521665,-0.1124201
60,1.1943514,0.98336846,"('inefficient', 'efficient')",1.8191731,1.5394996,0.122058466,-0.21236835,1.0451943,0.7701666,0.2750277
66,-1.1423235,-1.0542341,"('inactive', 'active')",-0.91484666,-0.73072016,1.0560007,1.2953961,-0.3337231,-0.1631861,-0.170537
11,1.0990685,0.9313936,"('unhelpful', 'helpful')",0.0754589,-0.22364205,1.5945165,1.4119126,0.9230146,0.7065547,0.2164599
45,-1.0784923,-1.1159883,"('incompetent', 'competent')",-0.0283055,-0.09740989,-0.2719345,-0.37371457,-0.4595774,-0.5290376,0.0694602
41,-1.0417727,-0.8268207,"('unforgiving', 'forgiving')",-0.95670456,-0.9424079,-0.047552794,0.15804131,-0.68201,-0.5370624,-0.1449476
17,-1.0022998,-0.930961,"('nasty', 'nice')",-0.8678986,-0.72474927,-0.6469658,-0.6445745,-0.8390547,-0.7667616,-0.0722931
82,-0.9282457,-0.9787154,"('poor', 'rich')",0.0656915,-0.13743506,6.468074,6.2376747,1.8685066,1.7071748,0.1613318
84,0.92105365,0.9682846,"('inferior', 'superior')",0.21627046,0.21472993,0.61769515,0.7353488,0.5850064,0.6394544,-0.054448
70,-0.89407533,-1.1010039,"('lethargic', 'energetic')",0.36782956,0.038887516,0.8367406,0.5105918,0.1034983,-0.1838415,0.2873398
13,-0.8866139,-0.71432656,"('impolite', 'polite')",-0.58453566,-0.7145213,-0.45325094,-0.5809147,-0.6414669,-0.6699208,0.0284539
0,-0.86879516,-0.7825324,"('unsociable', 'sociable')",-0.26784027,-0.45896146,-0.4683389,-0.48472467,-0.5349914,-0.5754062,0.0404148
22,-0.8675411,-0.9027536,"('untrustworthy', 'trustworthy')",-0.26730072,-0.403252,-0.8777203,-0.9499666,-0.670854,-0.7519907,0.0811367
3,-0.8496921,-1.1539798,"('repellent', 'pleasant')",0.62422734,0.4389296,0.82648474,0.45006993,0.20034,-0.0883268,0.2886668
51,-0.84280634,-0.86401623,"('uneducated', 'educated')",0.3362684,0.12420067,0.15098038,0.07563105,-0.1185192,-0.2213949,0.1028757
46,-0.8259939,-1.0638834,"('uncompetitive', 'competitive')",0.2628406,-0.15053742,-0.8594789,-1.0535964,-0.4742107,-0.7560058,0.2817951
53,0.82353574,0.8175897,"('uncreative', 'creative')",1.3772781,1.2667077,0.9825619,1.1062188,1.0611252,1.0635054,-0.0023802
33,0.8093406,0.9613214,"('wrong', 'right')",-0.4840928,-0.34788585,-0.604962,-0.4686179,-0.0932381,0.0482726,-0.1415107
19,-0.7604132,-0.49449718,"('inhospitable', 'hospitable')",-1.4146054,-1.3133748,-0.4443342,-0.18828037,-0.8731176,-0.6653841,-0.2077335
21,-0.7581533,-0.71771604,"('immoral', 'moral')",1.3176341,1.1306561,-0.76441205,-0.8676818,-0.0683104,-0.1515806,0.0832702
79,-0.7533074,-0.6294669,"('wavering', 'unwavering')",-1.6715924,-1.4535464,-0.23721625,-0.0009936653,-0.887372,-0.694669,-0.192703
34,0.7383494,0.502048,"('mean', 'honorable')",0.55783445,0.42,6.0942926,6.069318,2.4634921,2.3304553,0.1330368
26,0.72455436,0.8068788,"('hardhearted', 'benevolent')",0.5672293,0.78492355,1.556384,1.9394515,0.9493891,1.1770846,-0.2276955
56,0.71737164,0.7326573,"('impractical', 'practical')",0.7013784,0.5094111,-0.3043817,-0.45698744,0.3714561,0.2616937,0.1097624
37,-0.7062301,-0.61633146,"('fake', 'genuine')",0.23133281,0.17354195,0.60163665,0.5234222,0.0422465,0.0268776,0.0153689
50,-0.68756664,-0.840639,"('clumsy', 'skillful')",-0.6519276,-0.5846981,0.11346707,0.13358763,-0.4086757,-0.4305832,0.0219075
69,0.6625949,0.7222633,"('lazy', 'industrious')",0.6242428,0.9089883,-0.47192594,-0.15025185,0.2716372,0.4936666,-0.2220294
1,0.6435778,0.88196826,"('unfriendly', 'friendly')",-1.3654556,-1.2916405,1.5006996,1.9004567,0.2596073,0.4969281,-0.2373208
31,-0.6145019,-0.44318852,"('evil', 'good')",-1.6490691,-1.2738506,-0.7383475,-0.3851982,-1.0006395,-0.7007457,-0.2998938
73,0.5939773,0.60685664,"('helpless', 'self-reliant')",0.19908899,0.2619106,-3.103879,-3.2023795,-0.7702709,-0.7778707,0.0075998
32,-0.57219625,-0.41834134,"('unkind', 'kind')",-0.12699065,-0.27715832,0.8246524,0.8364605,0.0418218,0.0469869,-0.0051651
71,0.5682036,0.6371895,"('diffident', 'self-confident')",-0.11894778,-0.09927632,0.49676085,0.56537366,0.3153389,0.3677623,-0.0524234
68,-0.56638354,-0.55412054,"('dependent', 'independent')",0.076161385,0.07577754,-0.3417899,-0.2812131,-0.2773374,-0.2531854,-0.024152
18,-0.56243956,-0.43621036,"('disagreeable', 'welcoming')",-0.8828284,-0.9394164,-0.38788348,-0.15064286,-0.6110504,-0.5087566,-0.1022938
7,0.5562814,0.4551532,"('insensitive', 'sensitive')",0.42001024,0.32610098,0.7397252,0.67576486,0.5720056,0.485673,0.0863326
40,0.509855,0.44705543,"('stingy', 'generous')",0.50480807,0.47975585,-1.4115435,-1.2812057,-0.1322935,-0.1181315,-0.014162
78,-0.49276298,-0.7001433,"('nonresilient', 'resilient')",-0.35181996,-0.46263537,0.027791314,0.17379844,-0.2722639,-0.3296601,0.0573962
86,0.4754008,0.4999415,"('uninfluential', 'influential')",0.41612473,0.32277367,-0.004053343,-0.08762212,0.2958241,0.245031,0.0507931
9,0.44468713,0.5868375,"('unaffectionate', 'caring')",-1.2478343,-1.2954499,0.9814386,1.0872477,0.0594305,0.1262118,-0.0667813
64,-0.44224346,-0.3469779,"('shy', 'confident')",-0.61119056,-0.58759993,-6.8935475,-6.8946223,-2.6489938,-2.6097334,-0.0392604
54,-0.42490113,-0.46178052,"('incapable', 'capable')",-0.7002517,-0.7074056,0.95510286,0.998135,-0.0566833,-0.057017,0.0003337
52,0.4147853,0.6090442,"('irrational', 'rational')",-1.195672,-0.95558107,-0.18463713,0.14722973,-0.3218413,-0.0664357,-0.2554056
15,-0.41265467,-0.16234124,"('boring', 'funny')",0.28294057,0.4650399,0.05420329,0.3161496,-0.0251703,0.2062828,-0.2314531
83,0.4121573,0.28577006,"('powerless', 'powerful')",-0.37982655,-0.425188,-1.0033413,-1.1161374,-0.3236702,-0.4185185,0.0948483
30,0.40609765,0.36829314,"('intolerant', 'tolerant')",0.8655158,0.71772367,0.82169235,0.72105384,0.6977686,0.6023569,0.0954117
87,-0.3816063,-0.34162843,"('unsuccessful', 'successful')",0.022089183,-0.0109916385,0.51287514,0.6616541,0.0511193,0.1030113,-0.051892
27,-0.36311656,-0.27665234,"('hardhearted', 'softhearted')",-0.2833789,-0.2995808,1.6196243,1.6603285,0.3243763,0.3613651,-0.0369888
20,0.3592936,0.33403817,"('rough', 'thoughtful')",0.8527901,0.8312956,1.2869573,1.4063556,0.8330137,0.8572298,-0.0242161
57,0.3478122,0.26772124,"('unimaginative', 'imaginative')",1.7593508,1.6036273,-2.5602884,-2.5783103,-0.1510418,-0.2356539,0.0846121
47,-0.33332777,-0.4154374,"('stupid', 'smart')",0.32541507,0.14649965,5.78957,5.655608,1.9272191,1.7955569,0.1316622
8,0.31302348,0.35337546,"('unaffectionate', 'affectionate')",-1.2694765,-1.254311,0.5771735,0.79248255,-0.1264265,-0.036151,-0.0902755
2,-0.31219018,-0.24282391,"('unlikable', 'likable')",0.10966306,0.06518183,0.21801464,0.29137763,0.0051625,0.0379119,-0.0327494
80,0.29945138,0.17857635,"('dominated', 'dominating')",0.8114024,0.6661259,-0.81847763,-0.9748283,0.0974587,-0.0433754,0.1408341
25,0.29538718,0.45212317,"('egoistic', 'altruistic')",-0.038285013,0.09874376,1.5358933,1.7807803,0.5976652,0.7772157,-0.1795505
44,-0.2951252,-0.3817693,"('prejudiced', 'unprejudiced')",-0.20667286,-0.2092796,-1.0317162,-1.1484036,-0.5111714,-0.5798175,0.0686461
65,0.28072217,0.12490308,"('insecure', 'secure')",0.6158133,0.4732602,-0.15088345,-0.37842104,0.2485507,0.0732474,0.1753033
35,-0.2752539,-0.025090668,"('corrupt', 'incorrupt')",-1.5064548,-1.1875287,-0.36274052,0.06987274,-0.7148164,-0.3809156,-0.3339008
75,-0.26996878,-0.26529065,"('meek', 'impulsive')",0.1859777,0.3507092,-0.3032299,-0.34374025,-0.1290737,-0.0861072,-0.0429665
24,-0.2667076,0.0054688603,"('dishonest', 'honest')",-0.113017455,-0.22289748,0.62582904,0.6042419,0.0820347,0.1289378,-0.0469031
