,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
36,-0.5374253,-0.6046301,"('hostile', 'amicable')",0.76772434,0.71794206,-1.1986737,-1.078633,0.6089389,0.45554918,-0.0898589,-0.127443,0.0375841
8,-0.52020586,-0.6401231,"('unaffectionate', 'affectionate')",0.1298675,-0.049879014,-0.4518177,-0.30207756,0.6884505,0.7250437,-0.0384264,-0.066759,0.0283326
60,-0.5121609,-0.5762353,"('inefficient', 'efficient')",-0.24926583,-0.510684,1.2166922,0.73371404,-0.44392574,-0.5907017,0.0028349,-0.2359767,0.2388116
34,-0.50361276,-0.3874762,"('mean', 'honorable')",-0.23120001,-0.2553363,0.12163971,-0.05419025,5.551967,5.5345054,1.2346985,1.2093756,0.0253229
27,0.49653548,0.5054181,"('hardhearted', 'softhearted')",-0.34816426,-0.38002038,-0.1293929,-0.094875835,1.4351861,1.6320366,0.3635411,0.4156396,-0.0520985
41,-0.48976716,-0.69328207,"('unforgiving', 'forgiving')",-0.15457012,-0.25291145,0.740883,0.6697107,0.4198276,0.33047855,0.1290933,0.0134989,0.1155944
19,0.43165317,0.4496838,"('inhospitable', 'hospitable')",-0.45911214,-0.5470786,-1.4225317,-1.3992957,0.0009434372,0.013171246,-0.3622618,-0.3708798,0.008618
75,0.42629686,0.3946842,"('meek', 'impulsive')",0.55448985,0.5057008,-0.8214512,-0.74416906,-0.42265904,-0.61103815,-0.0658309,-0.1137055,0.0478746
85,0.4195757,0.32065904,"('insignificant', 'prestigious')",0.5044534,0.54718053,-0.5766415,-0.26340845,0.5499771,0.59906906,0.2243412,0.3008751,-0.0765339
11,-0.40718397,-0.439669,"('unhelpful', 'helpful')",-0.4244637,-0.44977334,-0.46290028,-0.6075853,1.447631,1.2974508,0.0382708,-0.0498942,0.088165
23,-0.3923261,-0.60229576,"('insincere', 'sincere')",-0.41668007,-0.67379093,0.5073465,0.20574608,5.6084304,5.5110197,1.3266927,1.1101698,0.2165229
72,0.38872242,0.39360103,"('unambitious', 'ambitious')",-0.093918175,-0.20989825,0.612087,0.47789207,-0.6324386,-0.791041,0.0686132,-0.0323615,0.1009747
33,0.3691598,0.38948336,"('wrong', 'right')",1.4717839,1.4164308,0.22795278,0.32120582,-0.15445237,-0.12813601,0.4786111,0.499746,-0.0211349
52,0.3633795,0.1030559,"('irrational', 'rational')",0.40342972,0.18765286,-0.7022595,-0.54562855,0.5086678,0.40288666,0.1433044,0.0369917,0.1063127
30,-0.36218685,-0.2953405,"('intolerant', 'tolerant')",-0.28536654,-0.26211947,0.36192638,0.32058924,0.8308483,0.8679441,0.1363053,0.1577684,-0.0214631
50,0.35684192,0.5054079,"('clumsy', 'skillful')",0.41123492,0.5446911,-0.15082866,0.010768499,0.34241945,0.1881689,0.2399169,0.3122591,-0.0723422
87,-0.3557161,-0.5635874,"('unsuccessful', 'successful')",0.7980009,0.67206234,1.4937636,1.3085287,0.92981917,0.8085314,0.7164668,0.5563837,0.1600831
56,-0.34869042,-0.5422226,"('impractical', 'practical')",0.24268737,-0.06561169,0.47778803,0.09513283,-0.5100001,-0.6763468,-0.0345538,-0.2972621,0.2627083
24,0.34667844,0.17799728,"('dishonest', 'honest')",-0.60172176,-0.8185238,-0.62417865,-0.82737947,0.46232083,0.4510822,-0.1042253,-0.2542059,0.1499806
67,0.34387216,0.4198685,"('doubtful', 'determined')",-0.004954418,-0.03241321,0.5497841,0.43222022,-0.88770145,-0.81996757,0.0002501,-7.3e-05,0.0003231
37,-0.33950323,-0.2966908,"('fake', 'genuine')",-0.21154219,-0.2890476,-0.21810731,-0.31355548,0.35123155,0.4043887,-0.1044803,-0.1237263,0.019246
70,0.33635968,0.47405323,"('lethargic', 'energetic')",-0.0011704192,0.061880738,0.7264285,0.63596153,0.87678707,0.79425424,0.4846012,0.4915375,-0.0069363
1,-0.33531865,-0.7038188,"('unfriendly', 'friendly')",0.40035474,-0.0655507,0.09460933,-0.08457111,1.8956617,1.7409987,0.5138268,0.2217645,0.2920623
42,0.32318294,0.34424397,"('unreliable', 'reliable')",0.1937166,0.27477592,0.67821586,0.78240234,-2.7322621,-2.7395422,-0.3842867,-0.33453,-0.0497567
2,0.3026684,0.30546653,"('unlikable', 'likable')",1.1440321,1.2305262,1.6461275,1.6267902,0.6016268,0.55955285,0.9236137,0.930584,-0.0069703
64,0.2988214,0.27926165,"('shy', 'confident')",-0.19028671,-0.24147621,0.8480356,0.76735985,-6.1830006,-6.3333216,-1.3066076,-1.3820441,0.0754365
21,-0.29698926,-0.3684649,"('immoral', 'moral')",-0.3841973,-0.34792835,0.21943803,0.07220916,-0.9396643,-0.8325913,-0.3503532,-0.3691939,0.0188407
31,-0.29630214,-0.44619742,"('evil', 'good')",0.56907487,0.5170332,-0.62288356,-0.5186002,-0.55083,-0.62126863,-0.2252352,-0.2672583,0.0420231
83,-0.28071317,-0.26473996,"('powerless', 'powerful')",0.32720426,0.21932727,0.07187435,-0.043764383,-0.929021,-0.9777611,-0.2026639,-0.2667345,0.0640706
17,-0.2770716,-0.40678912,"('nasty', 'nice')",-0.8879346,-0.9972485,-1.0626332,-1.0286802,-0.51287615,-0.51270723,-0.6851288,-0.7363563,0.0512275
35,0.27368078,0.24432574,"('corrupt', 'incorrupt')",0.2765361,0.23576896,-1.706057,-1.5141273,-0.21246497,-0.217275,-0.3420762,-0.3128269,-0.0292493
61,-0.26451632,-0.2805055,"('illogical', 'logical')",-0.44191104,-0.51442885,0.08250724,-0.047750577,0.1686118,0.26498508,-0.1138271,-0.144425,0.0305979
74,0.25499985,0.12798962,"('undedicated', 'dedicated')",0.6502459,0.5179195,1.1988688,1.1971726,0.31601274,0.18737982,0.6050318,0.5076154,0.0974164
4,-0.23314968,-0.51714563,"('disliked', 'liked')",-0.28422043,-0.4305832,-0.876743,-0.8305691,-6.418122,-6.614737,-1.9530587,-2.0982587,0.1452
43,0.20147873,0.15142208,"('irresponsible', 'responsible')",-0.49441475,-0.49865645,0.52766067,0.36499426,0.33326998,0.28667128,0.1419986,0.0761078,0.0658908
44,-0.19176242,-0.091708906,"('prejudiced', 'unprejudiced')",0.38646293,0.71945643,-0.52429986,-0.457137,-1.3833536,-1.2700158,-0.4282382,-0.2748513,-0.1533869
65,-0.1794,-0.09086512,"('insecure', 'secure')",-0.49547637,-0.48504362,1.1119676,0.8998916,-0.23616749,-0.29625112,0.0502309,0.0069329,0.043298
5,-0.16751629,-0.26951244,"('distant', 'outgoing')",0.37503228,0.3106359,-1.3035681,-1.1869503,-0.15445937,-0.21111745,-0.3126279,-0.3392361,0.0266082
38,0.15998675,-0.08686222,"('untruthful', 'truthful')",0.00013691187,-0.25192952,-0.8267683,-0.9639437,-0.28329703,-0.46104258,-0.2374854,-0.4409445,0.2034591
20,0.14916089,0.2599655,"('rough', 'thoughtful')",0.6687092,0.7747496,1.2736531,1.2401614,1.0538656,1.1013708,0.7863472,0.8440619,-0.0577147
28,0.14197268,-0.080654904,"('disloyal', 'loyal')",-0.42866072,-0.70098644,-0.37483278,-0.5389638,0.7404014,0.64315134,0.0197201,-0.1693635,0.1890836
88,0.13247444,0.006822781,"('low', 'eminent')",-0.07583744,-0.19623716,-1.0699079,-1.1235727,0.03574571,-0.06983027,-0.2443813,-0.3457043,0.101323
68,0.11944567,0.19068576,"('dependent', 'independent')",-0.8531497,-0.73317355,-0.6189726,-0.6371357,-0.8749863,-0.7863504,-0.5569158,-0.4914935,-0.0654223
63,0.115336165,0.047769677,"('unperceptive', 'insightful')",0.27760923,0.14416185,1.5063194,1.3945134,0.96279186,0.7782713,0.7155142,0.591179,0.1243352
6,0.1061836,0.031560816,"('distant', 'open')",0.47959125,0.42842174,-1.5715308,-1.3368909,0.49554035,0.4715262,-0.1225539,-0.1013456,-0.0212083
76,0.09113857,0.12669596,"('anxious', 'daring')",0.054786958,0.17185871,0.6817918,0.6918636,-0.16366906,-0.11183101,0.1660121,0.2196468,-0.0536347
48,0.09091805,0.0355453,"('unintelligent', 'intelligent')",-0.77580297,-0.842605,-0.47584602,-0.49793968,-0.056230653,-0.0668005,-0.3042404,-0.34295,0.0387096
7,0.09028597,-0.026912864,"('insensitive', 'sensitive')",-0.14489554,-0.29702133,0.47527,0.26496184,1.1430373,1.091357,0.3909245,0.2580962,0.1328283
80,-0.08200249,-0.00931035,"('dominated', 'dominating')",-0.07454663,-0.039477423,0.9646228,0.8524005,-1.1951475,-1.0838592,-0.0967685,-0.0700616,-0.0267069
84,0.081901066,0.19454256,"('inferior', 'superior')",0.10118966,0.15585762,0.04841463,0.12294645,0.61035955,0.6922523,0.2104662,0.2913997,-0.0809335
15,0.073363885,-0.07859658,"('boring', 'funny')",0.36029977,0.19515829,-0.92798865,-0.9480145,0.4068451,0.37192887,-0.02187,-0.114881,0.093011
54,-0.05979033,-0.029811686,"('incapable', 'capable')",0.378079,0.38216874,0.039324857,0.13818997,1.1106422,1.0784979,0.3670639,0.3922612,-0.0251973
25,0.044052955,-0.15780248,"('egoistic', 'altruistic')",1.0248065,0.82921445,0.46712178,0.43963832,1.7946346,1.7242057,0.8326539,0.708814,0.1238399
9,0.03399108,-0.09690455,"('unaffectionate', 'caring')",0.14336066,-0.020951375,-0.007544551,0.012616716,1.1157045,1.1825618,0.3213779,0.2693306,0.0520473
59,-0.029715717,-0.074372895,"('foolish', 'wise')",0.56451,0.5322195,-1.0615468,-0.87156093,0.5127056,0.38202754,-0.0035117,-0.0079217,0.00441
