,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
73,1.6539668,1.5955546,"('helpless', 'self-reliant')",1.1440638,1.1174465,0.18207008,0.2831866,-2.8326986,-2.8613594,0.0368505,0.0337071,0.0031434
49,-1.5982413,-1.6237283,"('unable', 'able')",-1.3853012,-1.3877798,-1.3411005,-1.2642618,-0.7154628,-0.7272603,-1.2600265,-1.2507575,-0.009269
0,-1.3507397,-1.5450749,"('unsociable', 'sociable')",-1.4154307,-1.6899058,0.2766193,-0.02565454,-0.75057197,-0.8400601,-0.8100308,-1.0251738,0.215143
47,-1.3210056,-1.2004741,"('stupid', 'smart')",-0.6374911,-0.61794347,0.35872257,0.2791275,5.0862985,5.0400934,0.8716311,0.8752009,-0.0035698
16,-1.2335101,-1.2680511,"('unpopular', 'popular')",-0.124607965,-0.088670604,-0.59474397,-0.4658196,0.29187137,0.23346585,-0.4152477,-0.3972689,-0.0179788
45,-1.2070115,-1.4547775,"('incompetent', 'competent')",-0.7793446,-1.0218234,0.16546746,-0.17981642,-0.33915275,-0.587002,-0.5400103,-0.8108549,0.2708446
29,-1.1574085,-1.2398189,"('unfair', 'fair')",-0.9342138,-0.9937672,-0.48036546,-0.57192975,-0.4336875,-0.43009233,-0.7514188,-0.808902,0.0574832
77,-1.1121339,-1.1384634,"('unmotivated', 'motivated')",-0.52159333,-0.62827265,0.3622903,0.2352404,-1.2504096,-1.2950145,-0.6304616,-0.7066275,0.0761659
39,1.1040858,1.1843939,"('exploitative', 'cooperative')",0.9067128,0.93812925,1.7641258,1.7083718,0.3711449,0.44876882,1.0365173,1.0699159,-0.0333986
66,1.0673418,1.0065967,"('inactive', 'active')",1.1319093,1.19927,0.6099179,0.67909235,1.0535667,1.0874994,0.9656839,0.9931147,-0.0274308
53,-0.91706717,-1.0913316,"('uncreative', 'creative')",-0.67731667,-0.91871274,-0.3844965,-0.471144,1.0105162,0.7500775,-0.2420911,-0.4327777,0.1906866
40,0.88762885,0.8401658,"('stingy', 'generous')",0.44389325,0.29051802,0.7761682,0.80288357,-1.0610975,-1.1638385,0.2616482,0.1924322,0.069216
26,0.883545,0.7188258,"('hardhearted', 'benevolent')",1.9353207,1.8314353,1.394046,1.295831,1.7850214,1.7475169,1.4994832,1.3984022,0.101081
86,-0.8790415,-0.89735085,"('uninfluential', 'influential')",-0.8103825,-0.9376152,-0.032001603,-0.0833388,-0.31128365,-0.2752669,-0.5081773,-0.548393,0.0402157
82,-0.8654735,-0.799062,"('poor', 'rich')",-1.0625793,-1.1071259,-0.37381673,-0.4926246,5.72632,5.613127,0.8561126,0.8035787,0.0525339
62,-0.8492683,-1.0355389,"('incompetent', 'brilliant')",-0.06352439,-0.31489307,0.7185985,0.4342689,-0.0637873,-0.35157752,-0.0644954,-0.3169351,0.2524397
78,-0.8182446,-0.8009286,"('nonresilient', 'resilient')",0.13122894,0.22764139,1.06983,1.0718819,0.101504676,0.12084234,0.1210797,0.1548593,-0.0337796
55,-0.8099198,-0.7610805,"('incompetent', 'clever')",-1.1290984,-1.0875652,0.70613855,0.56393987,-0.30766594,-0.26387167,-0.3851364,-0.3871444,0.002008
46,-0.7795534,-0.57819635,"('uncompetitive', 'competitive')",-0.5289391,-0.42717242,1.3633451,1.2438961,-0.73749554,-0.8039948,-0.1706607,-0.1413668,-0.0292939
69,0.7365677,0.7640611,"('lazy', 'industrious')",2.2465575,2.2512536,0.20256884,0.28224394,-0.45549104,-0.5066155,0.6825507,0.6977358,-0.0151851
3,-0.7313346,-0.62111634,"('repellent', 'pleasant')",-0.7724238,-0.6858748,1.0387826,0.8415932,0.4413279,0.42595792,-0.005912,-0.00986,0.003948
57,-0.6848254,-0.7600106,"('unimaginative', 'imaginative')",-0.8164017,-0.8629705,-0.5962944,-0.5523951,-2.2839603,-2.4527507,-1.0953705,-1.1570318,0.0616613
22,-0.68133676,-0.6498186,"('untrustworthy', 'trustworthy')",-0.4487055,-0.483869,0.6282827,0.46139622,-0.73741025,-0.87520105,-0.3097925,-0.3868731,0.0770806
12,0.67899865,0.6783963,"('unsupportive', 'supportive')",0.30093503,0.2881776,1.0592234,1.0187188,-1.4472529,-1.5180466,0.1479761,0.1168115,0.0311646
18,0.63857555,0.70511514,"('disagreeable', 'welcoming')",0.9133956,0.89951795,-0.46717387,-0.34621233,-0.26974574,-0.19898872,0.2037629,0.264858,-0.0610951
51,0.63279855,0.5639008,"('uneducated', 'educated')",0.105145186,0.11745241,0.47825056,0.40405312,0.26694733,0.3323027,0.3707854,0.3544272,0.0163582
14,-0.6134113,-0.7341045,"('antisocial', 'social')",0.5249861,0.38269785,1.7564412,1.2873024,-0.57159716,-0.62219894,0.2741047,0.0784242,0.1956805
71,0.5896045,0.57764184,"('diffident', 'self-confident')",0.38942584,0.33003303,0.37777022,0.23757349,0.382872,0.43146443,0.4349181,0.3941782,0.0407399
13,-0.5832928,-0.8021703,"('impolite', 'polite')",0.04826601,-0.29742742,0.19497111,-0.2971129,-0.42906472,-0.52357394,-0.1922801,-0.4800711,0.287791
81,-0.5795612,-0.4731731,"('submissive', 'aggressive')",-0.48776525,-0.31301427,1.2974076,1.2339811,-1.0065126,-0.9018528,-0.1941079,-0.1135148,-0.0805931
10,-0.57391196,-0.59369636,"('unsympathetic', 'sympathetic')",-1.6376657,-1.6798306,-0.36697176,-0.51271707,-0.39682436,-0.3907857,-0.7438434,-0.7942574,0.050414
32,-0.5659991,-0.81024384,"('unkind', 'kind')",-1.0310972,-1.2808361,0.34943917,0.06384921,0.90499043,0.7114664,-0.0856667,-0.3289411,0.2432744
58,0.56576115,0.7115166,"('undiscriminating', 'discriminating')",0.63281024,0.7942541,0.9572531,1.0968281,0.3857007,0.41597497,0.6353813,0.7546434,-0.1192621
79,0.5503223,0.45655447,"('wavering', 'unwavering')",0.08084829,0.026556784,-1.3418465,-1.2555199,-0.00623508,-0.12881924,-0.1792277,-0.225307,0.0460793
