,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.5733113,-2.5528734,"('uninfluential', 'influential')",0.17966773,0.19596262,-0.539113,-0.5829629,-0.46263862,-0.29865062,-0.8488488,-0.8096311,-0.0392177
1,-2.269091,-2.4271412,"('unfriendly', 'friendly')",0.31888396,0.3999507,-0.5866754,-0.5115932,1.818721,1.7993644,-0.1795403,-0.1848548,0.0053145
63,-2.113044,-1.9279203,"('unperceptive', 'insightful')",-0.17162186,-0.030606091,0.6942316,0.77880573,0.4483933,0.7733678,-0.2855102,-0.1015882,-0.183922
53,-1.8574659,-2.0509648,"('uncreative', 'creative')",-0.58401996,-0.57245386,-0.3368583,-0.39610618,0.6941048,0.6777712,-0.5210599,-0.5854385,0.0643786
57,-1.5783544,-1.6515771,"('unimaginative', 'imaginative')",-0.01836513,-0.049548313,-0.63885844,-0.7400529,-2.6313663,-2.5665307,-1.2167361,-1.2519273,0.0351912
58,-1.4786873,-1.658977,"('undiscriminating', 'discriminating')",-1.0590333,-1.0735784,-0.39634347,-0.48933297,-0.3292847,-0.26565853,-0.8158372,-0.8718867,0.0560495
45,-1.4028049,-1.271533,"('incompetent', 'competent')",-0.2779254,-0.09725211,-0.22817153,-0.15579677,-0.53840834,-0.3731816,-0.6118275,-0.4744409,-0.1373866
10,-1.3886068,-1.5931848,"('unsympathetic', 'sympathetic')",-0.954717,-0.9062694,-0.8398431,-0.823097,-0.6933791,-0.5240975,-0.9691365,-0.9616622,-0.0074743
44,1.3829144,1.1257665,"('prejudiced', 'unprejudiced')",-0.34656227,-0.5641738,-0.20551714,-0.38558197,-1.1058228,-1.4104619,-0.068747,-0.3086128,0.2398658
69,1.3614163,1.6415148,"('lazy', 'industrious')",1.2919644,1.2928978,0.8488904,0.93391967,-0.41740224,-0.25679058,0.7712172,0.9028854,-0.1316682
61,-1.3193791,-1.4994091,"('illogical', 'logical')",-0.15897873,-0.12950902,0.089044735,0.13269198,0.17350495,0.18136008,-0.303952,-0.3287165,0.0247645
0,-1.2909411,-1.3574095,"('unsociable', 'sociable')",0.4831362,0.44544882,0.21709695,0.11493212,-0.47229493,-0.46916088,-0.2657507,-0.3165474,0.0507967
43,-1.2589587,-1.4243484,"('irresponsible', 'responsible')",0.77214926,0.6638595,-0.7507653,-0.9547923,0.09140068,-0.054606374,-0.2865435,-0.4424719,0.1559284
70,-1.1193873,-1.1974546,"('lethargic', 'energetic')",-0.42469698,-0.42237088,-0.085500285,-0.05793888,0.072745144,0.25648198,-0.3892099,-0.3553206,-0.0338893
72,-1.0698693,-1.1072603,"('unambitious', 'ambitious')",-0.1718365,-0.2314528,-1.4326097,-1.4714636,-1.297427,-1.0804734,-0.9929357,-0.9726626,-0.0202731
35,1.0033982,0.91227305,"('corrupt', 'incorrupt')",-0.5166463,-0.59092623,-0.5773474,-0.6454149,0.3636553,0.20174128,0.0682649,-0.0305817,0.0988466
9,-0.9822013,-1.195509,"('unaffectionate', 'caring')",0.7815523,0.8439392,-0.73358834,-0.7062824,0.84158856,0.9806487,-0.0231622,-0.0193009,-0.0038613
73,0.9786463,1.050032,"('helpless', 'self-reliant')",0.33054197,0.2607038,-0.48271167,-0.4860127,-3.2795627,-3.1713116,-0.6132715,-0.5866472,-0.0266243
8,-0.9753824,-1.1368707,"('unaffectionate', 'affectionate')",-0.09839852,-0.1276601,-1.6232244,-1.7028822,0.3732728,0.41511413,-0.5809331,-0.6380747,0.0571416
23,-0.97501755,-1.2845079,"('insincere', 'sincere')",-0.05787112,-0.10025737,0.6738678,0.6548855,5.2298927,5.225308,1.217718,1.123857,0.093861
82,-0.96109617,-1.027823,"('poor', 'rich')",-0.42976868,-0.23300293,-0.6118892,-0.6586392,5.9495153,5.9542627,0.9866903,1.0086994,-0.0220091
51,-0.9390888,-0.8863802,"('uneducated', 'educated')",0.35946095,0.37272137,0.43237686,0.28658918,0.25460413,0.3885231,0.0268383,0.0403634,-0.0135251
56,-0.9283238,-0.71350825,"('impractical', 'practical')",0.79853183,0.95911264,-0.05381138,-0.044106066,-0.53253525,-0.3582826,-0.1790347,-0.0391961,-0.1398386
38,-0.92248416,-0.79979455,"('untruthful', 'truthful')",-0.145836,-0.0125691,-0.57445514,-0.4509341,-0.12735769,0.022627065,-0.4425333,-0.3101677,-0.1323656
5,-0.9033935,-0.65650916,"('distant', 'outgoing')",0.012630947,0.12885693,-1.2976956,-1.1350241,-0.22259504,-0.101584546,-0.6027633,-0.4410652,-0.1616981
24,-0.8991562,-1.0309483,"('dishonest', 'honest')",-0.29619467,-0.2730216,-1.9310505,-1.8480093,0.60028756,0.50240004,-0.6315285,-0.6623948,0.0308663
84,0.8973152,0.7088301,"('inferior', 'superior')",0.99152213,0.82074463,0.3126545,0.23660338,1.0929006,0.9771879,0.8235981,0.6858415,0.1377566
3,-0.8770833,-1.0490191,"('repellent', 'pleasant')",-1.3014891,-1.2658112,0.41595688,0.4942394,0.020348042,0.005493019,-0.4355669,-0.4537745,0.0182076
27,-0.8488319,-0.6811238,"('hardhearted', 'softhearted')",0.011334652,0.20340608,-0.10823667,0.13400379,1.3864121,1.5520482,0.1101696,0.3020836,-0.191914
78,-0.8082661,-0.47440782,"('nonresilient', 'resilient')",1.0705065,1.4160013,2.184694,2.379019,0.28961703,0.52402407,0.6841379,0.9611591,-0.2770212
60,-0.8040834,-0.876891,"('inefficient', 'efficient')",0.0014831908,0.11989321,1.2347105,1.2946181,-0.25735623,-0.028343508,0.0436885,0.1273192,-0.0836307
7,-0.78513867,-0.8428171,"('insensitive', 'sensitive')",-0.57180554,-0.5825122,-0.07728993,-0.14012025,0.14265308,0.44702792,-0.3228953,-0.2796054,-0.0432899
46,-0.77905846,-1.0296067,"('uncompetitive', 'competitive')",-0.18670356,-0.18854393,1.431278,1.320074,-0.65698546,-0.74556553,-0.0478674,-0.1609105,0.1130431
6,-0.75131947,-0.56972444,"('distant', 'open')",-0.10242917,0.03712953,-1.9827037,-1.8282374,0.32977033,0.35353318,-0.6266705,-0.5018247,-0.1248458
54,-0.74355656,-0.9583529,"('incapable', 'capable')",-0.1328026,-0.195779,-0.38308382,-0.48701757,1.1312367,1.0907872,-0.0320516,-0.1375906,0.105539
22,-0.7228295,-0.80041677,"('untrustworthy', 'trustworthy')",0.07587418,-0.07615991,0.5634693,0.5073941,-0.8766114,-0.8710953,-0.2400244,-0.3100695,0.0700451
74,-0.69998455,-0.7872097,"('undedicated', 'dedicated')",0.3144445,0.32052666,0.30327997,0.31735852,0.04456733,-0.055273287,-0.0094232,-0.0511495,0.0417263
39,0.6854497,0.5163147,"('exploitative', 'cooperative')",0.33887652,0.16171512,1.1844738,1.1418514,0.27081618,0.14663585,0.619904,0.4916293,0.1282747
34,-0.6522043,-0.6281241,"('mean', 'honorable')",-0.34059882,-0.24926665,0.22473095,0.3180448,5.9542828,5.982947,1.2965527,1.3559003,-0.0593476
67,0.646862,0.6849363,"('doubtful', 'determined')",0.14862706,0.024424203,0.3320149,0.24227345,-0.61618817,-0.5915928,0.1278289,0.0900103,0.0378186
77,-0.64384246,-0.8224597,"('unmotivated', 'motivated')",0.1784328,0.12543334,0.6264681,0.45782125,-1.2887473,-1.2092049,-0.2819222,-0.3621025,0.0801803
75,0.6311782,0.68534076,"('meek', 'impulsive')",0.089796506,0.062031277,-1.0580266,-1.0010635,-0.33134228,-0.355382,-0.1670985,-0.1522684,-0.0148301
11,-0.60794854,-0.62593687,"('unhelpful', 'helpful')",0.11825688,0.22147553,0.8904748,0.9444049,1.4906065,1.5735005,0.4728474,0.528361,-0.0555136
19,-0.59457266,-0.5206693,"('inhospitable', 'hospitable')",-0.17760664,-0.056906063,-1.0910033,-1.0397997,-0.013212243,0.07540578,-0.4690987,-0.3854923,-0.0836064
25,-0.5765858,-0.76610756,"('egoistic', 'altruistic')",0.14904048,0.14393306,0.7311471,0.7472609,1.6618623,1.5411942,0.491366,0.4165702,0.0747958
31,-0.559243,-0.2273964,"('evil', 'good')",-0.6514314,-0.5047928,-1.0779182,-0.9041974,-0.8197947,-0.66836673,-0.7770968,-0.5761883,-0.2009085
59,0.5560554,0.6436713,"('foolish', 'wise')",0.8167979,0.7093065,-0.3153731,-0.32328904,0.3256774,0.32372317,0.3457894,0.338353,0.0074364
2,0.55199754,0.23883648,"('unlikable', 'likable')",0.6290637,0.5915184,0.9874571,0.9367248,0.9515326,0.7764504,0.7800127,0.6358825,0.1441302
37,0.52485955,0.4528597,"('fake', 'genuine')",-0.1915462,-0.18249352,-0.37252077,-0.4442315,0.056082558,0.14063986,0.0042188,-0.0083064,0.0125252
55,-0.51598763,-0.6713116,"('incompetent', 'clever')",-0.4771001,-0.5093858,0.6583327,0.55425835,-0.11276384,0.0004172325,-0.1118797,-0.1565055,0.0446258
68,-0.48954645,-0.37273985,"('dependent', 'independent')",-0.71837145,-0.6876903,0.48195913,0.43634623,-0.4710967,-0.28303355,-0.2992639,-0.2267794,-0.0724845
4,-0.48792621,-0.19203535,"('disliked', 'liked')",0.24556732,0.3204823,-0.54465246,-0.47715145,-6.062722,-5.8014255,-1.7124333,-1.5375324,-0.1749009
12,-0.47003514,-0.20227295,"('unsupportive', 'supportive')",1.6725916,1.9468986,0.303116,0.5192146,-2.0770693,-1.7239541,-0.1428492,0.1349715,-0.2778207
47,-0.46013635,-0.6024657,"('stupid', 'smart')",0.6791954,0.5638886,0.7910399,0.7317111,5.515867,5.42854,1.6314915,1.5304185,0.101073
79,-0.45795223,-0.3743918,"('wavering', 'unwavering')",-0.7064039,-0.6219316,-1.7022194,-1.6871245,0.033977702,0.10444923,-0.7081494,-0.6447496,-0.0633998
65,-0.45773584,-0.7370533,"('insecure', 'secure')",-0.6065806,-0.7455306,0.6747964,0.53470904,-0.2915938,-0.23197225,-0.1702785,-0.2949618,0.1246833
32,-0.44147655,-0.55699044,"('unkind', 'kind')",1.3508723,1.4811732,0.31440154,0.40858442,0.8563844,0.94350874,0.5200454,0.569069,-0.0490236
33,0.42780033,0.4642291,"('wrong', 'right')",0.78475666,0.68396926,-0.09336596,-0.08448047,-0.4394682,-0.50607306,0.1699307,0.1394112,0.0305195
28,-0.41007522,-0.8242752,"('disloyal', 'loyal')",-0.2363228,-0.315206,-0.12990782,-0.23043936,1.0427797,0.84414434,0.0666185,-0.131444,0.1980625
14,-0.38766968,-0.50862575,"('antisocial', 'social')",0.2617773,0.30908045,0.6410041,0.611099,-0.7023513,-0.6015922,-0.0468099,-0.0475096,0.0006997
20,0.3682654,0.07401128,"('rough', 'thoughtful')",-0.18215534,-0.2578261,0.58325136,0.4736613,1.0613525,0.87531906,0.4576785,0.2912914,0.1663871
13,-0.34947863,-0.2689312,"('impolite', 'polite')",0.32269287,0.32061872,0.43362582,0.46192715,-0.1106058,0.032750346,0.0740586,0.1365913,-0.0625327
62,-0.34312156,-0.3916501,"('incompetent', 'brilliant')",0.24870345,0.35721022,0.9231303,1.0780818,-0.4156764,-0.1043156,0.1032589,0.2348316,-0.1315727
71,-0.34073815,-0.07315789,"('diffident', 'self-confident')",1.7001281,1.7396157,0.9158894,0.99679065,0.4605983,0.6793951,0.6839694,0.8356609,-0.1516915
52,0.34002456,0.07497682,"('irrational', 'rational')",0.2357064,-0.0314386,-0.90853775,-1.018213,0.29618973,0.0059969537,-0.0091543,-0.2421695,0.2330152
80,0.33662575,0.15657943,"('dominated', 'dominating')",-0.0024628248,-0.09655131,1.1836165,1.2159516,-1.4219102,-1.2558722,0.0239673,0.0050268,0.0189405
16,-0.3302588,-0.42106324,"('unpopular', 'popular')",-0.19021167,-0.24683526,0.062372826,0.03404601,0.6186765,0.5946259,0.0401447,-0.0098067,0.0499514
85,0.3178348,0.16544628,"('insignificant', 'prestigious')",0.7995395,0.664046,0.09792104,0.10485758,0.9644867,0.8277791,0.5449455,0.4405322,0.1044133
66,-0.3121701,-0.28621325,"('inactive', 'active')",-0.45388484,-0.4676543,-0.8520545,-0.8257408,1.0303371,1.0690882,-0.1469431,-0.12763,-0.0193131
