,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
81,-0.2442058,-0.39797217,"('submissive', 'aggressive')",0.47747612,0.501208,0.3634971,0.33005226,-0.6347983,-0.4812548,-0.0095077,-0.0119917,0.002484
18,-0.23462366,-0.24095453,"('disagreeable', 'welcoming')",0.45136464,0.48619542,0.022335157,0.107631125,-0.3533949,-0.3111499,-0.0285797,0.0104305,-0.0390102
48,-0.23293549,-0.4446129,"('unintelligent', 'intelligent')",0.83643645,0.7781113,0.5036877,0.45910218,0.5413923,0.66602975,0.4121453,0.3646576,0.0474877
30,-0.22942902,-0.2721945,"('intolerant', 'tolerant')",-0.08697308,-0.146882,0.87198555,0.7585375,0.89987755,0.9561226,0.3638653,0.3238959,0.0399694
42,-0.2221714,-0.12959401,"('unreliable', 'reliable')",0.7860488,0.73605347,-0.6307911,-0.53337455,-3.3987806,-3.1389844,-0.8664235,-0.7664749,-0.0999486
36,-0.21367419,-0.54283303,"('hostile', 'amicable')",-1.0421288,-1.1483743,-1.8257118,-2.0105634,0.88786,0.39458168,-0.5484137,-0.8267972,0.2783835
83,-0.21336797,-0.43309408,"('powerless', 'powerful')",0.17426528,0.07486439,-0.36318547,-0.42452592,-1.2433935,-1.2519729,-0.4114204,-0.5086821,0.0972617
29,-0.2081508,-0.11772958,"('unfair', 'fair')",-0.0889957,-0.01843934,-0.52314395,-0.40479872,-0.376593,-0.50540566,-0.2992209,-0.2615933,-0.0376276
64,-0.2080198,-0.13819262,"('shy', 'confident')",0.25198188,0.12027949,0.5659414,0.42193326,-6.2391543,-6.1229987,-1.4073128,-1.4297446,0.0224318
49,0.17450045,0.072094336,"('unable', 'able')",-0.2667918,-0.31431964,0.868346,0.8476369,0.038650837,0.2224212,0.2036764,0.2069582,-0.0032818
41,-0.15013765,-0.27615052,"('unforgiving', 'forgiving')",0.6628719,0.75996894,-0.35101902,-0.21606064,0.37284085,0.17644092,0.133639,0.1110497,0.0225893
21,0.113887034,-0.3638025,"('immoral', 'moral')",0.7520026,0.70092094,1.218031,1.0230525,-0.514236,-0.5581366,0.3924212,0.2005086,0.1919126
17,0.07514515,0.1592729,"('nasty', 'nice')",-0.7556243,-0.6913191,-0.44343722,-0.23797156,-0.5409951,-0.4176677,-0.4162279,-0.2969214,-0.1193065
88,-0.071195595,-0.45669618,"('low', 'eminent')",-0.34896624,-0.44055548,0.08639896,-0.18110779,0.3924218,0.28242946,0.0146647,-0.1989825,0.2136472
15,-0.067368366,-0.1566007,"('boring', 'funny')",0.80283785,0.60577786,-0.61764985,-0.7928601,0.4851632,0.4695159,0.1507457,0.0314582,0.1192875
40,-0.060152985,-0.017675778,"('stingy', 'generous')",0.95383584,0.95515466,0.41597605,0.64676726,-1.6493206,-1.3336853,-0.0849154,0.0626402,-0.1475556
50,0.05392208,-0.029694041,"('clumsy', 'skillful')",0.35077,0.30557492,0.56209683,0.41558003,0.058702327,0.13098548,0.2563728,0.2056116,0.0507612
26,-0.04920394,-0.31370598,"('hardhearted', 'benevolent')",0.816891,0.88322926,-0.08746785,-0.038281545,1.7270788,1.4200261,0.6018245,0.4878169,0.1140076
87,0.009658743,-0.15189391,"('unsuccessful', 'successful')",0.23501736,0.104619354,1.1939416,1.1408743,0.6860404,0.8418419,0.5311645,0.4838604,0.0473041
76,-0.0060955957,-0.26599786,"('anxious', 'daring')",-0.42304796,-0.59556603,0.16475578,0.04619201,0.25473046,0.244672,-0.0024143,-0.142675,0.1402607
