,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
86,-3.3914218,-2.9430196,"('uninfluential', 'influential')",0.022663612,0.06949684,-1.192933,-0.9578064,-0.59699655,-0.25190675,-1.2896719,-1.0208089,-0.268863
23,-3.1997855,-2.8669207,"('insincere', 'sincere')",-0.79815066,-0.78639853,-0.30457097,-0.16549064,4.8335166,4.7194643,0.1327523,0.2251636,-0.0924113
10,-3.0968256,-2.6506772,"('unsympathetic', 'sympathetic')",0.14409785,0.00190337,-1.2180285,-1.03848,-0.46150827,-0.18230194,-1.1580662,-0.967389,-0.1906772
46,-2.7107842,-2.3384583,"('uncompetitive', 'competitive')",1.5997002,1.466593,-1.6905979,-1.5052322,-0.6526674,-0.38397312,-0.8635874,-0.6902677,-0.1733197
35,2.700553,2.370852,"('corrupt', 'incorrupt')",-0.919158,-0.8203616,0.58050245,0.44209883,-0.035073202,-0.11567817,0.581706,0.4692278,0.1124782
43,-2.6183991,-2.2261488,"('irresponsible', 'responsible')",0.14930059,0.040140167,-0.21926214,-0.08265814,0.28302312,0.36645275,-0.6013344,-0.4755535,-0.1257809
48,-2.5121353,-2.3043058,"('unintelligent', 'intelligent')",-0.4034751,-0.39793316,-0.8754679,-0.84883684,0.39884523,0.4603036,-0.8480582,-0.7726931,-0.0753651
63,-2.3982365,-1.9809135,"('unperceptive', 'insightful')",0.78594154,0.75931716,-1.2588202,-0.96154433,1.3645616,1.4933817,-0.3766384,-0.1724398,-0.2041986
60,-2.3521729,-1.9680959,"('inefficient', 'efficient')",0.93501675,0.8166753,-0.3866899,-0.26475015,-0.02202454,0.035925712,-0.4564676,-0.3450612,-0.1114064
28,-2.3238337,-2.0139823,"('disloyal', 'loyal')",-0.34894592,-0.27539277,-0.6383134,-0.48092377,0.1896301,0.33950016,-0.7803657,-0.6076997,-0.172666
45,-2.307739,-1.8883604,"('incompetent', 'competent')",0.21080016,0.15787056,-0.13044159,0.16233876,-1.0032535,-0.60260934,-0.8076585,-0.5426901,-0.2649684
1,-2.2905312,-2.0657036,"('unfriendly', 'friendly')",-1.2050946,-0.93910235,-1.0301342,-0.8900769,1.7619034,1.7116809,-0.6909641,-0.5458005,-0.1451636
41,-2.285782,-1.7002491,"('unforgiving', 'forgiving')",-1.033358,-0.85571265,-0.21299645,0.13038677,-0.32288516,-0.15874445,-0.9637554,-0.6460798,-0.3176756
57,-2.256683,-1.9819617,"('unimaginative', 'imaginative')",-0.25213122,-0.38625455,-0.67718387,-0.6032618,-2.4306183,-2.3107147,-1.4041541,-1.3205482,-0.0836059
32,-2.2166524,-1.8384567,"('unkind', 'kind')",-0.12744379,-0.08816606,-2.5605373,-2.3890417,0.56368977,0.6215586,-1.085236,-0.9235264,-0.1617096
0,-2.16648,-1.7865307,"('unsociable', 'sociable')",0.35692197,0.33329025,-0.28056005,-0.12863934,-0.8744766,-0.6013419,-0.7411487,-0.5458055,-0.1953432
73,2.1603775,1.9698284,"('helpless', 'self-reliant')",0.3627425,0.37743288,0.7157422,0.64690495,-2.566424,-2.7290573,0.1681095,0.0662772,0.1018323
11,-2.1181448,-1.9557124,"('unhelpful', 'helpful')",-0.8053286,-0.8979426,-1.0168753,-1.0736755,1.932282,1.7552507,-0.5020167,-0.54302,0.0410033
62,-2.0564182,-1.7435409,"('incompetent', 'brilliant')",0.23050806,0.05266276,0.4421453,0.6073243,0.28104484,0.2719867,-0.27568,-0.2028918,-0.0727882
69,2.0408177,1.9445666,"('lazy', 'industrious')",0.4073637,0.5751791,1.0658268,1.0616385,-0.0783263,0.05837951,0.8589205,0.9099409,-0.0510204
44,2.0290325,1.7417779,"('prejudiced', 'unprejudiced')",-1.5709515,-1.6374013,-0.8939436,-1.0327207,-1.41265,-1.6551112,-0.4621282,-0.6458638,0.1837356
55,-2.0086808,-1.7071772,"('incompetent', 'clever')",0.88711274,0.66777474,0.2775251,0.36321536,-0.8208997,-0.5986587,-0.4162357,-0.3187115,-0.0975242
12,-1.9221245,-1.6521777,"('unsupportive', 'supportive')",0.782285,0.7340169,-0.13564837,0.016243748,-1.1310563,-1.0675316,-0.6016361,-0.4923621,-0.109274
21,-1.8766235,-1.4281802,"('immoral', 'moral')",0.50900936,0.4807288,-2.522992,-2.2322261,-1.5654896,-1.1819351,-1.3640239,-1.0904031,-0.2736208
7,-1.8728973,-1.5324812,"('insensitive', 'sensitive')",-0.18809228,-0.14312857,-0.5882356,-0.4602732,0.35689425,0.52415514,-0.5730827,-0.402932,-0.1701507
65,-1.8694497,-1.694384,"('insecure', 'secure')",0.7375693,0.78368664,-1.3910381,-1.3974278,-0.58950657,-0.5686297,-0.7781063,-0.7191887,-0.0589176
24,-1.8363633,-1.4804655,"('dishonest', 'honest')",-0.30501866,-0.3273702,-0.2875619,-0.091929555,0.46736985,0.6073568,-0.4903935,-0.3231021,-0.1672914
72,-1.7935683,-1.7884736,"('unambitious', 'ambitious')",-0.18373944,-0.2578404,1.6173265,1.4607657,-0.7703979,-0.77317035,-0.2825948,-0.3396797,0.0570849
9,-1.7386732,-1.5398214,"('unaffectionate', 'caring')",-0.57786506,-0.42072296,0.6385423,0.6213094,1.2916844,1.2344152,-0.0965779,-0.0262049,-0.070373
53,-1.7332274,-1.6298636,"('uncreative', 'creative')",0.26014504,0.09413238,0.38831133,0.31427094,0.8384534,0.76048183,-0.0615794,-0.1152446,0.0536652
14,-1.7169901,-1.4279869,"('antisocial', 'social')",0.8096309,0.7866599,-0.5206901,-0.4278661,-1.3561221,-1.0544516,-0.6960429,-0.5309112,-0.1651317
13,-1.6512421,-1.1441914,"('impolite', 'polite')",0.31760347,0.39257604,0.27360335,0.39401415,-0.62599313,-0.3920564,-0.4215071,-0.1874144,-0.2340927
3,-1.6025592,-1.4468765,"('repellent', 'pleasant')",0.095955215,-0.010182545,-1.080172,-1.1210709,-0.43282902,-0.40147266,-0.7549012,-0.7449006,-0.0100006
30,-1.5541649,-1.1910121,"('intolerant', 'tolerant')",-0.4337013,-0.33717015,0.3507147,0.5584271,1.0994756,1.2488141,-0.134419,0.0697647,-0.2041837
81,-1.4218912,-1.2666901,"('submissive', 'aggressive')",0.67222893,0.42569464,-1.8518199,-1.8011141,-1.1228158,-1.1043819,-0.9310745,-0.9366229,0.0055484
38,-1.3120874,-1.154271,"('untruthful', 'truthful')",-1.7616993,-1.5604253,0.119826294,0.23668237,0.31376487,0.26963148,-0.6600489,-0.5520957,-0.1079532
40,-1.3075341,-1.2066543,"('stingy', 'generous')",-0.24406192,-0.24116711,-0.0633264,-0.0778543,-1.466725,-1.3419269,-0.7704118,-0.7169006,-0.0535112
78,-1.2759064,-1.2658755,"('nonresilient', 'resilient')",0.34903008,0.22431865,-1.0607867,-1.1191212,0.8236452,0.8171095,-0.2910045,-0.3358921,0.0448876
61,-1.2605789,-0.88250214,"('illogical', 'logical')",0.3985427,0.5289414,-0.17002209,0.10516185,-0.08207082,0.25132927,-0.2785323,0.0007326,-0.2792649
75,1.2475132,0.9970703,"('meek', 'impulsive')",-0.9193836,-0.8861568,0.21937782,0.0935523,0.018663645,-0.16142692,0.1415428,0.0107597,0.1307831
34,-1.2466502,-1.2014672,"('mean', 'honorable')",-0.24517104,-0.27148476,-0.22827333,-0.30147156,5.775794,5.6670613,1.0139248,0.9731594,0.0407654
77,-1.2160743,-1.0940131,"('unmotivated', 'motivated')",0.36186054,0.23520392,-0.5059831,-0.49853355,-0.8323184,-0.67068523,-0.5481288,-0.507007,-0.0411218
49,-1.2149578,-1.1579573,"('unable', 'able')",0.0407029,-0.12248364,-0.48105705,-0.43300655,-0.13703544,-0.16663764,-0.4480869,-0.4700213,0.0219344
74,-1.2144979,-0.9706675,"('undedicated', 'dedicated')",0.32270232,0.36205795,-0.33540723,-0.28201655,-0.24985525,-0.12578566,-0.3692645,-0.2541029,-0.1151616
58,-1.170805,-1.1381612,"('undiscriminating', 'discriminating')",-0.5103869,-0.43253303,-0.24243027,-0.17464703,0.10381929,0.14455424,-0.4549507,-0.4001968,-0.0547539
33,1.130116,1.1956118,"('wrong', 'right')",-0.25839186,-0.122406825,0.92082524,0.9675939,-0.3404026,-0.35606357,0.3630367,0.4211838,-0.0581471
6,1.1080321,1.0699488,"('distant', 'open')",-0.65933454,-0.54459023,0.7014512,0.68304545,0.6913315,0.60141,0.4603701,0.4524535,0.0079166
5,1.1024097,1.0519689,"('distant', 'outgoing')",-0.6324877,-0.5174106,0.27207968,0.38369122,0.57474005,0.4138934,0.3291854,0.3330358,-0.0038504
70,-1.0872309,-0.9299952,"('lethargic', 'energetic')",0.73976886,0.5956686,-0.63738775,-0.6079669,0.66921276,0.68154454,-0.0789093,-0.0651872,-0.0137221
47,-1.0477942,-0.8494589,"('stupid', 'smart')",0.09868715,-0.090746045,-0.64477336,-0.50284374,4.500125,4.4442563,0.7265611,0.7503019,-0.0237408
27,-1.0435348,-0.94724965,"('hardhearted', 'softhearted')",-0.82553184,-0.8204593,-0.2812738,-0.31300843,1.1781466,1.2649395,-0.2430484,-0.2039445,-0.0391039
88,-1.0380471,-0.86920136,"('low', 'eminent')",-0.17580673,-0.09620944,-0.55709267,-0.40774432,0.29614937,0.32889417,-0.3686993,-0.2610652,-0.1076341
22,-1.0091451,-0.8543231,"('untrustworthy', 'trustworthy')",-0.10977939,-0.2090354,-0.7566738,-0.6070956,-0.88038963,-0.8467186,-0.688997,-0.6292932,-0.0597038
39,-0.9288541,-0.74543536,"('exploitative', 'cooperative')",0.109084845,0.12795354,1.5049827,1.4660479,0.030337967,0.06621674,0.1788879,0.2286957,-0.0498078
26,-0.89717656,-0.75663006,"('hardhearted', 'benevolent')",0.9965782,1.2340791,0.6799608,0.78683674,1.8009235,1.9651085,0.6450715,0.8073486,-0.1622771
82,-0.8661562,-0.9016895,"('poor', 'rich')",-0.07899906,-0.22164412,-0.31953675,-0.3961902,5.1632433,5.0158715,0.9746378,0.8740869,0.1005509
56,-0.834697,-0.5294887,"('impractical', 'practical')",0.016466312,-0.10846987,0.31429508,0.42384323,-0.34243023,-0.3036607,-0.2115915,-0.129444,-0.0821475
83,-0.81299585,-0.6875684,"('powerless', 'powerful')",-0.10148485,0.021695405,-1.1132535,-0.99632525,-0.9578637,-0.8555423,-0.7463995,-0.6294352,-0.1169643
19,0.8106136,0.8579407,"('inhospitable', 'hospitable')",-1.2085992,-1.1836302,0.68835557,0.82801163,0.21575905,0.20876288,0.1265322,0.1777712,-0.051239
67,0.8002957,0.9610158,"('doubtful', 'determined')",-0.16702488,-0.07259719,0.058581755,0.2170421,-0.22200805,-0.13263856,0.1174611,0.2432055,-0.1257444
42,0.77683216,0.86743826,"('unreliable', 'reliable')",1.1817055,0.96258426,-0.19884968,-0.17794016,-2.3298826,-2.4242444,-0.1425487,-0.1930405,0.0504918
8,-0.7701948,-0.7723452,"('unaffectionate', 'affectionate')",-0.6455386,-0.49012935,1.4931142,1.3541976,1.0766077,0.9182909,0.2884971,0.2525035,0.0359936
4,0.76676846,0.7725987,"('disliked', 'liked')",-0.04648173,-0.021767888,-0.21527553,-0.11299038,-5.576953,-5.357472,-1.2679855,-1.1799079,-0.0880776
36,0.70458144,0.58350146,"('hostile', 'amicable')",-0.9086466,-0.680643,0.8178956,0.7269599,0.27497452,0.21926738,0.2222012,0.2122714,0.0099298
18,-0.6999384,-0.4651061,"('disagreeable', 'welcoming')",0.40611294,0.4723898,-0.28219643,-0.21194649,-0.4880134,-0.48807964,-0.2660088,-0.1731856,-0.0928232
85,0.6972973,0.6117879,"('insignificant', 'prestigious')",-0.3361073,-0.22909397,0.820183,0.869827,0.89982855,0.8349318,0.5203004,0.5218632,-0.0015628
51,-0.6752164,-0.58506185,"('uneducated', 'educated')",0.7325024,0.61764807,-0.0036985688,0.06642543,0.40625608,0.4792954,0.1149609,0.1445768,-0.0296159
80,-0.61558163,-0.53287935,"('dominated', 'dominating')",0.44330373,0.3680488,-0.5693602,-0.60986,-1.712162,-1.5076616,-0.6134501,-0.5705881,-0.042862
59,0.57835627,0.6243078,"('foolish', 'wise')",0.4257923,0.5277809,-0.7885546,-0.6624535,0.7549472,0.7527015,0.2426353,0.3105842,-0.0679489
