,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
2,-0.5430634,-0.36623928,"('unlikable', 'likable')",0.6887782,0.77361906,0.11177105,0.17214288,0.32390937,0.38128328,0.1453488,0.2402015,-0.0948527
37,-0.48693871,-0.4064032,"('fake', 'genuine')",0.11033568,0.17739893,-0.78336644,-0.60792387,0.3282619,0.3358644,-0.2079269,-0.1252659,-0.082661
20,-0.4696851,-0.42316398,"('rough', 'thoughtful')",0.6650003,0.6342428,0.26260874,0.22229049,1.3895544,1.4245259,0.4618696,0.4644738,-0.0026042
79,0.42390063,0.3075108,"('wavering', 'unwavering')",-0.24609819,-0.25178638,0.0800387,0.10058426,0.39940822,0.22756642,0.1643123,0.0959688,0.0683435
50,0.36797583,0.36860657,"('clumsy', 'skillful')",1.251457,1.2450675,-1.0834154,-1.0532066,0.7896447,0.68295866,0.3314155,0.3108565,0.020559
84,0.34447655,0.30064067,"('inferior', 'superior')",1.5397887,1.4440572,1.2376105,1.1804458,1.5374839,1.5609341,1.16484,1.1215194,0.0433206
29,0.34100187,0.28531122,"('unfair', 'fair')",-0.33757162,-0.41333973,0.12825239,0.13854042,-0.39464462,-0.43015975,-0.0657405,-0.104912,0.0391715
68,-0.32709664,-0.31722566,"('dependent', 'independent')",-0.033278078,-0.04932212,-0.81031686,-0.7520186,-0.26433545,-0.22009945,-0.3587568,-0.3346665,-0.0240903
76,-0.3145427,-0.27830273,"('anxious', 'daring')",1.9839438,1.6676561,0.29452366,0.16184822,0.08959201,0.03703157,0.5133792,0.3970582,0.116321
64,-0.2688825,-0.076365046,"('shy', 'confident')",0.9993355,1.0415016,-1.7158167,-1.53401,-5.8265347,-5.5937796,-1.7029746,-1.5406632,-0.1623114
25,0.208057,0.3345846,"('egoistic', 'altruistic')",-0.4125688,-0.24227138,1.4625397,1.5391499,0.9378113,1.1357291,0.5489598,0.691798,-0.1428382
54,-0.20266,-0.3298589,"('incapable', 'capable')",-0.32995847,-0.36840433,0.53648686,0.54329294,1.3001895,0.99130833,0.3260145,0.2090845,0.11693
15,0.18728594,0.20330985,"('boring', 'funny')",0.10164212,0.20419763,0.7322847,0.67780244,0.36816424,0.3902435,0.3473443,0.3688884,-0.0215441
87,-0.17171831,-0.0772481,"('unsuccessful', 'successful')",2.4736178,2.4847524,0.56671107,0.6410912,0.74651337,1.0132245,0.9037809,1.015455,-0.1116741
66,-0.1516657,-0.27953365,"('inactive', 'active')",1.1409816,1.1797134,1.3254865,1.1080059,0.8186325,0.9254637,0.7833587,0.7334123,0.0499464
31,0.14268416,0.22593811,"('evil', 'good')",-1.4473455,-1.1514114,-0.22285438,-0.089932114,-0.8264182,-0.67437816,-0.5884835,-0.4224459,-0.1660376
17,-0.13099909,0.089970976,"('nasty', 'nice')",0.2123211,0.29575378,0.055076547,0.2031254,-0.6111121,-0.42232248,-0.1186784,0.0416319,-0.1603103
16,-0.06829873,-0.09665907,"('unpopular', 'popular')",0.18213472,0.21645536,-0.8202188,-0.7708132,0.17855129,0.32606405,-0.1319579,-0.0812382,-0.0507197
71,0.046890344,0.06454754,"('diffident', 'self-confident')",-0.2519771,-0.21785589,1.3095534,1.186084,0.5978633,0.5319031,0.4255825,0.3911697,0.0344128
52,-0.03153527,0.10121089,"('irrational', 'rational')",-0.13024949,0.062082123,0.7232765,0.7297256,0.12984934,0.2328841,0.1728353,0.2814757,-0.1086404
