,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
56,3.2396839,3.2498608,"('impractical', 'practical')",2.6319907,2.6166792,1.4396086,1.4382851,2.562512,2.7671514,0.09907364,0.18132114,1.9945736,2.0506594,-0.0560858
14,2.5357895,2.4984152,"('antisocial', 'social')",1.2700425,1.1457696,1.7824304,1.7323384,1.7268212,1.9987981,-0.43955928,-0.37256926,1.3751048,1.4005505,-0.0254457
16,-2.1393359,-1.8467267,"('unpopular', 'popular')",-1.8320348,-1.6860131,-1.2432821,-0.86076003,-1.2209738,-1.0249788,0.396345,0.56300193,-1.2078564,-0.9710953,-0.2367611
21,2.103806,2.3943286,"('immoral', 'moral')",1.6166164,1.75852,1.3578864,1.5212395,1.4938902,1.9242289,-0.22356597,0.19153759,1.2697266,1.5579709,-0.2882443
23,2.027349,2.0608263,"('insincere', 'sincere')",0.94470376,1.0160117,0.7781493,0.8992049,2.0226352,2.2528012,6.5307736,6.582823,2.4607224,2.5623333,-0.1016109
31,-2.0064735,-2.17188,"('evil', 'good')",-1.2545938,-1.3485333,-1.5094098,-1.9278948,-2.2175562,-2.8551555,-1.3778315,-1.6347029,-1.673173,-1.9876331,0.3144601
36,-1.9881413,-1.9754435,"('hostile', 'amicable')",-1.6423035,-1.6431715,-1.1044403,-1.2220074,-2.0688484,-2.547652,0.26188922,0.23983233,-1.3083689,-1.4296884,0.1213195
70,1.8951389,1.9806751,"('lethargic', 'energetic')",1.4974796,1.2714932,2.5342817,2.6061995,2.2684681,2.3213356,1.5179527,1.432271,1.9426641,1.9223949,0.0202692
30,1.8806968,2.186784,"('intolerant', 'tolerant')",0.31259876,0.58690876,1.549145,1.8657873,1.964803,2.384476,1.3577027,1.6457566,1.4129892,1.7339426,-0.3209534
11,1.8288084,1.7730606,"('unhelpful', 'helpful')",1.3144714,1.0783886,1.2447329,1.3524754,1.1799273,1.531844,2.1184068,2.2213898,1.5372694,1.5914316,-0.0541622
12,1.8185389,1.6692698,"('unsupportive', 'supportive')",0.87351733,0.7301153,1.3498968,1.1846467,0.86920005,0.5374363,-2.023867,-2.1029582,0.5774573,0.403702,0.1737553
39,1.7708327,1.9527398,"('exploitative', 'cooperative')",0.6112894,0.8777454,2.2167218,2.3784585,3.1824741,3.3839316,0.53604496,0.58931136,1.6634726,1.8364374,-0.1729648
83,1.7001411,1.6841662,"('powerless', 'powerful')",0.7579368,0.64886016,0.89212394,0.9037732,-0.001028901,-0.0068331063,-1.0749321,-1.0582949,0.4548481,0.4343344,0.0205137
35,-1.6939654,-1.8514276,"('corrupt', 'incorrupt')",-0.24542116,-0.18407203,-1.7796426,-1.8097279,-2.5321128,-2.8163576,-0.41794425,-0.55373204,-1.3338173,-1.4430634,0.1092461
42,1.6036267,1.8685814,"('unreliable', 'reliable')",1.4618411,1.5933628,0.6469636,0.8586813,0.9550983,1.1262875,-2.8549051,-2.944027,0.3625249,0.5005772,-0.1380523
81,1.5800266,1.8878524,"('submissive', 'aggressive')",0.57330465,0.5832041,1.5800929,1.6968362,1.3453476,1.7446327,-0.6091183,-0.488316,0.8939306,1.0848418,-0.1909112
57,1.5473691,1.059786,"('unimaginative', 'imaginative')",0.3371544,-0.02020852,1.9646529,1.5320303,1.5584186,0.9815152,-2.0363436,-2.2574835,0.6742503,0.2591279,0.4151224
46,1.4691757,1.166034,"('uncompetitive', 'competitive')",0.94151706,0.6187211,2.822283,2.6778479,1.5158669,1.5029086,-0.027433973,-0.12713331,1.3442818,1.1676757,0.1766061
68,-1.4544033,-1.0573272,"('dependent', 'independent')",-1.2818874,-1.0259024,0.1106275,0.35250986,-0.28936943,-0.09954585,-0.82458764,-0.85395944,-0.747924,-0.536845,-0.211079
13,1.4216216,1.4536228,"('impolite', 'polite')",0.6824974,0.6650113,1.2801098,1.3066376,1.0041022,1.1340989,-0.5883163,-0.41405308,0.7600029,0.8290636,-0.0690607
60,1.3999805,1.7821192,"('inefficient', 'efficient')",1.0292449,1.0638095,1.8160154,1.9741539,2.3116755,2.9109821,0.15608837,0.41498303,1.3426009,1.6292095,-0.2866086
