,westrock_male,westrock_female,tuple,co_male,co_female,average_male,average_female,male-female
31,-2.0116417,-1.2260438,"('evil', 'good')",-1.4721192,-1.1138977,-1.7418804,-1.1699708,-0.5719096
6,-1.9547205,-1.4049762,"('distant', 'open')",-0.81619585,-0.45455343,-1.3854582,-0.9297649,-0.4556933
1,-1.8757776,-1.2916379,"('unfriendly', 'friendly')",1.280096,1.5990349,-0.2978408,0.1536985,-0.4515393
56,1.8508537,0.95966566,"('impractical', 'practical')",0.32070684,-0.17626645,1.0857803,0.3916996,0.6940807
27,-1.6805013,-1.1037911,"('hardhearted', 'softhearted')",0.7492486,1.2785623,-0.4656264,0.0873856,-0.553012
60,1.674574,0.722909,"('inefficient', 'efficient')",0.65878314,0.30266407,1.1666785,0.5127865,0.653892
62,1.5278608,1.0114748,"('incompetent', 'brilliant')",0.4883756,0.18067558,1.0081182,0.5960752,0.412043
8,-1.4833605,-0.64882815,"('unaffectionate', 'affectionate')",0.45551538,0.84150976,-0.5139226,0.0963408,-0.6102634
36,-1.4769621,-0.9074848,"('hostile', 'amicable')",-0.50627565,-0.56272566,-0.9916189,-0.7351053,-0.2565136
76,1.4396343,0.64492196,"('anxious', 'daring')",0.5005267,0.14410903,0.9700805,0.3945155,0.575565
5,-1.3638036,-0.9574647,"('distant', 'outgoing')",-0.8613761,-0.48079288,-1.1125898,-0.7191288,-0.393461
39,1.3474628,1.0997319,"('exploitative', 'cooperative')",0.7096809,0.65380704,1.0285718,0.8767695,0.1518023
81,1.2823536,0.2884636,"('submissive', 'aggressive')",-0.15215549,-0.4707564,0.5650991,-0.0911464,0.6562455
19,-1.1822851,-1.0345533,"('inhospitable', 'hospitable')",-0.5014301,-0.24596688,-0.8418576,-0.6402601,-0.2015975
35,-1.1352019,-0.5499527,"('corrupt', 'incorrupt')",-1.0867397,-0.8821517,-1.1109707,-0.7160522,-0.3949185
17,-1.1041945,-0.56937486,"('nasty', 'nice')",-0.2563963,-0.018851362,-0.6802954,-0.2941131,-0.3861823
65,1.077555,0.12186885,"('insecure', 'secure')",0.8686869,0.36330658,0.9731209,0.2425877,0.7305332
4,-1.0724258,-0.28917605,"('disliked', 'liked')",-7.8818884,-7.599367,-4.4771571,-3.9442716,-0.5328855
53,-1.0608311,-0.72244805,"('uncreative', 'creative')",0.2781347,0.41430038,-0.3913482,-0.1540738,-0.2372744
26,-1.0514339,-0.19463618,"('hardhearted', 'benevolent')",0.9346153,1.6275101,-0.0584093,0.7164369,-0.7748462
86,-1.0312331,-0.4706337,"('uninfluential', 'influential')",-0.4506985,-0.1293787,-0.7409658,-0.3000062,-0.4409596
40,-1.0187854,-0.2874094,"('stingy', 'generous')",-2.8195975,-2.1319108,-1.9191914,-1.2096601,-0.7095313
21,0.94211334,-0.08440354,"('immoral', 'moral')",-0.0939161,-0.56614,0.4240986,-0.3252718,0.7493704
2,0.8910771,0.4875146,"('unlikable', 'likable')",0.9058882,0.6501758,0.8984827,0.5688452,0.3296375
52,-0.8793135,-0.9148656,"('irrational', 'rational')",-0.35586843,-0.25992557,-0.617591,-0.5873956,-0.0301954
66,-0.8720429,0.08980566,"('inactive', 'active')",-0.50497866,0.1491839,-0.6885108,0.1194948,-0.8080056
67,0.8548518,0.3947721,"('doubtful', 'determined')",-0.31657594,-0.38141942,0.2691379,0.0066763,0.2624616
23,0.84364974,0.08376223,"('insincere', 'sincere')",6.913044,6.493648,3.8783469,3.2887051,0.5896418
42,0.842577,0.64333314,"('unreliable', 'reliable')",-3.3326232,-3.3260696,-1.2450231,-1.3413682,0.0963451
16,-0.8425599,-1.0521194,"('unpopular', 'popular')",-0.29866502,-0.37448603,-0.5706124,-0.7133027,0.1426903
78,-0.8407709,-0.643058,"('nonresilient', 'resilient')",-0.43917498,-0.13964462,-0.6399729,-0.3913513,-0.2486216
80,0.83983916,0.99157697,"('dominated', 'dominating')",-0.51961327,-0.47767887,0.1601129,0.2569491,-0.0968362
9,-0.8332633,-0.38031292,"('unaffectionate', 'caring')",1.0848246,1.2841065,0.1257806,0.4518968,-0.3261162
30,0.79384065,0.51056015,"('intolerant', 'tolerant')",1.1038955,0.9097774,0.9488681,0.7101688,0.2386993
73,0.77421254,0.71362215,"('helpless', 'self-reliant')",-3.4006848,-3.3602524,-1.3132361,-1.3233151,0.010079
48,-0.76182324,-0.8995063,"('unintelligent', 'intelligent')",0.07876093,0.10388695,-0.3415312,-0.3978097,0.0562785
79,-0.7479234,-0.5843012,"('wavering', 'unwavering')",-0.6375354,-0.6600678,-0.6927294,-0.6221845,-0.0705449
87,0.7228096,0.82715416,"('unsuccessful', 'successful')",0.33661932,0.37077478,0.5297145,0.5989645,-0.06925
10,-0.69117606,-0.43240124,"('unsympathetic', 'sympathetic')",0.10888091,0.24808207,-0.2911476,-0.0921596,-0.198988
12,-0.68800336,-0.2460145,"('unsupportive', 'supportive')",-2.189782,-1.7113419,-1.4388926,-0.9786782,-0.4602144
88,-0.6725995,-0.9470404,"('low', 'eminent')",-0.30250573,-0.5976936,-0.4875526,-0.772367,0.2848144
85,-0.67233634,-0.29522434,"('insignificant', 'prestigious')",-1.1576668,-1.0100569,-0.9150016,-0.6526406,-0.262361
18,-0.64037347,-1.0147175,"('disagreeable', 'welcoming')",-0.86861086,-0.66356605,-0.7544922,-0.8391417,0.0846495
55,0.63331825,0.5057526,"('incompetent', 'clever')",0.82616925,0.679849,0.7297437,0.5928009,0.1369428
57,-0.56504405,0.20016098,"('unimaginative', 'imaginative')",-3.501134,-3.290333,-2.0330889,-1.545086,-0.4880029
14,0.5536809,0.7100477,"('antisocial', 'social')",0.02350244,0.06577838,0.2885917,0.387913,-0.0993213
0,-0.5428909,-0.4534485,"('unsociable', 'sociable')",-0.023146294,0.059023023,-0.2830186,-0.1972127,-0.0858059
49,-0.5324787,-0.896192,"('unable', 'able')",-0.40272868,-0.6409066,-0.4676037,-0.7685493,0.3009456
44,0.49421382,0.23728102,"('prejudiced', 'unprejudiced')",-1.1483556,-1.5807048,-0.3270709,-0.6717119,0.344641
11,0.39955133,-0.12197816,"('unhelpful', 'helpful')",2.7231789,2.456836,1.5613651,1.167429,0.3939361
41,-0.3852142,-0.123016514,"('unforgiving', 'forgiving')",0.27689004,0.32922408,-0.0541621,0.1031038,-0.1572659
69,-0.353391,0.060918957,"('lazy', 'industrious')",-1.8917602,-1.3918561,-1.1225756,-0.6654686,-0.457107
71,-0.33757174,-0.13493069,"('diffident', 'self-confident')",0.004306594,0.19550711,-0.1666326,0.0302882,-0.1969208
83,0.32644233,0.2584552,"('powerless', 'powerful')",-1.057834,-1.3771001,-0.3656958,-0.5593225,0.1936267
59,-0.2938792,-0.16679701,"('foolish', 'wise')",-0.09368686,0.0070351474,-0.193783,-0.0798809,-0.1139021
70,0.29189965,0.25032613,"('lethargic', 'energetic')",0.4801386,0.46046185,0.3860191,0.355394,0.0306251
33,0.2760466,0.35184273,"('wrong', 'right')",-0.9834728,-0.6487073,-0.3537131,-0.1484323,-0.2052808
46,0.26927233,0.30396903,"('uncompetitive', 'competitive')",-0.8367106,-0.83212805,-0.2837191,-0.2640795,-0.0196396
82,0.2669459,-0.050260905,"('poor', 'rich')",6.618988,6.0508766,3.4429669,3.0003078,0.4426591
20,-0.2615385,-0.35637158,"('rough', 'thoughtful')",0.32712007,0.34433854,0.0327908,-0.0060165,0.0388073
28,-0.2542512,-0.21468927,"('disloyal', 'loyal')",1.2270777,1.0366203,0.4864132,0.4109655,0.0754477
54,-0.2525561,-0.58765775,"('incapable', 'capable')",0.8809848,0.8644237,0.3142143,0.138383,0.1758313
29,-0.25096682,-0.33817494,"('unfair', 'fair')",-0.6909381,-0.42314032,-0.4709525,-0.3806576,-0.0902949
51,0.19832304,-0.02485888,"('uneducated', 'educated')",0.7314671,0.7339482,0.4648951,0.3545446,0.1103505
45,-0.15335307,0.38162547,"('incompetent', 'competent')",-0.15761034,-0.12130742,-0.1554817,0.130159,-0.2856407
74,0.13669415,0.43173194,"('undedicated', 'dedicated')",0.06669105,-0.00879439,0.1016926,0.2114688,-0.1097762
24,-0.12899585,0.10190194,"('dishonest', 'honest')",1.2039471,1.2168088,0.5374756,0.6593553,-0.1218797
64,-0.120659426,0.16191532,"('shy', 'confident')",-6.4142485,-6.309966,-3.2674539,-3.0740254,-0.1934285
25,-0.1147604,-0.28110212,"('egoistic', 'altruistic')",1.2348671,1.0535406,0.5600533,0.3862192,0.1738341
22,-0.111032575,0.25931048,"('untrustworthy', 'trustworthy')",-0.39740157,-0.38854182,-0.2542171,-0.0646157,-0.1896014
13,0.100357436,-0.104118004,"('impolite', 'polite')",0.2767098,0.1656379,0.1885336,0.0307599,0.1577737
3,-0.099706076,-0.4352489,"('repellent', 'pleasant')",0.89583826,0.36688498,0.3980661,-0.034182,0.4322481
7,-0.09415613,0.10031874,"('insensitive', 'sensitive')",0.1634657,0.3975993,0.0346548,0.248959,-0.2143042
63,-0.09088285,-0.06995982,"('unperceptive', 'insightful')",0.24163102,0.39701632,0.0753741,0.1635282,-0.0881541
75,-0.09079184,-0.19789466,"('meek', 'impulsive')",-0.88164735,-1.1099776,-0.4862196,-0.6539361,0.1677165
