,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
85,2.8647177,2.2947366,"('insignificant', 'prestigious')",0.47232044,0.023494575,0.79515266,0.30003986,1.3773969,0.872757,0.5046399
12,2.0571675,2.1629565,"('unsupportive', 'supportive')",1.0502092,0.9626337,-1.6651671,-1.6635568,0.4807365,0.4873445,-0.006608
9,1.967525,1.9033573,"('unaffectionate', 'caring')",0.47618788,0.24702726,0.94706744,0.94130677,1.1302601,1.0305638,0.0996963
74,1.8885521,1.9084705,"('undedicated', 'dedicated')",-0.16732791,-0.12481695,-0.19611982,-0.10534155,0.5083681,0.5594374,-0.0510693
29,-1.7909493,-1.7109743,"('unfair', 'fair')",-0.53741753,-0.53822273,-0.04664247,-0.25800055,-0.7916698,-0.8357325,0.0440627
16,-1.6274549,-1.6748515,"('unpopular', 'popular')",-0.43291014,-0.71211636,0.16454862,-0.040570706,-0.6319388,-0.8091795,0.1772407
39,1.6202677,1.4265976,"('exploitative', 'cooperative')",0.012257364,0.09200336,0.18832219,0.14366892,0.6069491,0.5540899,0.0528592
66,1.5462501,1.1129878,"('inactive', 'active')",-0.6355859,-0.90245503,1.1737834,0.7604732,0.6948159,0.3236686,0.3711473
65,-1.5402083,-1.1428795,"('insecure', 'secure')",0.27352607,0.47664776,-0.51428354,-0.22989118,-0.5936553,-0.2987076,-0.2949477
44,-1.5329735,-1.4399949,"('prejudiced', 'unprejudiced')",-0.44414142,-0.22577241,-1.3616086,-1.229726,-1.1129079,-0.9651644,-0.1477435
71,1.5289984,1.2984459,"('diffident', 'self-confident')",1.2861507,1.1971221,0.4710931,0.3759797,1.0954141,0.9571826,0.1382315
63,1.4661385,1.6382219,"('unperceptive', 'insightful')",0.77013177,0.90524274,0.89377636,1.0047561,1.0433489,1.1827402,-0.1393913
45,-1.4002742,-1.0369828,"('incompetent', 'competent')",-0.65508723,-0.6527425,-0.4946731,-0.40075934,-0.8500114,-0.6968282,-0.1531832
53,1.3593402,1.2794577,"('uncreative', 'creative')",0.81212854,0.75397295,0.61586225,0.6206918,0.9291104,0.8847075,0.0444029
72,1.3498585,1.3432913,"('unambitious', 'ambitious')",0.71840286,0.76766247,-0.86150587,-0.54591686,0.4022518,0.521679,-0.1194272
3,-1.3358136,-1.1242495,"('repellent', 'pleasant')",0.09108698,0.12101351,0.28764516,0.30617848,-0.3190272,-0.2323525,-0.0866747
55,-1.3294439,-1.0149199,"('incompetent', 'clever')",-0.30916736,-0.24180906,-0.32132107,-0.15383312,-0.6533108,-0.4701873,-0.1831235
0,-1.2707627,-1.094352,"('unsociable', 'sociable')",-0.4368203,-0.5210504,-0.8567857,-0.8439773,-0.8547896,-0.8197932,-0.0349964
59,1.2687128,0.9984096,"('foolish', 'wise')",0.680612,0.6104814,0.3115492,0.312466,0.7536247,0.6404523,0.1131724
79,1.2561246,0.8847198,"('wavering', 'unwavering')",-0.53862107,-0.74753505,0.3867751,0.2856131,0.3680929,0.1409326,0.2271603
8,1.2147603,1.027995,"('unaffectionate', 'affectionate')",-0.81677544,-1.046295,0.5869755,0.5610678,0.3283201,0.1809226,0.1473975
84,1.2073293,0.85644215,"('inferior', 'superior')",0.12803534,0.156254,0.83717686,0.73970807,0.7241805,0.5841347,0.1400458
40,1.2012011,1.3614196,"('stingy', 'generous')",0.5028621,0.42920783,-1.5143088,-1.7401559,0.0632515,0.0168238,0.0464277
26,1.1899621,0.95836467,"('hardhearted', 'benevolent')",0.7287402,0.47918496,1.4862347,1.2131846,1.134979,0.8835781,0.2514009
27,1.1289732,0.89227057,"('hardhearted', 'softhearted')",0.6295114,0.5430164,1.966854,1.617296,1.2417795,1.0175277,0.2242518
73,1.1091007,1.2659562,"('helpless', 'self-reliant')",1.43915,1.5078075,-3.0521445,-2.9390047,-0.1679646,-0.0550803,-0.1128843
82,-1.0981997,-0.7663993,"('poor', 'rich')",-0.40970236,-0.21536577,5.7885675,6.323075,1.4268885,1.7804365,-0.353548
1,1.0565726,0.90468776,"('unfriendly', 'friendly')",0.81077296,0.45117658,1.6485955,1.4473848,1.1719804,0.9344164,0.237564
24,1.0078427,0.99313045,"('dishonest', 'honest')",0.6407884,0.65451854,0.39237982,0.5540582,0.680337,0.7339025,-0.0535655
33,1.0019573,0.59079874,"('wrong', 'right')",1.3140855,0.89917874,-0.37364173,-0.6214185,0.6474671,0.2895197,0.3579474
22,-0.9700624,-0.76132566,"('untrustworthy', 'trustworthy')",-0.526573,-0.6541086,-0.9693261,-0.9206052,-0.8219872,-0.7786798,-0.0433074
37,0.95210725,0.9341306,"('fake', 'genuine')",0.49203494,0.35063347,0.39901656,0.5923228,0.6143862,0.6256956,-0.0113094
14,-0.9494974,-0.7290053,"('antisocial', 'social')",0.38864163,0.6456596,-0.7428202,-0.6299119,-0.4345586,-0.2377525,-0.1968061
7,0.94711524,1.0405927,"('insensitive', 'sensitive')",1.2708327,1.2168974,1.0344647,1.0358813,1.0841376,1.0977905,-0.0136529
80,0.92920834,1.1885636,"('dominated', 'dominating')",0.44186276,0.6737624,-0.8949069,-0.6830727,0.1587214,0.3930844,-0.234363
54,0.9270296,0.7296394,"('incapable', 'capable')",-0.20303106,-0.36294776,1.128792,1.2175322,0.6175969,0.5280746,0.0895223
6,0.90046436,0.6580001,"('distant', 'open')",-0.68353057,-0.98569417,0.22210482,0.07150054,0.1463462,-0.0853978,0.231744
5,0.8873234,0.7217654,"('distant', 'outgoing')",-0.1990737,-0.36810243,-0.26226097,-0.30089164,0.1419962,0.0175904,0.1244058
50,0.87355596,0.65275466,"('clumsy', 'skillful')",-0.12488884,-0.13952573,0.3061354,0.34874213,0.3516008,0.2873237,0.0642771
68,-0.8642367,-0.84785897,"('dependent', 'independent')",-0.32490426,-0.22636518,-0.33627796,-0.51473683,-0.508473,-0.5296536,0.0211806
81,-0.8077534,-0.48067465,"('submissive', 'aggressive')",1.516489,1.7385437,-0.86212534,-0.5464931,-0.0511299,0.2371253,-0.2882552
25,0.7932993,0.57749736,"('egoistic', 'altruistic')",1.1274776,0.89130634,1.892679,1.6465523,1.271152,1.038452,0.2327
75,0.659748,0.61594987,"('meek', 'impulsive')",0.1498611,0.1522679,-0.11326587,-0.076502465,0.2321144,0.2305718,0.0015426
32,0.6568429,0.7467787,"('unkind', 'kind')",0.15341061,0.24042258,0.7288344,0.7191238,0.5130293,0.568775,-0.0557457
17,-0.6491819,-0.7408173,"('nasty', 'nice')",-0.89640766,-0.9601854,-0.43154246,-0.5771798,-0.659044,-0.7593942,0.1003502
49,-0.64724964,-0.60812086,"('unable', 'able')",-0.17330568,-0.045414463,-0.3527513,-0.20434362,-0.3911022,-0.2859596,-0.1051426
