,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
85,0.37658736,0.3908615,"('insignificant', 'prestigious')",0.11075555,0.11638346,0.2436714,0.2536225,-0.0099511
69,0.37625435,0.44622335,"('lazy', 'industrious')",-1.0232378,-0.99301195,-0.3234918,-0.2733943,-0.0500975
21,-0.37399036,-0.6073336,"('immoral', 'moral')",-0.30688718,-0.41278458,-0.3404388,-0.5100591,0.1696203
13,-0.36300257,-0.586446,"('impolite', 'polite')",-0.6844525,-0.7202344,-0.5237275,-0.6533402,0.1296127
5,-0.3566041,-0.28767526,"('distant', 'outgoing')",-0.81949526,-0.7572892,-0.5880497,-0.5224822,-0.0655675
19,-0.35527977,-0.3581046,"('inhospitable', 'hospitable')",-0.42925346,-0.34459904,-0.3922666,-0.3513518,-0.0409148
27,-0.3520635,-0.2856761,"('hardhearted', 'softhearted')",1.0322483,1.044078,0.3400924,0.3792009,-0.0391085
58,-0.34725153,-0.33403376,"('undiscriminating', 'discriminating')",0.07034843,0.24448249,-0.1384515,-0.0447756,-0.0936759
74,-0.33877015,-0.32242042,"('undedicated', 'dedicated')",-0.048465155,0.06639385,-0.1936177,-0.1280133,-0.0656044
54,-0.33543342,-0.28400916,"('incapable', 'capable')",0.5531628,0.6420386,0.1088647,0.1790147,-0.07015
50,-0.33262724,-0.22194722,"('clumsy', 'skillful')",0.09702122,0.1298025,-0.117803,-0.0460724,-0.0717306
3,-0.3306092,-0.2842354,"('repellent', 'pleasant')",0.8666594,0.6821894,0.2680251,0.198977,0.0690481
78,-0.30664194,-0.2255334,"('nonresilient', 'resilient')",0.00033012405,0.06944494,-0.1531559,-0.0780442,-0.0751117
67,0.30011728,0.34555674,"('doubtful', 'determined')",-0.6296267,-0.5936489,-0.1647547,-0.1240461,-0.0407086
23,-0.29914573,-0.29318255,"('insincere', 'sincere')",6.209898,6.0568523,2.9553761,2.881835,0.0735411
88,-0.28609863,-0.48488846,"('low', 'eminent')",-0.025588436,-0.10516177,-0.1558435,-0.2950251,0.1391816
30,0.27290076,0.13275601,"('intolerant', 'tolerant')",0.8939625,0.6975627,0.5834316,0.4151593,0.1682723
76,-0.2559458,-0.18595266,"('anxious', 'daring')",-0.1377115,-0.17419013,-0.1968286,-0.1800714,-0.0167572
60,-0.24642876,-0.09151146,"('inefficient', 'efficient')",0.10868199,0.28023565,-0.0688734,0.0943621,-0.1632355
29,-0.24261463,-0.20280571,"('unfair', 'fair')",-0.26012594,-0.3984779,-0.2513703,-0.3006418,0.0492715
17,-0.23634401,-0.2480874,"('nasty', 'nice')",-0.6925335,-0.7968324,-0.4644387,-0.5224599,0.0580212
41,-0.22501683,-0.3750752,"('unforgiving', 'forgiving')",0.05871849,-0.13094747,-0.0831492,-0.2530113,0.1698621
24,-0.22074556,-0.32528314,"('dishonest', 'honest')",0.73766476,0.82572716,0.2584596,0.250222,0.0082376
75,-0.22073689,-0.064857125,"('meek', 'impulsive')",-0.8212789,-0.8246246,-0.5210079,-0.4447409,-0.076267
49,-0.21772484,-0.065889224,"('unable', 'able')",-0.44104102,-0.31165016,-0.3293829,-0.1887697,-0.1406132
14,0.21556279,0.0341223,"('antisocial', 'social')",-0.03251695,-0.0669481,0.0915229,-0.0164129,0.1079358
32,0.21180981,0.07209273,"('unkind', 'kind')",1.1823113,1.0810426,0.6970606,0.5765677,0.1204929
42,0.20709363,0.38810953,"('unreliable', 'reliable')",-3.4462862,-3.1430967,-1.6195962,-1.3774936,-0.2421026
81,-0.1971767,-0.27185878,"('submissive', 'aggressive')",-0.59046304,-0.5332197,-0.3938199,-0.4025393,0.0087194
15,0.19149174,0.13193399,"('boring', 'funny')",-0.18787113,-0.2830905,0.0018103,-0.0755783,0.0773886
36,0.16230318,-0.14496553,"('hostile', 'amicable')",-0.28607607,-0.57034767,-0.0618864,-0.3576566,0.2957702
47,0.16157529,0.28685412,"('stupid', 'smart')",5.44505,5.4267893,2.8033125,2.8568218,-0.0535093
26,0.12116974,-0.04207949,"('hardhearted', 'benevolent')",1.7655092,1.761558,0.9433395,0.8597393,0.0836002
4,0.11168907,0.20029756,"('disliked', 'liked')",-6.8462048,-6.602476,-3.3672578,-3.2010894,-0.1661684
64,-0.10120934,-0.3049739,"('shy', 'confident')",-6.558967,-6.452414,-3.3300881,-3.3786941,0.048606
34,0.10013366,0.21539223,"('mean', 'honorable')",5.7692103,5.811912,2.9346719,3.0136521,-0.0789802
87,0.09397243,-0.05028998,"('unsuccessful', 'successful')",0.87174755,0.9403145,0.48286,0.4450122,0.0378478
25,-0.0920425,-0.18887025,"('egoistic', 'altruistic')",1.2165979,1.2417854,0.5622777,0.5264575,0.0358202
31,0.081659004,0.06155259,"('evil', 'good')",-0.8371201,-0.9726142,-0.3777305,-0.4555308,0.0778003
20,0.08076486,0.20273498,"('rough', 'thoughtful')",0.9384466,0.91780967,0.5096057,0.5602723,-0.0506666
79,-0.047515366,0.005363377,"('wavering', 'unwavering')",-0.45970124,-0.4250893,-0.2536083,-0.209863,-0.0437453
12,-0.037146233,-0.049102686,"('unsupportive', 'supportive')",-2.152042,-2.0212376,-1.0945941,-1.0351702,-0.0594239
66,-0.021678038,-0.14550105,"('inactive', 'active')",0.32614776,0.392243,0.1522349,0.123371,0.0288639
61,0.021543078,-0.37003422,"('illogical', 'logical')",0.59418267,0.53531104,0.3078629,0.0826384,0.2252245
59,0.014234228,0.044091243,"('foolish', 'wise')",-0.0739042,-0.10397845,-0.029835,-0.0299436,0.0001086
40,0.0043935217,-0.008801099,"('stingy', 'generous')",-1.6777033,-1.7525139,-0.8366548,-0.8806575,0.0440027
