,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
48,-1.6668342,-1.8058748,"('unintelligent', 'intelligent')",-1.6255734,-1.8721535,-0.5303328,-0.5574393,-0.07574859,0.0024254415,-0.9746222,-1.0582606,0.0836384
8,-1.6644638,-1.6446456,"('unaffectionate', 'affectionate')",-0.006583214,0.1523217,0.034238383,-0.009026326,-0.25990126,-0.30230823,-0.4741775,-0.4509146,-0.0232629
31,-1.6537774,-1.6822085,"('evil', 'good')",0.2333493,0.17629737,0.14980619,-0.18613818,-1.4311739,-1.6528001,-0.675449,-0.8362123,0.1607633
27,-1.530306,-1.545756,"('hardhearted', 'softhearted')",-0.76040745,-0.94501776,-0.1544292,-0.4621962,0.14531606,-0.0058941403,-0.5749566,-0.739716,0.1647594
41,-1.39307,-1.4208254,"('unforgiving', 'forgiving')",-0.9479836,-0.8109339,-0.7859631,-0.82661515,-0.18142474,-0.2287348,-0.8271103,-0.8217773,-0.005333
39,-1.3475451,-1.3698806,"('exploitative', 'cooperative')",-0.46449062,-0.6614403,0.074250214,0.23349991,0.8226045,0.9017468,-0.2287953,-0.2240185,-0.0047768
51,1.3157952,1.1505579,"('uneducated', 'educated')",1.2065425,1.2063029,0.9154472,0.9486943,1.0934025,1.1284634,1.1327969,1.1085045,0.0242924
36,-1.3134488,-1.2809873,"('hostile', 'amicable')",0.008390946,0.017082565,-0.39709857,-0.5720264,-0.95851845,-1.0869545,-0.6651687,-0.7307214,0.0655527
37,-1.2107502,-1.1216236,"('fake', 'genuine')",-1.6631883,-1.5473833,-0.11465186,-0.14115152,-0.2814025,-0.07325418,-0.8174983,-0.7208531,-0.0966452
42,1.173324,0.93969244,"('unreliable', 'reliable')",1.1939971,0.9561462,1.1714021,1.207369,-1.7732325,-1.9730965,0.4413726,0.2825278,0.1588448
1,-1.1670159,-0.9683136,"('unfriendly', 'friendly')",-0.3682688,-0.1756769,0.019039249,-0.08160168,0.748217,0.62698936,-0.1920071,-0.1496507,-0.0423564
21,1.1267847,1.1391146,"('immoral', 'moral')",0.021823768,0.054104645,0.89435095,1.1318367,-0.39899412,-0.1256637,0.4109913,0.5498481,-0.1388568
45,-1.0573974,-1.1970599,"('incompetent', 'competent')",-1.1671429,-1.1570177,-0.5785495,-0.51279444,-0.38956314,-0.4965585,-0.7981632,-0.8408576,0.0426944
11,1.046671,1.2447824,"('unhelpful', 'helpful')",0.59282136,0.78705543,-0.1927486,0.1517657,2.6681554,3.1348305,1.0287248,1.3296086,-0.3008838
19,-1.043264,-1.0304402,"('inhospitable', 'hospitable')",0.19109112,0.30716562,-0.21428163,-0.20723182,-0.9003813,-0.74023074,-0.491709,-0.4176843,-0.0740247
77,-1.0033292,-1.0898262,"('unmotivated', 'motivated')",-1.0617487,-1.1771992,-0.648547,-0.7626356,-0.851996,-0.936597,-0.8914052,-0.9915645,0.1001593
76,0.9682949,0.950806,"('anxious', 'daring')",-0.036278456,-0.10841513,-0.023111738,0.1463069,0.26719183,0.5635682,0.2940241,0.3880665,-0.0940424
34,0.9438665,1.0189395,"('mean', 'honorable')",0.29168007,0.356995,0.8205164,0.93442833,4.471309,4.7950315,1.6318431,1.7763486,-0.1445055
35,-0.9010457,-0.8988322,"('corrupt', 'incorrupt')",0.22580245,0.28838682,0.25355586,0.0859479,-1.2214409,-1.2060077,-0.4107821,-0.4326263,0.0218442
2,0.86136997,0.9176146,"('unlikable', 'likable')",1.2478447,1.4524522,1.1154182,1.2002653,0.37748975,0.5103907,0.9005307,1.0201807,-0.11965
81,0.8575207,0.76343673,"('submissive', 'aggressive')",0.1782336,-0.0031828657,0.2917361,0.532696,-0.52380294,-0.46767962,0.2009219,0.2063176,-0.0053957
13,0.83593976,0.91148347,"('impolite', 'polite')",-0.6398882,-0.49963683,0.6052502,0.8322431,0.18814689,0.3789732,0.2473622,0.4057657,-0.1584035
16,-0.827374,-0.7609713,"('unpopular', 'popular')",-0.77657026,-0.8139419,-1.0749018,-1.1246892,-0.031051919,-0.107394055,-0.6774745,-0.7017491,0.0242746
25,-0.80275923,-0.65113807,"('egoistic', 'altruistic')",0.23621121,0.21693918,-0.072647676,-0.083060235,0.67366576,0.644303,0.0086175,0.031761,-0.0231435
30,-0.80043125,-0.7546812,"('intolerant', 'tolerant')",-0.7716607,-0.63535905,0.2836342,0.6167981,0.33968195,0.49367633,-0.2371939,-0.0698915,-0.1673024
56,0.7903965,1.0443172,"('impractical', 'practical')",0.31598344,0.6139421,1.72093,2.1751163,0.512885,0.75620395,0.8350488,1.1473949,-0.3123461
59,-0.77575684,-0.7658065,"('foolish', 'wise')",0.5346051,0.53457206,0.7672819,0.8379071,-0.41897056,-0.45630696,0.0267899,0.0375914,-0.0108015
80,0.73181826,0.6066369,"('dominated', 'dominating')",0.21880366,0.027336415,0.38389987,0.31525436,-0.20994952,-0.28151754,0.2811431,0.1669275,0.1142156
67,0.71267194,0.80034727,"('doubtful', 'determined')",0.4411348,0.53569734,-0.074142784,0.16119166,0.078262806,0.17803818,0.2894817,0.4188186,-0.1293369
29,-0.69332594,-0.71634436,"('unfair', 'fair')",-0.8560822,-0.6194874,-0.888222,-0.7092215,-0.54614425,-0.6014104,-0.7459436,-0.6616159,-0.0843277
26,-0.6446465,-0.664673,"('hardhearted', 'benevolent')",0.6564386,0.40838847,1.2931604,0.95356584,0.9681391,0.6747763,0.5682729,0.3430144,0.2252585
14,0.6231986,0.5668027,"('antisocial', 'social')",0.13811666,0.048639625,0.80060273,1.0335004,-0.20350978,-0.097231865,0.3396021,0.3879277,-0.0483256
4,-0.6014962,-0.7401864,"('disliked', 'liked')",0.47071323,0.52733946,0.57662344,0.5879758,-6.416061,-6.7884827,-1.4925551,-1.6033385,0.1107834
50,-0.59979796,-0.50149906,"('clumsy', 'skillful')",-0.65660185,-0.64540154,-1.0272019,-1.1018922,-0.4780901,-0.41876638,-0.690423,-0.6668898,-0.0235332
66,0.5872061,0.30147752,"('inactive', 'active')",1.6823896,1.3887041,0.725868,0.44626895,-0.18162088,-0.5601374,0.7034607,0.3940783,0.3093824
70,0.57205415,0.2558181,"('lethargic', 'energetic')",0.15078057,-0.15048268,0.544078,0.5417439,0.71108294,0.61822605,0.4944989,0.3163263,0.1781726
23,0.5687836,0.5927625,"('insincere', 'sincere')",-1.317055,-1.2152376,-0.47130197,-0.2178179,5.486643,5.957918,1.0667673,1.2794063,-0.212639
74,0.5600575,0.49519515,"('undedicated', 'dedicated')",0.9525754,1.1367815,0.56236315,0.6876835,0.4671419,0.39093432,0.6355345,0.6776486,-0.0421141
17,-0.5501505,-0.5914517,"('nasty', 'nice')",-0.28604132,-0.4880059,-0.4173717,-0.4753178,-0.3020694,-0.1759962,-0.3889082,-0.4326929,0.0437847
44,0.53900677,0.58065,"('prejudiced', 'unprejudiced')",-0.12273995,-0.18538582,-0.96021587,-0.98910636,-1.082153,-1.0194359,-0.4065255,-0.4033195,-0.003206
15,-0.5125008,-0.40249392,"('boring', 'funny')",0.55748355,0.59161794,0.831252,0.9501474,0.1266178,0.38358748,0.2507131,0.3807147,-0.1300016
69,-0.4962771,-0.63030946,"('lazy', 'industrious')",0.5627631,0.3437128,0.4208888,0.15833646,-1.569537,-1.8043082,-0.2705406,-0.4831421,0.2126015
85,0.48729974,0.4299234,"('insignificant', 'prestigious')",0.7934251,0.7795062,0.5068964,0.32422024,-1.1440123,-1.2975895,0.1609022,0.0590151,0.1018871
28,-0.48569596,-0.5669541,"('disloyal', 'loyal')",-0.7455746,-0.7548235,-0.3045068,-0.25493735,0.71894175,0.83119553,-0.2042089,-0.1863799,-0.017829
24,-0.48287597,-0.4364946,"('dishonest', 'honest')",-0.6285073,-0.36535245,0.31621295,0.5931456,0.9758517,1.1394869,0.0451703,0.2326964,-0.1875261
12,0.47194773,0.23557447,"('unsupportive', 'supportive')",1.1405874,0.95675737,0.41252813,0.40317035,-1.8928374,-1.9131552,0.0330565,-0.0794133,0.1124698
10,-0.46208927,-0.6970145,"('unsympathetic', 'sympathetic')",-1.670425,-1.845208,-0.19887407,-0.17454118,0.29420164,0.4281777,-0.5092967,-0.5721465,0.0628498
46,0.4514081,0.4095209,"('uncompetitive', 'competitive')",-0.9423239,-0.89890856,-0.49149057,-0.311878,-0.64188457,-0.56734604,-0.4060727,-0.3421529,-0.0639198
62,0.4507161,0.45687094,"('incompetent', 'brilliant')",0.035994887,0.10529001,0.4353672,0.8225647,0.37108573,0.6717822,0.323291,0.514127,-0.190836
64,0.43823275,0.108689025,"('shy', 'confident')",-0.1907353,-0.35934573,-0.3529873,-0.3408963,-4.8437066,-5.1651926,-1.2372991,-1.4391865,0.2018874
9,-0.4315372,-0.58151275,"('unaffectionate', 'caring')",0.4871292,0.46133786,0.73050815,0.7294949,0.618153,0.5718146,0.3510633,0.2952837,0.0557796
68,-0.42073148,-0.5325336,"('dependent', 'independent')",-0.4673844,-0.519764,-0.39182633,-0.33057085,-1.5676781,-1.5366598,-0.7119051,-0.7298821,0.017977
47,0.36861986,0.5773849,"('stupid', 'smart')",0.30318454,0.3232893,0.9882379,1.1720293,4.217437,4.498005,1.4693698,1.6426771,-0.1733073
71,0.3662597,0.36125326,"('diffident', 'self-confident')",1.1389768,1.0304691,0.82281107,0.7342899,0.34481096,0.33931533,0.6682146,0.6163319,0.0518827
22,0.34383485,0.24957393,"('untrustworthy', 'trustworthy')",0.39241156,0.3909506,1.1310152,1.1723334,0.055428907,0.010226268,0.4806726,0.455771,0.0249016
43,-0.33743465,-0.29340652,"('irresponsible', 'responsible')",-0.25632316,-0.14110276,-0.019771323,0.20452939,0.84949523,1.024988,0.0589915,0.198752,-0.1397605
86,0.3299433,0.13403359,"('uninfluential', 'influential')",0.6919071,0.51606214,1.4325556,1.2963682,0.14606392,-0.04185541,0.6501174,0.4761521,0.1739653
55,0.32391703,0.26648152,"('incompetent', 'clever')",-0.21677496,-0.18287891,-0.10666217,-0.0011213915,0.9086796,0.95812446,0.2272899,0.2601514,-0.0328615
52,-0.30811036,-0.3767755,"('irrational', 'rational')",0.47648913,0.36753404,-0.8540276,-0.9096864,-0.7780275,-0.88169575,-0.3659191,-0.4501559,0.0842368
79,-0.28632745,-0.4307218,"('wavering', 'unwavering')",0.39842728,0.23350981,0.00551532,0.08695214,-0.8744543,-0.72986984,-0.1892098,-0.2100324,0.0208226
49,-0.28178158,-0.39920795,"('unable', 'able')",-0.4300293,-0.5189016,0.08521796,0.21611361,-0.48411846,-0.417309,-0.2776778,-0.2798262,0.0021484
32,-0.27096292,-0.07385934,"('unkind', 'kind')",-1.2018402,-0.9649375,-0.20851927,-0.042675838,0.895264,1.144169,-0.1965146,0.0156741,-0.2121887
61,-0.26392785,-0.36997318,"('illogical', 'logical')",-0.5390911,-0.49059832,-0.44141832,-0.3127233,0.12089127,0.1449479,-0.2808865,-0.2570867,-0.0237998
3,0.24966599,-0.05021984,"('repellent', 'pleasant')",-0.5974099,-0.6876635,-0.48723614,-0.5631578,0.8537465,0.76788,0.0046916,-0.1332903,0.1379819
38,-0.23183092,-0.14983732,"('untruthful', 'truthful')",0.111913666,0.45961007,1.0817157,1.4959322,-0.07896914,0.14540523,0.2207073,0.4877775,-0.2670702
65,0.22865418,0.0921593,"('insecure', 'secure')",-1.8288031,-2.0902174,-0.98081774,-0.97266406,0.53597987,0.6276118,-0.5112467,-0.5857776,0.0745309
57,0.18958473,-0.22881903,"('unimaginative', 'imaginative')",0.31440145,-0.019968305,-0.61994815,-0.70111936,-2.8630865,-3.0066326,-0.7447621,-0.9891348,0.2443727
40,-0.18238318,-0.59560484,"('stingy', 'generous')",0.22043094,-0.09998441,-0.7017824,-0.94990873,-2.451075,-2.7250934,-0.7787024,-1.0926478,0.3139454
83,0.17740314,0.5034579,"('powerless', 'powerful')",0.26992142,0.62004626,0.7790015,1.1658311,-0.5997689,-0.43044764,0.1566393,0.4647219,-0.3080826
5,0.15590414,0.2826798,"('distant', 'outgoing')",0.69209653,0.97330755,-0.41819614,-0.3597804,-1.3569648,-1.296667,-0.2317901,-0.100115,-0.1316751
7,0.14266038,-0.25000542,"('insensitive', 'sensitive')",-0.5962852,-0.9829037,0.74059343,0.66747284,0.7865892,0.56307364,0.2683895,-0.0005907,0.2689802
20,-0.14024772,-0.15055752,"('rough', 'thoughtful')",-0.045046847,-0.020707518,-0.5335635,-0.56282085,0.36229587,0.38913786,-0.0891405,-0.086237,-0.0029035
75,0.139844,0.25339592,"('meek', 'impulsive')",1.6910777,1.8256216,-0.123998076,-0.10429534,-0.6793779,-0.7353803,0.2568864,0.3098355,-0.0529491
73,-0.13582215,-0.088349596,"('helpless', 'self-reliant')",1.174993,1.3397301,0.6351304,0.7272997,-2.926703,-3.0907552,-0.3131004,-0.2780187,-0.0350817
0,-0.13526604,-0.28345487,"('unsociable', 'sociable')",-0.85856044,-1.0046,0.009070404,0.08188834,0.221935,0.29186887,-0.1907053,-0.2285744,0.0378691
33,-0.13315886,-0.073369965,"('wrong', 'right')",0.21046005,0.26499224,0.39570346,0.24192573,-0.6201734,-0.76436764,-0.0367922,-0.0827049,0.0459127
84,-0.11711797,-0.11962873,"('inferior', 'superior')",-0.37609458,-0.43259427,-0.43431285,-0.26752356,0.39272177,0.42021036,-0.1337009,-0.099884,-0.0338169
87,-0.11448339,-0.11418154,"('unsuccessful', 'successful')",0.1702895,0.0680477,0.69306505,0.7633916,0.020809585,0.025389796,0.1924202,0.1856619,0.0067583
63,0.10470448,0.030695237,"('unperceptive', 'insightful')",0.071425445,0.10139948,0.63859147,0.7320395,0.027806887,0.17231679,0.2106321,0.2591127,-0.0484806
6,0.10001734,0.21760869,"('distant', 'open')",0.6659458,0.951869,-0.3789022,-0.44265336,-1.0690163,-1.099816,-0.1704888,-0.0932479,-0.0772409
60,0.084406644,0.14811154,"('inefficient', 'efficient')",-1.6640661,-1.4883617,-0.5255832,-0.22401898,0.54011667,0.8202276,-0.3912815,-0.1860104,-0.2052711
54,-0.08096132,-0.13965492,"('incapable', 'capable')",0.19589762,0.21826854,0.49596122,0.59165025,0.40042424,0.47540432,0.2528304,0.2864171,-0.0335867
72,0.0752068,0.14185016,"('unambitious', 'ambitious')",0.015947767,0.24870406,0.77581894,0.983461,0.05793648,0.11530433,0.2312275,0.3723299,-0.1411024
88,0.071232684,0.18318053,"('low', 'eminent')",-0.4676109,-0.30180836,0.75010073,0.9702228,-0.13026631,0.0688409,0.0558641,0.230109,-0.1742449
58,-0.05936896,-0.31373796,"('undiscriminating', 'discriminating')",0.48351082,0.3706172,0.9737917,0.8007123,0.59268516,0.31151426,0.4976547,0.2922764,0.2053783
82,0.05619979,0.37159887,"('poor', 'rich')",-0.8177207,-0.4282434,-0.91469634,-0.6892378,5.2154,5.6840944,0.8847957,1.2345531,-0.3497574
53,-0.021007456,-0.20591192,"('uncreative', 'creative')",0.34449425,0.17887902,-0.1401123,-0.2767663,0.58280337,0.46245366,0.1915445,0.0396636,0.1518809
18,0.015586998,0.051295165,"('disagreeable', 'welcoming')",0.40189037,0.4175239,-0.6149113,-0.6808901,-1.1671318,-1.1867726,-0.3411414,-0.3497109,0.0085695
78,0.0100014135,0.05155737,"('nonresilient', 'resilient')",-0.60728794,-0.6835499,-0.8675926,-1.0290741,-0.17024194,-0.05654209,-0.4087802,-0.4294021,0.0206219
