,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
45,-2.3825307,-2.1442044,"('incompetent', 'competent')",-1.9683149,-1.9682175,-0.5256688,-0.51295483,-1.6255047,-1.5417922,-0.0837125
42,-2.1227875,-1.9439768,"('unreliable', 'reliable')",-1.5728229,-1.5771661,-2.8360095,-2.670333,-2.1772067,-2.0638253,-0.1133814
10,-1.961238,-1.7622893,"('unsympathetic', 'sympathetic')",-1.3419374,-1.4450916,-0.43735433,-0.35464302,-1.2468433,-1.1873413,-0.059502
33,1.796347,1.5948428,"('wrong', 'right')",0.886303,0.8305033,-0.400858,-0.5272406,0.7605974,0.6327019,0.1278955
14,-1.7929147,-1.5230279,"('antisocial', 'social')",-0.51679385,-0.55536854,0.14930752,0.14691336,-0.7201337,-0.6438276,-0.0763061
71,1.6411924,1.5564488,"('diffident', 'self-confident')",0.5369787,0.5483413,0.3215131,0.32418337,0.8332281,0.8096579,0.0235702
0,-1.6170433,-1.4625032,"('unsociable', 'sociable')",-0.84046614,-0.8863511,-0.45904547,-0.3765971,-0.972185,-0.9084838,-0.0637012
43,-1.568989,-1.4741695,"('irresponsible', 'responsible')",-2.0176618,-2.2452762,-0.13400853,-0.056020483,-1.2402198,-1.2584887,0.0182689
60,-1.4051181,-1.1330103,"('inefficient', 'efficient')",-1.2670834,-1.3755798,-0.29259458,-0.09499994,-0.9882654,-0.8678634,-0.120402
70,-1.3454611,-1.2603952,"('lethargic', 'energetic')",-0.7704467,-0.8993449,0.27879342,0.35977137,-0.6123715,-0.5999895,-0.012382
69,1.3083315,1.0984744,"('lazy', 'industrious')",1.4951339,1.4923004,-0.3561462,-0.46645114,0.8157731,0.7081079,0.1076652
82,-1.2772733,-1.1055114,"('poor', 'rich')",-1.2943722,-1.3021907,5.710742,5.8379364,1.0463655,1.1434115,-0.097046
3,-1.2657083,-1.4421899,"('repellent', 'pleasant')",-0.22828127,-0.26269323,0.8274053,0.58709794,-0.2221948,-0.3725951,0.1504003
46,-1.2568281,-1.3531318,"('uncompetitive', 'competitive')",-0.408788,-0.56893736,-0.5416388,-0.48527923,-0.7357516,-0.8024495,0.0666979
65,-1.1842841,-1.1421777,"('insecure', 'secure')",-1.5024817,-1.8562962,-0.16372307,-0.06600914,-0.9501629,-1.0214943,0.0713314
13,-1.1640751,-1.1373733,"('impolite', 'polite')",-1.1998372,-1.4262514,-0.7072787,-0.60198617,-1.0237304,-1.0552037,0.0314733
84,1.1586329,0.9608181,"('inferior', 'superior')",0.61290395,0.50961584,1.1061574,1.1246358,0.9592314,0.8650233,0.0942081
25,1.1522416,1.0836759,"('egoistic', 'altruistic')",1.0567106,1.0125268,1.1137651,1.1402062,1.1075724,1.0788029,0.0287695
81,-1.1331714,-0.93494916,"('submissive', 'aggressive')",0.4035802,0.33546197,-0.37754667,-0.20605329,-0.369046,-0.2685135,-0.1005325
41,-1.090967,-0.7482156,"('unforgiving', 'forgiving')",-0.57076293,-0.50905913,-0.39304093,-0.47759566,-0.6849236,-0.5782901,-0.1066335
21,-1.0494161,-0.9951452,"('immoral', 'moral')",-0.49083894,-0.65467936,-0.49378526,-0.5142094,-0.6780135,-0.7213446,0.0433311
76,-1.036255,-0.98264664,"('anxious', 'daring')",-0.77154505,-0.8089833,-0.06661767,0.063564956,-0.6248059,-0.5760217,-0.0487842
64,-1.0262045,-0.8416821,"('shy', 'confident')",-0.9715208,-1.0625306,-5.865764,-5.88444,-2.6211631,-2.5962175,-0.0249456
30,-1.0243452,-0.90548867,"('intolerant', 'tolerant')",-0.9470961,-1.160175,0.18315165,0.12641314,-0.5960966,-0.6464168,0.0503202
9,0.89005315,0.98853767,"('unaffectionate', 'caring')",0.4804175,0.5781599,0.6531535,0.6889615,0.6745414,0.7518864,-0.077345
24,-0.87648606,-0.5761937,"('dishonest', 'honest')",-1.459848,-1.5783434,0.294344,0.40275958,-0.6806634,-0.5839259,-0.0967375
37,-0.8487775,-0.88800615,"('fake', 'genuine')",-1.840164,-1.9337322,-0.60428464,-0.58640766,-1.0977421,-1.1360486,0.0383065
4,-0.8436818,-0.5256636,"('disliked', 'liked')",-0.29576707,-0.0780533,-6.593339,-6.592816,-2.577596,-2.3988442,-0.1787518
44,-0.8129926,-1.1919092,"('prejudiced', 'unprejudiced')",-0.89642626,-1.0989342,-1.3236691,-1.5376602,-1.0110292,-1.2761679,0.2651387
59,0.79376066,0.6652354,"('foolish', 'wise')",-0.14501415,-0.09225455,-0.4775448,-0.5446424,0.0570672,0.0094462,0.047621
17,-0.7832149,-0.78580016,"('nasty', 'nice')",-0.17337653,-0.047156915,-0.5011745,-0.43818158,-0.485922,-0.4237129,-0.0622091
8,0.7508121,0.7245455,"('unaffectionate', 'affectionate')",-0.078287825,-0.034453448,-0.109567106,-0.08505632,0.1876524,0.2016786,-0.0140262
39,0.746762,0.5650216,"('exploitative', 'cooperative')",0.08764113,-0.25095937,0.5579162,0.518048,0.4641064,0.2773701,0.1867363
35,0.743965,0.59440523,"('corrupt', 'incorrupt')",0.83021665,0.94621086,-0.88270116,-0.9558158,0.2304935,0.1949334,0.0355601
63,-0.73865664,-0.6511327,"('unperceptive', 'insightful')",-0.8840151,-0.98225415,0.17964678,0.3107768,-0.4810083,-0.44087,-0.0401383
53,0.7331826,0.5997962,"('uncreative', 'creative')",-0.13386351,-0.14195552,0.17918305,0.15400875,0.2595007,0.2039498,0.0555509
48,0.7316519,0.6860028,"('unintelligent', 'intelligent')",0.543874,0.45112485,0.5109761,0.407346,0.5955007,0.5148245,0.0806762
85,0.73093235,0.46929923,"('insignificant', 'prestigious')",1.1183188,1.1820686,-0.52721,-0.6713545,0.4406804,0.3266711,0.1140093
15,0.7225626,0.7303455,"('boring', 'funny')",-0.6368619,-0.7105752,-0.44222918,-0.37775755,-0.1188428,-0.1193291,0.0004863
75,0.70751196,0.59121114,"('meek', 'impulsive')",0.78988856,0.7962313,-0.26904982,-0.28440905,0.4094502,0.3676778,0.0417724
54,0.707444,0.68061537,"('incapable', 'capable')",0.48574355,0.57238346,0.7479506,0.8637317,0.6470461,0.7055768,-0.0585307
22,-0.69615054,-0.5702663,"('untrustworthy', 'trustworthy')",-0.92720956,-1.0740663,-0.76158744,-0.7664604,-0.7949825,-0.8035977,0.0086152
86,-0.687832,-0.4575519,"('uninfluential', 'influential')",-0.2634797,-0.13097715,-0.6127007,-0.41753757,-0.5213375,-0.3353555,-0.185982
57,-0.67185134,-0.694281,"('unimaginative', 'imaginative')",-1.036855,-1.083627,-2.8331249,-2.8759863,-1.5139437,-1.5512981,0.0373544
52,0.66609174,0.47030678,"('irrational', 'rational')",-0.5468041,-0.5857595,-0.5040753,-0.7296762,-0.1282625,-0.2817096,0.1534471
55,-0.6548346,-0.6544263,"('incompetent', 'clever')",-1.0889623,-1.3624908,0.41020307,0.44111577,-0.4445313,-0.5252671,0.0807358
2,0.62919843,0.71890604,"('unlikable', 'likable')",0.4212639,0.5048419,0.6480554,0.742684,0.5661726,0.6554773,-0.0893047
27,-0.6205509,-0.68394715,"('hardhearted', 'softhearted')",-1.3187855,-1.202087,0.567214,0.54523456,-0.4573741,-0.4469332,-0.0104409
77,-0.6180443,-0.68283,"('unmotivated', 'motivated')",0.37531635,0.40994686,-0.90858483,-0.8950762,-0.3837709,-0.3893198,0.0055489
34,-0.58354115,-0.6508297,"('mean', 'honorable')",-0.4942763,-0.6895524,4.844229,4.949477,1.2554706,1.2030317,0.0524389
50,-0.57544225,-0.6317619,"('clumsy', 'skillful')",-0.030814573,-0.016408108,0.08041023,0.11970009,-0.1752822,-0.1761566,0.0008744
26,0.5718072,0.6828411,"('hardhearted', 'benevolent')",-0.34143442,-0.39488932,1.2372712,1.2311518,0.4892147,0.5063679,-0.0171532
68,-0.54303426,-0.4514449,"('dependent', 'independent')",-1.1267151,-1.0962253,-1.0089431,-0.8482858,-0.8928974,-0.798652,-0.0942454
51,-0.51833725,-0.09680021,"('uneducated', 'educated')",0.67642486,0.893859,0.7319559,0.91361547,0.2966812,0.5702248,-0.2735436
49,0.493588,0.37583047,"('unable', 'able')",0.3531149,0.30250332,-0.48893195,-0.33279973,0.119257,0.115178,0.004079
1,0.45926687,0.48600325,"('unfriendly', 'friendly')",-0.46528012,-0.34116736,0.59912497,0.56254494,0.1977039,0.2357936,-0.0380897
40,-0.4529788,-0.3710442,"('stingy', 'generous')",-0.51895034,-0.45153102,-2.0617929,-2.1724842,-1.0112406,-0.9983532,-0.0128874
