,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
73,0.4176306,0.42942578,"('helpless', 'self-reliant')",-0.45928863,-0.4682858,-3.255346,-3.3261545,-1.0990013,-1.1216715,0.0226702
38,-0.4138783,-0.30556706,"('untruthful', 'truthful')",-0.15247434,-0.1979984,-0.301139,-0.27474514,-0.2891639,-0.2594368,-0.0297271
18,-0.4087537,-0.2637834,"('disagreeable', 'welcoming')",-0.66118395,-0.5811157,-1.02331,-0.99690837,-0.6977492,-0.6139358,-0.0838134
83,0.39773265,0.46410233,"('powerless', 'powerful')",0.30990517,0.4256029,-0.8529047,-0.68817616,-0.0484223,0.0671764,-0.1155987
62,0.36495867,0.47071105,"('incompetent', 'brilliant')",-0.33148253,-0.33565742,0.39441824,0.61396503,0.1426315,0.2496729,-0.1070414
7,-0.3390528,-0.2059247,"('insensitive', 'sensitive')",-0.95299095,-1.0043881,0.36009338,0.38215792,-0.3106501,-0.2760516,-0.0345985
58,-0.32816306,-0.18723975,"('undiscriminating', 'discriminating')",-0.05907142,0.02428183,0.054611877,0.10968621,-0.1108742,-0.0177572,-0.093117
32,-0.32695484,-0.10037674,"('unkind', 'kind')",-0.69012207,-0.7291748,0.37961125,0.41914904,-0.2124886,-0.1368008,-0.0756878
36,-0.3008712,-0.46587664,"('hostile', 'amicable')",-0.5564818,-0.48933434,-0.8569589,-1.033322,-0.5714373,-0.6628443,0.091407
72,0.29349,0.41477045,"('unambitious', 'ambitious')",-0.09903455,-0.0676527,-0.69797623,-0.5807931,-0.1678403,-0.0778918,-0.0899485
78,0.2875383,0.2436702,"('nonresilient', 'resilient')",0.895647,1.0075483,0.322982,0.4088614,0.5020558,0.55336,-0.0513042
67,0.2864241,0.41274685,"('doubtful', 'determined')",0.6187157,0.7255493,-0.26332748,-0.21839216,0.2139374,0.3066347,-0.0926973
19,-0.27779394,0.060436223,"('inhospitable', 'hospitable')",-0.5124889,-0.11390164,-0.7395119,-0.55219346,-0.5099316,-0.2018863,-0.3080453
16,0.26160732,0.14982471,"('unpopular', 'popular')",0.5041223,0.47182855,0.5282994,0.3783024,0.431343,0.3333186,0.0980244
56,-0.2551863,-0.06653443,"('impractical', 'practical')",0.22510795,0.21005708,-0.52800137,-0.33110738,-0.1860266,-0.0625282,-0.1234984
47,0.23678258,-0.004855033,"('stupid', 'smart')",-0.05329161,-0.29822809,4.6419888,4.6923327,1.6084932,1.4630833,0.1454099
28,-0.23577236,-0.22943722,"('disloyal', 'loyal')",-0.62957096,-0.7200248,0.778884,0.7337838,-0.0288198,-0.0718928,0.043073
79,-0.21430266,-0.091072254,"('wavering', 'unwavering')",0.44792557,0.7011624,-0.57116246,-0.42998624,-0.1125132,0.0600346,-0.1725478
12,0.20221123,0.3336172,"('unsupportive', 'supportive')",-0.16757438,-0.008380279,-2.0373814,-1.89246,-0.6675816,-0.5224077,-0.1451739
61,0.1720638,-0.06358342,"('illogical', 'logical')",-0.5380369,-0.6955657,0.7088525,0.59274065,0.1142931,-0.0554695,0.1697626
87,-0.16507563,-0.06957057,"('unsuccessful', 'successful')",0.72980654,0.8073135,1.4100863,1.5420599,0.6582724,0.7599343,-0.1016619
66,-0.16290815,-0.32444072,"('inactive', 'active')",-0.10013892,-0.1742123,0.7467273,0.7101488,0.1612267,0.0704986,0.0907281
5,0.1606901,0.2633382,"('distant', 'outgoing')",-0.39303404,0.0077795535,-1.067184,-0.9773827,-0.433176,-0.2354217,-0.1977543
11,0.151393,0.12293844,"('unhelpful', 'helpful')",0.02810347,-0.098059,1.9475259,2.0264082,0.7090074,0.6837626,0.0252448
23,-0.12509389,-0.06344107,"('insincere', 'sincere')",-0.5331691,-0.6162069,5.210289,5.291621,1.5173419,1.5373244,-0.0199825
80,-0.111406066,-0.10633854,"('dominated', 'dominating')",0.060617365,0.04373742,-0.29015303,-0.16954654,-0.1136472,-0.0773826,-0.0362646
88,-0.058658235,0.08425829,"('low', 'eminent')",0.06420377,0.09086493,-0.63024324,-0.54244316,-0.2082326,-0.12244,-0.0857926
74,0.057063848,0.53290087,"('undedicated', 'dedicated')",0.045793958,0.25171125,-0.34921205,-0.12106621,-0.0821181,0.221182,-0.3033001
6,-0.042982053,0.0800806,"('distant', 'open')",-0.97881824,-0.5696715,-1.0558838,-0.9885316,-0.6925613,-0.4927075,-0.1998538
29,-0.034209445,-0.0010396689,"('unfair', 'fair')",-0.3646188,-0.35499832,-0.4871352,-0.51348317,-0.2953211,-0.2898404,-0.0054807
20,0.03336698,-0.063888974,"('rough', 'thoughtful')",0.5339144,0.44670942,0.94130504,0.8537315,0.5028621,0.412184,0.0906781
31,-0.026400924,0.076816216,"('evil', 'good')",-0.09316281,0.24238226,-1.3074192,-1.3267848,-0.475661,-0.3358621,-0.1397989
