,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
7,0.70402455,0.67271584,"('insensitive', 'sensitive')",-0.29583335,-0.20629092,0.90944,0.66759247,0.4392104,0.3780058,0.0612046
46,0.703845,0.34454373,"('uncompetitive', 'competitive')",-0.88860387,-0.9478186,-0.9573211,-0.98578644,-0.3806933,-0.5296871,0.1489938
63,0.69192445,0.32687762,"('unperceptive', 'insightful')",-0.05723072,-0.087125964,0.6179266,0.5812857,0.4175401,0.2736791,0.143861
42,0.68500286,0.45906496,"('unreliable', 'reliable')",0.9953984,0.7785079,-3.3437464,-3.5029154,-0.5544484,-0.7551142,0.2006658
51,0.6729314,0.3067923,"('uneducated', 'educated')",-0.14167869,-0.28886667,0.34126765,0.20241424,0.2908401,0.0734466,0.2173935
44,-0.669499,-0.4770402,"('prejudiced', 'unprejudiced')",0.3561791,0.30753058,-1.7009333,-1.7509526,-0.6714177,-0.6401541,-0.0312636
70,0.6636159,0.4213962,"('lethargic', 'energetic')",0.022260182,-0.1460425,0.28914547,0.033363424,0.3250072,0.1029057,0.2221015
65,0.65450084,0.5491837,"('insecure', 'secure')",0.44176,0.35667378,-0.3308479,-0.48181868,0.2551376,0.1413463,0.1137913
68,-0.6427005,-0.59678775,"('dependent', 'independent')",-0.20211676,-0.09623102,-0.9877235,-0.9493345,-0.6108469,-0.5474511,-0.0633958
6,-0.63266975,-0.40714318,"('distant', 'open')",-0.56363934,-0.44097847,-0.33300748,-0.25887623,-0.5097722,-0.3689993,-0.1407729
45,0.6285108,0.42623803,"('incompetent', 'competent')",0.21280664,0.060069896,0.089838594,0.04033269,0.3103853,0.1755469,0.1348384
79,-0.5951337,-0.8229825,"('wavering', 'unwavering')",0.0162718,-0.13527496,-0.33269,-0.31791624,-0.3038507,-0.4253912,0.1215405
5,-0.58665663,-0.3143567,"('distant', 'outgoing')",-0.42565662,-0.2708764,-0.6512646,-0.41169852,-0.5545259,-0.3323105,-0.2222154
87,0.56982213,0.4089012,"('unsuccessful', 'successful')",0.3007745,0.28985512,0.7138167,0.80792284,0.5281378,0.5022264,0.0259114
29,-0.5507939,-0.3350454,"('unfair', 'fair')",-0.09100366,0.07390241,-0.30731156,-0.315749,-0.3163697,-0.1922973,-0.1240724
58,-0.54321223,-0.76857656,"('undiscriminating', 'discriminating')",-0.71254295,-0.7552791,0.31306896,0.4423339,-0.3142287,-0.3605072,0.0462785
23,0.53566897,0.44345886,"('insincere', 'sincere')",-0.6054889,-0.52194506,6.1201305,5.6496267,2.0167702,1.8570468,0.1597234
24,0.53254896,0.7304559,"('dishonest', 'honest')",-1.0435238,-0.719289,0.6509086,0.6441249,0.0466446,0.2184306,-0.171786
48,0.5124832,0.43358588,"('unintelligent', 'intelligent')",-0.8148338,-0.7646105,0.43570402,0.5276698,0.0444511,0.0655484,-0.0210973
32,0.4822018,0.65583277,"('unkind', 'kind')",-0.35953364,-0.18918476,0.8973771,0.7736794,0.3400151,0.4134425,-0.0734274
69,-0.48187193,-0.31293932,"('lazy', 'industrious')",1.5192511,1.6710418,-0.96725607,-0.6111108,0.0233744,0.2489973,-0.2256229
1,-0.45902628,-0.35685927,"('unfriendly', 'friendly')",-1.2874223,-1.1691734,1.4482212,1.5587693,-0.0994091,0.0109122,-0.1103213
73,0.42248464,0.41595584,"('helpless', 'self-reliant')",0.9646569,0.97112787,-3.2479224,-2.9961557,-0.6202603,-0.5363573,-0.083903
25,0.4044544,0.4796044,"('egoistic', 'altruistic')",0.59224164,0.6299052,1.323318,1.3819209,0.773338,0.8304768,-0.0571388
84,0.39044324,0.559903,"('inferior', 'superior')",-0.058930412,0.02248327,0.6289174,0.79543054,0.3201434,0.4592723,-0.1391289
26,-0.3849972,-0.2862385,"('hardhearted', 'benevolent')",0.67292845,0.6735569,1.9063241,2.0526948,0.7314185,0.8133377,-0.0819192
20,-0.37081546,-0.29444474,"('rough', 'thoughtful')",-0.42274147,-0.23920049,0.62588775,0.7449457,-0.0558897,0.0704335,-0.1263232
18,-0.3595999,-0.19329247,"('disagreeable', 'welcoming')",-0.37340173,-0.14205097,-0.5406199,-0.49679878,-0.4245405,-0.2773807,-0.1471598
2,0.3503001,0.39046726,"('unlikable', 'likable')",0.23725525,0.3767223,0.30553204,0.43242133,0.2976958,0.3998703,-0.1021745
61,0.33886957,0.44246703,"('illogical', 'logical')",-0.36980996,-0.14916074,0.59431845,0.49243167,0.1877927,0.2619127,-0.07412
47,-0.33549583,-0.08166996,"('stupid', 'smart')",0.0055144764,0.2582835,5.1418667,4.8495245,1.6039618,1.6753793,-0.0714175
33,0.3296245,0.41478556,"('wrong', 'right')",0.6348246,0.79923326,-0.63116205,-0.5832273,0.1110957,0.2102638,-0.0991681
27,-0.3097461,-0.19565731,"('hardhearted', 'softhearted')",-0.44489127,-0.5517331,1.6583531,1.5368974,0.3012386,0.263169,0.0380696
72,-0.28159466,-0.5171514,"('unambitious', 'ambitious')",-1.0936716,-1.0229439,-0.397701,-0.5385226,-0.5909891,-0.6928727,0.1018836
11,0.23947062,0.19292617,"('unhelpful', 'helpful')",-0.6746174,-0.7345329,1.6870828,1.64728,0.417312,0.3685578,0.0487542
64,0.23643857,0.23040554,"('shy', 'confident')",-0.054673094,-0.020576863,-6.748454,-6.3632913,-2.1888962,-2.0511541,-0.1377421
50,-0.2332815,-0.44396746,"('clumsy', 'skillful')",0.5526197,0.29374868,0.17272735,0.09875873,0.1640218,-0.0171534,0.1811752
8,-0.21248525,-0.30496806,"('unaffectionate', 'affectionate')",-0.578853,-0.56715,1.3086437,1.2151288,0.1724351,0.1143369,0.0580982
57,0.18095872,-0.16306187,"('unimaginative', 'imaginative')",-0.7810909,-0.9297565,-2.9594874,-2.8418467,-1.1865399,-1.3115551,0.1250152
22,-0.1732493,-0.121409364,"('untrustworthy', 'trustworthy')",0.16791332,0.3351324,-0.9286909,-0.9417565,-0.3113423,-0.2426778,-0.0686645
76,0.15777877,0.021370173,"('anxious', 'daring')",-0.90640765,-1.0472718,-0.36537778,-0.6059704,-0.3713355,-0.5439574,0.1726219
3,0.14677472,0.12080249,"('repellent', 'pleasant')",-0.59593093,-0.62194794,0.8402141,0.75639296,0.1303526,0.0850825,0.0452701
38,0.14309451,0.05282239,"('untruthful', 'truthful')",-0.3679781,-0.30653584,-0.4926301,-0.25960797,-0.2391712,-0.1711071,-0.0680641
15,0.10463366,0.13472456,"('boring', 'funny')",-0.12101405,-0.25715825,-0.0430474,-0.07632575,-0.0198093,-0.0662531,0.0464438
83,-0.099757075,-0.13988328,"('powerless', 'powerful')",-0.6917774,-0.5614799,-1.2133396,-1.1204773,-0.6682913,-0.6072802,-0.0610111
77,0.060256753,-0.17699544,"('unmotivated', 'motivated')",-1.019501,-1.0378801,-1.2407912,-1.2584623,-0.7333451,-0.8244459,0.0911008
78,0.057044193,-0.06275518,"('nonresilient', 'resilient')",-0.18256196,-0.30863976,0.4050835,0.40118268,0.0931886,0.0099292,0.0832594
40,-0.027011875,-0.071276486,"('stingy', 'generous')",0.32284164,0.33927554,-1.9085146,-1.7060261,-0.5375616,-0.4793423,-0.0582193
19,0.022544822,0.104765885,"('inhospitable', 'hospitable')",-0.09694417,-0.119954616,-0.36952832,-0.28495038,-0.1479759,-0.1000464,-0.0479295
59,0.021930404,0.16781707,"('foolish', 'wise')",0.4332222,0.5734585,0.05207958,0.19248864,0.1690774,0.3112547,-0.1421773
28,-0.019169709,-0.07311829,"('disloyal', 'loyal')",-0.62781537,-0.55022836,1.2137364,1.0385647,0.1889171,0.138406,0.0505111
17,0.00026651472,0.09259016,"('nasty', 'nice')",-0.4235104,-0.45363426,-0.6585675,-0.658547,-0.3606038,-0.3398637,-0.0207401
