,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,male-female
82,-1.5901126,-1.5392511,"('poor', 'rich')",-1.1242785,-1.0166247,6.5030527,6.7608104,1.2628872,1.4016449,-0.1387577
6,-1.3363413,-1.6329015,"('distant', 'open')",-0.4132724,-0.4849658,-1.0294499,-1.1316504,-0.9263546,-1.0831726,0.156818
16,-1.3305874,-1.2504605,"('unpopular', 'popular')",-1.3701644,-1.2869943,-0.27372393,-0.31300312,-0.9914919,-0.9501526,-0.0413393
1,-1.2930173,-1.8515389,"('unfriendly', 'friendly')",0.55405045,0.31413636,1.0599142,0.80515236,0.1069825,-0.2440834,0.3510659
18,-1.1991752,-1.4015269,"('disagreeable', 'welcoming')",-0.6066787,-0.7208792,-0.65633523,-0.79922116,-0.8207297,-0.9738757,0.153146
8,-1.1068151,-1.3274971,"('unaffectionate', 'affectionate')",-0.1457815,-0.2798967,0.0070120767,-0.07196443,-0.4151948,-0.5597861,0.1445913
53,-1.0561628,-1.377075,"('uncreative', 'creative')",-0.24020815,-0.3792315,0.24226005,0.18495551,-0.3513703,-0.5237836,0.1724133
19,-1.0389946,-1.2812511,"('inhospitable', 'hospitable')",-0.5966094,-0.69062436,-0.92127395,-1.0848947,-0.8522926,-1.0189234,0.1666308
68,-1.0297515,-1.269745,"('dependent', 'independent')",-1.6522042,-1.677831,-1.007698,-1.2856938,-1.2298846,-1.4110899,0.1812053
2,1.0253615,1.1417685,"('unlikable', 'likable')",0.664991,0.7630189,0.73720413,0.75581145,0.8091856,0.8868663,-0.0776807
5,-1.0063686,-1.294013,"('distant', 'outgoing')",-0.7721535,-0.88265276,-1.1254596,-1.2618455,-0.9679939,-1.1461705,0.1781766
88,-0.9440735,-1.2210056,"('low', 'eminent')",-0.96127516,-1.022307,-0.4832008,-0.48698783,-0.7961831,-0.9101001,0.113917
73,0.92856085,0.92779136,"('helpless', 'self-reliant')",-0.26457322,-0.34888214,-3.6617057,-3.851314,-0.9992394,-1.0908016,0.0915622
80,0.9165253,1.1108558,"('dominated', 'dominating')",1.0659838,1.0261626,-0.051805288,-0.016343568,0.643568,0.7068916,-0.0633236
81,0.8496308,1.1493746,"('submissive', 'aggressive')",0.0031444803,0.21136723,0.11268526,0.3809762,0.3218202,0.5805727,-0.2587525
86,-0.8435586,-1.2387018,"('uninfluential', 'influential')",0.18432885,0.1238683,0.19150725,-0.11019964,-0.1559075,-0.4083444,0.2524369
36,-0.8251773,-0.9083871,"('hostile', 'amicable')",-0.7009974,-0.83393705,-1.1353403,-1.1677963,-0.8871717,-0.9700402,0.0828685
85,-0.81628406,-1.1120211,"('insignificant', 'prestigious')",-0.6722324,-0.87191,-1.2044379,-1.4262458,-0.8976514,-1.1367256,0.2390742
39,0.7947448,0.8475204,"('exploitative', 'cooperative')",1.6899003,1.7942151,0.43541953,0.49727583,0.9733549,1.0463371,-0.0729822
79,-0.7878751,-0.93502647,"('wavering', 'unwavering')",-1.1620243,-1.1693385,-1.2197486,-1.2016171,-1.0565494,-1.101994,0.0454446
35,-0.7840034,-0.7072822,"('corrupt', 'incorrupt')",-1.6270691,-1.6505177,-1.2859071,-1.390025,-1.2323265,-1.249275,0.0169485
23,-0.77103,-1.0059261,"('insincere', 'sincere')",1.0904715,1.1795895,6.1481647,6.472284,2.1558687,2.2153158,-0.0594471
67,0.7700452,0.84612244,"('doubtful', 'determined')",1.127141,1.1978114,-0.2929614,-0.15683164,0.5347416,0.6290341,-0.0942925
51,-0.7246199,-0.89379925,"('uneducated', 'educated')",-0.40582877,-0.40874308,0.789983,0.63385487,-0.1134886,-0.2228958,0.1094072
31,-0.71719736,-0.88653964,"('evil', 'good')",-1.313842,-1.5004442,-1.4812816,-1.706372,-1.1707737,-1.364452,0.1936783
30,0.6743964,0.75020754,"('intolerant', 'tolerant')",0.35473937,0.45647842,0.9652191,0.9846806,0.6647849,0.7304556,-0.0656707
20,-0.669913,-0.66413546,"('rough', 'thoughtful')",-0.30552158,-0.2156678,0.7428961,0.7441278,-0.0775128,-0.0452251,-0.0322877
42,0.6543108,0.71518385,"('unreliable', 'reliable')",0.9210475,0.90729105,-2.6557114,-2.7029617,-0.3601177,-0.3601623,4.46e-05
49,-0.6394886,-0.38796067,"('unable', 'able')",-0.6719889,-0.47984865,-0.59131587,-0.41646054,-0.6342644,-0.4280899,-0.2061745
60,0.6272743,0.543492,"('inefficient', 'efficient')",2.5302534,2.7022302,0.8362224,0.98664075,1.33125,1.4107877,-0.0795377
69,0.60779417,0.6041497,"('lazy', 'industrious')",0.839935,0.75737673,-1.2204369,-1.3791766,0.0757641,-0.0058834,0.0816475
76,0.60596186,0.8108065,"('anxious', 'daring')",0.5962246,0.7111364,-0.016729034,0.3241812,0.3951525,0.6153747,-0.2202222
58,-0.5966727,-0.8091197,"('undiscriminating', 'discriminating')",0.76120055,0.6730556,0.23124973,0.06712964,0.1319259,-0.0229782,0.1549041
64,0.5955576,0.55013466,"('shy', 'confident')",-0.17606157,-0.1341238,-5.56141,-5.7285714,-1.7139713,-1.7708535,0.0568822
46,0.5909132,0.4895658,"('uncompetitive', 'competitive')",0.71862817,0.8244402,-0.08576768,-0.1083051,0.4079246,0.4019003,0.0060243
14,0.5741689,1.0014327,"('antisocial', 'social')",1.8528248,2.1114054,0.66216195,0.8336815,1.0297186,1.3155065,-0.2857879
9,-0.5661438,-0.9993226,"('unaffectionate', 'caring')",0.6404126,0.42416352,0.7445021,0.6586732,0.2729236,0.0278381,0.2450855
34,-0.51974374,-0.5510884,"('mean', 'honorable')",-0.13772108,-0.082865424,5.2556424,5.5156612,1.5327258,1.6272357,-0.0945099
