,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-1.0743483,-1.2729212,"('unsympathetic', 'sympathetic')",-0.4417517,-0.45781124,-0.75805,-0.8653662,0.1073162
72,-1.0346202,-0.9964454,"('unambitious', 'ambitious')",-1.0854075,-0.95995504,-1.0600138,-0.9782002,-0.0818136
12,-1.0060796,-0.9549646,"('unsupportive', 'supportive')",-1.4060789,-1.347886,-1.2060792,-1.1514252,-0.054654
71,-1.0022637,-0.9069586,"('diffident', 'self-confident')",0.25669652,0.27030388,-0.3727836,-0.3183274,-0.0544562
79,-0.98123765,-0.83430827,"('wavering', 'unwavering')",-0.2486688,-0.2609652,-0.6149532,-0.5476367,-0.0673165
58,-0.9724545,-0.88453066,"('undiscriminating', 'discriminating')",0.2059453,0.21022202,-0.3832546,-0.3371543,-0.0461003
43,-0.9435875,-1.0735478,"('irresponsible', 'responsible')",0.37593397,0.4077882,-0.2838268,-0.3328798,0.049053
78,-0.93410754,-1.004137,"('nonresilient', 'resilient')",0.53293633,0.45770416,-0.2005856,-0.2732164,0.0726308
28,-0.91769254,-1.058934,"('disloyal', 'loyal')",0.674454,0.6176942,-0.1216193,-0.2206199,0.0990006
23,-0.8988917,-1.2405831,"('insincere', 'sincere')",5.4364123,5.304953,2.2687602,2.0321851,0.2365751
69,0.85843915,1.0853738,"('lazy', 'industrious')",-0.5534062,-0.5531914,0.1525165,0.2660912,-0.1135747
63,-0.8348466,-0.890645,"('unperceptive', 'insightful')",1.2416593,1.2091861,0.2034063,0.1592705,0.0441358
60,0.7537717,0.42587215,"('inefficient', 'efficient')",-0.033499893,0.017495163,0.3601359,0.2216837,0.1384522
26,-0.7315676,-0.7400628,"('hardhearted', 'benevolent')",1.6106905,1.5142162,0.4395614,0.3870767,0.0524847
76,0.6918606,0.62359405,"('anxious', 'daring')",0.02661793,0.13779643,0.3592393,0.3806952,-0.0214559
20,0.67807287,0.59341,"('rough', 'thoughtful')",0.94663256,1.0158433,0.8123527,0.8046266,0.0077261
2,0.6567128,0.57084316,"('unlikable', 'likable')",0.4921868,0.5391011,0.5744498,0.5549722,0.0194776
54,-0.6377322,-0.59577733,"('incapable', 'capable')",1.0381236,1.1592435,0.2001957,0.2817331,-0.0815374
32,-0.60015523,-0.6849655,"('unkind', 'kind')",1.0720568,1.0104241,0.2359508,0.1627293,0.0732215
62,0.58672065,0.3576352,"('incompetent', 'brilliant')",0.39038977,0.45839286,0.4885552,0.408014,0.0805412
39,0.5769604,0.5833768,"('exploitative', 'cooperative')",0.14023893,0.18617444,0.3585997,0.3847756,-0.0261759
42,0.57325906,0.5463029,"('unreliable', 'reliable')",-3.1138706,-3.0816548,-1.2703058,-1.2676759,-0.0026299
57,-0.5608341,-0.62194276,"('unimaginative', 'imaginative')",-2.2981167,-2.2560425,-1.4294754,-1.4389926,0.0095172
66,-0.5428354,-0.44025287,"('inactive', 'active')",0.2765384,0.2271331,-0.1331485,-0.1065599,-0.0265886
52,-0.5408058,-0.47956866,"('irrational', 'rational')",0.1454786,0.039943583,-0.1976636,-0.2198125,0.0221489
11,-0.5273938,-0.66234076,"('unhelpful', 'helpful')",1.6091698,1.674258,0.540888,0.5059586,0.0349294
30,0.52722776,0.35401943,"('intolerant', 'tolerant')",1.4272645,1.3866451,0.9772461,0.8703322,0.1069139
18,-0.48919854,-0.5048176,"('disagreeable', 'welcoming')",-0.13983381,-0.2463195,-0.3145162,-0.3755686,0.0610524
21,0.47565717,0.2799862,"('immoral', 'moral')",-0.40833247,-0.5185501,0.0336623,-0.1192819,0.1529442
87,0.46560588,0.36090985,"('unsuccessful', 'successful')",0.81709194,0.7686646,0.6413489,0.5647872,0.0765617
82,-0.4654521,-0.5502583,"('poor', 'rich')",5.8133116,5.818898,2.6739297,2.63432,0.0396097
59,-0.46267298,-0.28679827,"('foolish', 'wise')",0.29956615,0.28759855,-0.0815534,0.0004001,-0.0819535
51,-0.45059574,-0.6316403,"('uneducated', 'educated')",0.83535427,0.8255839,0.1923793,0.0969718,0.0954075
16,-0.4422012,-0.3890707,"('unpopular', 'popular')",0.46948957,0.32705083,0.0136442,-0.0310099,0.0446541
67,0.43529603,0.47330233,"('doubtful', 'determined')",-0.7248289,-0.71254,-0.1447664,-0.1196188,-0.0251476
14,0.40265405,0.08855231,"('antisocial', 'social')",-0.427514,-0.6168941,-0.01243,-0.2641709,0.2517409
88,-0.39334354,-0.42270494,"('low', 'eminent')",0.09243159,0.067427605,-0.150456,-0.1776387,0.0271827
84,0.38199714,0.42036986,"('inferior', 'superior')",0.932285,1.0208588,0.6571411,0.7206143,-0.0634732
37,0.37631047,0.42808217,"('fake', 'genuine')",0.5009694,0.5966418,0.4386399,0.512362,-0.0737221
41,-0.37534213,-0.50693846,"('unforgiving', 'forgiving')",0.17753047,-0.037037093,-0.0989058,-0.2719878,0.173082
45,-0.37035006,-0.606516,"('incompetent', 'competent')",-0.16645262,-0.28232157,-0.2684013,-0.4444188,0.1760175
83,-0.36954406,-0.32565373,"('powerless', 'powerful')",-1.1625707,-1.090393,-0.7660574,-0.7080233,-0.0580341
27,-0.3428762,-0.37199798,"('hardhearted', 'softhearted')",1.3197541,1.288417,0.488439,0.4582095,0.0302295
24,-0.34096548,-0.3857757,"('dishonest', 'honest')",0.5327,0.64262354,0.0958673,0.1284239,-0.0325566
56,0.30875474,0.1091595,"('impractical', 'practical')",-0.21157508,-0.14335111,0.0485898,-0.0170958,0.0656856
77,-0.3046519,-0.48099816,"('unmotivated', 'motivated')",-1.3819859,-1.3427001,-0.8433189,-0.9118491,0.0685302
55,0.29791126,0.046584085,"('incompetent', 'clever')",0.2789981,0.23708248,0.2884547,0.1418333,0.1466214
48,-0.29569834,-0.44308466,"('unintelligent', 'intelligent')",0.90660006,0.9316375,0.3054509,0.2442764,0.0611745
29,-0.28005314,-0.23513694,"('unfair', 'fair')",-0.45176175,-0.4464934,-0.3659074,-0.3408152,-0.0250922
74,-0.26987582,-0.32454228,"('undedicated', 'dedicated')",0.04486209,-0.04470557,-0.1125069,-0.1846239,0.072117
50,0.26242834,0.31118298,"('clumsy', 'skillful')",0.32609195,0.3347831,0.2942601,0.322983,-0.0287229
7,-0.25932956,-0.4756849,"('insensitive', 'sensitive')",0.95244884,0.80854917,0.3465596,0.1664321,0.1801275
65,0.25587195,-0.02537499,"('insecure', 'secure')",-0.37073928,-0.4298372,-0.0574337,-0.2276061,0.1701724
70,0.22453499,0.093637176,"('lethargic', 'energetic')",0.73832214,0.83386743,0.4814286,0.4637523,0.0176763
34,0.22097468,0.109574996,"('mean', 'honorable')",5.9338317,5.913593,3.0774031,3.0115838,0.0658193
40,0.21516824,0.19669455,"('stingy', 'generous')",-0.9989364,-1.1652293,-0.3918841,-0.4842674,0.0923833
68,0.21007906,0.16047642,"('dependent', 'independent')",-0.29894,-0.2966554,-0.0444305,-0.0680895,0.023659
49,-0.2009217,-0.19599324,"('unable', 'able')",-0.016719177,0.08608277,-0.1088204,-0.0549552,-0.0538652
46,-0.19870286,-0.3901441,"('uncompetitive', 'competitive')",-0.5152037,-0.49783963,-0.3569533,-0.4439919,0.0870386
4,0.19166753,0.2861586,"('disliked', 'liked')",-5.709947,-5.6975093,-2.7591398,-2.7056754,-0.0534644
25,-0.17143685,-0.15789337,"('egoistic', 'altruistic')",1.7020226,1.684766,0.7652929,0.7634363,0.0018566
61,-0.15662694,-0.28726327,"('illogical', 'logical')",0.22829336,0.12067765,0.0358332,-0.0832928,0.119126
15,-0.14579539,-0.10371032,"('boring', 'funny')",0.4832646,0.5436491,0.1687346,0.2199694,-0.0512348
13,0.14504352,-0.023261465,"('impolite', 'polite')",-0.33343968,-0.3549622,-0.0941981,-0.1891118,0.0949137
33,0.140201,0.25525582,"('wrong', 'right')",-0.5747324,-0.5839701,-0.2172657,-0.1643572,-0.0529085
64,0.12716126,0.11211079,"('shy', 'confident')",-6.2897906,-6.1778474,-3.0813146,-3.0328684,-0.0484462
47,0.11666181,0.07744368,"('stupid', 'smart')",5.131027,5.2248244,2.6238446,2.651134,-0.0272894
22,0.08995122,0.06716693,"('untrustworthy', 'trustworthy')",-0.61716455,-0.5754296,-0.2636067,-0.2541313,-0.0094754
75,-0.07045226,0.17744786,"('meek', 'impulsive')",-0.63509035,-0.4718386,-0.3527713,-0.1471954,-0.2055759
3,-0.029594332,-0.24109654,"('repellent', 'pleasant')",0.27699503,0.18493426,0.1237004,-0.0280811,0.1517815
35,0.025534026,0.35253486,"('corrupt', 'incorrupt')",-0.38282534,-0.35474038,-0.1786457,-0.0011028,-0.1775429
17,-0.015244966,-0.08630414,"('nasty', 'nice')",-0.32502013,-0.42176786,-0.1701325,-0.254036,0.0839035
