,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,male-female
0,-1.752999,-1.7473806,"('unsociable', 'sociable')",-0.3047255,-0.29887986,-1.0288622,-1.0231302,-0.005732
39,1.4523542,1.1163646,"('exploitative', 'cooperative')",0.23243251,0.0033808835,0.8423933,0.5598727,0.2825206
73,1.4381425,1.2537637,"('helpless', 'self-reliant')",-3.0262792,-3.3127208,-0.7940683,-1.0294785,0.2354102
86,-1.407318,-1.1291949,"('uninfluential', 'influential')",-0.45193586,-0.29455966,-0.9296269,-0.7118772,-0.2177497
10,-1.3942071,-1.1700699,"('unsympathetic', 'sympathetic')",-0.5718116,-0.022833532,-0.9830093,-0.5964518,-0.3865575
1,-1.3578964,-1.4136581,"('unfriendly', 'friendly')",1.6538051,1.1493185,0.1479543,-0.1321698,0.2801241
43,-1.2749201,-1.1890881,"('irresponsible', 'responsible')",0.11738747,0.35218054,-0.5787663,-0.4184538,-0.1603125
38,-1.2328148,-1.0650723,"('untruthful', 'truthful')",-0.30210608,-0.28988084,-0.7674605,-0.6774766,-0.0899839
8,-1.2095641,-1.5263613,"('unaffectionate', 'affectionate')",0.83846295,0.55325645,-0.1855506,-0.4865524,0.3010018
9,-1.158085,-1.2351393,"('unaffectionate', 'caring')",1.2210587,1.1544079,0.0314869,-0.0403657,0.0718526
53,-1.1491187,-1.1916395,"('uncreative', 'creative')",0.6187787,0.5235937,-0.26517,-0.3340229,0.0688529
13,-1.0318514,-0.9464874,"('impolite', 'polite')",-0.96809876,-0.66522026,-0.9999751,-0.8058538,-0.1941213
32,-1.0046201,-0.98473513,"('unkind', 'kind')",0.6066143,0.6598078,-0.1990029,-0.1624637,-0.0365392
19,-0.91907156,-0.6327895,"('inhospitable', 'hospitable')",-0.54562455,-0.22050323,-0.7323481,-0.4266464,-0.3057017
12,-0.8321341,-0.5287318,"('unsupportive', 'supportive')",-2.121806,-2.0381317,-1.47697,-1.2834318,-0.1935382
63,-0.82872957,-0.6111587,"('unperceptive', 'insightful')",0.4768581,0.799399,-0.1759357,0.0941201,-0.2700558
27,-0.8145993,-0.37021124,"('hardhearted', 'softhearted')",0.93625546,1.0161833,0.0608281,0.322986,-0.2621579
57,-0.8038046,-0.9453256,"('unimaginative', 'imaginative')",-3.1148627,-3.2813196,-1.9593337,-2.1133227,0.153989
6,-0.79337543,-0.48082343,"('distant', 'open')",-0.08961142,-0.21540576,-0.4414934,-0.3481146,-0.0933788
46,-0.7825365,-0.54291385,"('uncompetitive', 'competitive')",-1.0524964,-0.7399681,-0.9175165,-0.641441,-0.2760755
78,-0.76690996,-0.2504911,"('nonresilient', 'resilient')",-0.10486017,0.41664872,-0.4358851,0.0830788,-0.5189639
54,-0.75628126,-0.5256663,"('incapable', 'capable')",0.7965151,1.1014694,0.0201169,0.2879016,-0.2677847
23,-0.74607205,-0.7183912,"('insincere', 'sincere')",5.8386955,6.294795,2.5463119,2.7882018,-0.2418899
69,0.72087485,0.74284786,"('lazy', 'industrious')",-0.6914896,-1.2111403,0.0146926,-0.2341462,0.2488388
14,0.7192988,0.35019222,"('antisocial', 'social')",-0.1269472,-0.58150303,0.2961758,-0.1156554,0.4118312
72,-0.71683127,-0.5328281,"('unambitious', 'ambitious')",-0.32252243,-0.07731311,-0.5196769,-0.3050706,-0.2146063
55,-0.7095727,-0.6688025,"('incompetent', 'clever')",0.044230364,0.21853451,-0.3326712,-0.225134,-0.1075372
7,-0.7064442,-0.6373483,"('insensitive', 'sensitive')",0.2702278,0.3050713,-0.2181082,-0.1661385,-0.0519697
11,-0.68385524,-0.66298145,"('unhelpful', 'helpful')",1.6181762,1.8678949,0.4671605,0.6024567,-0.1352962
44,0.6479246,0.4805341,"('prejudiced', 'unprejudiced')",-1.2942641,-1.2931439,-0.3231697,-0.4063049,0.0831352
18,-0.60774875,-0.67874354,"('disagreeable', 'welcoming')",-0.4376314,-0.6611838,-0.5226901,-0.6699637,0.1472736
48,-0.5987481,-0.446285,"('unintelligent', 'intelligent')",0.50798196,0.795526,-0.0453831,0.1746205,-0.2200036
24,-0.5891307,-0.5464533,"('dishonest', 'honest')",0.66069657,0.6015728,0.0357829,0.0275598,0.0082231
87,0.5868285,0.46400636,"('unsuccessful', 'successful')",1.0270506,1.049416,0.8069395,0.7567111,0.0502284
42,0.57662594,0.6547851,"('unreliable', 'reliable')",-2.9387834,-2.7561376,-1.1810787,-1.0506762,-0.1304025
51,-0.57581556,-0.37769666,"('uneducated', 'educated')",0.08394809,0.47270393,-0.2459337,0.0475036,-0.2934373
82,-0.57156456,-0.42221957,"('poor', 'rich')",6.6282387,7.073174,3.028337,3.3254771,-0.2971401
35,0.56054956,0.1723059,"('corrupt', 'incorrupt')",-0.23570377,-0.743739,0.1624229,-0.2857166,0.4481395
5,-0.5569567,-0.17685431,"('distant', 'outgoing')",-0.30854583,-0.45983556,-0.4327513,-0.318345,-0.1144063
80,0.52798015,0.5443939,"('dominated', 'dominating')",-0.8527922,-0.49547198,-0.162406,0.024461,-0.186867
88,-0.526796,-0.49083987,"('low', 'eminent')",-0.3529789,-0.46330366,-0.4398874,-0.4770718,0.0371844
70,-0.51498526,-0.34511608,"('lethargic', 'energetic')",0.0306134,0.45725083,-0.2421859,0.0560674,-0.2982533
20,0.5034858,0.49011397,"('rough', 'thoughtful')",0.963049,0.958526,0.7332674,0.72432,0.0089474
17,-0.49721453,-0.52899575,"('nasty', 'nice')",-0.61755425,-0.5985075,-0.5573844,-0.5637516,0.0063672
41,-0.47888634,-0.81190294,"('unforgiving', 'forgiving')",0.1244701,-0.25232792,-0.1772081,-0.5321155,0.3549074
77,-0.47567964,-0.04754342,"('unmotivated', 'motivated')",-1.3551655,-0.87298256,-0.9154226,-0.460263,-0.4551596
45,-0.47490525,-0.5340142,"('incompetent', 'competent')",0.027783941,-0.06687151,-0.2235607,-0.3004429,0.0768822
36,-0.4491204,-0.84978306,"('hostile', 'amicable')",0.15002035,-0.30813402,-0.14955,-0.5789585,0.4294085
84,0.43221927,0.65679103,"('inferior', 'superior')",0.77786815,0.7941005,0.6050437,0.7254457,-0.120402
56,0.42736462,0.44585246,"('impractical', 'practical')",-0.37406972,-0.28652847,0.0266474,0.079662,-0.0530146
62,0.4068436,0.6789194,"('incompetent', 'brilliant')",0.4323684,0.8933166,0.419606,0.786118,-0.366512
49,-0.39312917,-0.4042339,"('unable', 'able')",-0.26276237,0.116043106,-0.3279458,-0.1440954,-0.1838504
28,-0.37371874,-0.6877324,"('disloyal', 'loyal')",1.3832833,1.1588339,0.5047823,0.2355507,0.2692316
52,-0.37121198,-0.45974413,"('irrational', 'rational')",0.48947692,0.0059472695,0.0591325,-0.2268984,0.2860309
67,0.35152894,0.5341259,"('doubtful', 'determined')",-0.5254986,-0.687588,-0.0869848,-0.076731,-0.0102538
2,0.33922368,0.15994832,"('unlikable', 'likable')",0.7708252,0.53763837,0.5550244,0.3487933,0.2062311
15,-0.33575854,-0.4676291,"('boring', 'funny')",-0.15027618,-0.38658956,-0.2430174,-0.4271093,0.1840919
34,-0.31900722,-0.13021079,"('mean', 'honorable')",5.6841083,6.014663,2.6825504,2.9422262,-0.2596758
76,0.30642503,0.38299137,"('anxious', 'daring')",-0.0685889,0.25819337,0.1189181,0.3205924,-0.2016743
16,-0.29813433,-0.4352073,"('unpopular', 'popular')",0.36862034,0.105262354,0.035243,-0.1649725,0.2002155
21,-0.28864497,-0.078037895,"('immoral', 'moral')",-0.68015504,-0.3461776,-0.4844,-0.2121077,-0.2722923
60,-0.27858734,0.08209713,"('inefficient', 'efficient')",-0.31930852,0.17341092,-0.2989479,0.127754,-0.4267019
66,-0.22697905,-0.14065452,"('inactive', 'active')",0.35621452,0.42320874,0.0646177,0.1412771,-0.0766594
83,0.1967946,0.44027308,"('powerless', 'powerful')",-0.8353347,-0.7014683,-0.3192701,-0.1305976,-0.1886725
75,0.19385268,0.2000441,"('meek', 'impulsive')",-0.5524845,-0.58524793,-0.1793159,-0.1926019,0.013286
29,0.17688093,0.34519392,"('unfair', 'fair')",-0.2924875,-0.2615087,-0.0578033,0.0418426,-0.0996459
58,0.16526335,0.1420114,"('undiscriminating', 'discriminating')",0.3156191,0.08580504,0.2404412,0.1139082,0.126533
64,0.15167403,0.20220721,"('shy', 'confident')",-6.6548724,-6.7781763,-3.2515993,-3.2879846,0.0363853
25,-0.13542092,-0.28354457,"('egoistic', 'altruistic')",1.410582,0.9614208,0.6375805,0.3389381,0.2986424
50,0.13394791,-0.012809457,"('clumsy', 'skillful')",0.049961835,0.25157887,0.0919549,0.1193847,-0.0274298
37,0.120380074,0.17968369,"('fake', 'genuine')",0.2500819,0.4432336,0.185231,0.3114586,-0.1262276
33,0.10620686,0.30064973,"('wrong', 'right')",-0.6310339,-0.7791471,-0.2624135,-0.2392487,-0.0231648
31,0.104596764,0.11644611,"('evil', 'good')",-0.58066547,-1.211649,-0.2380344,-0.5476014,0.309567
47,-0.08241902,-0.15504165,"('stupid', 'smart')",5.585463,5.808637,2.7515221,2.8267977,-0.0752756
40,0.075670004,0.23345418,"('stingy', 'generous')",-1.7349653,-2.0837643,-0.8296477,-0.925155,0.0955073
85,-0.065123774,-0.1077092,"('insignificant', 'prestigious')",0.10224864,-0.62544787,0.0185624,-0.3665785,0.3851409
79,-0.06295034,-0.112902,"('wavering', 'unwavering')",-0.26025212,-0.15694311,-0.1616012,-0.1349226,-0.0266786
4,-0.061615653,-0.29884216,"('disliked', 'liked')",-6.767264,-7.594113,-3.4144397,-3.9464774,0.5320377
26,-0.061230805,-0.436875,"('hardhearted', 'benevolent')",1.801277,0.99497145,0.8700231,0.2790482,0.5909749
22,-0.055330705,-0.0931251,"('untrustworthy', 'trustworthy')",-0.90829456,-0.94553983,-0.4818126,-0.5193325,0.0375199
68,0.05115652,0.29150236,"('dependent', 'independent')",-0.9062216,-0.59470767,-0.4275326,-0.1516027,-0.2759299
81,0.047945708,0.23694347,"('submissive', 'aggressive')",-0.87791157,-0.5365357,-0.4149829,-0.1497961,-0.2651868
71,-0.040062662,0.12616634,"('diffident', 'self-confident')",0.5945386,0.54425955,0.277238,0.3352129,-0.0579749
61,0.031748034,0.0645808,"('illogical', 'logical')",0.6982027,0.63113797,0.3649754,0.3478594,0.017116
3,0.03068699,-0.075468935,"('repellent', 'pleasant')",0.6361519,0.78939533,0.3334194,0.3569632,-0.0235438
30,0.029035479,-0.1638564,"('intolerant', 'tolerant')",0.36153322,0.09811258,0.1952844,-0.0328719,0.2281563
65,-0.021902012,-0.35224986,"('insecure', 'secure')",-0.25561386,-0.048618637,-0.1387579,-0.2004343,0.0616764
59,0.019959874,-0.025227625,"('foolish', 'wise')",0.3892936,0.102038436,0.2046267,0.0384054,0.1662213
74,0.007562995,0.034987558,"('undedicated', 'dedicated')",-0.18480353,-0.4152382,-0.0886203,-0.1901253,0.101505
