,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
10,1.0062469,0.80392545,"('unsympathetic', 'sympathetic')",0.06732475,0.0111950785,-0.07137475,0.03174238,0.3340656,0.2822876,0.051778
30,0.9842368,0.9340287,"('intolerant', 'tolerant')",1.4941834,1.5180773,0.91757095,1.0255842,1.1319971,1.1592301,-0.027233
58,0.9396162,0.7800717,"('undiscriminating', 'discriminating')",0.7414032,0.6680172,0.49293125,0.44290003,0.7246502,0.6303296,0.0943206
60,0.93867594,1.0169404,"('inefficient', 'efficient')",0.43882403,0.5373248,-0.026743218,0.30659133,0.4502523,0.6202855,-0.1700332
26,0.9354778,0.9535928,"('hardhearted', 'benevolent')",1.0426576,1.1211582,1.7477684,1.7648402,1.2419679,1.2798637,-0.0378958
72,0.8969266,0.98771197,"('unambitious', 'ambitious')",1.1675446,1.2472363,-0.9944858,-0.83466095,0.3566618,0.4667624,-0.1101006
63,0.8565088,0.8067801,"('unperceptive', 'insightful')",1.4355389,1.4014468,1.2926873,1.3630443,1.1949116,1.1904237,0.0044879
31,-0.85182357,-0.8809667,"('evil', 'good')",-1.0739939,-1.1338465,-0.986811,-1.2337874,-0.9708761,-1.0828668,0.1119907
81,0.8326166,0.78003746,"('submissive', 'aggressive')",0.51836383,0.49206796,-0.7209519,-0.53051007,0.2100095,0.2471985,-0.037189
9,0.82840335,0.73929065,"('unaffectionate', 'caring')",1.1120237,1.1206217,1.2672577,1.1700838,1.0692283,1.0099987,0.0592296
69,-0.8010966,-0.69816947,"('lazy', 'industrious')",0.28264353,0.29433033,-0.7696368,-0.9130285,-0.4293633,-0.4389559,0.0095926
17,0.7921625,0.6491615,"('nasty', 'nice')",0.15462203,0.11777395,-0.43989393,-0.50179607,0.1689635,0.0883798,0.0805837
66,0.7449544,0.7832611,"('inactive', 'active')",0.26870847,0.26321027,1.464396,1.3279531,0.8260196,0.7914748,0.0345448
56,0.7248118,0.8030445,"('impractical', 'practical')",0.8901612,1.0027698,-0.23101082,0.110134214,0.4613208,0.6386495,-0.1773287
38,0.6890484,0.7399683,"('untruthful', 'truthful')",0.026306827,0.061504927,0.101079255,0.124599144,0.2721448,0.3086908,-0.036546
65,0.66787267,0.61877066,"('insecure', 'secure')",-0.17948784,-0.22057444,-0.3269442,-0.07038735,0.0538135,0.1092696,-0.0554561
41,0.66489065,0.60417914,"('unforgiving', 'forgiving')",0.09363875,0.07729481,0.08938202,0.028738722,0.2826372,0.2367376,0.0458996
87,0.6365527,0.65238607,"('unsuccessful', 'successful')",0.7231853,0.78974104,0.75493675,0.8610184,0.7048916,0.7677151,-0.0628235
7,0.6272294,0.4665714,"('insensitive', 'sensitive')",1.0778209,1.1000844,0.995702,0.9361463,0.9002508,0.8342674,0.0659834
77,-0.61681086,-0.65249425,"('unmotivated', 'motivated')",0.64802516,0.5693587,-1.3303553,-1.2187871,-0.433047,-0.4339742,0.0009272
23,0.59898686,0.62074566,"('insincere', 'sincere')",0.9201044,0.96516544,5.8257174,5.8909297,2.4482695,2.4922803,-0.0440108
51,0.594801,0.56722903,"('uneducated', 'educated')",-0.0519578,-0.15302739,0.35375655,0.4005391,0.2988666,0.2715803,0.0272863
62,0.5618501,0.6321566,"('incompetent', 'brilliant')",0.20225707,0.33247724,-0.17123446,0.083658054,0.1976242,0.3494306,-0.1518064
18,0.5497228,0.7742221,"('disagreeable', 'welcoming')",-0.4059854,-0.28636864,-0.5034056,-0.51749694,-0.1198894,-0.0098812,-0.1100082
43,0.5401233,0.5897206,"('irresponsible', 'responsible')",0.571918,0.6970809,0.5101834,0.7764269,0.5407415,0.6877429,-0.1470014
32,0.53324735,0.57862,"('unkind', 'kind')",0.21573378,0.21261692,1.0382066,1.1775084,0.5957292,0.6562484,-0.0605192
29,-0.5289686,-0.55407566,"('unfair', 'fair')",-0.1028243,-0.130747,-0.28458336,-0.42051756,-0.3054587,-0.3684467,0.062988
28,0.5288157,0.2513541,"('disloyal', 'loyal')",0.268503,0.17354335,1.0498954,0.96416306,0.615738,0.4630202,0.1527178
75,-0.5215687,-0.35220882,"('meek', 'impulsive')",-0.124358304,-0.0036537312,-0.46957582,-0.48036155,-0.3718343,-0.2787414,-0.0930929
86,0.49634492,0.20017523,"('uninfluential', 'influential')",-0.49870294,-0.60257816,-0.14661522,-0.17793478,-0.0496577,-0.1934459,0.1437882
4,-0.48738316,-0.58406794,"('disliked', 'liked')",-0.14066395,-0.20732985,-6.4085627,-6.400183,-2.3455365,-2.3971936,0.0516571
34,-0.46758512,-0.3871613,"('mean', 'honorable')",0.8016881,0.8481119,6.4351335,6.393847,2.2564122,2.2849325,-0.0285203
1,0.46730068,0.36633775,"('unfriendly', 'friendly')",0.40549052,0.34935254,2.0039558,1.837752,0.9589157,0.8511474,0.1077683
84,0.46357358,0.36547434,"('inferior', 'superior')",-0.92566043,-0.91222167,0.78977203,0.70786434,0.1092284,0.0537057,0.0555227
67,-0.43385845,-0.22739965,"('doubtful', 'determined')",0.28081954,0.46145397,-0.62097514,-0.43970615,-0.2580047,-0.0685506,-0.1894541
36,-0.39437902,-0.3990268,"('hostile', 'amicable')",-0.70129603,-0.7433085,0.54377604,0.32904392,-0.1839663,-0.2710971,0.0871308
25,0.37167612,0.3587617,"('egoistic', 'altruistic')",0.17092459,0.18970606,1.4689918,1.3626385,0.6705308,0.6370354,0.0334954
45,0.36138034,0.13226965,"('incompetent', 'competent')",-0.5924427,-0.63924456,-0.54694813,-0.5406148,-0.2593368,-0.3491966,0.0898598
35,0.35849643,0.46891052,"('corrupt', 'incorrupt')",-1.6833974,-1.6525633,-0.3880648,-0.5978579,-0.5709886,-0.5938369,0.0228483
8,-0.3533206,-0.36977574,"('unaffectionate', 'affectionate')",-0.048284605,0.03679546,0.657894,0.5362361,0.0854296,0.0677519,0.0176777
15,-0.35282484,-0.31931865,"('boring', 'funny')",-0.030180011,0.19227654,0.19921345,0.27726662,-0.0612638,0.0500748,-0.1113386
21,0.34243786,0.3172929,"('immoral', 'moral')",1.0133188,1.0310855,-0.5735082,-0.39305618,0.2607495,0.3184408,-0.0576913
82,-0.3209183,-0.15415487,"('poor', 'rich')",-0.049782597,0.00021119043,5.4316177,5.5076413,1.6869723,1.7845659,-0.0975936
55,0.31590116,0.21474344,"('incompetent', 'clever')",-0.30816472,-0.33332044,-0.04802194,0.09202035,-0.0134285,-0.0088522,-0.0045763
48,-0.29691425,-0.44583654,"('unintelligent', 'intelligent')",-0.21201432,-0.26443303,0.32736927,0.27532557,-0.0605198,-0.1449813,0.0844615
80,0.2952335,0.20391586,"('dominated', 'dominating')",-0.531223,-0.5880346,-1.2034274,-1.1104708,-0.4798056,-0.4981965,0.0183909
64,0.28976166,0.1898258,"('shy', 'confident')",0.58524275,0.5102215,-6.4515505,-6.089777,-1.8588487,-1.7965765,-0.0622722
11,0.28343996,0.32748866,"('unhelpful', 'helpful')",0.42025927,0.526331,2.3168943,2.4772162,1.0068645,1.1103453,-0.1034808
2,0.26254275,0.6372031,"('unlikable', 'likable')",1.0256318,1.1754133,0.8001088,1.0585591,0.6960944,0.9570584,-0.260964
83,0.25022054,0.12882355,"('powerless', 'powerful')",1.2128103,1.2139385,-0.6523757,-0.629581,0.2702184,0.237727,0.0324914
52,-0.24853425,-0.40659288,"('irrational', 'rational')",0.08798936,-0.0046253987,-0.025416914,-0.24253845,-0.0619873,-0.2179189,0.1559316
27,0.24584524,0.21956955,"('hardhearted', 'softhearted')",0.40686366,0.44317743,1.6645987,1.4660772,0.7724358,0.7096081,0.0628277
14,0.23269486,0.15582696,"('antisocial', 'social')",1.010272,1.0231185,-0.93804574,-0.7958757,0.1016404,0.1276899,-0.0260495
5,-0.22927354,-0.07428599,"('distant', 'outgoing')",-0.08261764,0.11091241,-0.19791608,-0.19988102,-0.1699358,-0.0544182,-0.1155176
47,-0.22568348,-0.22047691,"('stupid', 'smart')",0.5168258,0.6205874,5.42383,5.4043303,1.9049908,1.9348135,-0.0298227
33,0.21302076,0.22933327,"('wrong', 'right')",0.3182874,0.28653434,-0.59647274,-0.7602073,-0.0217215,-0.0814466,0.0597251
85,0.18621846,0.24491984,"('insignificant', 'prestigious')",1.2233737,1.2018397,0.8239303,0.63224286,0.7445075,0.6930008,0.0515067
50,0.18337233,0.29615676,"('clumsy', 'skillful')",-0.27406198,-0.25491127,0.22256574,0.17576885,0.0439587,0.0723381,-0.0283794
37,-0.18291311,-0.28586712,"('fake', 'genuine')",0.1601956,0.08651222,0.55969405,0.5150749,0.1789922,0.10524,0.0737522
20,0.17484418,0.20798446,"('rough', 'thoughtful')",-0.4291596,-0.40283355,1.173353,1.1514947,0.3063458,0.3188819,-0.0125361
53,-0.17021555,-0.14269547,"('uncreative', 'creative')",0.9097071,0.9990922,0.97874075,0.9801642,0.5727441,0.612187,-0.0394429
88,-0.15293409,-0.17401373,"('low', 'eminent')",-0.8136824,-0.7924733,0.15003784,0.25945476,-0.2721929,-0.2356774,-0.0365155
57,-0.1340039,-0.30356827,"('unimaginative', 'imaginative')",0.594252,0.633213,-2.350865,-2.2792268,-0.6302056,-0.6498607,0.0196551
3,-0.13138823,-0.2082289,"('repellent', 'pleasant')",-0.042959772,-0.09117348,0.18279359,0.25336003,0.0028152,-0.0153475,0.0181627
59,0.12988584,0.119914964,"('foolish', 'wise')",0.40524155,0.41741034,0.34662315,0.18216981,0.2939169,0.2398317,0.0540852
79,-0.114089936,-0.109664,"('wavering', 'unwavering')",-0.26640177,-0.19819584,0.2601087,0.17016079,-0.0401277,-0.0458997,0.005772
0,-0.07846045,-0.33777326,"('unsociable', 'sociable')",-0.0061082095,-0.10884653,-0.48884946,-0.4576431,-0.1911394,-0.301421,0.1102816
54,-0.05244,0.2175782,"('incapable', 'capable')",0.13387007,0.33663076,1.0326674,1.1644871,0.3713658,0.5728987,-0.2015329
46,-0.03646418,-0.14604643,"('uncompetitive', 'competitive')",0.6076274,0.5546653,-0.36139625,-0.20623863,0.0699223,0.0674601,0.0024622
6,-0.030374683,0.020548455,"('distant', 'open')",-0.48063543,-0.36543208,0.48235753,0.35761553,-0.0095509,0.004244,-0.0137949
19,-0.01929569,0.032753803,"('inhospitable', 'hospitable')",-0.6527844,-0.66286826,-0.093690515,-0.20550573,-0.2552569,-0.2785401,0.0232832
68,-0.014355587,-0.13403672,"('dependent', 'independent')",-1.4656838,-1.5960468,-0.4692161,-0.57680357,-0.6497518,-0.7689624,0.1192106
