,3m_male,3m_female,tuple,co_male,co_female,average_male,average_female,male-female
20,0.66932863,0.7012218,"('rough', 'thoughtful')",0.026291505,0.112888396,0.3478101,0.4070551,-0.059245
34,-0.6646953,-0.9588937,"('mean', 'honorable')",5.3612266,5.065179,2.3482656,2.0531425,0.2951231
88,0.6206995,0.21022019,"('low', 'eminent')",0.53033715,0.45280847,0.5755184,0.3315143,0.2440041
16,-0.60029083,-0.60286075,"('unpopular', 'popular')",0.18524641,0.34261322,-0.2075222,-0.1301238,-0.0773984
71,-0.5429726,-0.5225473,"('diffident', 'self-confident')",0.7817031,0.7550302,0.1193652,0.1162415,0.0031237
86,-0.5168033,-0.6398112,"('uninfluential', 'influential')",-0.39316615,-0.57292944,-0.4549847,-0.6063703,0.1513856
68,-0.47651783,-0.61835545,"('dependent', 'independent')",-1.1751878,-1.3097137,-0.8258528,-0.9640346,0.1381818
4,-0.46550953,-0.31886813,"('disliked', 'liked')",-6.5584965,-5.976607,-3.5120029,-3.1477375,-0.3642654
47,0.45777068,0.48046434,"('stupid', 'smart')",5.0905495,4.859269,2.7741601,2.6698668,0.1042933
58,0.41271484,0.35486376,"('undiscriminating', 'discriminating')",0.39976314,0.57180095,0.406239,0.4633324,-0.0570934
26,-0.3228207,-0.24566774,"('hardhearted', 'benevolent')",0.68579686,0.797546,0.1814881,0.2759391,-0.094451
78,-0.3192829,-0.4979003,"('nonresilient', 'resilient')",0.8808067,0.6734752,0.2807619,0.0877874,0.1929745
83,0.29796126,0.26213855,"('powerless', 'powerful')",-0.91054124,-0.9990419,-0.30629,-0.3684517,0.0621617
57,0.2962705,0.32392812,"('unimaginative', 'imaginative')",-2.3875625,-2.192135,-1.045646,-0.9341035,-0.1115425
72,0.29008496,0.22629428,"('unambitious', 'ambitious')",-0.7336549,-0.8212394,-0.221785,-0.2974726,0.0756876
37,0.24989268,0.29792565,"('fake', 'genuine')",0.5380361,0.40187913,0.3939644,0.3499024,0.044062
12,0.22887379,0.2918314,"('unsupportive', 'supportive')",-1.468952,-1.5068246,-0.6200391,-0.6074966,-0.0125425
77,0.20918302,0.40659243,"('unmotivated', 'motivated')",-0.34971187,-0.46041802,-0.0702644,-0.0269128,-0.0433516
3,0.19917616,0.18979949,"('repellent', 'pleasant')",0.44911602,0.46236104,0.3241461,0.3260803,-0.0019342
54,0.16769078,0.2756061,"('incapable', 'capable')",0.8158245,0.8993695,0.4917576,0.5874878,-0.0957302
69,-0.16183123,0.042012945,"('lazy', 'industrious')",-1.7958317,-1.3407387,-0.9788315,-0.6493629,-0.3294686
49,-0.14171055,-0.053731646,"('unable', 'able')",-0.50744253,-0.4839872,-0.3245766,-0.2688594,-0.0557172
17,-0.13798852,-0.14181912,"('nasty', 'nice')",0.08064321,0.1293385,-0.0286727,-0.0062403,-0.0224324
28,-0.117745414,-0.3193481,"('disloyal', 'loyal')",1.4549204,1.2875638,0.6685875,0.4841079,0.1844796
33,-0.095547326,0.016040865,"('wrong', 'right')",-1.2323406,-1.1412914,-0.6639439,-0.5626252,-0.1013187
29,0.07377316,0.19865862,"('unfair', 'fair')",-1.0949237,-0.98936206,-0.5105753,-0.3953517,-0.1152236
73,-0.06647868,0.12345491,"('helpless', 'self-reliant')",-3.7807388,-3.355958,-1.9236088,-1.6162516,-0.3073572
59,-0.064588934,0.21205457,"('foolish', 'wise')",-0.3294569,-0.21379063,-0.1970229,-0.000868,-0.1961549
48,0.05297406,0.063523285,"('unintelligent', 'intelligent')",0.04037206,0.0036498737,0.0466731,0.0335866,0.0130865
44,-0.045331962,0.10536018,"('prejudiced', 'unprejudiced')",-1.0509813,-0.9487977,-0.5481566,-0.4217188,-0.1264378
24,-0.036546387,-0.2663692,"('dishonest', 'honest')",1.175479,0.91517997,0.5694664,0.3244054,0.245061
