,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.5491908,-2.2391381,"('unfriendly', 'friendly')",-0.5000877,-0.14254384,-0.88880944,-0.7158947,1.6487521,1.8330214,-0.5723339,-0.3161388,-0.2561951
6,-2.3645928,-2.0891669,"('distant', 'open')",-2.225721,-1.84726,-2.291985,-2.0419345,0.32972217,0.5601182,-1.6381443,-1.3545607,-0.2835836
53,-2.1123495,-1.8552947,"('uncreative', 'creative')",-1.3812308,-1.2916968,-0.3991105,-0.38670975,1.099771,1.1031605,-0.69823,-0.6076351,-0.0905949
86,-2.04782,-1.8511076,"('uninfluential', 'influential')",-0.8004318,-0.8663534,-0.29951677,-0.37506166,-0.5655957,-0.42260176,-0.928341,-0.8787811,-0.0495599
9,-1.9421545,-1.6206955,"('unaffectionate', 'caring')",-0.99684066,-0.6917996,-0.40437895,-0.20533097,1.1022017,1.4465561,-0.5602931,-0.2678175,-0.2924756
31,-1.9285159,-1.8458391,"('evil', 'good')",-1.8500501,-1.5385486,-1.725232,-1.5989616,-1.2072505,-1.080091,-1.6777622,-1.5158601,-0.1619021
5,-1.881759,-1.5441812,"('distant', 'outgoing')",-1.8863474,-1.4910953,-1.8364612,-1.6066375,-0.24483573,-0.11280929,-1.4623508,-1.1886808,-0.27367
85,-1.5705116,-1.4936663,"('insignificant', 'prestigious')",-2.6540554,-2.39382,-1.1539552,-0.9951062,0.45734164,0.5514472,-1.2302951,-1.0827863,-0.1475088
19,-1.4901677,-1.1999696,"('inhospitable', 'hospitable')",-1.9718478,-1.7102945,-2.19966,-1.9131196,-0.29231042,-0.18576977,-1.4884964,-1.2522882,-0.2362082
8,-1.4533877,-1.2925552,"('unaffectionate', 'affectionate')",-1.4530789,-1.193867,-0.44407058,-0.35949507,0.604625,0.95636547,-0.686478,-0.4723879,-0.2140901
57,-1.4181381,-1.3573546,"('unimaginative', 'imaginative')",-1.2461932,-1.3701468,-0.5274187,-0.6780725,-2.5910962,-2.6986306,-1.4457116,-1.526051,0.0803394
67,1.3921926,1.4612596,"('doubtful', 'determined')",0.88625365,0.8228195,0.8887671,0.93049186,-0.17057213,-0.269208,0.7491603,0.7363408,0.0128195
36,-1.347589,-1.4875443,"('hostile', 'amicable')",-1.6643436,-1.5350912,-1.5435405,-1.4915757,0.22446257,0.16678172,-1.0827527,-1.0868573,0.0041046
39,1.2775452,1.3105477,"('exploitative', 'cooperative')",2.5811307,2.3844466,1.4109548,1.5473393,-0.0001059128,0.047225468,1.3173813,1.3223898,-0.0050085
38,-1.1948115,-1.0281532,"('untruthful', 'truthful')",-1.1157961,-0.9615159,-1.3651156,-1.1654143,-0.039276,0.20510826,-0.9287497,-0.7374938,-0.1912559
72,-1.1671367,-0.9015761,"('unambitious', 'ambitious')",0.51086354,0.6544449,0.07199396,0.19460975,-0.98031527,-0.547816,-0.3911486,-0.1500844,-0.2410642
27,-1.134611,-1.1712214,"('hardhearted', 'softhearted')",-1.1629497,-1.1063199,-0.4001305,-0.33934087,1.3495004,1.3607309,-0.3370477,-0.3140378,-0.0230099
28,-1.1345999,-0.773431,"('disloyal', 'loyal')",-0.5619915,-0.3701006,0.23829749,0.24651909,0.8769422,1.151529,-0.1453379,0.0636291,-0.208967
10,-1.072663,-0.8993157,"('unsympathetic', 'sympathetic')",0.11645237,-0.05537701,-0.29503542,-0.33944273,-0.15819757,-0.010029733,-0.3523609,-0.3260413,-0.0263196
88,-1.0522889,-0.8733614,"('low', 'eminent')",-1.2728717,-1.1308763,-0.9654286,-1.082874,0.11056806,0.22013599,-0.7950053,-0.7167439,-0.0782614
78,-1.0469046,-1.0272485,"('nonresilient', 'resilient')",-0.42721406,-0.45177165,1.0182358,0.9479095,0.6511931,0.5586687,0.0488276,0.0068895,0.0419381
80,1.0465313,0.9482015,"('dominated', 'dominating')",1.1366327,1.0040672,1.0946126,0.85977393,-1.2138509,-1.2647954,0.5159814,0.3868118,0.1291696
32,-1.0389661,-0.6660754,"('unkind', 'kind')",0.18827033,0.43809322,0.65431195,0.83054894,0.6482103,0.87538904,0.1129566,0.369489,-0.2565324
54,-1.0103818,-0.8458209,"('incapable', 'capable')",0.45760027,0.5202124,-0.59288454,-0.4357164,1.0176641,1.1520368,-0.0320005,0.097678,-0.1296785
79,-1.00043,-1.0580289,"('wavering', 'unwavering')",-2.4979405,-2.424752,-2.6175678,-2.4918456,-0.14989367,-0.11530811,-1.566458,-1.5224837,-0.0439743
25,-0.97092515,-0.73896605,"('egoistic', 'altruistic')",-1.3776845,-1.2002608,-0.3146064,-0.320388,1.346576,1.4464971,-0.32916,-0.2032795,-0.1258805
26,-0.9456253,-0.71937984,"('hardhearted', 'benevolent')",1.3872238,1.5909367,0.6543869,0.74312997,1.5228357,1.5946376,0.6547053,0.8023311,-0.1476258
61,-0.945285,-0.8451313,"('illogical', 'logical')",0.04031193,-0.05830157,-0.50832635,-0.54027706,0.038799804,0.0861097,-0.3436249,-0.3394001,-0.0042248
24,-0.9362087,-0.7283101,"('dishonest', 'honest')",-0.14903447,-0.11069617,-0.5408148,-0.31435266,0.38541245,0.69382226,-0.3101614,-0.1148842,-0.1952772
82,-0.9348828,-0.5800413,"('poor', 'rich')",-0.64133805,-0.42626303,-0.09274429,0.07712153,6.121592,6.4675813,1.1131568,1.3845997,-0.2714429
4,-0.9225295,-0.62636703,"('disliked', 'liked')",-1.585715,-1.2644073,-0.17902556,-0.181191,-6.623282,-6.6751533,-2.3276381,-2.1867795,-0.1408586
23,-0.9093251,-0.68321186,"('insincere', 'sincere')",-0.0011801478,0.059880897,0.023158904,0.15158115,5.7177196,5.9942718,1.2075933,1.3806305,-0.1730372
41,-0.895237,-0.44166577,"('unforgiving', 'forgiving')",0.2091282,0.572364,0.55004936,0.64077425,-0.1442689,0.0651187,-0.0700821,0.2091478,-0.2792299
74,-0.88872087,-0.7576814,"('undedicated', 'dedicated')",0.24161486,0.40060225,0.9261246,1.225297,-0.07899839,0.13635471,0.050005,0.2511431,-0.2011381
44,0.86048365,0.69260955,"('prejudiced', 'unprejudiced')",0.018699156,-0.17770804,-0.026995387,-0.019919846,-1.4192578,-1.5714121,-0.1417676,-0.2691076,0.12734
7,-0.85911185,-0.73394525,"('insensitive', 'sensitive')",0.52250636,0.53799313,-0.20850463,-0.0721606,0.7521645,0.91086805,0.0517636,0.1606888,-0.1089252
16,-0.857342,-0.5532331,"('unpopular', 'popular')",-1.3271993,-0.95147306,-0.16088605,-0.10006045,0.61248314,0.6384836,-0.433236,-0.2415708,-0.1916652
73,0.84189874,0.8266307,"('helpless', 'self-reliant')",0.8359801,0.9155281,-0.07330454,0.06558756,-3.3725388,-3.3107836,-0.4419911,-0.3757593,-0.0662318
51,-0.8286534,-0.56965834,"('uneducated', 'educated')",-0.3735426,-0.10887315,0.26799116,0.36310613,0.26347905,0.37779516,-0.1676814,0.0155925,-0.1832739
84,0.7921047,0.67003936,"('inferior', 'superior')",0.92690694,0.72870797,0.39574757,0.34859684,1.1494037,1.0040854,0.8160408,0.6878574,0.1281834
52,-0.7724723,-0.7249996,"('irrational', 'rational')",-1.2288163,-1.0376272,-1.232791,-1.1430001,0.04139683,0.09017128,-0.7981707,-0.7038639,-0.0943068
45,-0.7255546,-0.4397259,"('incompetent', 'competent')",0.39700598,0.32557538,0.27307677,0.26006413,-0.40311697,-0.20325339,-0.1146472,-0.0143349,-0.1003123
30,0.7209839,1.0283744,"('intolerant', 'tolerant')",1.2423537,1.220966,0.7769815,0.8516396,1.2371743,1.2510545,0.9943734,1.0880086,-0.0936352
58,-0.6895717,-0.72090054,"('undiscriminating', 'discriminating')",0.46304142,0.24466467,0.81157875,0.7597348,0.19486032,0.06629676,0.1949772,0.0874489,0.1075283
12,-0.68432856,-0.5883872,"('unsupportive', 'supportive')",0.31994042,0.40922168,0.41479266,0.55610347,-1.7744511,-1.5195656,-0.4310116,-0.2856569,-0.1453547
66,-0.67646945,-0.9367693,"('inactive', 'active')",-0.865906,-0.96193236,0.28229806,0.29122788,1.2309861,0.97314185,-0.0072728,-0.158583,0.1513102
40,-0.6611602,-0.40960228,"('stingy', 'generous')",-0.40413967,-0.09443651,0.2953459,0.4199397,-1.6367109,-1.4680375,-0.6016662,-0.3880342,-0.213632
77,-0.6590926,-0.49445564,"('unmotivated', 'motivated')",0.07264905,0.028610142,0.7004705,0.64603287,-0.87521297,-0.9781553,-0.1902965,-0.199492,0.0091955
55,0.61295545,0.681092,"('incompetent', 'clever')",1.4892347,1.225645,1.338338,1.138004,-0.002290696,0.041781735,0.8595593,0.7716306,0.0879287
14,0.59752905,0.71945345,"('antisocial', 'social')",2.67304,2.5948412,1.8865228,1.9371527,-0.49825057,-0.4527415,1.1647103,1.1996765,-0.0349662
76,0.5892214,0.45106223,"('anxious', 'daring')",0.20523426,-0.013546997,0.90990496,0.80232173,0.42843172,0.36276498,0.5331981,0.4006505,0.1325476
63,-0.5856101,-0.32179534,"('unperceptive', 'insightful')",-0.819572,-0.7488034,0.99403787,1.1239074,1.0543985,1.2639294,0.1608136,0.3293095,-0.1684959
81,0.5813811,0.6875716,"('submissive', 'aggressive')",0.7032622,0.4798775,1.6103367,1.4961562,-0.7570365,-0.6595711,0.5344859,0.5010085,0.0334774
65,0.5660421,0.70965797,"('insecure', 'secure')",1.6200126,1.476271,0.62945485,0.5778665,-0.6178329,-0.49409825,0.5494192,0.5674244,-0.0180052
49,-0.5534325,-0.54962057,"('unable', 'able')",-0.50207573,-0.53936356,-0.8899591,-0.9683829,-0.28315032,-0.22456041,-0.5571544,-0.5704819,0.0133275
34,-0.5332218,-0.5103896,"('mean', 'honorable')",-0.8919319,-0.9193413,-0.23261532,-0.035124455,6.267787,6.219414,1.1525044,1.1886398,-0.0361354
3,-0.50430375,-0.50952446,"('repellent', 'pleasant')",-0.62675905,-0.60898244,0.5899342,0.5737849,0.14365414,0.12804174,-0.0993686,-0.1041701,0.0048015
18,-0.5021072,-0.22684583,"('disagreeable', 'welcoming')",-1.1264819,-0.7909182,-0.91565084,-0.79575336,-0.66699696,-0.5307359,-0.8028092,-0.5860633,-0.2167459
21,0.4620841,0.49430338,"('immoral', 'moral')",0.70284104,0.45606092,0.5822498,0.5069158,-0.82783353,-0.8039396,0.2298354,0.1633351,0.0665003
43,-0.45026517,-0.307602,"('irresponsible', 'responsible')",1.1733922,1.0450655,0.754262,0.8827493,0.58819515,0.7666789,0.516396,0.596723,-0.080327
59,0.44674468,0.48563161,"('foolish', 'wise')",-0.06856723,0.1445357,-1.3443086,-1.2752535,0.4966857,0.578546,-0.1173614,-0.0166351,-0.1007263
71,-0.41052446,-0.2674106,"('diffident', 'self-confident')",1.7574784,1.7701992,0.26685974,0.2989239,0.57769006,0.59949005,0.5478759,0.6003007,-0.0524248
37,0.40199095,0.1847209,"('fake', 'genuine')",-0.4264854,-0.5778059,-0.1210703,-0.0502122,0.41856125,0.565991,0.0682491,0.0306735,0.0375756
17,-0.37689158,-0.37830028,"('nasty', 'nice')",-0.6559651,-0.49904138,-0.6326726,-0.6027785,-0.6737464,-0.6841696,-0.5848189,-0.5410724,-0.0437465
33,0.35961694,0.40079784,"('wrong', 'right')",0.6931448,0.71381396,-0.22870412,-0.07902861,-0.4251791,-0.3843841,0.0997197,0.1627998,-0.0630801
13,0.35831234,0.6238508,"('impolite', 'polite')",1.0365542,0.91760945,0.010585293,0.06311843,-0.19272327,-0.091860294,0.3031822,0.3781796,-0.0749974
48,-0.32713202,-0.3385494,"('unintelligent', 'intelligent')",0.3441584,0.31375223,-0.16046123,-0.2510887,0.40941384,0.542055,0.0664947,0.0665423,-4.76e-05
0,-0.30962402,-0.17696087,"('unsociable', 'sociable')",0.9980372,0.8254966,0.98449427,0.8141082,-0.44792283,-0.4710829,0.3062462,0.2478902,0.058356
22,0.28367323,0.20480677,"('untrustworthy', 'trustworthy')",0.3883378,0.30876228,0.892111,1.0613452,-1.1093313,-0.8751843,0.1136977,0.1749325,-0.0612348
70,-0.27404517,-0.23041224,"('lethargic', 'energetic')",0.26467493,0.09641936,0.61467856,0.79511416,0.7268843,0.85623854,0.3330482,0.3793399,-0.0462917
42,0.25715792,0.45722872,"('unreliable', 'reliable')",0.28951037,0.3166602,0.765499,1.0119513,-3.1993482,-2.878758,-0.4717952,-0.2732294,-0.1985658
60,0.22478767,0.6223755,"('inefficient', 'efficient')",1.6386933,1.5563154,1.6619598,1.8099041,-0.09400804,0.121691085,0.8578582,1.0275716,-0.1697134
87,-0.2140328,-0.07432504,"('unsuccessful', 'successful')",0.37186614,0.32871118,1.2170411,1.2499627,0.84236485,0.73295003,0.5543098,0.5593247,-0.0050149
64,-0.20614478,-0.15815677,"('shy', 'confident')",0.33291087,0.3168121,1.0721287,1.0373784,-6.809261,-6.8109236,-1.4025915,-1.4037225,0.001131
47,0.18069601,0.32291293,"('stupid', 'smart')",1.2087011,1.2127076,0.83902377,0.99579895,5.8878436,6.044649,2.0290661,2.1440172,-0.1149511
50,-0.17784566,-0.07718247,"('clumsy', 'skillful')",-0.7119946,-0.5017843,-0.09733392,0.09064859,0.33939672,0.52089983,-0.1619444,0.0081454,-0.1700898
35,-0.17512593,-0.37175497,"('corrupt', 'incorrupt')",-1.5475435,-1.4187036,-1.5498881,-1.4417378,-0.10790672,-0.16572993,-0.8451161,-0.8494816,0.0043655
