,dell_male,dell_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
81,-2.5036807,-2.484629,"('submissive', 'aggressive')",-0.3849498,-0.39359796,-0.8749622,-0.6842472,-1.2545309,-1.1874913,-0.0670396
85,2.3809817,2.2509825,"('insignificant', 'prestigious')",1.2608434,1.1154302,0.91139823,0.7260135,1.5177412,1.3641421,0.1535991
71,2.3460495,2.373319,"('diffident', 'self-confident')",0.9219414,0.9137846,0.46532613,0.41908532,1.244439,1.2353963,0.0090427
1,2.1946788,1.981586,"('unfriendly', 'friendly')",1.0021979,0.6161385,1.776827,1.4897807,1.6579011,1.3625018,0.2953993
76,-2.1754272,-1.9146398,"('anxious', 'daring')",-1.3870534,-1.157562,-0.19833295,-0.06733887,-1.2536045,-1.0465136,-0.2070909
9,2.139493,2.0350192,"('unaffectionate', 'caring')",1.0066319,0.7026832,1.3917567,1.2599517,1.5126271,1.3325513,0.1800758
26,2.069054,2.0203545,"('hardhearted', 'benevolent')",0.8228511,0.6824883,1.8684744,1.6564822,1.5867931,1.4531083,0.1336848
8,2.0521104,1.9010901,"('unaffectionate', 'affectionate')",0.69292754,0.58436674,0.6999668,0.5177923,1.148335,1.0010831,0.1472519
45,-1.8390954,-1.7942125,"('incompetent', 'competent')",-1.5825477,-1.4229224,-0.9747736,-0.86125773,-1.4654722,-1.3594642,-0.106008
42,-1.8056529,-1.5395141,"('unreliable', 'reliable')",-2.3612301,-1.8675523,-3.2183342,-2.9716299,-2.4617391,-2.1262321,-0.335507
70,-1.687,-1.522777,"('lethargic', 'energetic')",-1.3733562,-1.0744158,0.08513108,0.29266995,-0.9917417,-0.7681743,-0.2235674
44,-1.6226679,-1.4486058,"('prejudiced', 'unprejudiced')",-0.33053857,-0.019474387,-1.2836558,-1.120692,-1.0789541,-0.8629241,-0.21603
36,1.615389,1.2541182,"('hostile', 'amicable')",0.9723867,0.5624961,0.8095699,0.47052145,1.1324485,0.7623786,0.3700699
